id,dialog_group_id,dialog_output_type,dialog_output_type_value,background,dialog_text_box_location,dialog_thumbnail_location,dialog_resource_id,dialog_locale_title,dialog_locale_description,next_id,skip_button_control
144,surface_tutorial_mission_22_04,None,0,0,Bottom,Right,si_c304_00_s,Locale_Surface:surface_mission_tuto_name_22_04_01,Locale_Surface:surface_mission_tuto_description_22_04_01,0,True
145,surface_tutorial_mission_23_01,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_23_01_01,Locale_Surface:surface_mission_tuto_description_23_01_01,146,True
146,surface_tutorial_mission_23_01,None,0,0,Bottom,Right,si_c304_00_s,Locale_Surface:surface_mission_tuto_name_23_01_01,Locale_Surface:surface_mission_tuto_description_23_01_02,147,True
147,surface_tutorial_mission_23_01,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_23_01_01,Locale_Surface:surface_mission_tuto_description_23_01_03,148,True
148,surface_tutorial_mission_23_01,None,0,0,Bottom,Right,si_c304_00_s,Locale_Surface:surface_mission_tuto_name_23_01_01,Locale_Surface:surface_mission_tuto_description_23_01_04,149,True
149,surface_tutorial_mission_23_01,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_23_01_01,Locale_Surface:surface_mission_tuto_description_23_01_05,0,True
150,surface_tutorial_mission_23_02,None,0,0,Bottom,Left,si_c301_00_s,Locale_Surface:surface_mission_tuto_name_23_02_01,Locale_Surface:surface_mission_tuto_description_23_02_01,151,True
151,surface_tutorial_mission_23_02,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_23_02_01,Locale_Surface:surface_mission_tuto_description_23_02_02,152,True
152,surface_tutorial_mission_23_02,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_23_02_01,Locale_Surface:surface_mission_tuto_description_23_02_03,153,True
153,surface_tutorial_mission_23_02,None,0,0,Bottom,Left,si_c301_00_s,Locale_Surface:surface_mission_tuto_name_23_02_01,Locale_Surface:surface_mission_tuto_description_23_02_04,154,True
154,surface_tutorial_mission_23_02,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_23_02_01,Locale_Surface:surface_mission_tuto_description_23_02_05,155,True
155,surface_tutorial_mission_23_02,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_23_02_01,Locale_Surface:surface_mission_tuto_description_23_02_06,156,True
156,surface_tutorial_mission_23_02,None,0,0,Bottom,Left,si_c301_00_s,Locale_Surface:surface_mission_tuto_name_23_02_01,Locale_Surface:surface_mission_tuto_description_23_02_07,0,True
157,surface_tutorial_mission_24_01,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_24_01_01,Locale_Surface:surface_mission_tuto_description_24_01_01,158,True
158,surface_tutorial_mission_24_01,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_24_01_01,Locale_Surface:surface_mission_tuto_description_24_01_02,159,True
159,surface_tutorial_mission_24_01,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_24_01_01,Locale_Surface:surface_mission_tuto_description_24_01_03,0,True
160,surface_tutorial_mission_24_02,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_24_02_01,Locale_Surface:surface_mission_tuto_description_24_02_01,161,True
161,surface_tutorial_mission_24_02,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_24_02_01,Locale_Surface:surface_mission_tuto_description_24_02_02,0,True
