id,type,unlock_condition_squad,unlock_condition_character,name_locale,thumbnail_image,members/0/name,members/0/value,members/1/name,members/1/value,members/2/name,members/2/value,members/3/name,members/3/value,members/4/name,members/4/value,members/5/name,members/5/value
noise_s,None,None,0,Locale_Character:430_name,mi_c430_00_s,members,noise,,,,,,,,,,
volume_s,None,None,0,Locale_Character:431_name,mi_c431_00_s,members,volume,,,,,,,,,,
aria_s,None,None,0,Locale_Character:432_name,mi_c432_00_s,members,aria,,,,,,,,,,
helm_s,None,None,0,Locale_Character:352_name,mi_c352_00_s,members,helm,,,,,,,,,,
guilty_s,None,None,0,Locale_Character:400_name,mi_c400_00_s,members,guilty,,,,,,,,,,
sin_s,None,None,0,Locale_Character:401_name,mi_c401_00_s,members,sin,,,,,,,,,,
quency_s,None,None,0,Locale_Character:402_name,mi_c402_00_s,members,quency,,,,,,,,,,
cocoa_s,None,None,0,Locale_Character:311_name,mi_c311_00_s,members,cocoa,,,,,,,,,,
soda_s,None,None,0,Locale_Character:312_name,mi_c312_00_s,members,soda,,,,,,,,,,
ade_s,None,None,0,Locale_Character:310_name,mi_c310_00_s,members,ade,,,,,,,,,,
biscuit_s,None,None,0,Locale_Character:381_name,mi_c381_00_s,members,biscuit,,,,,,,,,,
d_s,None,None,0,Locale_Character:40_name,mi_c040_00_s,members,d,,,,,,,,,,
nero_s,None,None,0,Locale_Character:380_name,mi_c380_00_s,members,nero,,,,,,,,,,
mast_s,None,None,0,Locale_Character:350_name,mi_c350_00_s,members,mast,,,,,,,,,,
anchor_s,None,None,0,Locale_Character:351_name,mi_c351_00_s,members,anchor,,,,,,,,,,
naga_s,None,None,0,Locale_Character:450_name,mi_c450_00_s,members,naga,,,,,,,,,,
tia_s,None,None,0,Locale_Character:451_name,mi_c451_00_s,members,tia,,,,,,,,,,
marciana_s,None,None,0,Locale_Character:321_name,mi_c321_00_s,members,marciana,,,,,,,,,,
leona_s,None,None,0,Locale_Character:382_name,mi_c382_00_s,members,leona,,,,,,,,,,
bay_s,None,None,0,Locale_Character:550_name,mi_c550_00_s,members,bay,,,,,,,,,,
mori_s,None,None,0,Locale_Character:590_name,mi_c590_00_s,members,mori,,,,,,,,,,
sora_s,None,None,0,Locale_Character:532_name,mi_c532_00_s,members,sora,,,,,,,,,,
counters_s,None,None,0,Locale_Character:counters_name,icon_messenger_logo_profile,members,rapi,members,neon,members,anis,,,,,,
absolut_s,None,None,0,Locale_Character:absolut_name,icon_messenger_logo_profile,members,emma,members,vesti,members,eunhwa,,,,,,
scouting_s,None,None,0,Locale_Character:scouting_name,icon_messenger_logo_profile,members,delta,members,signal,,,,,,,,
infinityrail_s,None,None,0,Locale_Character:infinityrail_name,icon_messenger_logo_profile,members,brid,members,soline,members,diesel,,,,,,
external_s,None,None,0,Locale_Character:external_name,icon_messenger_logo_profile,members,guillotine,members,maiden,,,,,,,,
matis_s,None,None,0,Locale_Character:matis_name,icon_messenger_logo_profile,members,drake,members,maxwell,members,laplace,,,,,,
cafesweety_s,None,None,0,Locale_Character:cafesweety_name,icon_messenger_logo_profile,members,sugar,members,milk,members,frima,,,,,,
triangle_s,None,None,0,Locale_Character:triangle_name,icon_messenger_logo_profile,members,privaty,members,yulha,members,admi,,,,,,
talentum_s,None,None,0,Locale_Character:talentum_name,icon_messenger_logo_profile,members,rupee,members,yan,members,dolla,,,,,,
littlecannon_s,None,None,0,Locale_Character:littlecannon_name,icon_messenger_logo_profile,members,belorta,members,mica,,,,,,,,
protocol_s,None,None,0,Locale_Character:protocol_name,icon_messenger_logo_profile,members,exia,members,novel,,,,,,,,
unlimited_s,None,None,0,Locale_Character:unlimited_name,icon_messenger_logo_profile,members,ludmilla,members,alice,,,,,,,,
acpu_s,None,None,0,Locale_Character:acpu_name,icon_messenger_logo_profile,members,poli,members,miranda,,,,,,,,
mightytools_s,None,None,0,Locale_Character:mightytools_name,icon_messenger_logo_profile,members,centi,members,liter,,,,,,,,
seraphim_s,None,None,0,Locale_Character:seraphim_name,icon_messenger_logo_profile,members,mary,members,pepper,,,,,,,,
wardress_s,None,None,0,Locale_Character:wardress_name,icon_messenger_logo_profile,members,yuni,members,mihara,,,,,,,,
exotic_s,None,None,0,Locale_Character:exotic_name,icon_messenger_logo_profile,members,crow,members,jackal,members,viper,,,,,,
lifetonic_s,None,None,0,Locale_Character:lifetonic_name,icon_messenger_logo_profile,members,rumani,members,epinel,members,folkwang,,,,,,
pioneer_s,None,None,0,Locale_Character:pioneer_name,icon_messenger_logo_profile,members,snowwhite,members,rapunzel,members,hongryeon,,,,,,
inherit_s,None,None,0,Locale_Character:inherit_name,icon_messenger_logo_profile,members,harran,members,isabel,members,noah,,,,,,
mmr_s,None,None,0,Locale_Character:mmr_name,icon_messenger_logo_profile,members,ether,members,mana,,,,,,,,
realkindness_s,None,None,0,Locale_Character:realkindness_name,icon_messenger_logo_profile,members,sin,members,guilty,members,quency,,,,,,
maidforyou_s,None,None,0,Locale_Character:maidforyou_name,icon_messenger_logo_profile,members,soda,members,ade,members,cocoa,,,,,,
siegeperilous_s,None,None,0,Locale_Character:siegeperilous_name,icon_messenger_logo_profile,members,d,members,k,,,,,,,,
cafesweety_q_s,None,None,0,Locale_Character:cafesweety_q_name,icon_messenger_logo_profile,members,sugar,members,milk,members,frima,,,,,,
dazzlingpearl_s,None,None,0,Locale_Character:dazzlingpearl_name,icon_messenger_logo_profile,members,naga,members,tia,,,,,,,,
underworldqueen_s,None,None,0,Locale_Character:underworldqueen_name,icon_messenger_logo_profile,members,rosanna,members,sakura,members,moran,,,,,,
schoolcircle_s,None,None,0,Locale_Character:schoolcircle_name,icon_messenger_logo_profile,members,zwei,members,rei,members,ein,,,,,,
unbreakablesphere_s,None,None,0,Locale_Character:973_name,icon_messenger_logo_profile,members,jien,members,mori,,,,,,,,
memoriesteller_s,None,None,0,Locale_Character:npc_172_name,icon_messenger_logo_profile,members,roam,,,,,,,,,,
edenspear_s,None,None,0,Locale_Character:233_name,icon_messenger_logo_profile,members,dorothy,members,papillon,,,,,,,,
andersen_s,None,None,0,Locale_Character:903_name,mi_c903_00_s,members,andersen,,,,,,,,,,
syuen_s,None,None,0,Locale_Character:901_name,mi_c901_00_s,members,syuen,,,,,,,,,,
ingrid_s,None,None,0,Locale_Character:900_name,mi_c900_00_s,members,ingrid,,,,,,,,,,
mustang_s,None,None,0,Locale_Character:902_name,mi_c902_00_s,members,mustang,,,,,,,,,,
johan_s,None,None,0,Locale_Character:925_name,mi_c925_00_s,members,johan,,,,,,,,,,
einkk_s,None,None,0,Locale_Character:928_name,mi_c928_00_s,members,einkk,,,,,,,,,,
cecil_s,None,None,0,Locale_Character:929_name,mi_c929_00_s,members,cecil,,,,,,,,,,
shifty_s,None,None,0,Locale_Character:907_name,mi_c907_00_s,members,shifty,,,,,,,,,,
jien_s,None,None,0,Locale_Character:973_name,mi_c973_00_s,members,jien,,,,,,,,,,
lucy,None,None,0,Locale_Character:npc_07_name,icon_messenger_logo_profile,members,lucy,,,,,,,,,,
g_npc_01,None,None,0,Locale_Character:g_npc_01_name,icon_messenger_logo_profile,members,nightmare,members,host,members,darkness,members,louisaofdawn,members,guillotine,,
blackbox,None,None,0,Locale_Character:npc_17_name,icon_messenger_logo_profile,members,blackbox,,,,,,,,,,
g_npc_02,None,None,0,Locale_Character:g_npc_02_name,icon_messenger_logo_profile,members,prisoldier05,members,prisoldier06,members,prisoldier07,members,prisoldier08,,,,
g_npc_03,None,None,0,Locale_Character:g_npc_03_name,icon_messenger_logo_profile,members,yesman,members,keuoaang,members,ruruphee,members,wjd0684,members,braindead,,
Royaldolla,None,None,0,Locale_Character:npc_63_name,icon_messenger_logo_profile,members,Royaldolla,,,,,,,,,,
mr0,None,None,0,Locale_Character:npc_70_name,icon_messenger_logo_profile,members,mr0,,,,,,,,,,
ms0,None,None,0,Locale_Character:npc_71_name,icon_messenger_logo_profile,members,ms0,,,,,,,,,,
9s2ba2,None,None,0,Locale_Character:npc_81_name,icon_messenger_logo_profile,members,9s2ba2,,,,,,,,,,
g_npc_05,None,None,0,Locale_Character:g_npc_05_name,icon_messenger_logo_profile,members,yan,members,folkwang,,,,,,,,
kitsune,None,None,0,Locale_Character:npc_273_name,icon_messenger_logo_profile,members,kitsune,,,,,,,,,,
edennotice_s,None,None,0,Locale_Character:npc_296_name,icon_messenger_logo_profile,members,cecil,members,noah,members,isabel,members,johan,members,harran,members,dorothy
tacticaltitac_s,None,None,0,Locale_Character:npc_354_name,icon_messenger_logo_profile,members,tacticaltitac,,,,,,,,,,
raptilion_s,None,None,0,Locale_Character:npc_149_name,icon_messenger_logo_profile,members,raptilion,,,,,,,,,,
six0_s,None,None,0,Locale_Character:npc_374_name,icon_messenger_logo_profile,members,six0,,,,,,,,,,
unknown_s,None,None,0,Locale_Character:npc_318_name,icon_messenger_logo_profile,members,unknown,,,,,,,,,,
urgentnotice_s,None,None,0,Locale_Character:npc_564_name,icon_messenger_logo_profile,members,mustang,members,anis,members,volume,members,noise,members,aria,,
chilipepper,Quest,None,0,Locale_Character:npc_108_name,icon_messenger_logo_profile,members,chilipepper,,,,,,,,,,
collector,Quest,None,0,Locale_Character:npc_109_name,icon_messenger_logo_profile,members,collector,,,,,,,,,,
government,Quest,None,0,Locale_Character:npc_110_name,icon_messenger_logo_profile,members,government,,,,,,,,,,
tetraconnect,Quest,None,0,Locale_Character:npc_111_name,icon_messenger_logo_profile,members,tetraconnect,,,,,,,,,,
ghost,Quest,None,0,Locale_Character:npc_112_name,icon_messenger_logo_profile,members,ghost,,,,,,,,,,
treasurehunter,Quest,None,0,Locale_Character:npc_113_name,icon_messenger_logo_profile,members,treasurehunter,,,,,,,,,,
nippur,Quest,None,0,Locale_Character:npc_114_name,icon_messenger_logo_profile,members,nippur,,,,,,,,,,
cervan,Quest,None,0,Locale_Character:npc_148_name,icon_messenger_logo_profile,members,cervan,,,,,,,,,,
raptilion,Quest,None,0,Locale_Character:npc_149_name,icon_messenger_logo_profile,members,raptilion,,,,,,,,,,
coree,Quest,None,0,Locale_Character:npc_150_name,icon_messenger_logo_profile,members,coree,,,,,,,,,,
blackrose,None,None,0,Locale_Character:npc_115_name,icon_messenger_logo_profile,members,blackrose,,,,,,,,,,
orangeperfect,None,None,0,Locale_Character:npc_125_name,icon_messenger_logo_profile,members,orangeperfect,,,,,,,,,,
cali,None,None,0,Locale_Character:npc_142_name,icon_messenger_logo_profile,members,cali,,,,,,,,,,
g_npc_04,None,None,0,Locale_Character:g_npc_04_name,icon_messenger_logo_profile,members,crooked,members,duck,members,fanfan,members,lovelove,members,spicy,members,bangle
grandpa,Quest,None,0,Locale_Character:npc_167_name,icon_messenger_logo_profile,members,grandpa,,,,,,,,,,
writer,Quest,None,0,Locale_Character:npc_169_name,icon_messenger_logo_profile,members,writer,,,,,,,,,,
serial,Quest,None,0,Locale_Character:npc_170_name,icon_messenger_logo_profile,members,serial,,,,,,,,,,
spade,Quest,None,0,Locale_Character:npc_171_name,icon_messenger_logo_profile,members,spade,,,,,,,,,,
roam,Quest,None,0,Locale_Character:npc_172_name,icon_messenger_logo_profile,members,roam,,,,,,,,,,
regale,Quest,None,0,Locale_Character:npc_173_name,icon_messenger_logo_profile,members,regale,,,,,,,,,,
justin,Quest,None,0,Locale_Character:npc_174_name,icon_messenger_logo_profile,members,justin,,,,,,,,,,
lovelydream,Quest,None,0,Locale_Character:npc_175_name,icon_messenger_logo_profile,members,lovelydream,,,,,,,,,,
jade,Quest,None,0,Locale_Character:npc_176_name,icon_messenger_logo_profile,members,jade,,,,,,,,,,
teddy,Quest,None,0,Locale_Character:npc_177_name,icon_messenger_logo_profile,members,teddy,,,,,,,,,,
missilysresearch,Quest,None,0,Locale_Character:npc_178_name,icon_messenger_logo_profile,members,missilysresearch,,,,,,,,,,
musiclover,Quest,None,0,Locale_Character:npc_180_name,icon_messenger_logo_profile,members,musiclover,,,,,,,,,,
forestfairy,Quest,None,0,Locale_Character:npc_181_name,icon_messenger_logo_profile,members,forestfairy,,,,,,,,,,
traingo,Quest,None,0,Locale_Character:npc_182_name,icon_messenger_logo_profile,members,traingo,,,,,,,,,,
alchollover,Quest,None,0,Locale_Character:npc_183_name,icon_messenger_logo_profile,members,alchollover,,,,,,,,,,
refugee,Quest,None,0,Locale_Character:npc_184_name,icon_messenger_logo_profile,members,refugee,,,,,,,,,,
jennifer,Quest,None,0,Locale_Character:npc_185_name,icon_messenger_logo_profile,members,jennifer,,,,,,,,,,
deipara,Quest,None,0,Locale_Character:npc_245_name,icon_messenger_logo_profile,members,deipara,,,,,,,,,,
romantist,Quest,None,0,Locale_Character:npc_246_name,icon_messenger_logo_profile,members,romantist,,,,,,,,,,
edennotice,Quest,None,0,Locale_Character:npc_296_name,icon_messenger_logo_profile,members,cecil,members,noah,members,isabel,members,johan,members,harran,members,dorothy
stationery,Quest,None,0,Locale_Character:npc_297_name,icon_messenger_logo_profile,members,stationery,,,,,,,,,,
shelter2admin,Quest,None,0,Locale_Character:npc_298_name,icon_messenger_logo_profile,members,shelter2admin,,,,,,,,,,
tacticaltitac,Quest,None,0,Locale_Character:npc_354_name,icon_messenger_logo_profile,members,tacticaltitac,,,,,,,,,,
pira,Quest,None,0,Locale_Character:npc_355_name,icon_messenger_logo_profile,members,pira,,,,,,,,,,
triangle_q,Quest,None,0,Locale_Character:triangle_q_name,icon_messenger_logo_profile,members,privaty,members,yulha,members,admi,,,,,,
talentum_q,Quest,None,0,Locale_Character:talentum_q_name,icon_messenger_logo_profile,members,rupee,members,yan,members,dolla,,,,,,
cafesweety_q,Quest,None,0,Locale_Character:cafesweety_q_name,icon_messenger_logo_profile,members,sugar,members,milk,members,frima,,,,,,
protocol_q,Quest,None,0,Locale_Character:protocol_q_name,icon_messenger_logo_profile,members,exia,members,novel,,,,,,,,
777_q,Quest,None,0,Locale_Character:777_q_name,icon_messenger_logo_profile,members,blanc,members,noir,,,,,,,,
twinkle,Quest,None,0,Locale_Character:npc_400_name,icon_messenger_logo_profile,members,twinkle,,,,,,,,,,
handsomecommander,Quest,None,0,Locale_Character:npc_401_name,icon_messenger_logo_profile,members,handsomecommander,,,,,,,,,,
mmrguardian,Quest,None,0,Locale_Character:npc_402_name,icon_messenger_logo_profile,members,mmrguardian,,,,,,,,,,
coffin,Quest,None,0,Locale_Character:npc_452_name,icon_messenger_logo_profile,members,coffin,,,,,,,,,,
mirrorprincess,Quest,None,0,Locale_Character:npc_453_name,icon_messenger_logo_profile,members,mirrorprincess,,,,,,,,,,
