id,group_Id,timeline_Value,timeline_actionType,timeline_actionType_Value/0/timeline_actionType_Value,timeline_actionType_Value/1/timeline_actionType_Value,timeline_actionType_Value/2/timeline_actionType_Value,timeline_actionType_Value/3/timeline_actionType_Value,timeline_actionType_Value/4/timeline_actionType_Value,timeline_actionType_Value/5/timeline_actionType_Value,timeline_actionType_Value/6/timeline_actionType_Value,timeline_actionType_Value/7/timeline_actionType_Value,timeline_actionType_Value/8/timeline_actionType_Value,timeline_actionType_Value/9/timeline_actionType_Value,timeline_actionType_Value/10/timeline_actionType_Value,timeline_actionType_Value/11/timeline_actionType_Value
150126,150107,0,Spawn_Circle_Random,9,0,360,Monster,150126,4,False,0,True,,,
150127,150107,0,Spawn_Circle_Random,9,0,360,Monster,150127,4,False,0,True,,,
150128,150107,0,Spawn_Circle_Random,9,0,360,Monster,150128,4,False,0,True,,,
150129,150108,0,Spawn_Circle_Random,9,0,360,Monster,150129,4,False,0,True,,,
150130,150108,0,Spawn_Circle_Random,9,0,360,Monster,150130,4,False,0,True,,,
150131,150108,0,Spawn_Circle_Random,9,0,360,Monster,150131,4,False,0,True,,,
150132,150108,0,Spawn_Circle_Random,9,0,360,Monster,150132,4,False,0,True,,,
150133,150109,0,Spawn_Circle_Random,9,0,360,Monster,150133,4,False,0,True,,,
150134,150109,0,Spawn_Circle_Random,9,0,360,Monster,150134,4,False,0,True,,,
150135,150109,0,Spawn_Circle_Random,9,0,360,Monster,150135,4,False,0,True,,,
150136,150109,0,Spawn_Circle_Random,9,0,360,Monster,150136,4,False,0,True,,,
150137,150110,0,Spawn_Circle_Random,9,0,360,Monster,150137,4,False,0,True,,,
150138,150110,0,Spawn_Circle_Random,9,0,360,Monster,150138,4,False,0,True,,,
150139,150110,0,Spawn_Circle_Random,9,0,360,Monster,150139,4,False,0,True,,,
150140,150110,0,Spawn_Circle_Random,9,0,360,Monster,150140,4,False,0,True,,,
152001,152001,0,Spawn_Circle_Random,7,0,360,Monster,152001,15,False,0,False,,,
152002,152002,0,Spawn_Circle_Random,7,0,360,Monster,152002,15,False,0,False,,,
158001,158001,0,Spawn_Circle_Random,7,0,360,Monster,158001,4,False,0,True,,,
159001,159001,0,Spawn_Circle_Random,7,0,360,Monster,159001,1,False,0,True,,,
159002,159002,0,Spawn_Circle_Random,7,0,360,Monster,159002,1,False,0,True,,,
159003,159003,0,Spawn_Circle_Random,7,0,360,Monster,159003,1,False,0,True,,,
160100,160100,0,Spawn_Circle_Random,9,0,360,Monster,160100,1,False,0,True,,,
160101,160101,0,Spawn_Circle_Random,9,0,360,Monster,160101,4,True,10,True,,,
160102,160101,0,Spawn_Circle_Random,9,0,360,Monster,160102,4,True,10,True,,,
160103,160101,0,Spawn_Circle_Random,9,0,360,Monster,160103,4,True,10,True,,,
160104,160101,0,Spawn_Circle_Random,9,0,360,Monster,160104,4,True,10,True,,,
160105,160102,0,Spawn_Circle_Random,9,0,360,Monster,160105,4,False,0,True,,,
160106,160102,0,Spawn_Circle_Random,9,0,360,Monster,160106,4,False,0,True,,,
160107,160102,0,Spawn_Circle_Random,9,0,360,Monster,160107,4,False,0,True,,,
160108,160102,0,Spawn_Circle_Random,9,0,360,Monster,160108,4,False,0,True,,,
160109,160103,0,Spawn_Circle_Random,9,0,360,Monster,160109,4,False,0,True,,,
160110,160103,0,Spawn_Circle_Random,9,0,360,Monster,160110,4,False,0,True,,,
160111,160103,0,Spawn_Circle_Random,9,0,360,Monster,160111,4,False,0,True,,,
160112,160103,0,Spawn_Circle_Random,9,0,360,Monster,160112,4,False,0,True,,,
160113,160104,0,Spawn_Circle_Random,9,0,360,Monster,160113,4,False,0,True,,,
160114,160104,0,Spawn_Circle_Random,9,0,360,Monster,160114,4,False,0,True,,,
160115,160104,0,Spawn_Circle_Random,9,0,360,Monster,160115,4,False,0,True,,,
160116,160104,0,Spawn_Circle_Random,9,0,360,Monster,160116,4,False,0,True,,,
160117,160105,0,Spawn_Circle_Random,9,0,360,Monster,160117,4,False,0,True,,,
160118,160105,0,Spawn_Circle_Random,9,0,360,Monster,160118,4,False,0,True,,,
160119,160105,0,Spawn_Circle_Random,9,0,360,Monster,160119,4,False,0,True,,,
160120,160105,0,Spawn_Circle_Random,9,0,360,Monster,160120,4,False,0,True,,,
160121,160106,0,Spawn_Circle_Random,9,0,360,Monster,160121,4,False,0,True,,,
160122,160106,0,Spawn_Circle_Random,9,0,360,Monster,160122,4,False,0,True,,,
160123,160106,0,Spawn_Circle_Random,9,0,360,Monster,160123,4,False,0,True,,,
160124,160106,0,Spawn_Circle_Random,9,0,360,Monster,160124,4,False,0,True,,,
160125,160107,0,Spawn_Circle_Random,9,0,360,Monster,160125,4,False,0,True,,,
160126,160107,0,Spawn_Circle_Random,9,0,360,Monster,160126,4,False,0,True,,,
160127,160107,0,Spawn_Circle_Random,9,0,360,Monster,160127,4,False,0,True,,,
160128,160107,0,Spawn_Circle_Random,9,0,360,Monster,160128,4,False,0,True,,,
160129,160108,0,Spawn_Circle_Random,9,0,360,Monster,160129,4,False,0,True,,,
160130,160108,0,Spawn_Circle_Random,9,0,360,Monster,160130,4,False,0,True,,,
160131,160108,0,Spawn_Circle_Random,9,0,360,Monster,160131,4,False,0,True,,,
160132,160108,0,Spawn_Circle_Random,9,0,360,Monster,160132,4,False,0,True,,,
160133,160109,0,Spawn_Circle_Random,9,0,360,Monster,160133,5,False,0,True,,,
160134,160109,0,Spawn_Circle_Random,9,0,360,Monster,160134,5,False,0,True,,,
160135,160109,0,Spawn_Circle_Random,9,0,360,Monster,160135,5,False,0,True,,,
160136,160109,0,Spawn_Circle_Random,9,0,360,Monster,160136,5,False,0,True,,,
160137,160110,0,Spawn_Circle_Random,9,0,360,Monster,160137,5,False,0,True,,,
160138,160110,0,Spawn_Circle_Random,9,0,360,Monster,160138,5,False,0,True,,,
160139,160110,0,Spawn_Circle_Random,9,0,360,Monster,160139,5,False,0,True,,,
160140,160110,0,Spawn_Circle_Random,9,0,360,Monster,160140,5,False,0,True,,,
160141,160111,0,Spawn_Circle_Random,9,0,360,Monster,160141,6,False,0,True,,,
160142,160111,0,Spawn_Circle_Random,9,0,360,Monster,160142,6,False,0,True,,,
160143,160111,0,Spawn_Circle_Random,9,0,360,Monster,160143,6,False,0,True,,,
160144,160111,0,Spawn_Circle_Random,9,0,360,Monster,160144,6,False,0,True,,,
160145,160112,0,Spawn_Circle_Random,9,0,360,Monster,160145,6,False,0,True,,,
160146,160112,0,Spawn_Circle_Random,9,0,360,Monster,160146,6,False,0,True,,,
160147,160112,0,Spawn_Circle_Random,9,0,360,Monster,160147,6,False,0,True,,,
160148,160112,0,Spawn_Circle_Random,9,0,360,Monster,160148,6,False,0,True,,,
160149,160113,0,Spawn_Circle_Random,9,0,360,Monster,160149,7,False,0,True,,,
160150,160113,0,Spawn_Circle_Random,9,0,360,Monster,160150,7,False,0,True,,,
160151,160113,0,Spawn_Circle_Random,9,0,360,Monster,160151,7,False,0,True,,,
160152,160113,0,Spawn_Circle_Random,9,0,360,Monster,160152,7,False,0,True,,,
160153,160114,0,Spawn_Circle_Random,9,0,360,Monster,160153,7,False,0,True,,,
160154,160114,0,Spawn_Circle_Random,9,0,360,Monster,160154,7,False,0,True,,,
160155,160114,0,Spawn_Circle_Random,9,0,360,Monster,160155,7,False,0,True,,,
160156,160114,0,Spawn_Circle_Random,9,0,360,Monster,160156,7,False,0,True,,,
160157,160115,0,Spawn_Circle_Random,9,0,360,Monster,160157,8,False,0,True,,,
160158,160115,0,Spawn_Circle_Random,9,0,360,Monster,160158,8,False,0,True,,,
160159,160115,0,Spawn_Circle_Random,9,0,360,Monster,160159,8,False,0,True,,,
160160,160115,0,Spawn_Circle_Random,9,0,360,Monster,160160,8,False,0,True,,,
160161,160116,0,Spawn_Circle_Random,9,0,360,Monster,160161,10,False,0,True,,,
160162,160116,0,Spawn_Circle_Random,9,0,360,Monster,160162,10,False,0,True,,,
160163,160116,0,Spawn_Circle_Random,9,0,360,Monster,160163,10,False,0,True,,,
160164,160116,0,Spawn_Circle_Random,9,0,360,Monster,160164,10,False,0,True,,,
160165,160117,0,Spawn_Circle_Random,9,0,360,Monster,160165,4,False,0,True,,,
160166,160117,0,Spawn_Circle_Random,9,0,360,Monster,160166,4,False,0,True,,,
160167,160117,0,Spawn_Circle_Random,9,0,360,Monster,160167,4,False,0,True,,,
160168,160117,0,Spawn_Circle_Random,9,0,360,Monster,160168,4,False,0,True,,,
160169,160118,0,Spawn_Circle_Random,9,0,360,Monster,160169,4,False,0,True,,,
160170,160118,0,Spawn_Circle_Random,9,0,360,Monster,160170,4,False,0,True,,,
160171,160118,0,Spawn_Circle_Random,9,0,360,Monster,160171,4,False,0,True,,,
160172,160118,0,Spawn_Circle_Random,9,0,360,Monster,160172,4,False,0,True,,,
160173,160119,0,Spawn_Circle_Random,9,0,360,Monster,160173,4,False,0,True,,,
160174,160119,0,Spawn_Circle_Random,9,0,360,Monster,160174,4,False,0,True,,,
160175,160119,0,Spawn_Circle_Random,9,0,360,Monster,160175,4,False,0,True,,,
160176,160119,0,Spawn_Circle_Random,9,0,360,Monster,160176,4,False,0,True,,,
160177,160120,0,Spawn_Circle_Random,9,0,360,Monster,160177,4,False,0,True,,,
160178,160120,0,Spawn_Circle_Random,9,0,360,Monster,160178,4,False,0,True,,,
160179,160120,0,Spawn_Circle_Random,9,0,360,Monster,160179,4,False,0,True,,,
160180,160120,0,Spawn_Circle_Random,9,0,360,Monster,160180,4,False,0,True,,,
162001,162001,0,Spawn_Circle_Random,7,0,360,Monster,162001,15,False,0,False,,,
162002,162002,0,Spawn_Circle_Random,7,0,360,Monster,162002,15,False,0,False,,,
162003,162003,0,Spawn_Circle_Random,7,0,360,Monster,162003,15,False,0,False,,,
162004,162003,0,Spawn_Circle_Random,7,0,360,Monster,162003,15,False,0,False,,,
163001,163001,0,Spawn_Circle_Random,5,0,360,Monster,163001,2,False,0,False,,,
163002,163001,50,Spawn_Circle_Random,5,0,360,Monster,163001,2,False,0,False,,,
163003,163001,100,Spawn_Circle_Random,5,0,360,Monster,163001,2,False,0,False,,,
163004,163001,150,Spawn_Circle_Random,5,0,360,Monster,163001,2,False,0,False,,,
163005,163001,200,Spawn_Circle_Random,5,0,360,Monster,163001,2,False,0,False,,,
163006,163001,250,Spawn_Circle_Random,5,0,360,Monster,163001,2,False,0,False,,,
163007,163001,300,Spawn_Circle_Random,5,0,360,Monster,163001,2,False,0,False,,,
163101,163002,0,Spawn_Circle_Random,5,0,360,Monster,163001,2,False,0,False,,,
164001,164001,0,Spawn_Circle_Random,5,0,360,Monster,163002,1,False,0,False,,,
164002,164001,0,Spawn_Circle_Random,5,0,360,Monster,163002,1,False,0,False,,,
164003,164001,0,Spawn_Circle_Random,5,0,360,Monster,163002,1,False,0,False,,,
164004,164001,0,Spawn_Circle_Random,5,0,360,Monster,163002,1,False,0,False,,,
168001,168001,0,Spawn_Circle_Random,7,0,360,Monster,168001,4,False,0,True,,,
168002,168002,0,Spawn_Circle_Random,7,0,360,Monster,168002,6,False,0,True,,,
168003,168003,0,Spawn_Circle_Random,7,0,360,Monster,168003,8,False,0,True,,,
168004,168004,0,Spawn_Circle_Random,7,0,360,Monster,168004,10,False,0,True,,,
168005,168005,0,Spawn_Circle_Random,7,0,360,Monster,168005,12,False,0,True,,,
168006,168006,0,Spawn_Circle_Random,7,0,360,Monster,168006,14,False,0,True,,,
168007,168007,0,Spawn_Circle_Random,7,0,360,Monster,168007,16,False,0,True,,,
168008,168008,0,Spawn_Circle_Random,7,0,360,Monster,168008,18,False,0,True,,,
168009,168009,0,Spawn_Circle_Random,7,0,360,Monster,168009,20,False,0,True,,,
168010,168010,0,Spawn_Circle_Random,7,0,360,Monster,168010,22,False,0,True,,,
168011,168011,0,Spawn_Circle_Random,7,0,360,Monster,168011,24,False,0,True,,,
168012,168012,0,Spawn_Circle_Random,7,0,360,Monster,168012,26,False,0,True,,,
169001,169001,0,Spawn_Circle_Random,7,0,360,Monster,169001,1,False,0,True,,,
169002,169002,0,Spawn_Circle_Random,7,0,360,Monster,169002,1,False,0,True,,,
169003,169003,0,Spawn_Circle_Random,7,0,360,Monster,169003,1,False,0,True,,,
170100,170100,0,Spawn_Circle_Random,9,0,360,Monster,170100,1,False,0,True,,,
170101,170101,0,Spawn_Circle_Random,9,0,360,Monster,170101,4,False,0,True,,,
170102,170101,0,Spawn_Circle_Random,9,0,360,Monster,170102,4,False,0,True,,,
170103,170101,0,Spawn_Circle_Random,9,0,360,Monster,170103,4,False,0,True,,,
170104,170101,0,Spawn_Circle_Random,9,0,360,Monster,170104,4,False,0,True,,,
170105,170102,0,Spawn_Circle_Random,9,0,360,Monster,170105,4,False,0,True,,,
170106,170102,0,Spawn_Circle_Random,9,0,360,Monster,170106,4,False,0,True,,,
170107,170102,0,Spawn_Circle_Random,9,0,360,Monster,170107,4,False,0,True,,,
170108,170102,0,Spawn_Circle_Random,9,0,360,Monster,170108,4,False,0,True,,,
170109,170103,0,Spawn_Circle_Random,9,0,360,Monster,170109,4,False,0,True,,,
170110,170103,0,Spawn_Circle_Random,9,0,360,Monster,170110,4,False,0,True,,,
170111,170103,0,Spawn_Circle_Random,9,0,360,Monster,170111,4,False,0,True,,,
170112,170103,0,Spawn_Circle_Random,9,0,360,Monster,170112,4,False,0,True,,,
170113,170104,0,Spawn_Circle_Random,9,0,360,Monster,170113,4,False,0,True,,,
170114,170104,0,Spawn_Circle_Random,9,0,360,Monster,170114,4,False,0,True,,,
170115,170104,0,Spawn_Circle_Random,9,0,360,Monster,170115,4,False,0,True,,,
170116,170104,0,Spawn_Circle_Random,9,0,360,Monster,170116,4,False,0,True,,,
170117,170105,0,Spawn_Circle_Random,9,0,360,Monster,170117,4,False,0,True,,,
170118,170105,0,Spawn_Circle_Random,9,0,360,Monster,170118,4,False,0,True,,,
170119,170105,0,Spawn_Circle_Random,9,0,360,Monster,170119,4,False,0,True,,,
170120,170105,0,Spawn_Circle_Random,9,0,360,Monster,170120,4,False,0,True,,,
170121,170106,0,Spawn_Circle_Random,9,0,360,Monster,170121,4,False,0,True,,,
170122,170106,0,Spawn_Circle_Random,9,0,360,Monster,170122,4,False,0,True,,,
170123,170106,0,Spawn_Circle_Random,9,0,360,Monster,170123,4,False,0,True,,,
170124,170106,0,Spawn_Circle_Random,9,0,360,Monster,170124,4,False,0,True,,,
170125,170107,0,Spawn_Circle_Random,9,0,360,Monster,170125,4,False,0,True,,,
170126,170107,0,Spawn_Circle_Random,9,0,360,Monster,170126,4,False,0,True,,,
170127,170107,0,Spawn_Circle_Random,9,0,360,Monster,170127,4,False,0,True,,,
170128,170107,0,Spawn_Circle_Random,9,0,360,Monster,170128,4,False,0,True,,,
170129,170108,0,Spawn_Circle_Random,9,0,360,Monster,170129,4,False,0,True,,,
170130,170108,0,Spawn_Circle_Random,9,0,360,Monster,170130,4,False,0,True,,,
170131,170108,0,Spawn_Circle_Random,9,0,360,Monster,170131,4,False,0,True,,,
170132,170108,0,Spawn_Circle_Random,9,0,360,Monster,170132,4,False,0,True,,,
170133,170109,0,Spawn_Circle_Random,9,0,360,Monster,170133,4,False,0,True,,,
170134,170109,0,Spawn_Circle_Random,9,0,360,Monster,170134,4,False,0,True,,,
170135,170109,0,Spawn_Circle_Random,9,0,360,Monster,170135,4,False,0,True,,,
170136,170109,0,Spawn_Circle_Random,9,0,360,Monster,170136,4,False,0,True,,,
170137,170110,0,Spawn_Circle_Random,9,0,360,Monster,170137,4,False,0,True,,,
170138,170110,0,Spawn_Circle_Random,9,0,360,Monster,170138,4,False,0,True,,,
170139,170110,0,Spawn_Circle_Random,9,0,360,Monster,170139,4,False,0,True,,,
170140,170110,0,Spawn_Circle_Random,9,0,360,Monster,170140,4,False,0,True,,,
170201,170201,0,Spawn_Ver,-15,0,Monster,20,170201,4,False,0,False,,,
170202,170202,0,Spawn_Ver,15,0,Monster,20,170202,4,False,0,False,,,
170203,170203,0,Spawn_Hor,0,-15,Monster,20,170203,4,False,0,False,,,
170204,170204,0,Spawn_Hor,0,15,Monster,20,170204,4,False,0,False,,,
170301,170301,0,Spawn_Circle_Random,7,0,360,Monster,170301,3,False,0,False,,,
170401,170401,0,Spawn_Circle_Equal,9,170401,32,False,0,,False,0,False,,,
170402,170402,0,Spawn_Circle_Equal,9,170402,32,False,0,,False,0,False,,,
172001,172001,0,Spawn_Circle_Random,7,0,360,Monster,172001,15,False,0,False,,,
172002,172002,0,Spawn_Circle_Random,7,0,360,Monster,172002,15,False,0,False,,,
178001,178001,0,Spawn_Circle_Random,7,0,360,Monster,178001,4,False,0,True,,,
179001,179001,0,Spawn_Circle_Random,7,0,360,Monster,179001,1,False,0,True,,,
179002,179002,0,Spawn_Circle_Random,7,0,360,Monster,179002,1,False,0,True,,,
179003,179003,0,Spawn_Circle_Random,7,0,360,Monster,179003,1,False,0,True,,,
200000,200000,0,Spawn_Circle_Random,9,0,360,Monster,170100,1,False,0,True,,,
200001,200001,0,Spawn_Circle_Random,9,0,360,Monster,200001,2,True,20,True,,,
200002,200001,0,Spawn_Circle_Random,9,0,360,Monster,200002,3,True,20,True,,,
200003,200001,0,Spawn_Circle_Random,9,0,360,Monster,200003,3,True,20,True,,,
200004,200001,0,Spawn_Circle_Random,9,0,360,Monster,200004,2,True,20,True,,,
200005,200001,0,Spawn_Circle_Random,9,0,360,Monster,200005,3,True,20,True,,,
200006,200001,0,Spawn_Circle_Random,9,0,360,Monster,200006,3,True,20,True,,,
200011,200002,0,Spawn_Circle_Random,9,0,360,Monster,200011,2,True,20,True,,,
200012,200002,0,Spawn_Circle_Random,9,0,360,Monster,200012,3,True,20,True,,,
200013,200002,0,Spawn_Circle_Random,9,0,360,Monster,200013,3,True,20,True,,,
200014,200002,0,Spawn_Circle_Random,9,0,360,Monster,200014,2,True,20,True,,,
200015,200002,0,Spawn_Circle_Random,9,0,360,Monster,200015,3,True,20,True,,,
200016,200002,0,Spawn_Circle_Random,9,0,360,Monster,200016,3,True,20,True,,,
200021,200003,0,Spawn_Circle_Random,9,0,360,Monster,200021,2,True,20,True,,,
200022,200003,0,Spawn_Circle_Random,9,0,360,Monster,200022,3,True,20,True,,,
200023,200003,0,Spawn_Circle_Random,9,0,360,Monster,200023,3,True,20,True,,,
200024,200003,0,Spawn_Circle_Random,9,0,360,Monster,200024,2,True,20,True,,,
200025,200003,0,Spawn_Circle_Random,9,0,360,Monster,200025,3,True,20,True,,,
200026,200003,0,Spawn_Circle_Random,9,0,360,Monster,200026,3,True,20,True,,,
200031,200004,0,Spawn_Circle_Random,9,0,360,Monster,200031,2,True,20,True,,,
200032,200004,0,Spawn_Circle_Random,9,0,360,Monster,200032,3,True,20,True,,,
200033,200004,0,Spawn_Circle_Random,9,0,360,Monster,200033,3,True,20,True,,,
200034,200004,0,Spawn_Circle_Random,9,0,360,Monster,200034,2,True,20,True,,,
200035,200004,0,Spawn_Circle_Random,9,0,360,Monster,200035,3,True,20,True,,,
200036,200004,0,Spawn_Circle_Random,9,0,360,Monster,200036,3,True,20,True,,,
200041,200005,0,Spawn_Circle_Random,9,0,360,Monster,200041,2,True,20,True,,,
200042,200005,0,Spawn_Circle_Random,9,0,360,Monster,200042,3,True,20,True,,,
200043,200005,0,Spawn_Circle_Random,9,0,360,Monster,200043,3,True,20,True,,,
200044,200005,0,Spawn_Circle_Random,9,0,360,Monster,200044,2,True,20,True,,,
200045,200005,0,Spawn_Circle_Random,9,0,360,Monster,200045,3,True,20,True,,,
200046,200005,0,Spawn_Circle_Random,9,0,360,Monster,200046,3,True,20,True,,,
200051,200006,0,Spawn_Circle_Random,9,0,360,Monster,200051,2,True,20,True,,,
200052,200006,0,Spawn_Circle_Random,9,0,360,Monster,200052,3,True,20,True,,,
200053,200006,0,Spawn_Circle_Random,9,0,360,Monster,200053,3,True,20,True,,,
200054,200006,0,Spawn_Circle_Random,9,0,360,Monster,200054,2,True,20,True,,,
200055,200006,0,Spawn_Circle_Random,9,0,360,Monster,200055,3,True,20,True,,,
200056,200006,0,Spawn_Circle_Random,9,0,360,Monster,200056,3,True,20,True,,,
200061,200007,0,Spawn_Circle_Random,9,0,360,Monster,200061,2,True,20,True,,,
200062,200007,0,Spawn_Circle_Random,9,0,360,Monster,200062,3,True,20,True,,,
200063,200007,0,Spawn_Circle_Random,9,0,360,Monster,200063,3,True,20,True,,,
200064,200007,0,Spawn_Circle_Random,9,0,360,Monster,200064,2,True,20,True,,,
200065,200007,0,Spawn_Circle_Random,9,0,360,Monster,200065,3,True,20,True,,,
200066,200007,0,Spawn_Circle_Random,9,0,360,Monster,200066,3,True,20,True,,,
200071,200008,0,Spawn_Circle_Random,9,0,360,Monster,200071,2,True,20,True,,,
200072,200008,0,Spawn_Circle_Random,9,0,360,Monster,200072,3,True,20,True,,,
200073,200008,0,Spawn_Circle_Random,9,0,360,Monster,200073,3,True,20,True,,,
200074,200008,0,Spawn_Circle_Random,9,0,360,Monster,200074,2,True,20,True,,,
200075,200008,0,Spawn_Circle_Random,9,0,360,Monster,200075,3,True,20,True,,,
200076,200008,0,Spawn_Circle_Random,9,0,360,Monster,200076,3,True,20,True,,,
200081,200009,0,Spawn_Circle_Random,9,0,360,Monster,200081,2,True,20,True,,,
200082,200009,0,Spawn_Circle_Random,9,0,360,Monster,200082,3,True,20,True,,,
200083,200009,0,Spawn_Circle_Random,9,0,360,Monster,200083,3,True,20,True,,,
200084,200009,0,Spawn_Circle_Random,9,0,360,Monster,200084,2,True,20,True,,,
200085,200009,0,Spawn_Circle_Random,9,0,360,Monster,200085,3,True,20,True,,,
200086,200009,0,Spawn_Circle_Random,9,0,360,Monster,200086,3,True,20,True,,,
200091,200010,0,Spawn_Circle_Random,9,0,360,Monster,200092,3,True,20,True,,,
200092,200010,0,Spawn_Circle_Random,9,0,360,Monster,200093,3,True,20,True,,,
200093,200010,0,Spawn_Circle_Random,9,0,360,Monster,200094,2,True,20,True,,,
200094,200010,0,Spawn_Circle_Random,9,0,360,Monster,200095,3,True,20,True,,,
200095,200010,0,Spawn_Circle_Random,9,0,360,Monster,200096,3,True,20,True,,,
200101,200011,0,Spawn_Circle_Random,9,0,360,Monster,200101,2,True,20,True,,,
200102,200011,0,Spawn_Circle_Random,9,0,360,Monster,200102,3,True,20,True,,,
200103,200011,0,Spawn_Circle_Random,9,0,360,Monster,200104,2,True,20,True,,,
200104,200011,0,Spawn_Circle_Random,9,0,360,Monster,200105,3,True,20,True,,,
200105,200011,0,Spawn_Circle_Random,9,0,360,Monster,200106,3,True,20,True,,,
200111,200012,0,Spawn_Circle_Random,9,0,360,Monster,200111,2,True,20,True,,,
200112,200012,0,Spawn_Circle_Random,9,0,360,Monster,200112,3,True,20,True,,,
200113,200012,0,Spawn_Circle_Random,9,0,360,Monster,200113,3,True,20,True,,,
200114,200012,0,Spawn_Circle_Random,9,0,360,Monster,200114,2,True,20,True,,,
200115,200012,0,Spawn_Circle_Random,9,0,360,Monster,200116,3,True,20,True,,,
200121,200013,0,Spawn_Circle_Random,9,0,360,Monster,200121,2,True,20,True,,,
200122,200013,0,Spawn_Circle_Random,9,0,360,Monster,200122,3,True,20,True,,,
200123,200013,0,Spawn_Circle_Random,9,0,360,Monster,200123,3,True,20,True,,,
200124,200013,0,Spawn_Circle_Random,9,0,360,Monster,200124,2,True,20,True,,,
200125,200013,0,Spawn_Circle_Random,9,0,360,Monster,200125,3,True,20,True,,,
200131,200014,0,Spawn_Circle_Random,9,0,360,Monster,200131,2,True,20,True,,,
200132,200014,0,Spawn_Circle_Random,9,0,360,Monster,200132,3,True,20,True,,,
200133,200014,0,Spawn_Circle_Random,9,0,360,Monster,200134,2,True,20,True,,,
200134,200014,0,Spawn_Circle_Random,9,0,360,Monster,200135,3,True,20,True,,,
200135,200014,0,Spawn_Circle_Random,9,0,360,Monster,200136,3,True,20,True,,,
200142,200015,0,Spawn_Circle_Random,9,0,360,Monster,200142,3,True,20,True,,,
200143,200015,0,Spawn_Circle_Random,9,0,360,Monster,200143,3,True,20,True,,,
200144,200015,0,Spawn_Circle_Random,9,0,360,Monster,200144,2,True,20,True,,,
200145,200015,0,Spawn_Circle_Random,9,0,360,Monster,200145,3,True,20,True,,,
200146,200015,0,Spawn_Circle_Random,9,0,360,Monster,200146,3,True,20,True,,,
200151,200016,0,Spawn_Circle_Random,9,0,360,Monster,200151,2,True,20,True,,,
200152,200016,0,Spawn_Circle_Random,9,0,360,Monster,200153,3,True,20,True,,,
200153,200016,0,Spawn_Circle_Random,9,0,360,Monster,200154,2,True,20,True,,,
200154,200016,0,Spawn_Circle_Random,9,0,360,Monster,200155,3,True,20,True,,,
200155,200016,0,Spawn_Circle_Random,9,0,360,Monster,200156,3,True,20,True,,,
200161,200017,0,Spawn_Circle_Random,9,0,360,Monster,200161,2,True,20,True,,,
200162,200017,0,Spawn_Circle_Random,9,0,360,Monster,200162,3,True,20,True,,,
200163,200017,0,Spawn_Circle_Random,9,0,360,Monster,200163,3,True,20,True,,,
200164,200017,0,Spawn_Circle_Random,9,0,360,Monster,200164,2,True,20,True,,,
200165,200017,0,Spawn_Circle_Random,9,0,360,Monster,200165,3,True,20,True,,,
200171,200018,0,Spawn_Circle_Random,9,0,360,Monster,200171,2,True,20,True,,,
200172,200018,0,Spawn_Circle_Random,9,0,360,Monster,200172,3,True,20,True,,,
200173,200018,0,Spawn_Circle_Random,9,0,360,Monster,200173,3,True,20,True,,,
200174,200018,0,Spawn_Circle_Random,9,0,360,Monster,200174,2,True,20,True,,,
200175,200018,0,Spawn_Circle_Random,9,0,360,Monster,200176,3,True,20,True,,,
200181,200019,0,Spawn_Circle_Random,9,0,360,Monster,200181,2,True,20,True,,,
200182,200019,0,Spawn_Circle_Random,9,0,360,Monster,200182,3,True,20,True,,,
200183,200019,0,Spawn_Circle_Random,9,0,360,Monster,200184,2,True,20,True,,,
200184,200019,0,Spawn_Circle_Random,9,0,360,Monster,200185,3,True,20,True,,,
200185,200019,0,Spawn_Circle_Random,9,0,360,Monster,200186,3,True,20,True,,,
200191,200020,0,Spawn_Circle_Random,9,0,360,Monster,200192,3,True,20,True,,,
200192,200020,0,Spawn_Circle_Random,9,0,360,Monster,200193,3,True,20,True,,,
200193,200020,0,Spawn_Circle_Random,9,0,360,Monster,200194,2,True,20,True,,,
200194,200020,0,Spawn_Circle_Random,9,0,360,Monster,200195,3,True,20,True,,,
200195,200020,0,Spawn_Circle_Random,9,0,360,Monster,200196,3,True,20,True,,,
200100,200100,0,Spawn_Circle_Random,9,0,360,Monster,200091,2,True,20,True,,,
200101,200101,0,Spawn_Circle_Random,9,0,360,Monster,200103,3,True,20,True,,,
200102,200102,0,Spawn_Circle_Random,9,0,360,Monster,200115,3,True,20,True,,,
200103,200103,0,Spawn_Circle_Random,9,0,360,Monster,200126,3,True,20,True,,,
200104,200104,0,Spawn_Circle_Random,9,0,360,Monster,200133,3,True,20,True,,,
200105,200105,0,Spawn_Circle_Random,9,0,360,Monster,200141,2,True,20,True,,,
200106,200106,0,Spawn_Circle_Random,9,0,360,Monster,200152,3,True,20,True,,,
200107,200107,0,Spawn_Circle_Random,9,0,360,Monster,200166,3,True,20,True,,,
200108,200108,0,Spawn_Circle_Random,9,0,360,Monster,200175,3,True,20,True,,,
200109,200109,0,Spawn_Circle_Random,9,0,360,Monster,200183,3,True,20,True,,,
200110,200110,0,Spawn_Circle_Random,9,0,360,Monster,200191,2,True,20,True,,,
210001,210001,0,Spawn_Circle_Random,7,0,360,Monster,210001,7,True,20,False,,,
210002,210002,0,Spawn_Circle_Random,7,0,360,Monster,210002,7,True,20,False,,,
210003,210003,0,Spawn_Circle_Random,7,0,360,Monster,210003,8,True,20,False,,,
