id,group_id,name_locale,description_locale,weapon_resource,weapon_icon,weapon_size,weapon_open_date,weapon_level,max_level,weapon_type,focus_target_type,weapon_atk_type,weapon_tag,proj_resource,proj_hit_resource,proj_life_time,proj_speed,proj_size,one_shot_proj_amount,total_proj_amount,proj_atk_term,proj_pierce,proj_knockback_value,contact_explosion,explosion_range,range_atk_range,range_atk_duration,range_atk_term,range_atk_angle,weapon_atk,weapon_reload_time,atk_start_range,explosion_resource,range_atk_resource,skill_data_01/0/skill_type_01,skill_data_01/0/skill_description_locale_01,skill_data_02/0/skill_type_02,skill_data_02/0/skill_description_locale_02,skill_data_01/0/skillresource_01/0/skill_resource_01,skill_data_01/0/skillresource_01/1/skill_resource_01,skill_data_01/0/skillvalue_01/0/skill_value_01,skill_data_01/0/skillvalue_01/1/skill_value_01,skill_data_01/0/skillvalue_01/2/skill_value_01,skill_data_01/0/skillvalue_01/3/skill_value_01,skill_data_01/0/skillvalue_01/4/skill_value_01,skill_data_01/0/skillvalue_01/5/skill_value_01,skill_data_02/0/skillresource_02/0/skill_resource_02,skill_data_02/0/skillresource_02/1/skill_resource_02,skill_data_02/0/skillvalue_02/0/skill_value_02,skill_data_02/0/skillvalue_02/1/skill_value_02,skill_data_02/0/skillvalue_02/2/skill_value_02,skill_data_02/0/skillvalue_02/3/skill_value_02,skill_data_02/0/skillvalue_02/4/skill_value_02,skill_data_02/0/skillvalue_02/5/skill_value_02
56,14,Locale_Event:event_bh_subweapon_name_04,Locale_Event:event_bh_subweapon_description_04,bh_subweapon_04,,14,0,4,True,Subweapon,None,None,None,,,0,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,,,BarricadeHpUp,Locale_Event:event_bh_subweapon_04_skill_description_01,DamageReflection,Locale_Event:event_bh_subweapon_04_skill_description_02,,,20,0,0,0,0,0,,,8,0,0,0,0,0
57,15,Locale_Event:event_bh_subweapon_name_05,Locale_Event:event_bh_subweapon_description_05,bh_subweapon_05,,15,0,1,False,Subweapon,None,None,None,,,0,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,,,BarricadeHpRecovery,Locale_Event:event_bh_subweapon_05_skill_description_01,None,,fx_bh_character_skill_heal,,100,3000,0,0,0,0,,,0,0,0,0,0,0
58,15,Locale_Event:event_bh_subweapon_name_05,Locale_Event:event_bh_subweapon_description_05,bh_subweapon_05,,15,0,2,False,Subweapon,None,None,None,,,0,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,,,BarricadeHpRecovery,Locale_Event:event_bh_subweapon_05_skill_description_01,None,,fx_bh_character_skill_heal,,200,3000,0,0,0,0,,,0,0,0,0,0,0
59,15,Locale_Event:event_bh_subweapon_name_05,Locale_Event:event_bh_subweapon_description_05,bh_subweapon_05,,15,0,3,False,Subweapon,None,None,None,,,0,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,,,BarricadeHpRecovery,Locale_Event:event_bh_subweapon_05_skill_description_01,None,,fx_bh_character_skill_heal,,300,3000,0,0,0,0,,,0,0,0,0,0,0
60,15,Locale_Event:event_bh_subweapon_name_05,Locale_Event:event_bh_subweapon_description_05,bh_subweapon_05,,15,0,4,True,Subweapon,None,None,None,,,0,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,,,BarricadeHpRecovery,Locale_Event:event_bh_subweapon_05_skill_description_01,None,,fx_bh_character_skill_heal,,400,3000,0,0,0,0,,,0,0,0,0,0,0
61,16,Locale_Event:event_bh_subweapon_name_06,Locale_Event:event_bh_subweapon_description_06,bh_subweapon_06,,16,0,1,False,Subweapon,None,None,None,,,0,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,,,CriticalProbabilityUp,Locale_Event:event_bh_subweapon_06_skill_description_01,None,,,,6,0,0,0,0,0,,,0,0,0,0,0,0
62,16,Locale_Event:event_bh_subweapon_name_06,Locale_Event:event_bh_subweapon_description_06,bh_subweapon_06,,16,0,2,False,Subweapon,None,None,None,,,0,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,,,CriticalProbabilityUp,Locale_Event:event_bh_subweapon_06_skill_description_01,None,,,,9,0,0,0,0,0,,,0,0,0,0,0,0
63,16,Locale_Event:event_bh_subweapon_name_06,Locale_Event:event_bh_subweapon_description_06,bh_subweapon_06,,16,0,3,False,Subweapon,None,None,None,,,0,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,,,CriticalProbabilityUp,Locale_Event:event_bh_subweapon_06_skill_description_01,None,,,,12,0,0,0,0,0,,,0,0,0,0,0,0
64,16,Locale_Event:event_bh_subweapon_name_06,Locale_Event:event_bh_subweapon_description_06,bh_subweapon_06,,16,0,4,True,Subweapon,None,None,None,,,0,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,,,CriticalProbabilityUp,Locale_Event:event_bh_subweapon_06_skill_description_01,None,,,,15,0,0,0,0,0,,,0,0,0,0,0,0
65,17,Locale_Event:event_bh_subweapon_name_07,Locale_Event:event_bh_subweapon_description_07,bh_subweapon_07,,17,0,1,False,Subweapon,None,None,None,,,0,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,,,CriticalDamageUp,Locale_Event:event_bh_subweapon_07_skill_description_01,ReloadTimeUp,Locale_Event:event_bh_subweapon_07_skill_description_02,,,6,0,0,0,0,0,,,2,0,0,0,0,0
66,17,Locale_Event:event_bh_subweapon_name_07,Locale_Event:event_bh_subweapon_description_07,bh_subweapon_07,,17,0,2,False,Subweapon,None,None,None,,,0,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,,,CriticalDamageUp,Locale_Event:event_bh_subweapon_07_skill_description_01,ReloadTimeUp,Locale_Event:event_bh_subweapon_07_skill_description_02,,,9,0,0,0,0,0,,,4,0,0,0,0,0
67,17,Locale_Event:event_bh_subweapon_name_07,Locale_Event:event_bh_subweapon_description_07,bh_subweapon_07,,17,0,3,False,Subweapon,None,None,None,,,0,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,,,CriticalDamageUp,Locale_Event:event_bh_subweapon_07_skill_description_01,ReloadTimeUp,Locale_Event:event_bh_subweapon_07_skill_description_02,,,12,0,0,0,0,0,,,6,0,0,0,0,0
68,17,Locale_Event:event_bh_subweapon_name_07,Locale_Event:event_bh_subweapon_description_07,bh_subweapon_07,,17,0,4,True,Subweapon,None,None,None,,,0,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,,,CriticalDamageUp,Locale_Event:event_bh_subweapon_07_skill_description_01,ReloadTimeUp,Locale_Event:event_bh_subweapon_07_skill_description_02,,,15,0,0,0,0,0,,,8,0,0,0,0,0
69,18,Locale_Event:event_bh_subweapon_name_08,Locale_Event:event_bh_subweapon_description_08,bh_subweapon_08,,18,0,1,False,Subweapon,None,None,None,,,0,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,,,AllWeaponDamageRatioUp,Locale_Event:event_bh_subweapon_08_skill_description_01,BarricadeHpDown,Locale_Event:event_bh_subweapon_08_skill_description_02,,,5,0,0,0,0,0,,,2,0,0,0,0,0
70,18,Locale_Event:event_bh_subweapon_name_08,Locale_Event:event_bh_subweapon_description_08,bh_subweapon_08,,18,0,2,False,Subweapon,None,None,None,,,0,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,,,AllWeaponDamageRatioUp,Locale_Event:event_bh_subweapon_08_skill_description_01,BarricadeHpDown,Locale_Event:event_bh_subweapon_08_skill_description_02,,,10,0,0,0,0,0,,,4,0,0,0,0,0
71,18,Locale_Event:event_bh_subweapon_name_08,Locale_Event:event_bh_subweapon_description_08,bh_subweapon_08,,18,0,3,False,Subweapon,None,None,None,,,0,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,,,AllWeaponDamageRatioUp,Locale_Event:event_bh_subweapon_08_skill_description_01,BarricadeHpDown,Locale_Event:event_bh_subweapon_08_skill_description_02,,,15,0,0,0,0,0,,,6,0,0,0,0,0
72,18,Locale_Event:event_bh_subweapon_name_08,Locale_Event:event_bh_subweapon_description_08,bh_subweapon_08,,18,0,4,True,Subweapon,None,None,None,,,0,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,,,AllWeaponDamageRatioUp,Locale_Event:event_bh_subweapon_08_skill_description_01,BarricadeHpDown,Locale_Event:event_bh_subweapon_08_skill_description_02,,,20,0,0,0,0,0,,,8,0,0,0,0,0
