id,name_localkey,description_localkey,camera_work,weapon_type,fire_type,attack_type,counter_enermy,input_type,is_targeting,prefer_target,prefer_target_condition,damage,shot_count,muzzle_count,multi_target_count,center_shot_count,shot_timing,max_ammo,maintain_fire_stance,uptype_fire_timing,reload_time,reload_bullet,reload_start_ammo,rate_of_fire_reset_time,rate_of_fire,end_rate_of_fire,rate_of_fire_change_pershot,burst_energy_pershot,target_burst_energy_pershot,penetration,spot_first_delay,spot_last_delay,start_accuracy_circle_scale,end_accuracy_circle_scale,accuracy_change_pershot,accuracy_change_speed,auto_start_accuracy_circle_scale,auto_end_accuracy_circle_scale,auto_accuracy_change_pershot,auto_accuracy_change_speed,zoom_rate,multi_aim_range,spot_projectile_speed,charge_time,full_charge_damage,full_charge_burst_energy,spot_radius_object,spot_radius,spot_explosion_range,homing_script,core_damage_rate,shake_id,shaketype,shakeweight,aim_prefab,hurt_function_id_list/0/name,hurt_function_id_list/0/value,use_function_id_list/0/name,use_function_id_list/0/value
1022002,,,camera_work_01,SR,Instant,Energy,None,UP,False,Back,None,0,1,1,0,0,Concurrence,0,0,0,0,0,0,0,0,0,0,0,0,50,20,20,1,1,0,0,1,1,0,0,0,0,0,500,100000,0,0,0,0,,20000,0,Fire_SR,120,,hurt_function_id_list,0,use_function_id_list,0
1022101,Locale_Skill:character_shot_name_localkey_rl_up,Locale_Skill:character_shot_description_localkey_rl_up,camera_work_01,RL,HomingProjectile,Metal,Metal_Type,UP,False,TargetGL,None,6295,1,1,0,0,Concurrence,6,0,0,230,10000,5,0,60,60,0,14500,29000,0,20,20,10,10,0,0,10,10,0,0,0,0,100,100,25000,25000,2,50,500,lv1,20000,2,Fire_RL,120,,hurt_function_id_list,0,use_function_id_list,0
1022201,Locale_Skill:character_shot_name_localkey_ar_down,Locale_Skill:character_shot_description_localkey_ar_down,camera_work_01,AR,Instant,Metal,Metal_Type,DOWN,True,TargetAR,None,2708,1,1,0,0,Concurrence,20,0,0,230,10000,19,0,720,720,0,4500,9000,0,20,20,75,75,0,0,75,75,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_AR,120,,hurt_function_id_list,0,use_function_id_list,0
1023001,Locale_Skill:character_shot_name_localkey_sr_up,Locale_Skill:character_shot_description_localkey_sr_up,camera_work_01,SR,Instant,Bio,Energy_Type,UP,False,Back,None,7089,1,1,0,0,Concurrence,6,0,0,230,10000,5,0,60,60,0,29000,58000,0,20,20,10,10,0,0,10,10,0,0,30,0,0,100,25000,25000,0,0,0,,20000,2,Fire_SR,120,,hurt_function_id_list,0,use_function_id_list,0
1023101,Locale_Skill:character_shot_name_localkey_sg_down,Locale_Skill:character_shot_description_localkey_sg_down,camera_work_02,SG,Instant,Bio,Energy_Type,DOWN,True,Front,None,21070,10,1,0,0,Concurrence,9,0,0,186,10000,8,0,90,90,0,2000,4000,0,20,20,250,250,0,0,250,250,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_SG,120,,hurt_function_id_list,0,use_function_id_list,0
1023201,Locale_Skill:character_shot_name_localkey_rl_up,Locale_Skill:character_shot_description_localkey_rl_up,camera_work_01,RL,HomingProjectile,Metal,Metal_Type,UP,False,TargetGL,None,3202,1,2,0,0,Concurrence,6,0,0,250,10000,5,0,60,60,0,15000,30000,0,20,20,10,10,0,0,10,10,0,0,0,0,100,100,25000,25000,2,50,500,lv1,20000,2,Fire_RL,120,,hurt_function_id_list,0,use_function_id_list,0
1023202,,,camera_work_01,SMG,Instant,Metal,None,DOWN,False,TargetAR,None,0,1,1,0,0,Concurrence,0,0,0,0,0,0,0,0,0,0,0,0,300,20,20,1,1,0,0,1,1,0,0,0,0,0,150,30000,0,0,0,0,,20000,0,Fire_SMG,120,,hurt_function_id_list,0,use_function_id_list,0
1024001,Locale_Skill:character_shot_name_localkey_rl_up,Locale_Skill:character_shot_description_localkey_rl_up,camera_work_01,RL,HomingProjectile,Metal,Metal_Type,UP,False,TargetGL,None,5638,1,1,0,0,Concurrence,6,0,0,60,3300,5,0,60,60,0,32500,65000,0,20,20,10,10,0,0,10,10,0,0,0,0,100,100,25000,25000,2,50,500,lv1,20000,2,Fire_RL,120,,hurt_function_id_list,0,use_function_id_list,0
1024101,Locale_Skill:character_shot_name_localkey_smg_down,Locale_Skill:character_shot_description_localkey_smg_down,camera_work_01,SMG,Instant,Metal,Energy_Type,DOWN,True,TargetAR,None,1012,1,1,0,0,Concurrence,120,0,0,100,10000,119,0,1440,1440,0,1000,2000,0,20,20,110,110,0,0,110,110,0,0,0,0,0,0,10000,0,0,0,0,,25000,1,Fire_SMG,120,,hurt_function_id_list,0,use_function_id_list,0
1024201,Locale_Skill:character_shot_name_localkey_ar_down,Locale_Skill:character_shot_description_localkey_ar_down,camera_work_01,AR,Instant,Energy,Energy_Type,DOWN,True,TargetAR,None,1429,1,1,0,0,Concurrence,60,0,0,130,10000,59,0,720,720,0,2000,4000,0,20,20,75,75,0,0,75,75,0,0,0,0,0,0,10000,0,0,0,0,,20000,1,Fire_AR,120,,hurt_function_id_list,0,use_function_id_list,0
1026001,Locale_Skill:character_shot_name_localkey_mg_down,Locale_Skill:character_shot_description_localkey_mg_down,camera_work_02,MG,Instant,Energy,Energy_Type,DOWN,False,TargetPS,None,771,1,1,0,0,Concurrence,300,0,0,230,10000,299,100,60,4200,100,500,1000,0,20,20,250,10,7,150,250,10,7,150,0,0,0,0,10000,0,0,0,0,,20000,1,Fire_MG,120,,hurt_function_id_list,0,use_function_id_list,0
1026002,,,camera_work_02,MG,MultiTarget,Energy,None,DOWN,False,TargetPS,None,0,1,1,0,0,Concurrence,300,0,0,230,10000,299,100,60,4200,100,500,1000,0,20,20,1,1,0,0,1,1,0,0,0,350,0,0,10000,0,0,0,0,,20000,0,Fire_MG,120,base_aim_multishot_c260,hurt_function_id_list,0,use_function_id_list,0
1027001,Locale_Skill:character_shot_name_localkey_ar_down,Locale_Skill:character_shot_description_localkey_ar_down,camera_work_01,AR,Instant,Energy,Energy_Type,DOWN,True,TargetAR,None,1365,1,1,0,0,Concurrence,60,0,0,100,10000,59,0,720,720,0,2000,4000,0,20,20,75,75,0,0,75,75,0,0,0,0,0,0,10000,0,0,0,0,,20000,1,Fire_AR,120,,hurt_function_id_list,0,use_function_id_list,0
1027101,Locale_Skill:character_shot_name_localkey_sg_down,Locale_Skill:character_shot_description_localkey_sg_down,camera_work_02,SG,Instant,Energy,Energy_Type,DOWN,True,Front,None,20460,10,1,0,0,Concurrence,9,0,0,23,3300,8,0,90,90,0,4500,9000,0,20,20,250,250,0,0,250,250,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_SG,120,,hurt_function_id_list,0,use_function_id_list,0
1027102,Locale_Skill:character_shot_name_localkey_mg_down,Locale_Skill:character_shot_description_localkey_mg_down,camera_work_02,MG,Instant,Energy,Energy_Type,DOWN,False,TargetPS,None,484,1,1,0,0,Concurrence,300,0,0,130,10000,299,100,60,4200,100,500,1000,0,13,20,250,10,7,150,250,10,7,150,0,0,0,0,10000,0,0,0,0,,20000,1,Fire_MG,120,,hurt_function_id_list,0,use_function_id_list,0
1028001,Locale_Skill:character_shot_name_localkey_mg_down,Locale_Skill:character_shot_description_localkey_mg_down,camera_work_02,MG,Instant,Energy,Energy_Type,DOWN,False,TargetPS,None,510,1,1,0,0,Concurrence,300,0,0,167,10000,299,100,60,4200,100,500,1000,0,20,20,250,10,7,150,250,10,7,150,0,0,0,0,10000,0,0,0,0,,20000,1,Fire_MG,120,,hurt_function_id_list,0,use_function_id_list,0
1028101,Locale_Skill:character_shot_name_localkey_ar_down,Locale_Skill:character_shot_description_localkey_ar_down,camera_work_02,AR,Instant,Energy,Energy_Type,DOWN,True,TargetAR,None,1471,1,1,0,0,Concurrence,60,0,0,150,10000,59,0,720,720,0,2500,5000,0,20,20,75,75,0,0,75,75,0,0,0,0,0,0,10000,0,0,0,0,,20000,1,Fire_AR,120,,hurt_function_id_list,0,use_function_id_list,0
1028102,,,camera_work_02,SMG,Instant,Energy,Energy_Type,DOWN,False,TargetAR,None,0,1,1,0,0,Concurrence,60,0,0,0,0,0,0,1440,1440,0,0,0,0,20,20,75,75,0,0,75,75,0,0,0,0,0,0,10000,0,0,0,0,,20000,1,Fire_AR,120,,hurt_function_id_list,0,use_function_id_list,0
1028201,Locale_Skill:character_shot_name_localkey_sr_up,Locale_Skill:character_shot_description_localkey_sr_up,camera_work_01,SR,Instant,Bio,Energy_Type,UP,False,Back,None,6700,1,1,0,0,Concurrence,6,0,0,167,10000,5,0,60,60,0,27000,54000,0,20,20,10,10,0,0,10,10,0,0,30,0,0,100,25000,25000,0,0,0,,20000,2,Fire_SR,120,,hurt_function_id_list,0,use_function_id_list,0
1029001,Locale_Skill:character_shot_name_localkey_ar_down,Locale_Skill:character_shot_description_localkey_ar_down,camera_work_01,AR,Instant,Energy,Energy_Type,DOWN,True,TargetAR,None,1507,1,1,0,0,Concurrence,60,0,0,167,10000,59,0,720,720,0,2500,5000,0,20,20,75,75,0,0,75,75,0,0,0,0,0,0,10000,0,0,0,0,,20000,1,Fire_AR,120,,hurt_function_id_list,0,use_function_id_list,0
1029101,Locale_Skill:character_shot_name_localkey_sg_down,Locale_Skill:character_shot_description_localkey_sg_down,camera_work_02,SG,Instant,Bio,Energy_Type,DOWN,True,Front,None,21430,10,1,0,0,Concurrence,9,0,0,200,10000,8,0,90,90,0,2000,4000,0,20,20,250,250,0,0,250,250,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_SG,120,,hurt_function_id_list,0,use_function_id_list,0
1030001,Locale_Skill:character_shot_name_localkey_ar_down,Locale_Skill:character_shot_description_localkey_ar_down,camera_work_01,AR,Instant,Energy,Energy_Type,DOWN,True,TargetAR,None,1401,1,1,0,0,Concurrence,60,0,0,117,10000,59,0,720,720,0,2000,4000,0,20,20,75,75,0,0,75,75,0,0,0,0,0,0,10000,0,0,0,0,,20000,1,Fire_AR,120,,hurt_function_id_list,0,use_function_id_list,0
1030101,Locale_Skill:character_shot_name_localkey_sg_down,Locale_Skill:character_shot_description_localkey_sg_down,camera_work_02,SG,Instant,Energy,Energy_Type,DOWN,True,Front,None,21430,10,1,0,0,Concurrence,9,0,0,200,10000,8,0,90,90,0,2000,4000,0,20,20,250,250,0,0,250,250,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_SG,120,,hurt_function_id_list,0,use_function_id_list,0
1030201,Locale_Skill:character_shot_name_localkey_sr_up,Locale_Skill:character_shot_description_localkey_sr_up,camera_work_01,SR,Instant,Bio,Energy_Type,UP,False,Back,None,6904,1,1,0,0,Concurrence,6,0,0,200,10000,5,0,60,60,0,28000,56000,0,20,20,10,10,0,0,10,10,0,0,30,0,0,100,25000,25000,0,0,0,,20000,2,Fire_SR,120,,hurt_function_id_list,0,use_function_id_list,0
1030301,Locale_Skill:character_shot_name_localkey_mg_down,Locale_Skill:character_shot_description_localkey_mg_down,camera_work_02,MG,Instant,Energy,Energy_Type,DOWN,False,TargetPS,None,567,1,1,0,0,Concurrence,300,0,0,267,10000,299,100,60,4200,100,500,1000,0,20,20,250,10,7,150,250,10,7,150,0,0,0,0,10000,0,0,0,0,,20000,1,Fire_MG,120,,hurt_function_id_list,0,use_function_id_list,0
1030401,Locale_Skill:character_shot_name_localkey_rl_up,Locale_Skill:character_shot_description_localkey_rl_up,camera_work_01,RL,HomingProjectile,Metal,Metal_Type,UP,False,TargetGL,None,6130,1,1,0,0,Concurrence,6,0,0,200,10000,5,0,60,60,0,14000,28000,0,20,20,10,10,0,0,10,10,0,0,0,0,100,100,25000,25000,2,50,500,lv1,20000,2,Fire_RL,120,,hurt_function_id_list,0,use_function_id_list,0
1030501,Locale_Skill:character_shot_name_localkey_smg_down,Locale_Skill:character_shot_description_localkey_smg_down,camera_work_02,SMG,Instant,Energy,Energy_Type,DOWN,True,TargetAR,None,873,1,1,0,0,Concurrence,120,0,0,150,10000,119,0,1440,1440,0,1000,2000,0,20,20,110,110,0,0,110,110,0,0,0,0,0,0,10000,0,0,0,0,,20000,1,Fire_SMG,120,,hurt_function_id_list,0,use_function_id_list,0
1030601,Locale_Skill:character_shot_name_localkey_smg_down,Locale_Skill:character_shot_description_localkey_smg_down,camera_work_02,SMG,Instant,Energy,Energy_Type,DOWN,True,TargetAR,None,936,1,1,0,0,Concurrence,120,0,0,200,10000,119,0,1440,1440,0,1000,2000,0,20,20,110,110,0,0,110,110,0,0,0,0,0,0,10000,0,0,0,0,,20000,1,Fire_SMG,120,,hurt_function_id_list,0,use_function_id_list,0
1030701,Locale_Skill:character_shot_name_localkey_sg_down,Locale_Skill:character_shot_description_localkey_sg_down,camera_work_02,SG,Instant,Energy,Energy_Type,DOWN,True,Front,None,23160,10,1,0,0,Concurrence,9,0,0,67,3300,8,0,90,90,0,4500,9000,0,20,20,250,250,0,0,250,250,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_SG,120,,hurt_function_id_list,0,use_function_id_list,0
1032001,Locale_Skill:character_shot_name_localkey_mg_down,Locale_Skill:character_shot_description_localkey_mg_down,camera_work_02,MG,Instant,Energy,Energy_Type,DOWN,False,TargetPS,None,546,1,1,0,0,Concurrence,300,0,0,230,10000,299,100,60,4200,100,500,1000,0,20,20,250,10,7,150,250,10,7,150,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_MG,120,,hurt_function_id_list,0,use_function_id_list,0
1032101,Locale_Skill:character_shot_name_localkey_sg_down,Locale_Skill:character_shot_description_localkey_sg_down,camera_work_02,SG,Instant,Energy,Energy_Type,DOWN,True,Front,None,20150,10,1,0,0,Concurrence,9,0,0,150,10000,8,0,90,90,0,2000,4000,0,20,20,250,250,0,0,250,250,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_SG,120,,hurt_function_id_list,0,use_function_id_list,0
1030801,Locale_Skill:character_shot_name_localkey_ar_down,Locale_Skill:character_shot_description_localkey_ar_down,camera_work_01,AR,Instant,Energy,Energy_Type,DOWN,True,TargetAR,None,1471,1,1,0,0,Concurrence,60,0,0,150,10000,59,0,720,720,0,2500,5000,0,20,20,75,75,0,0,75,75,0,0,0,0,0,0,10000,0,0,0,0,,20000,1,Fire_AR,120,,hurt_function_id_list,0,use_function_id_list,0
1099901,,,camera_work_01,None,ProjectileDirect,Energy,None,UP,False,HighHP,None,0,1,1,0,0,Concurrence,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,1,1,0,0,1,1,0,0,0,0,100,100,10000,0,2,2,10,,20000,0,Fire_AR,120,,hurt_function_id_list,0,use_function_id_list,0
1099902,,,camera_work_01,None,Instant,Energy,None,DOWN,False,HighHP,None,0,1,1,0,0,Concurrence,0,0,0,0,0,0,0,0,0,0,0,0,300,50,100,1,1,0,0,1,1,0,0,0,0,0,100,10000,0,0,0,0,,20000,0,Fire_AR,120,,hurt_function_id_list,0,use_function_id_list,0
1099903,,,camera_work_01,None,Instant,Energy,None,DOWN,True,HighHP,None,0,1,1,0,0,Concurrence,0,0,0,0,0,0,0,240,240,0,0,0,0,20,20,40,110,100,100,40,110,100,100,0,0,0,0,0,0,0,0,0,,20000,0,Fire_AR,120,,hurt_function_id_list,0,use_function_id_list,0
1000001,Locale_Skill:character_shot_name_localkey_smg_down,Locale_Skill:character_shot_description_localkey_smg_down,camera_work_02,SMG,Instant,Energy,Energy_Type,DOWN,True,TargetAR,None,999,1,1,0,0,Concurrence,120,0,0,250,10000,119,0,1440,1440,0,1500,3000,0,20,20,110,110,0,0,110,110,0,0,0,0,0,0,10000,0,0,0,0,,20000,1,Fire_SMG,120,,hurt_function_id_list,0,use_function_id_list,0
1000002,Locale_Skill:character_shot_name_localkey_smg_down,Locale_Skill:character_shot_description_localkey_smg_down,camera_work_02,SMG,Instant,Energy,Energy_Type,DOWN,True,TargetAR,None,999,1,1,0,0,Concurrence,120,0,0,250,10000,119,0,1440,1440,0,1500,3000,0,20,20,110,110,0,0,110,110,0,0,0,0,0,0,10000,0,0,0,0,,20000,1,Fire_SMG,120,,hurt_function_id_list,0,use_function_id_list,0
1000003,Locale_Skill:character_shot_name_localkey_smg_down,Locale_Skill:character_shot_description_localkey_smg_down,camera_work_02,SMG,Instant,Energy,Energy_Type,DOWN,True,TargetAR,None,999,1,1,0,0,Concurrence,120,0,0,250,10000,119,0,1440,1440,0,1500,3000,0,20,20,110,110,0,0,110,110,0,0,0,0,0,0,10000,0,0,0,0,,20000,1,Fire_SMG,120,,hurt_function_id_list,0,use_function_id_list,0
1000004,Locale_Skill:character_shot_name_localkey_smg_down,Locale_Skill:character_shot_description_localkey_smg_down,camera_work_02,SMG,Instant,Energy,Energy_Type,DOWN,True,TargetAR,None,999,1,1,0,0,Concurrence,120,0,0,250,10000,119,0,1440,1440,0,1500,3000,0,20,20,110,110,0,0,110,110,0,0,0,0,0,0,10000,0,0,0,0,,20000,1,Fire_SMG,120,,hurt_function_id_list,0,use_function_id_list,0
1000005,Locale_Skill:character_shot_name_localkey_smg_down,Locale_Skill:character_shot_description_localkey_smg_down,camera_work_02,SMG,Instant,Energy,Energy_Type,DOWN,True,TargetAR,None,999,1,1,0,0,Concurrence,120,0,0,250,10000,119,0,1440,1440,0,1500,3000,0,20,20,110,110,0,0,110,110,0,0,0,0,0,0,10000,0,0,0,0,,20000,1,Fire_SMG,120,,hurt_function_id_list,0,use_function_id_list,0
1000006,Locale_Skill:character_shot_name_localkey_smg_down,Locale_Skill:character_shot_description_localkey_smg_down,camera_work_02,SMG,Instant,Energy,Energy_Type,DOWN,True,TargetAR,None,999,1,1,0,0,Concurrence,120,0,0,250,10000,119,0,1440,1440,0,1500,3000,0,20,20,110,110,0,0,110,110,0,0,0,0,0,0,10000,0,0,0,0,,20000,1,Fire_SMG,120,,hurt_function_id_list,0,use_function_id_list,0
1000007,Locale_Skill:character_shot_name_localkey_sr_up,Locale_Skill:character_shot_description_localkey_sr_up,camera_work_01,SR,Instant,Bio,Energy_Type,UP,False,Back,None,6429,1,1,0,0,Concurrence,6,0,0,130,10000,5,0,60,60,0,25500,51000,0,13,20,10,10,0,0,10,10,0,0,30,0,0,100,25000,0,0,0,0,,20000,2,Fire_SR,120,,hurt_function_id_list,0,use_function_id_list,0
1000008,Locale_Skill:character_shot_name_localkey_ar_down,Locale_Skill:character_shot_description_localkey_ar_down,camera_work_01,AR,Instant,Energy,Energy_Type,DOWN,True,TargetAR,None,1414,1,1,0,0,Concurrence,60,0,0,130,10000,59,0,720,720,0,2000,4000,0,13,20,75,75,0,0,75,75,0,0,0,0,0,0,10000,0,0,0,0,,20000,1,Fire_AR,120,,hurt_function_id_list,0,use_function_id_list,0
1000009,Locale_Skill:character_shot_name_localkey_rl_up,Locale_Skill:character_shot_description_localkey_rl_up,camera_work_01,RL,HomingProjectile,Metal,Metal_Type,UP,False,TargetGL,None,5709,1,1,0,0,Concurrence,6,0,0,130,10000,5,0,60,60,0,12500,25000,0,13,20,10,10,0,0,10,10,0,0,0,0,100,100,25000,0,2,50,500,lv1,20000,2,Fire_RL,120,,hurt_function_id_list,0,use_function_id_list,0
1000010,Locale_Skill:character_shot_name_localkey_rl_up,Locale_Skill:character_shot_description_localkey_rl_up,camera_work_01,RL,HomingProjectile,Metal,Metal_Type,UP,False,TargetGL,None,5709,1,1,0,0,Concurrence,6,0,0,130,10000,5,0,60,60,0,12500,25000,0,13,20,10,10,0,0,10,10,0,0,0,0,100,100,25000,0,2,50,500,lv1,20000,2,Fire_RL,120,,hurt_function_id_list,0,use_function_id_list,0
1013201,Locale_Skill:character_shot_name_localkey_sr_up,Locale_Skill:character_shot_description_localkey_sr_up,camera_work_01,SR,Instant,Metal,Metal_Type,UP,False,Back,None,6595,1,1,0,0,Concurrence,6,0,0,150,10000,5,0,60,60,0,26500,53000,0,20,20,10,10,0,0,10,10,0,0,30,0,0,100,25000,25000,0,0,0,,20000,2,Fire_SR,120,,hurt_function_id_list,0,use_function_id_list,0
1033001,Locale_Skill:character_shot_name_localkey_mg_down,Locale_Skill:character_shot_description_localkey_mg_down_detect,camera_work_01,MG,Instant,Metal,Metal_Type,DOWN,False,TargetPS,IncludeNoneTargetNone,557,1,1,0,0,Concurrence,300,0,0,250,10000,299,100,60,4200,100,500,1000,0,20,20,250,10,7,150,250,10,7,150,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_MG,120,,hurt_function_id_list,0,use_function_id_list,0
1035201,Locale_Skill:character_shot_name_localkey_sr_up,Locale_Skill:character_shot_description_localkey_sr_up,camera_work_01,SR,Instant,Metal,Metal_Type,UP,False,Back,None,6904,1,1,0,0,Concurrence,6,0,0,200,10000,5,0,60,60,0,28000,56000,0,20,20,10,10,0,0,10,10,0,0,30,0,0,100,25000,25000,0,0,0,,20000,2,Fire_SR,120,,hurt_function_id_list,0,use_function_id_list,0
1036001,Locale_Skill:character_shot_name_localkey_rl_up,Locale_Skill:character_shot_description_localkey_rl_up,camera_work_01,RL,HomingProjectile,Metal,Metal_Type,UP,False,TargetGL,None,5709,1,1,0,0,Concurrence,6,0,0,200,10000,5,0,60,60,0,14000,28000,0,13,20,10,10,0,0,10,10,0,0,0,0,100,100,25000,0,2,50,500,lv1,20000,2,Fire_RL,120,,hurt_function_id_list,0,use_function_id_list,0
1038001,Locale_Skill:character_shot_name_localkey_smg_down,Locale_Skill:character_shot_description_localkey_smg_down,camera_work_01,SMG,Instant,Metal,Metal_Type,DOWN,True,TargetAR,None,839,1,1,0,0,Concurrence,120,0,0,130,10000,119,0,1440,1440,0,1000,2000,0,13,20,110,110,0,0,110,110,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_SMG,120,,hurt_function_id_list,0,use_function_id_list,0
1039201,Locale_Skill:character_shot_name_localkey_smg_down,Locale_Skill:character_shot_description_localkey_smg_down,camera_work_01,SMG,Instant,Metal,Metal_Type,DOWN,True,TargetAR,None,915,1,1,0,0,Concurrence,120,0,0,183,10000,119,0,1440,1440,0,1000,2000,0,20,20,110,110,0,0,110,110,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_SMG,120,,hurt_function_id_list,0,use_function_id_list,0
1043201,Locale_Skill:character_shot_name_localkey_mg_down,Locale_Skill:character_shot_description_localkey_mg_down,camera_work_01,MG,Instant,Metal,Metal_Type,DOWN,False,TargetPS,None,547,1,1,0,0,Concurrence,300,0,0,233,10000,299,100,60,4200,100,500,1000,0,20,20,250,10,7,150,250,10,7,150,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_MG,120,,hurt_function_id_list,0,use_function_id_list,0
1001401,Locale_Skill:character_shot_name_localkey_mg_down,Locale_Skill:character_shot_description_localkey_mg_down,camera_work_01,MG,Instant,Metal,Metal_Type,DOWN,False,TargetPS,None,557,1,1,0,0,Concurrence,300,0,0,250,10000,299,100,60,4200,100,500,1000,0,20,20,250,10,7,150,250,10,7,150,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_MG,120,,hurt_function_id_list,0,use_function_id_list,0
1001402,,,camera_work_01,RL,ProjectileDirect,Metal,None,DOWN,False,TargetGL,None,0,1,1,0,0,Concurrence,7,0,0,250,10000,6,0,0,0,0,0,0,0,20,20,1,1,0,0,1,1,0,0,0,0,50,0,10000,0,2,50,1500,,20000,0,Fire_RL,120,,hurt_function_id_list,0,use_function_id_list,0
1022301,Locale_Skill:character_shot_name_localkey_smg_down,Locale_Skill:character_shot_description_localkey_smg_down,camera_work_01,SMG,Instant,Metal,Metal_Type,DOWN,True,TargetAR,None,873,1,1,0,0,Concurrence,120,0,0,150,10000,119,0,1440,1440,0,1000,2000,0,20,20,110,110,0,0,110,110,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_SMG,120,,hurt_function_id_list,0,use_function_id_list,0
1041001,Locale_Skill:character_shot_name_localkey_mg_down,Locale_Skill:character_shot_description_localkey_mg_down,camera_work_01,MG,Instant,Metal,Metal_Type,DOWN,False,TargetPS,None,557,1,1,0,0,Concurrence,300,0,0,250,10000,299,100,60,4200,100,500,1000,0,20,20,250,10,7,150,250,10,7,150,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_MG,120,,hurt_function_id_list,0,use_function_id_list,0
1043001,Locale_Skill:character_shot_name_localkey_rl_up,Locale_Skill:character_shot_description_localkey_rl_up,camera_work_01,RL,HomingProjectile,Metal,Metal_Type,UP,False,TargetGL,None,6130,1,1,0,0,Concurrence,6,0,0,200,10000,5,0,60,60,0,14000,28000,0,20,20,10,10,0,0,10,10,0,0,0,0,100,100,25000,25000,2,50,500,lv1,20000,2,Fire_RL,120,,hurt_function_id_list,0,use_function_id_list,0
1043101,Locale_Skill:character_shot_name_localkey_smg_down,Locale_Skill:character_shot_description_localkey_smg_down,camera_work_01,SMG,Instant,Metal,Metal_Type,DOWN,True,TargetAR,None,873,1,1,0,0,Concurrence,120,0,0,150,10000,119,0,1440,1440,0,1000,2000,0,20,20,110,110,0,0,110,110,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_SMG,120,,hurt_function_id_list,0,use_function_id_list,0
1004201,Locale_Skill:character_shot_name_localkey_sg_down,Locale_Skill:character_shot_description_localkey_sg_down,camera_work_01,SG,Instant,Metal,Metal_Type,DOWN,True,Front,None,19460,10,1,0,0,Concurrence,9,0,0,130,10000,8,0,90,90,0,1500,3000,0,13,20,250,250,0,0,250,250,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_SG,120,,hurt_function_id_list,0,use_function_id_list,0
1039101,Locale_Skill:character_shot_name_localkey_sr_up,Locale_Skill:character_shot_description_localkey_sr_up,camera_work_01,SR,Instant,Metal,Metal_Type,UP,False,Back,None,6904,1,1,0,0,Concurrence,6,0,0,200,10000,5,0,60,60,0,28000,56000,0,20,20,10,10,0,0,10,10,0,0,30,0,0,100,25000,25000,0,0,0,,20000,2,Fire_SR,120,,hurt_function_id_list,0,use_function_id_list,0
1040201,Locale_Skill:character_shot_name_localkey_smg_down,Locale_Skill:character_shot_description_localkey_smg_down,camera_work_01,SMG,Instant,Metal,Metal_Type,DOWN,True,TargetAR,None,447,1,2,0,0,Concurrence,120,0,0,167,10000,119,0,1440,1440,0,1000,2000,0,20,20,110,110,0,0,110,110,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_SMG,120,,hurt_function_id_list,0,use_function_id_list,0
1035001,Locale_Skill:character_shot_name_localkey_smg_down,Locale_Skill:character_shot_description_localkey_smg_down,camera_work_01,SMG,Instant,Metal,Metal_Type,DOWN,True,TargetAR,None,873,1,1,0,0,Concurrence,120,0,0,150,10000,119,0,1440,1440,0,1000,2000,0,20,20,110,110,0,0,110,110,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_SMG,120,,hurt_function_id_list,0,use_function_id_list,0
1015101,Locale_Skill:character_shot_name_localkey_sr_up,Locale_Skill:character_shot_description_localkey_sr_up,camera_work_01,SR,Instant,Metal,Metal_Type,UP,False,Back,None,6429,1,1,0,0,Concurrence,6,0,0,130,10000,5,0,60,60,0,25500,51000,0,13,20,10,10,0,0,10,10,0,0,30,0,0,100,25000,0,0,0,0,,20000,2,Fire_SR,120,,hurt_function_id_list,0,use_function_id_list,0
1031101,Locale_Skill:character_shot_name_localkey_sr_up,Locale_Skill:character_shot_description_localkey_sr_up,camera_work_01,SR,Instant,Metal,Metal_Type,UP,False,Back,None,6904,1,1,0,0,Concurrence,6,0,0,200,10000,5,0,60,60,0,28000,56000,0,20,20,10,10,0,0,10,10,0,0,30,0,0,100,25000,25000,0,0,0,,20000,2,Fire_SR,120,,hurt_function_id_list,0,use_function_id_list,0
