id,resource_id,icon_id,name_locale,tier,group_id,can_fire,mvspd,max_stamina,list_condition,list_condition_value,list_override_prob,list_prob,list_highpriority,effect_settings/0/effect_type_id,effect_settings/0/effect_value,effect_settings/1/effect_type_id,effect_settings/1/effect_value,hire_require_items/0/hire_require_item_id,hire_require_items/0/hire_require_item_value,hire_require_items/1/hire_require_item_id,hire_require_items/1/hire_require_item_value,hire_require_items/2/hire_require_item_id,hire_require_items/2/hire_require_item_value
10910,rebuildeden_npc_as002,rebuildeden_icn_portrait_as002,Locale_Event:rebe_unit_name_t5_10,5,5,True,140,80,Quest,1701,900,0,False,DecreaseDispatchWaitTime,1800,None,0,1101,3200,1102,250,1103,200
11001,rebuildeden_npc_as005,rebuildeden_icn_portrait_as005,Locale_Event:rebe_unit_name_t5_01,5,5,True,160,70,Quest,1701,100,0,False,AddBasicElectronicsAmount,80,None,0,1101,4800,1102,300,1103,220
11002,rebuildeden_npc_as002,rebuildeden_icn_portrait_as002,Locale_Event:rebe_unit_name_t5_03,5,5,True,140,80,Quest,1701,100,0,False,DecreaseSideElectronicsRequirementAmount,50,None,0,1101,4800,1102,300,1103,220
11003,rebuildeden_npc_as001,rebuildeden_icn_portrait_as001,Locale_Event:rebe_unit_name_t5_03,5,5,True,130,90,Quest,1701,100,0,False,DecreaseElectronicsRequirementAmount,80,None,0,1101,4800,1102,300,1103,220
11004,rebuildeden_npc_as002,rebuildeden_icn_portrait_as002,Locale_Event:rebe_unit_name_t5_11,5,5,True,140,80,Quest,1701,100,0,False,DecreaseCreateTime,2300,None,0,1101,4800,1102,300,1103,220
11005,rebuildeden_npc_as005,rebuildeden_icn_portrait_as005,Locale_Event:rebe_unit_name_t5_04,5,5,True,160,70,Quest,1701,100,0,False,DecreaseCreateTime,2200,None,0,1101,4800,1102,300,1103,220
11006,rebuildeden_npc_as003,rebuildeden_icn_portrait_as003,Locale_Event:rebe_unit_name_t5_13,5,5,True,140,80,Quest,1701,100,0,False,IncreaseProductionAmount,5,None,0,1101,4800,1102,300,1103,220
11007,rebuildeden_npc_as004,rebuildeden_icn_portrait_as004,Locale_Event:rebe_unit_name_t5_14,5,5,True,130,90,Quest,1701,100,0,False,AddDispatchSuccessProbability,2000,None,0,1101,4800,1102,300,1103,220
11008,rebuildeden_npc_as003,rebuildeden_icn_portrait_as003,Locale_Event:rebe_unit_name_t5_08,5,5,True,140,80,Quest,1701,100,0,False,AddDispatchResourcePercentage,3000,None,0,1101,4800,1102,300,1103,220
11009,rebuildeden_npc_as001,rebuildeden_icn_portrait_as001,Locale_Event:rebe_unit_name_t5_15,5,5,True,160,70,Quest,1701,100,0,False,DecreaseRecruitValuePercentage,1000,None,0,1101,4800,1102,300,1103,220
11010,rebuildeden_npc_as004,rebuildeden_icn_portrait_as004,Locale_Event:rebe_unit_name_t5_16,5,5,True,140,80,Quest,1701,100,0,False,DecreaseDispatchWaitTime,2000,None,0,1101,4800,1102,300,1103,220
