id,event_id,day,login_event_reward_type,reward_id
82503001,82503,1,Normal,48301
82503002,82503,2,Normal,48302
82503003,82503,3,Normal,48303
82503004,82503,4,Normal,48304
82503005,82503,5,Normal,48305
82503006,82503,6,Normal,48306
82503007,82503,7,Normal,48307
82503008,82503,8,Normal,48308
82503009,82503,9,Normal,48309
82503010,82503,10,Normal,48310
82503011,82503,11,Normal,48311
82503012,82503,12,Normal,48312
82503013,82503,13,Normal,48313
82503014,82503,14,Goal,48314
82603001,82603,1,Normal,48401
82603002,82603,2,Normal,48402
82603003,82603,3,Normal,48403
82603004,82603,4,Normal,48404
82603005,82603,5,Normal,48405
82603006,82603,6,Normal,48406
82603007,82603,7,Normal,48407
82603008,82603,8,Normal,48408
82603009,82603,9,Normal,48409
82603010,82603,10,Normal,48410
82603011,82603,11,Normal,48411
82603012,82603,12,Normal,48412
82603013,82603,13,Normal,48413
82603014,82603,14,Goal,48414
82703001,82703,1,Normal,48801
82703002,82703,2,Normal,48802
82703003,82703,3,Normal,48803
82703004,82703,4,Normal,48804
82703005,82703,5,Normal,48805
82703006,82703,6,Normal,48806
82703007,82703,7,Normal,48807
82703008,82703,8,Normal,48808
82703009,82703,9,Normal,48809
82703010,82703,10,Normal,48810
82703011,82703,11,Normal,48811
82703012,82703,12,Normal,48812
82703013,82703,13,Normal,48813
82703014,82703,14,Goal,48814
82803001,82803,1,Normal,49001
82803002,82803,2,Normal,49002
82803003,82803,3,Normal,49003
82803004,82803,4,Normal,49004
82803005,82803,5,Normal,49005
82803006,82803,6,Normal,49006
82803007,82803,7,Normal,49007
82803008,82803,8,Normal,49008
82803009,82803,9,Normal,49009
82803010,82803,10,Normal,49010
82803011,82803,11,Normal,49011
82803012,82803,12,Normal,49012
82803013,82803,13,Normal,49013
82803014,82803,14,Normal,49014
82803015,82803,15,Normal,49015
82803016,82803,16,Normal,49016
82803017,82803,17,Normal,49017
82803018,82803,18,Normal,49018
82803019,82803,19,Normal,49019
82803020,82803,20,Normal,49020
82803021,82803,21,Goal,49021
