id,group_id,timeline_loop,timeline_loop_delay,timeline_value,actiontype,actionknockback,proj_resource_id,proj_type,proj_amount,proj_duration,proj_afterduration,proj_aftercollide,proj_aftercollide_stat,proj_dmgcount,proj_dmgdelay,proj_size,proj_spd,actionvalue/0/actionvalue,actionvalue/1/actionvalue,actionvalue/2/actionvalue,actionvalue/3/actionvalue,actionvalue/4/actionvalue,actionvalue/5/actionvalue,proj_atk_range/0/proj_atk_range,proj_atk_range/1/proj_atk_range,proj_typevalue/0/proj_typevalue,proj_typevalue/1/proj_typevalue,proj_typevalue/2/proj_typevalue,proj_typevalue/3/proj_typevalue
550135,550069,False,0,165,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,165,0,0,0
550136,550069,False,0,165,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,225,0,0,0
550137,550069,False,0,165,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,285,0,0,0
550138,550069,False,0,165,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,345,0,0,0
550139,550069,False,0,165,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,45,0,0,0
550140,550069,False,0,165,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,105,0,0,0
600000,600000,False,0,0,MoveTarget_Keep,False,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600001,600000,False,0,1200,Despawn,False,,None,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
600002,600001,False,0,0,MoveTarget_Keep,False,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600003,600001,False,0,1100,Despawn,False,,None,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
600004,600002,False,0,0,MoveTarget_Keep,False,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600005,600002,False,0,1000,Despawn,False,,None,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
600006,600003,False,0,0,MoveTarget_Keep,False,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600007,600003,False,0,900,Despawn,False,,None,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
600008,600004,False,0,0,MoveTarget_Keep,False,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600009,600004,False,0,800,Despawn,False,,None,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
600010,600005,False,0,0,MoveTarget_Keep,False,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600011,600005,False,0,700,Despawn,False,,None,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
600012,600006,False,0,0,MoveTarget_Keep,False,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600013,600006,False,0,600,Despawn,False,,None,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
900001,900100,True,0,0,MoveDir,True,,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
900002,900100,False,100,500,Jump,False,,None,0,0,0,0,0,0,0,0,0,10,10,100,100,50,150,0,0,0,0,0,0
900011,900200,True,0,0,MoveDir,True,,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
900012,900200,False,100,500,Despawn,False,,None,0,0,0,0,0,0,0,0,0,8,100,0,0,0,0,0,0,0,0,0,0
900100,900600,True,0,0,MoveTarget_Keep,False,,None,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
900101,900600,False,400,300,None,False,NKS_fx_projectile_bullet_b01_e,Near,1,1000,0,0,0,1,0,-1717986918,0,0,0,0,0,0,0,5,5,0,0,0,0
900201,900601,True,0,0,MoveTarget_Keep,False,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900202,900601,False,0,450,Stop,False,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900203,900601,False,600,460,MoveTarget_Once,False,,None,0,0,0,0,0,0,0,0,0,5,200,0,0,0,0,0,0,0,0,0,0
900301,900602,True,0,0,MoveTarget_Keep,False,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900302,900602,False,0,450,Stop,False,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900303,900602,False,0,460,MoveTarget_Once,False,,None,0,0,0,0,0,0,0,0,0,5,200,0,0,0,0,0,0,0,0,0,0
900304,900602,False,0,500,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,0,0,0,0
900305,900602,False,0,500,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,90,0,0,0
900306,900602,False,0,500,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,180,0,0,0
900307,900602,False,0,500,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,270,0,0,0
900308,900602,False,0,600,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,45,0,0,0
900309,900602,False,0,600,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,135,0,0,0
900310,900602,False,0,600,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,225,0,0,0
900311,900602,False,200,600,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,315,0,0,0
900401,900603,True,0,0,MoveTarget_Keep,False,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900402,900603,False,0,450,Stop,False,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900403,900603,False,0,460,MoveTarget_Once,False,,None,0,0,0,0,0,0,0,0,0,3,200,0,0,0,0,0,0,0,0,0,0
900404,900603,False,0,600,None,False,NKS_fx_projectile_bullet_a01_e,Near,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,0,0,0,0
900405,900603,False,0,620,None,False,NKS_fx_projectile_bullet_a01_e,Near,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,0,0,0,0
900406,900603,False,0,640,None,False,NKS_fx_projectile_bullet_a01_e,Near,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,0,0,0,0
900407,900603,False,0,660,None,False,NKS_fx_projectile_bullet_a01_e,Near,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,0,0,0,0
900408,900603,False,200,680,None,False,NKS_fx_projectile_bullet_a01_e,Near,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,0,0,0,0
900501,900604,True,0,0,MoveTarget_Keep,False,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900502,900604,False,0,450,Stop,False,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900503,900604,False,0,460,MoveTarget_Once,False,,None,0,0,0,0,0,0,0,0,0,5,200,0,0,0,0,0,0,0,0,0,0
900504,900604,False,0,500,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,0,0,0,0
900505,900604,False,0,500,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,90,0,0,0
900506,900604,False,0,500,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,180,0,0,0
900507,900604,False,0,500,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,270,0,0,0
900508,900604,False,0,500,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,45,0,0,0
900509,900604,False,0,500,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,135,0,0,0
900510,900604,False,0,500,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,225,0,0,0
900511,900604,False,0,500,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,315,0,0,0
900512,900604,False,0,600,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,0,0,0,0
900513,900604,False,0,600,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,90,0,0,0
900514,900604,False,0,600,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,180,0,0,0
900515,900604,False,0,600,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,270,0,0,0
900516,900604,False,0,600,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,45,0,0,0
900517,900604,False,0,600,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,135,0,0,0
900518,900604,False,0,600,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,225,0,0,0
900519,900604,False,200,600,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,315,0,0,0
900600,900605,True,0,0,MoveTarget_Keep,False,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900601,900605,False,0,450,Stop,False,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900602,900605,False,0,460,MoveTarget_Once,False,,None,0,0,0,0,0,0,0,0,0,3,200,0,0,0,0,0,0,0,0,0,0
900603,900605,False,0,600,None,False,NKS_fx_projectile_bullet_a01_e,Near,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,8,8,0,0,0,0
900604,900605,False,0,620,None,False,NKS_fx_projectile_bullet_a01_e,Near,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,8,8,0,0,0,0
900605,900605,False,0,640,None,False,NKS_fx_projectile_bullet_a01_e,Near,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,8,8,0,0,0,0
900606,900605,False,0,660,None,False,NKS_fx_projectile_bullet_a01_e,Near,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,8,8,0,0,0,0
900607,900605,False,0,680,None,False,NKS_fx_projectile_bullet_a01_e,Near,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,8,8,0,0,0,0
900608,900605,False,0,900,MoveTarget_Keep,False,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900609,900605,False,0,1350,Stop,False,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900610,900605,False,0,1360,MoveTarget_Once,False,,None,0,0,0,0,0,0,0,0,0,3,200,0,0,0,0,0,0,0,0,0,0
900611,900605,False,0,1800,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,8,8,0,0,0,0
900612,900605,False,0,1800,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,8,8,45,0,0,0
900613,900605,False,0,1800,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,8,8,90,0,0,0
900614,900605,False,0,1800,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,8,8,135,0,0,0
900615,900605,False,0,1800,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,8,8,180,0,0,0
900616,900605,False,0,1800,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,8,8,225,0,0,0
900617,900605,False,0,1800,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,8,8,270,0,0,0
900618,900605,False,0,1800,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,8,8,315,0,0,0
900619,900605,False,0,1850,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,8,8,0,0,0,0
900620,900605,False,0,1850,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,8,8,45,0,0,0
900621,900605,False,0,1850,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,8,8,90,0,0,0
900622,900605,False,0,1850,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,8,8,135,0,0,0
900623,900605,False,0,1850,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,8,8,180,0,0,0
900624,900605,False,0,1850,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,8,8,225,0,0,0
900625,900605,False,0,1850,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,8,8,270,0,0,0
900626,900605,False,0,1850,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,8,8,315,0,0,0
900627,900605,False,0,1900,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,8,8,0,0,0,0
900628,900605,False,0,1900,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,8,8,45,0,0,0
900629,900605,False,0,1900,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,8,8,90,0,0,0
900630,900605,False,0,1900,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,8,8,135,0,0,0
900631,900605,False,0,1900,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,8,8,180,0,0,0
900632,900605,False,0,1900,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,8,8,225,0,0,0
900633,900605,False,0,1900,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,8,8,270,0,0,0
900634,900605,False,200,1900,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,8,8,315,0,0,0
900700,900700,True,0,0,MoveTarget_Keep,False,,None,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
900701,900700,False,0,200,MoveTarget_Keep,False,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900702,900700,False,0,200,None,False,NKS_fx_projectile_bullet_b01_e,Near,1,1000,0,0,0,1,0,-1717986918,0,0,0,0,0,0,0,5,5,0,0,0,0
900703,900700,False,0,300,MoveTarget_Keep,False,,None,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
900800,900800,True,0,0,MoveTarget_Keep,False,,None,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
900801,900800,False,0,50,MoveTarget_Keep,False,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900802,900800,False,0,100,MoveTarget_Keep,False,,None,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
900803,900800,False,0,150,MoveTarget_Keep,False,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900804,900800,False,0,200,None,False,NKS_fx_projectile_bullet_b01_e,Near,1,1000,0,0,0,1,0,-1717986918,0,0,0,0,0,0,0,8,8,0,0,0,0
900805,900800,False,0,200,MoveTarget_Keep,False,,None,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
900806,900800,False,50,250,MoveTarget_Keep,False,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900901,900901,True,0,0,MoveTarget_Keep,False,,None,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
900902,900902,False,0,50,MoveTarget_Keep,False,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900903,900903,False,0,100,MoveTarget_Keep,False,,None,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
900904,900904,False,0,150,MoveTarget_Keep,False,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900905,900905,False,0,200,None,False,NKS_fx_projectile_bullet_b01_e,Near,1,1000,0,0,0,1,0,-1717986918,0,0,0,0,0,0,0,8,8,0,0,0,0
900906,900906,False,0,200,MoveTarget_Keep,False,,None,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
900907,900907,False,50,250,MoveTarget_Keep,False,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901001,901000,False,0,0,MoveTarget_Keep,False,,None,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
901002,901000,False,0,500,Stop,False,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901003,901000,False,0,500,MoveTarget_Once,False,,None,0,0,0,0,0,0,0,0,0,3,70,0,0,0,0,0,0,0,0,0,0
901004,901000,False,0,900,Despawn,False,,None,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
902001,902000,True,0,0,Jump,False,,None,0,0,0,0,0,0,0,0,0,10,6,100,200,20,100,0,0,0,0,0,0
902002,902000,False,0,200,Stop,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,300,0,0,0,1,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0
902003,902000,False,0,200,Jump,False,,None,0,0,0,0,0,0,0,0,0,10,6,100,200,20,100,0,0,0,0,0,0
902004,902000,False,0,200,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,300,0,0,0,1,0,0,0,0,0,0,0,0,0,5,5,45,0,0,0
902005,902000,False,0,200,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,300,0,0,0,1,0,0,0,0,0,0,0,0,0,5,5,90,0,0,0
902006,902000,False,0,200,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,300,0,0,0,1,0,0,0,0,0,0,0,0,0,5,5,135,0,0,0
902007,902000,False,0,200,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,300,0,0,0,1,0,0,0,0,0,0,0,0,0,5,5,180,0,0,0
902008,902000,False,0,200,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,300,0,0,0,1,0,0,0,0,0,0,0,0,0,5,5,225,0,0,0
902009,902000,False,0,200,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,300,0,0,0,1,0,0,0,0,0,0,0,0,0,5,5,270,0,0,0
902010,902000,False,0,200,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,300,0,0,0,1,0,0,0,0,0,0,0,0,0,5,5,315,0,0,0
902011,902000,False,0,200,None,False,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999997,99998,True,0,0,MoveTarget_Keep,False,,None,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
1000101,1000100,False,0,0,MoveTarget_Keep,False,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1900101,1900100,True,0,0,MoveTarget_Keep,False,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1900102,1900100,False,0,300,Stop,False,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1900103,1900100,False,410,310,MoveTarget_Once,False,,None,0,0,0,0,0,0,0,0,0,8,200,0,0,0,0,0,0,0,0,0,0
1900201,1900200,True,0,0,MoveTarget_Keep,False,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1900202,1900200,False,0,300,Stop,False,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1900203,1900200,False,0,310,MoveTarget_Once,False,,None,0,0,0,0,0,0,0,0,0,8,200,0,0,0,0,0,0,0,0,0,0
1900204,1900200,False,0,660,Stop,False,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1900205,1900200,False,0,900,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,0,0,0,0
1900206,1900200,False,0,902,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,15,0,0,0
1900207,1900200,False,0,904,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,30,0,0,0
1900208,1900200,False,0,906,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,45,0,0,0
1900209,1900200,False,0,908,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,60,0,0,0
1900210,1900200,False,0,910,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,75,0,0,0
1900211,1900200,False,0,912,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,90,0,0,0
1900212,1900200,False,0,914,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,105,0,0,0
1900213,1900200,False,0,916,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,120,0,0,0
1900214,1900200,False,0,918,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,135,0,0,0
1900215,1900200,False,0,920,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,150,0,0,0
1900216,1900200,False,0,922,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,165,0,0,0
1900217,1900200,False,0,924,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,180,0,0,0
1900218,1900200,False,0,926,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,195,0,0,0
1900219,1900200,False,0,928,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,210,0,0,0
1900220,1900200,False,0,930,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,225,0,0,0
1900221,1900200,False,0,932,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,240,0,0,0
1900222,1900200,False,0,934,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,255,0,0,0
1900223,1900200,False,0,936,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,270,0,0,0
1900224,1900200,False,0,938,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,285,0,0,0
1900225,1900200,False,0,940,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,300,0,0,0
1900226,1900200,False,0,942,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,315,0,0,0
1900227,1900200,False,0,944,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,330,0,0,0
