id,group_id,option_name_localkey,option_desc_localkey,option_icon,option_overclock_level,fix_option,option_data/0/option_function,option_data/0/option_value,option_data/0/option_target/0,option_data/1/option_function,option_data/1/option_value,option_data/0/option_target/1,option_data/1/option_target/0,option_change_order,option_data/2/option_function,option_data/2/option_target/0,option_data/2/option_value,infinite_option_code
226,312,Locale_System:SIMULATIONROOM_OC_OPTION_APPEAR_GLITTER_2,Locale_System:SIMULATIONROOM_OC_OPTION_APPEAR_GLITTER_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_APPEAR_GLITTER_2,3,False,Function,1999385.0,Stage,,,,,,,,,
227,313,Locale_System:SIMULATIONROOM_OC_OPTION_APPEAR_ORGAN_1,Locale_System:SIMULATIONROOM_OC_OPTION_APPEAR_ORGAN_1_DESC,ICON_SIMULATIONROOM_OC_OPTION_APPEAR_ORGAN_1,2,False,Function,1999386.0,Stage,,,,,,,,,
228,313,Locale_System:SIMULATIONROOM_OC_OPTION_APPEAR_ORGAN_2,Locale_System:SIMULATIONROOM_OC_OPTION_APPEAR_ORGAN_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_APPEAR_ORGAN_2,3,False,Function,1999387.0,Stage,,,,,,,,,
229,314,Locale_System:SIMULATIONROOM_OC_OPTION_APPEAR_ICBM,Locale_System:SIMULATIONROOM_OC_OPTION_APPEAR_ICBM_DESC,ICON_SIMULATIONROOM_OC_OPTION_APPEAR_ICBM,3,False,Function,1999406.0,Stage,,,,,,,,,
230,315,Locale_System:SIMULATIONROOM_OC_OPTION_SPECIALSTAGE,Locale_System:SIMULATIONROOM_OC_OPTION_SPECIALSTAGE_DESC,ICON_SIMULATIONROOM_OC_OPTION_SPECIALSTAGE,5,False,LocationJustBeforeEndChange,1000000.0,,,,,,,,,,
301,401,Locale_System:SIMULATIONROOM_OC_OPTION_LEVELOVERFIX,Locale_System:SIMULATIONROOM_OC_OPTION_LEVELOVERFIX_DESC,ICON_SIMULATIONROOM_OC_OPTION_LEVELOVERFIX,1,True,LevelOverFix,400.0,,,,,,,,,,
302,402,Locale_System:SIMULATIONROOM_OC_OPTION_ATTACK_UP_1,Locale_System:SIMULATIONROOM_OC_OPTION_ATTACK_UP_1_DESC,ICON_SIMULATIONROOM_OC_OPTION_ATTACK_UP_1,1,False,Function,1999287.0,Monster,,,,,,,,,
303,402,Locale_System:SIMULATIONROOM_OC_OPTION_ATTACK_UP_2,Locale_System:SIMULATIONROOM_OC_OPTION_ATTACK_UP_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_ATTACK_UP_2,2,False,Function,1999288.0,Monster,,,,,,,,,
304,402,Locale_System:SIMULATIONROOM_OC_OPTION_ATTACK_UP_3,Locale_System:SIMULATIONROOM_OC_OPTION_ATTACK_UP_3_DESC,ICON_SIMULATIONROOM_OC_OPTION_ATTACK_UP_3,3,False,Function,1999289.0,Monster,,,,,,,,,
305,403,Locale_System:SIMULATIONROOM_OC_OPTION_DEF_UP_1,Locale_System:SIMULATIONROOM_OC_OPTION_DEF_UP_1_DESC,ICON_SIMULATIONROOM_OC_OPTION_DEF_UP_1,1,False,Function,1999292.0,Monster,,,,,,,,,
306,403,Locale_System:SIMULATIONROOM_OC_OPTION_DEF_UP_2,Locale_System:SIMULATIONROOM_OC_OPTION_DEF_UP_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_DEF_UP_2,2,False,Function,1999293.0,Monster,,,,,,,,,
307,403,Locale_System:SIMULATIONROOM_OC_OPTION_DEF_UP_3,Locale_System:SIMULATIONROOM_OC_OPTION_DEF_UP_3_DESC,ICON_SIMULATIONROOM_OC_OPTION_DEF_UP_3,3,False,Function,1999294.0,Monster,,,,,,,,,
308,404,Locale_System:SIMULATIONROOM_OC_OPTION_HP_UP_1,Locale_System:SIMULATIONROOM_OC_OPTION_HP_UP_1_DESC,ICON_SIMULATIONROOM_OC_OPTION_HP_UP_1,1,False,Function,1999297.0,Monster,,,,,,,,,
309,404,Locale_System:SIMULATIONROOM_OC_OPTION_HP_UP_2,Locale_System:SIMULATIONROOM_OC_OPTION_HP_UP_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_HP_UP_2,2,False,Function,1999298.0,Monster,,,,,,,,,
310,404,Locale_System:SIMULATIONROOM_OC_OPTION_HP_UP_3,Locale_System:SIMULATIONROOM_OC_OPTION_HP_UP_3_DESC,ICON_SIMULATIONROOM_OC_OPTION_HP_UP_3,3,False,Function,1999299.0,Monster,,,,,,,,,
311,405,Locale_System:SIMULATIONROOM_OC_OPTION_RECYCLE_ROOM_DISABLE,Locale_System:SIMULATIONROOM_OC_OPTION_RECYCLE_ROOM_DISABLE_DESC,ICON_SIMULATIONROOM_OC_OPTION_RECYCLE_ROOM_DISABLE,2,False,RecycleRoomDisable,,,,,,,,,,,
312,406,Locale_System:SIMULATIONROOM_OC_OPTION_HARD_BATTLE_ONLY,Locale_System:SIMULATIONROOM_OC_OPTION_HARD_BATTLE_ONLY_DESC,ICON_SIMULATIONROOM_OC_OPTION_HARD_BATTLE_ONLY,5,False,LocationStartChange,1000.0,,LocationRandomChange,302013.0,,,,,,,
313,407,Locale_System:SIMULATIONROOM_OC_OPTION_CAMPAIGN_BATTLE_TIME_DECREASE_1,Locale_System:SIMULATIONROOM_OC_OPTION_CAMPAIGN_BATTLE_TIME_DECREASE_1_DESC,ICON_SIMULATIONROOM_OC_OPTION_CAMPAIGN_BATTLE_TIME_DECREASE_1,1,False,CampaignTimeDecrease,1000.0,,,,,,,,,,
314,407,Locale_System:SIMULATIONROOM_OC_OPTION_CAMPAIGN_BATTLE_TIME_DECREASE_2,Locale_System:SIMULATIONROOM_OC_OPTION_CAMPAIGN_BATTLE_TIME_DECREASE_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_CAMPAIGN_BATTLE_TIME_DECREASE_2,2,False,CampaignTimeDecrease,2000.0,,,,,,,,,,
315,407,Locale_System:SIMULATIONROOM_OC_OPTION_CAMPAIGN_BATTLE_TIME_DECREASE_3,Locale_System:SIMULATIONROOM_OC_OPTION_CAMPAIGN_BATTLE_TIME_DECREASE_3_DESC,ICON_SIMULATIONROOM_OC_OPTION_CAMPAIGN_BATTLE_TIME_DECREASE_3,3,False,CampaignTimeDecrease,3000.0,,,,,,,,,,
316,408,Locale_System:SIMULATIONROOM_OC_OPTION_ELYSION1_MISSILIS1,Locale_System:SIMULATIONROOM_OC_OPTION_ELYSION1_MISSILIS1_DESC,ICON_SIMULATIONROOM_OC_OPTION_ELYSION1_MISSILIS1,2,False,NikkeNeeds,1.0,ELYSION,NikkeNeeds,1.0,,MISSILIS,,,,,
317,408,Locale_System:SIMULATIONROOM_OC_OPTION_ELYSION1_MISSILIS1_TETRA1,Locale_System:SIMULATIONROOM_OC_OPTION_ELYSION1_MISSILIS1_TETRA1_DESC,ICON_SIMULATIONROOM_OC_OPTION_ELYSION1_MISSILIS1_TETRA1,3,False,NikkeNeeds,1.0,ELYSION,NikkeNeeds,1.0,,MISSILIS,,NikkeNeeds,TETRA,1.0,
318,408,Locale_System:SIMULATIONROOM_OC_OPTION_ELYSION1_MISSILIS1_TETRA2,Locale_System:SIMULATIONROOM_OC_OPTION_ELYSION1_MISSILIS1_TETRA2_DESC,ICON_SIMULATIONROOM_OC_OPTION_ELYSION1_MISSILIS1_TETRA2,4,False,NikkeNeeds,1.0,ELYSION,NikkeNeeds,1.0,,MISSILIS,,NikkeNeeds,TETRA,2.0,
319,409,Locale_System:SIMULATIONROOM_OC_OPTION_NIKKENEEDS_SMG_2,Locale_System:SIMULATIONROOM_OC_OPTION_NIKKENEEDS_SMG_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_NIKKENEEDS_SMG_2,4,False,NikkeNeeds,2.0,SMG,,,,,1.0,,,,
320,409,Locale_System:SIMULATIONROOM_OC_OPTION_NIKKENEEDS_AR_2,Locale_System:SIMULATIONROOM_OC_OPTION_NIKKENEEDS_AR_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_NIKKENEEDS_AR_2,4,False,NikkeNeeds,2.0,AR,,,,,3.0,,,,
321,409,Locale_System:SIMULATIONROOM_OC_OPTION_NIKKENEEDS_MG_2,Locale_System:SIMULATIONROOM_OC_OPTION_NIKKENEEDS_MG_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_NIKKENEEDS_MG_2,4,False,NikkeNeeds,2.0,MG,,,,,4.0,,,,
322,409,Locale_System:SIMULATIONROOM_OC_OPTION_NIKKENEEDS_SG_2,Locale_System:SIMULATIONROOM_OC_OPTION_NIKKENEEDS_SG_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_NIKKENEEDS_SG_2,4,False,NikkeNeeds,2.0,SG,,,,,2.0,,,,
323,409,Locale_System:SIMULATIONROOM_OC_OPTION_NIKKENEEDS_RL_2,Locale_System:SIMULATIONROOM_OC_OPTION_NIKKENEEDS_RL_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_NIKKENEEDS_RL_2,4,False,NikkeNeeds,2.0,RL,,,,,5.0,,,,
324,409,Locale_System:SIMULATIONROOM_OC_OPTION_NIKKENEEDS_SR_2,Locale_System:SIMULATIONROOM_OC_OPTION_NIKKENEEDS_SR_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_NIKKENEEDS_SR_2,4,False,NikkeNeeds,2.0,SR,,,,,6.0,,,,
325,410,Locale_System:SIMULATIONROOM_OC_OPTION_IMMUNE_PROVOCATION,Locale_System:SIMULATIONROOM_OC_OPTION_IMMUNE_PROVOCATION_DESC,ICON_SIMULATIONROOM_OC_OPTION_IMMUNE_PROVOCATION,2,False,Function,1999771.0,Monster,Function,1999773.0,,Nikke,,,,,
326,410,Locale_System:SIMULATIONROOM_OC_OPTION_IMMUNE_PROVOCATION_BARRIER,Locale_System:SIMULATIONROOM_OC_OPTION_IMMUNE_PROVOCATION_BARRIER_DESC,ICON_SIMULATIONROOM_OC_OPTION_IMMUNE_PROVOCATION_BARRIER,4,False,Function,1999772.0,Monster,Function,1999774.0,,Nikke,,Function,Nikke,1999775.0,
327,411,Locale_System:SIMULATIONROOM_OC_OPTION_FIX_PSID,Locale_System:SIMULATIONROOM_OC_OPTION_FIX_PSID_DESC,ICON_SIMULATIONROOM_OC_OPTION_FIX_PSID,1,False,BattleEventGroupChange,104.0,,,,,,,,,,
328,411,Locale_System:SIMULATIONROOM_OC_OPTION_FIX_PSID_2,Locale_System:SIMULATIONROOM_OC_OPTION_FIX_PSID_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_FIX_PSID_2,4,False,BattleEventGroupChange,104.0,,Function,1999371.0,,Target,,,,,
329,412,Locale_System:SIMULATIONROOM_OC_OPTION_APPEAR_HORSELEAP_1,Locale_System:SIMULATIONROOM_OC_OPTION_APPEAR_HORSELEAP_1_DESC,ICON_SIMULATIONROOM_OC_OPTION_APPEAR_HORSELEAP_1,2,False,Function,1999760.0,Stage,,,,,,,,,
330,412,Locale_System:SIMULATIONROOM_OC_OPTION_APPEAR_HORSELEAP_2,Locale_System:SIMULATIONROOM_OC_OPTION_APPEAR_HORSELEAP_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_APPEAR_HORSELEAP_2,3,False,Function,1999761.0,Stage,,,,,,,,,
331,413,Locale_System:SIMULATIONROOM_OC_OPTION_APPEAR_SHILED_1,Locale_System:SIMULATIONROOM_OC_OPTION_APPEAR_SHILED_1_DESC,ICON_SIMULATIONROOM_OC_OPTION_APPEAR_SHILED_1,2,False,Function,1999762.0,Stage,,,,,,,,,
332,413,Locale_System:SIMULATIONROOM_OC_OPTION_APPEAR_SHILED_2,Locale_System:SIMULATIONROOM_OC_OPTION_APPEAR_SHILED_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_APPEAR_SHILED_2,3,False,Function,1999763.0,Stage,,,,,,,,,
333,414,Locale_System:SIMULATIONROOM_OC_OPTION_APPEAR_GATEKEEPER_ICE_ATTACK,Locale_System:SIMULATIONROOM_OC_OPTION_APPEAR_GATEKEEPER_ICE_ATTACK_DESC,ICON_SIMULATIONROOM_OC_OPTION_APPEAR_GATEKEEPER_ICE_ATTACK,3,False,Function,1999764.0,Stage,,,,,,,,,
334,415,Locale_System:SIMULATIONROOM_OC_OPTION_SPECIALSTAGE,Locale_System:SIMULATIONROOM_OC_OPTION_SPECIALSTAGE_DESC,ICON_SIMULATIONROOM_OC_OPTION_SPECIALSTAGE,5,False,LocationJustBeforeEndChange,1000000.0,,,,,,,,,,
401,501,Locale_System:SIMULATIONROOM_OC_OPTION_LEVELOVERFIX,Locale_System:SIMULATIONROOM_OC_OPTION_LEVELOVERFIX_DESC,ICON_SIMULATIONROOM_OC_OPTION_LEVELOVERFIX,1,True,LevelOverFix,400.0,,,,,,,,,,
402,502,Locale_System:SIMULATIONROOM_OC_OPTION_ATTACK_UP_1,Locale_System:SIMULATIONROOM_OC_OPTION_ATTACK_UP_1_DESC,ICON_SIMULATIONROOM_OC_OPTION_ATTACK_UP_1,1,False,Function,1999287.0,Monster,,,,,,,,,
403,502,Locale_System:SIMULATIONROOM_OC_OPTION_ATTACK_UP_2,Locale_System:SIMULATIONROOM_OC_OPTION_ATTACK_UP_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_ATTACK_UP_2,2,False,Function,1999288.0,Monster,,,,,,,,,
404,502,Locale_System:SIMULATIONROOM_OC_OPTION_ATTACK_UP_3,Locale_System:SIMULATIONROOM_OC_OPTION_ATTACK_UP_3_DESC,ICON_SIMULATIONROOM_OC_OPTION_ATTACK_UP_3,3,False,Function,1999289.0,Monster,,,,,,,,,
405,503,Locale_System:SIMULATIONROOM_OC_OPTION_DEF_UP_1,Locale_System:SIMULATIONROOM_OC_OPTION_DEF_UP_1_DESC,ICON_SIMULATIONROOM_OC_OPTION_DEF_UP_1,1,False,Function,1999292.0,Monster,,,,,,,,,
406,503,Locale_System:SIMULATIONROOM_OC_OPTION_DEF_UP_2,Locale_System:SIMULATIONROOM_OC_OPTION_DEF_UP_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_DEF_UP_2,2,False,Function,1999293.0,Monster,,,,,,,,,
407,503,Locale_System:SIMULATIONROOM_OC_OPTION_DEF_UP_3,Locale_System:SIMULATIONROOM_OC_OPTION_DEF_UP_3_DESC,ICON_SIMULATIONROOM_OC_OPTION_DEF_UP_3,3,False,Function,1999294.0,Monster,,,,,,,,,
408,504,Locale_System:SIMULATIONROOM_OC_OPTION_HP_UP_1,Locale_System:SIMULATIONROOM_OC_OPTION_HP_UP_1_DESC,ICON_SIMULATIONROOM_OC_OPTION_HP_UP_1,1,False,Function,1999297.0,Monster,,,,,,,,,
409,504,Locale_System:SIMULATIONROOM_OC_OPTION_HP_UP_2,Locale_System:SIMULATIONROOM_OC_OPTION_HP_UP_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_HP_UP_2,2,False,Function,1999298.0,Monster,,,,,,,,,
410,504,Locale_System:SIMULATIONROOM_OC_OPTION_HP_UP_3,Locale_System:SIMULATIONROOM_OC_OPTION_HP_UP_3_DESC,ICON_SIMULATIONROOM_OC_OPTION_HP_UP_3,3,False,Function,1999299.0,Monster,,,,,,,,,
411,505,Locale_System:SIMULATIONROOM_OC_OPTION_RECYCLE_ROOM_DISABLE,Locale_System:SIMULATIONROOM_OC_OPTION_RECYCLE_ROOM_DISABLE_DESC,ICON_SIMULATIONROOM_OC_OPTION_RECYCLE_ROOM_DISABLE,2,False,RecycleRoomDisable,,,,,,,,,,,
412,506,Locale_System:SIMULATIONROOM_OC_OPTION_HARD_BATTLE_ONLY,Locale_System:SIMULATIONROOM_OC_OPTION_HARD_BATTLE_ONLY_DESC,ICON_SIMULATIONROOM_OC_OPTION_HARD_BATTLE_ONLY,5,False,LocationStartChange,1000.0,,LocationRandomChange,302013.0,,,,,,,
413,507,Locale_System:SIMULATIONROOM_OC_OPTION_CAMPAIGN_BATTLE_TIME_DECREASE_1,Locale_System:SIMULATIONROOM_OC_OPTION_CAMPAIGN_BATTLE_TIME_DECREASE_1_DESC,ICON_SIMULATIONROOM_OC_OPTION_CAMPAIGN_BATTLE_TIME_DECREASE_1,1,False,CampaignTimeDecrease,1000.0,,,,,,,,,,
414,507,Locale_System:SIMULATIONROOM_OC_OPTION_CAMPAIGN_BATTLE_TIME_DECREASE_2,Locale_System:SIMULATIONROOM_OC_OPTION_CAMPAIGN_BATTLE_TIME_DECREASE_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_CAMPAIGN_BATTLE_TIME_DECREASE_2,2,False,CampaignTimeDecrease,2000.0,,,,,,,,,,
415,507,Locale_System:SIMULATIONROOM_OC_OPTION_CAMPAIGN_BATTLE_TIME_DECREASE_3,Locale_System:SIMULATIONROOM_OC_OPTION_CAMPAIGN_BATTLE_TIME_DECREASE_3_DESC,ICON_SIMULATIONROOM_OC_OPTION_CAMPAIGN_BATTLE_TIME_DECREASE_3,3,False,CampaignTimeDecrease,3000.0,,,,,,,,,,
416,508,Locale_System:SIMULATIONROOM_OC_OPTION_DISTANCE_PANELTY_1,Locale_System:SIMULATIONROOM_OC_OPTION_DISTANCE_PANELTY_1_DESC,ICON_SIMULATIONROOM_OC_OPTION_DISTANCE_PANELTY_1,2,False,Function,1999804.0,Nikke,Function,1999794.0,,Nikke,,,,,
417,508,Locale_System:SIMULATIONROOM_OC_OPTION_DISTANCE_PANELTY_2,Locale_System:SIMULATIONROOM_OC_OPTION_DISTANCE_PANELTY_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_DISTANCE_PANELTY_2,3,False,Function,1999837.0,Nikke,Function,1999799.0,,Nikke,,,,,
418,508,Locale_System:SIMULATIONROOM_OC_OPTION_DISTANCE_PANELTY_3,Locale_System:SIMULATIONROOM_OC_OPTION_DISTANCE_PANELTY_3_DESC,ICON_SIMULATIONROOM_OC_OPTION_DISTANCE_PANELTY_3,4,False,Function,1999842.0,Nikke,,,,,,,,,
419,509,Locale_System:SIMULATIONROOM_OC_OPTION_NIKKENEEDS_SG_2,Locale_System:SIMULATIONROOM_OC_OPTION_NIKKENEEDS_SG_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_NIKKENEEDS_SG_2,4,False,NikkeNeeds,2.0,SG,,,,,1.0,,,,
420,509,Locale_System:SIMULATIONROOM_OC_OPTION_NIKKENEEDS_RL_2,Locale_System:SIMULATIONROOM_OC_OPTION_NIKKENEEDS_RL_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_NIKKENEEDS_RL_2,4,False,NikkeNeeds,2.0,RL,,,,,2.0,,,,
421,509,Locale_System:SIMULATIONROOM_OC_OPTION_NIKKENEEDS_SR_2,Locale_System:SIMULATIONROOM_OC_OPTION_NIKKENEEDS_SR_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_NIKKENEEDS_SR_2,4,False,NikkeNeeds,2.0,SR,,,,,3.0,,,,
422,510,Locale_System:SIMULATIONROOM_OC_OPTION_ADD_ATTACK_PANELTY_1,Locale_System:SIMULATIONROOM_OC_OPTION_ADD_ATTACK_PANELTY_1_DESC,ICON_SIMULATIONROOM_OC_OPTION_ADD_ATTACK_PANELTY_1,2,False,Function,1999792.0,Nikke,,,,,,,,,
423,510,Locale_System:SIMULATIONROOM_OC_OPTION_ADD_ATTACK_PANELTY_2,Locale_System:SIMULATIONROOM_OC_OPTION_ADD_ATTACK_PANELTY_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_ADD_ATTACK_PANELTY_2,4,False,Function,1999793.0,Nikke,,,,,,,,,
424,511,Locale_System:SIMULATIONROOM_OC_OPTION_FIX_ZEUS,Locale_System:SIMULATIONROOM_OC_OPTION_FIX_ZEUS_DESC,ICON_SIMULATIONROOM_OC_OPTION_FIX_ZEUS,1,False,BattleEventGroupChange,105.0,,,,,,,,,,
425,511,Locale_System:SIMULATIONROOM_OC_OPTION_FIX_ZEUS_2,Locale_System:SIMULATIONROOM_OC_OPTION_FIX_PSID_2_ZEUS,ICON_SIMULATIONROOM_OC_OPTION_FIX_ZEUS_2,4,False,BattleEventGroupChange,105.0,,Function,1999375.0,,Target,,,,,
426,512,Locale_System:SIMULATIONROOM_OC_OPTION_APPEAR_VOLLEYBALL_1,Locale_System:SIMULATIONROOM_OC_OPTION_APPEAR_VOLLEYBALL_1_DESC,ICON_SIMULATIONROOM_OC_OPTION_APPEAR_VOLLEYBALL_1,2,False,Function,1999821.0,Stage,,,,,,,,,
427,512,Locale_System:SIMULATIONROOM_OC_OPTION_APPEAR_VOLLEYBALL_2,Locale_System:SIMULATIONROOM_OC_OPTION_APPEAR_VOLLEYBALL_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_APPEAR_VOLLEYBALL_2,3,False,Function,1999822.0,Stage,,,,,,,,,
428,513,Locale_System:SIMULATIONROOM_OC_OPTION_APPEAR_ARKANOID_1,Locale_System:SIMULATIONROOM_OC_OPTION_APPEAR_ARKANOID_1_DESC,ICON_SIMULATIONROOM_OC_OPTION_APPEAR_ARKANOID_1,2,False,Function,1999823.0,Stage,,,,,,,,,
429,513,Locale_System:SIMULATIONROOM_OC_OPTION_APPEAR_ARKANOID_2,Locale_System:SIMULATIONROOM_OC_OPTION_APPEAR_ARKANOID_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_APPEAR_ARKANOID_2,3,False,Function,1999824.0,Stage,,,,,,,,,
430,514,Locale_System:SIMULATIONROOM_OC_OPTION_APPEAR_MOTHERWHALE,Locale_System:SIMULATIONROOM_OC_OPTION_APPEAR_MOTHERWHALE_DESC_2,ICON_SIMULATIONROOM_OC_OPTION_APPEAR_MOTHERWHALE,3,False,Function,1999836.0,Stage,,,,,,,,,
431,515,Locale_System:SIMULATIONROOM_OC_OPTION_SPECIALSTAGE,Locale_System:SIMULATIONROOM_OC_OPTION_SPECIALSTAGE_DESC,ICON_SIMULATIONROOM_OC_OPTION_SPECIALSTAGE,5,False,LocationJustBeforeEndChange,1000000.0,,,,,,,,,,
432,516,Locale_System:SIMULATIONROOM_OC_OPTION_NIKKENEEDS_DMTR_5,Locale_System:SIMULATIONROOM_OC_OPTION_NIKKENEEDS_DMTR_5_DESC,ICON_SIMULATIONROOM_OC_OPTION_NIKKENEEDS_DMTR_5,1,False,NikkeNeeds,5.0,Iron,,,,,,,,,Iron
501,601,Locale_System:SIMULATIONROOM_OC_OPTION_LEVELOVERFIX,Locale_System:SIMULATIONROOM_OC_OPTION_LEVELOVERFIX_DESC,ICON_SIMULATIONROOM_OC_OPTION_LEVELOVERFIX,1,True,LevelOverFix,400.0,,,,,,,,,,
502,602,Locale_System:SIMULATIONROOM_OC_OPTION_ATTACK_UP_1,Locale_System:SIMULATIONROOM_OC_OPTION_ATTACK_UP_1_DESC,ICON_SIMULATIONROOM_OC_OPTION_ATTACK_UP_1,1,False,Function,1999287.0,Monster,,,,,,,,,
503,602,Locale_System:SIMULATIONROOM_OC_OPTION_ATTACK_UP_2,Locale_System:SIMULATIONROOM_OC_OPTION_ATTACK_UP_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_ATTACK_UP_2,2,False,Function,1999288.0,Monster,,,,,,,,,
504,602,Locale_System:SIMULATIONROOM_OC_OPTION_ATTACK_UP_3,Locale_System:SIMULATIONROOM_OC_OPTION_ATTACK_UP_3_DESC,ICON_SIMULATIONROOM_OC_OPTION_ATTACK_UP_3,3,False,Function,1999289.0,Monster,,,,,,,,,
505,603,Locale_System:SIMULATIONROOM_OC_OPTION_DEF_UP_1,Locale_System:SIMULATIONROOM_OC_OPTION_DEF_UP_1_DESC,ICON_SIMULATIONROOM_OC_OPTION_DEF_UP_1,1,False,Function,1999292.0,Monster,,,,,,,,,
506,603,Locale_System:SIMULATIONROOM_OC_OPTION_DEF_UP_2,Locale_System:SIMULATIONROOM_OC_OPTION_DEF_UP_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_DEF_UP_2,2,False,Function,1999293.0,Monster,,,,,,,,,
507,603,Locale_System:SIMULATIONROOM_OC_OPTION_DEF_UP_3,Locale_System:SIMULATIONROOM_OC_OPTION_DEF_UP_3_DESC,ICON_SIMULATIONROOM_OC_OPTION_DEF_UP_3,3,False,Function,1999294.0,Monster,,,,,,,,,
508,604,Locale_System:SIMULATIONROOM_OC_OPTION_HP_UP_1,Locale_System:SIMULATIONROOM_OC_OPTION_HP_UP_1_DESC,ICON_SIMULATIONROOM_OC_OPTION_HP_UP_1,1,False,Function,1999297.0,Monster,,,,,,,,,
509,604,Locale_System:SIMULATIONROOM_OC_OPTION_HP_UP_2,Locale_System:SIMULATIONROOM_OC_OPTION_HP_UP_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_HP_UP_2,2,False,Function,1999298.0,Monster,,,,,,,,,
510,604,Locale_System:SIMULATIONROOM_OC_OPTION_HP_UP_3,Locale_System:SIMULATIONROOM_OC_OPTION_HP_UP_3_DESC,ICON_SIMULATIONROOM_OC_OPTION_HP_UP_3,3,False,Function,1999299.0,Monster,,,,,,,,,
511,605,Locale_System:SIMULATIONROOM_OC_OPTION_RECYCLE_ROOM_DISABLE,Locale_System:SIMULATIONROOM_OC_OPTION_RECYCLE_ROOM_DISABLE_DESC,ICON_SIMULATIONROOM_OC_OPTION_RECYCLE_ROOM_DISABLE,2,False,RecycleRoomDisable,,,,,,,,,,,
512,606,Locale_System:SIMULATIONROOM_OC_OPTION_HARD_BATTLE_ONLY,Locale_System:SIMULATIONROOM_OC_OPTION_HARD_BATTLE_ONLY_DESC,ICON_SIMULATIONROOM_OC_OPTION_HARD_BATTLE_ONLY,5,False,LocationStartChange,1000.0,,LocationRandomChange,302013.0,,,,,,,
513,607,Locale_System:SIMULATIONROOM_OC_OPTION_CAMPAIGN_BATTLE_TIME_DECREASE_1,Locale_System:SIMULATIONROOM_OC_OPTION_CAMPAIGN_BATTLE_TIME_DECREASE_1_DESC,ICON_SIMULATIONROOM_OC_OPTION_CAMPAIGN_BATTLE_TIME_DECREASE_1,1,False,CampaignTimeDecrease,1000.0,,,,,,,,,,
514,607,Locale_System:SIMULATIONROOM_OC_OPTION_CAMPAIGN_BATTLE_TIME_DECREASE_2,Locale_System:SIMULATIONROOM_OC_OPTION_CAMPAIGN_BATTLE_TIME_DECREASE_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_CAMPAIGN_BATTLE_TIME_DECREASE_2,2,False,CampaignTimeDecrease,2000.0,,,,,,,,,,
515,607,Locale_System:SIMULATIONROOM_OC_OPTION_CAMPAIGN_BATTLE_TIME_DECREASE_3,Locale_System:SIMULATIONROOM_OC_OPTION_CAMPAIGN_BATTLE_TIME_DECREASE_3_DESC,ICON_SIMULATIONROOM_OC_OPTION_CAMPAIGN_BATTLE_TIME_DECREASE_3,3,False,CampaignTimeDecrease,3000.0,,,,,,,,,,
516,608,Locale_System:SIMULATIONROOM_OC_OPTION_INCELEMENTDMG_DISABLE,Locale_System:SIMULATIONROOM_OC_OPTION_INCELEMENTDMG_DISABLE_DESC,ICON_SIMULATIONROOM_OC_OPTION_INCELEMENTDMG_DISABLE,2,False,Function,2000046.0,Nikke,,,,,,,,,
517,608,Locale_System:SIMULATIONROOM_OC_OPTION_BURST_COOLTIME_DOWN_DISABLE,Locale_System:SIMULATIONROOM_OC_OPTION_BURST_COOLTIME_DOWN_DISABLE_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_BURST_COOLTIME_DOWN_DISABLE,3,False,Function,2000047.0,Nikke,,,,,,,,,
518,608,Locale_System:SIMULATIONROOM_OC_OPTION_ADDDAMAGE_DISABLE,Locale_System:SIMULATIONROOM_OC_OPTION_ADDDAMAGE_DISABLE_DESC,ICON_SIMULATIONROOM_OC_OPTION_ADDDAMAGE_DISABLE,4,False,Function,1999366.0,Nikke,,,,,,,,,
