id,narrative_sign_type,name_locale,description_locale,sign_icon,balloon_type,balloon_print_time
203003,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_030_narrativesign_description_03,icn_field_narrativesign,Frame,400
203004,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_030_narrativesign_description_04,icn_field_narrativesign,Frame,400
203005,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_030_narrativesign_description_05,icn_field_narrativesign,Frame,400
203101,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_031_narrativesign_description_01,icn_field_narrativesign,Frame,400
203102,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_031_narrativesign_description_02,icn_field_narrativesign,Frame,400
203201,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_032_narrativesign_description_01,icn_field_narrativesign,Frame,400
203202,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_032_narrativesign_description_02,icn_field_narrativesign,Frame,400
203301,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_033_narrativesign_description_01,icn_field_narrativesign,Frame,400
203302,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_033_narrativesign_description_02,icn_field_narrativesign,Frame,400
203401,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_034_narrativesign_description_01,icn_field_narrativesign,Frame,400
203402,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_034_narrativesign_description_02,icn_field_narrativesign,Frame,400
203403,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_034_narrativesign_description_03,icn_field_narrativesign,Frame,400
203501,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_035_narrativesign_description_01,icn_field_narrativesign,Frame,400
203601,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_036_narrativesign_description_01,icn_field_narrativesign,Frame,400
203602,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_036_narrativesign_description_02,icn_field_narrativesign,Frame,400
203603,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_036_narrativesign_description_03,icn_field_narrativesign,Frame,400
203701,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_037_narrativesign_description_01,icn_field_narrativesign,Frame,400
203702,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_037_narrativesign_description_02,icn_field_narrativesign,Frame,400
203801,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_038_narrativesign_description_01,icn_field_narrativesign,Frame,400
203802,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_038_narrativesign_description_02,icn_field_narrativesign,Frame,400
203901,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_039_narrativesign_description_07,icn_field_narrativesign,Frame,400
203902,Popup,Locale_Event:lostsector_039_narrativesign_title_01,Locale_Event:lostsector_039_narrativesign_description_01,icn_field_narrativesign_lostsector_quiz,None,0
203903,Popup,Locale_Event:lostsector_039_narrativesign_title_02,Locale_Event:lostsector_039_narrativesign_description_02,icn_field_narrativesign_lostsector_quiz,None,0
203904,Popup,Locale_Event:lostsector_039_narrativesign_title_03,Locale_Event:lostsector_039_narrativesign_description_03,icn_field_narrativesign_lostsector_quiz,None,0
203905,Popup,Locale_Event:lostsector_039_narrativesign_title_04,Locale_Event:lostsector_039_narrativesign_description_04,icn_field_narrativesign_lostsector_quiz,None,0
203906,Popup,Locale_Event:lostsector_039_narrativesign_title_05,Locale_Event:lostsector_039_narrativesign_description_05,icn_field_narrativesign_lostsector_quiz,None,0
203907,Popup,Locale_Event:lostsector_039_narrativesign_title_06,Locale_Event:lostsector_039_narrativesign_description_06,icn_field_narrativesign_lostsector_quiz,None,0
204001,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_040_narrativesign_description_03,icn_field_narrativesign,Frame,400
204002,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_040_narrativesign_description_04,icn_field_narrativesign,Frame,400
204003,Popup,Locale_Event:lostsector_040_narrativesign_title_01,Locale_Event:lostsector_040_narrativesign_description_01,icn_field_narrativesign_lostsector_quiz,None,0
204004,Popup,Locale_Event:lostsector_040_narrativesign_title_02,Locale_Event:lostsector_040_narrativesign_description_02,icn_field_narrativesign_lostsector_quiz,None,0
