id,name_localkey,resource_id,skin_id,frame_type,address,sd_resource_address
naru1,Locale_Character:npc_201_name,999,default,none,spine/standing/c999/00_HD,
naru2,Locale_Character:npc_202_name,999,default,none,spine/standing/c999/00_HD,
naru3,Locale_Character:npc_203_name,999,default,none,spine/standing/c999/00_HD,
naruall,Locale_Character:npc_204_name,999,default,none,spine/standing/c999/00_HD,
helm,Locale_Character:352_name,352,default,none,spine/standing/c352/00_HD,c352_00_var
solemnofficer,Locale_Character:npc_205_name,999,default,none,spine/standing/c999/00_HD,
colorfulvip,Locale_Character:npc_206_name,999,default,none,spine/standing/c999/00_HD,
mast,Locale_Character:350_name,350,default,none,spine/standing/c350/00_HD,c350_00_var
mast_op,Locale_Character:350_name,350,default,left,spine/standing/c350/00_HD,
anchor,Locale_Character:351_name,351,default,none,spine/standing/c351/00_HD,c351_00_var
anchor_op,Locale_Character:351_name,351,default,left,spine/standing/c351/00_HD,
spaowner,Locale_Character:npc_207_name,999,default,none,spine/standing/c999/00_HD,
anisvoice,Locale_Character:npc_208_name,999,default,none,spine/standing/c999/00_HD,
neonvoice,Locale_Character:npc_209_name,999,default,none,spine/standing/c999/00_HD,
rapivoice,Locale_Character:npc_210_name,999,default,none,spine/standing/c999/00_HD,
strangevip,Locale_Character:npc_211_name,999,default,none,spine/standing/c999/00_HD,
femalecommander,Locale_Character:npc_951_name,917,default,none,spine/standing/c917/00_HD,
malecommander,Locale_Character:npc_952_name,916,default,none,spine/standing/c916/00_HD,
syon,Locale_Character:926_name,926,default,none,spine/standing/c926/00_HD,
counters_sleep,Locale_Character:10_name,10,default,none,spine/events/EventScene_Chap_13_After_01,
fireexpert,Locale_Character:npc_212_name,999,default,none,spine/standing/c999/00_HD,
onlooker,Locale_Character:npc_213_name,912,default,none,spine/standing/c912/00_HD,
spectatorcitizen,Locale_Character:npc_214_name,911,default,none,spine/standing/c911/00_HD,
arsonist,Locale_Character:npc_215_name,999,default,none,spine/standing/c999/00_HD,
missilysnikke,Locale_Character:npc_216_name,302,default,none,spine/standing/c302/00_HD,
tvvoice_op,Locale_Character:npc_21_name,999,default,left,spine/standing/c999/00_HD,
announcement_op,Locale_Character:npc_76_name,999,default,left,spine/standing/c999/00_HD,
hedonian,Locale_Character:npc_217_name,920,default,none,spine/standing/c920/00_HD,
richman,Locale_Character:npc_218_name,923,default,none,spine/standing/c923/00_HD,
richwoman,Locale_Character:npc_219_name,924,default,none,spine/standing/c924/00_HD,
jannemiller,Locale_Character:npc_220_name,917,default,none,spine/standing/c917/00_HD,
c_1,Locale_Character:800_name,800,default,none,spine/standing/c800/00_HD,c800_00_var
c_2,Locale_Character:801_name,801,default,none,spine/standing/c801/00_HD,c801_00_var
c_3,Locale_Character:802_name,802,default,none,spine/standing/c802/00_HD,c802_00_var
c_npc_1,Locale_Character:npc_803_name,803,default,none,spine/standing/c803/00_HD,
c_npc_2,Locale_Character:npc_804_name,804,default,none,spine/standing/c804/00_HD,
exia_c,Locale_Character:210_name,210,default,none,spine/standing/c210/01_HD,c210_01_var
rupee_w,Locale_Character:200_name,203,default,none,spine/standing/c203/00_HD,c203_00_var
anne,Locale_Character:npc_221_name,121,default,none,spine/standing/c121/00_HD,c121_00_var
emma_c,Locale_Character:90_name,90,default,none,spine/standing/c090/01_HD,c090_01_var
angelina,Locale_Character:npc_222_name,934,default,none,spine/standing/c934/00_HD,
neve,Locale_Character:193_name,193,default,none,spine/standing/c193/00_HD,c193_00_var
joseph,Locale_Character:npc_224_name,935,default,none,spine/standing/c935/00_HD,
anonymous,Locale_Character:npc_226_name,999,default,none,spine/standing/c999/00_HD,
fatman,Locale_Character:npc_231_name,919,default,none,spine/standing/c919/00_HD,
clubmanager,Locale_Character:npc_227_name,911,default,none,spine/standing/c911/00_HD,
touter,Locale_Character:npc_228_name,919,default,none,spine/standing/c919/00_HD,
clerk,Locale_Character:npc_229_name,912,default,none,spine/standing/c912/00_HD,
waiter,Locale_Character:npc_230_name,911,default,none,spine/standing/c911/00_HD,
fatprisoner,Locale_Character:npc_232_name,919,default,none,spine/standing/c919/00_HD,
thinprisoner,Locale_Character:npc_233_name,918,default,none,spine/standing/c918/00_HD,
warder,Locale_Character:npc_234_name,911,default,none,spine/standing/c911/00_HD,
sin,Locale_Character:401_name,401,default,none,spine/standing/c401/00_HD,c401_00_var
sin_op_c,Locale_Character:401_name,401,default,center,spine/standing/c401/00_HD,c401_00_var
prisoner,Locale_Character:npc_235_name,307,default,none,spine/standing/c307/00_HD,
guilty,Locale_Character:400_name,400,default,none,spine/standing/c400/00_HD,c400_00_var
minirapture,Locale_Character:npc_237_name,999,default,none,spine/standing/c999/00_HD,
sugar_p,Locale_Character:140_name,140,default,none,spine/standing/c140/01_HD,c140_01_var
julia_p,Locale_Character:150_name,150,default,none,spine/standing/c150/01_HD,c150_01_var
helm_p,Locale_Character:352_name,352,default,none,spine/standing/c352/01_HD,c352_01_var
barista,Locale_Character:npc_236_name,999,default,none,spine/standing/c999/00_HD,
quency,Locale_Character:402_name,402,default,none,spine/standing/c402/00_HD,c402_00_var
dealprisoner,Locale_Character:npc_238_name,999,default,none,spine/standing/c999/00_HD,
happyprisoner,Locale_Character:npc_239_name,999,default,none,spine/standing/c999/00_HD,
leaderprisoner,Locale_Character:npc_240_name,999,default,none,spine/standing/c999/00_HD,
timidprisone,Locale_Character:npc_241_name,999,default,none,spine/standing/c999/00_HD,
poorprisoner,Locale_Character:npc_242_name,999,default,none,spine/standing/c999/00_HD,
drunkprisoner,Locale_Character:npc_243_name,999,default,none,spine/standing/c999/00_HD,
collaborator,Locale_Character:npc_244_name,911,default,none,spine/standing/c911/00_HD,
harran_event,Locale_Character:10_name,10,default,none,spine/events/EventScene_Chap_19_02,
dorothy,Locale_Character:233_name,233,default,none,spine/standing/c233/00_HD,c233_00_var
cecil_op_c,Locale_Character:929_name,929,default,center,spine/standing/c929/00_HD,
cecil_op_l,Locale_Character:929_name,929,default,left,spine/standing/c929/00_HD,
cecil_op_r,Locale_Character:929_name,929,default,right,spine/standing/c929/00_HD,
nihilister,Locale_Character:261_name,261,acc,none,spine/standing/c261/00_HD,c261_00_var
nihilister_a,Locale_Character:261_name,261,default,none,spine/standing/c261/00_HD,c261_00_var
liberalio,Locale_Character:262_name,262,default,none,spine/standing/c262/00_HD,c262_00_var
nihilister_event,Locale_Character:10_name,10,default,none,spine/events/EventScene_Chap_20_02_02,
cocoa,Locale_Character:311_name,311,default,none,spine/standing/c311/00_HD,c311_00_var
satou,Locale_Character:npc_247_name,921,default,none,spine/standing/c921/00_HD,
mason,Locale_Character:npc_248_name,911,default,none,spine/standing/c911/00_HD,
soda,Locale_Character:312_name,312,default,none,spine/standing/c312/00_HD,c312_00_var
maleguest,Locale_Character:npc_249_name,911,default,none,spine/standing/c911/00_HD,
d_op_l,Locale_Character:40_name,40,default,left,spine/standing/c040/00_HD,c040_00_var
sakura_op_l,Locale_Character:282_name,282,default,left,spine/standing/c282/00_HD,c282_00_var
satou_op_r,Locale_Character:npc_247_name,921,default,right,spine/standing/c921/00_HD,
ingrid_op_c,Locale_Character:900_name,900,default,center,spine/standing/c900/00_HD,
femaleguest,Locale_Character:npc_250_name,912,default,none,spine/standing/c912/00_HD,
milk_n,Locale_Character:141_name,141,default,none,spine/standing/c141/01_HD,c141_01_var
signal_v,Locale_Character:22_name,22,default,none,spine/standing/c022/01_HD,c022_01_var
sweetjohnny,Locale_Character:npc_251_name,910,default,none,spine/standing/c910/00_HD,
valentine_event,Locale_Character:10_name,10,default,none,spine/events/EventScene_MaidInValentine_01,
privaty_n,Locale_Character:170_name,170,default,none,spine/standing/c170/01_HD,c170_01_var
talentum_event,Locale_Character:10_name,10,default,none,spine/events/EventScene_Chap_15_01,
siegeperilous_event,Locale_Character:10_name,10,default,none,spine/events/EventScene_Chap_14_03,
triangle_event,Locale_Character:10_name,10,default,none,spine/events/EventScene_Chap_14_05,
idda,Locale_Character:15_name,15,default,none,spine/standing/c013/00_HD,c013_00_var
max,Locale_Character:npc_261_name,936,default,none,spine/standing/c936/00_HD,
puppies,Locale_Character:npc_262_name,937,default,none,spine/standing/c937/00_HD,
nero,Locale_Character:380_name,380,default,none,spine/standing/c380/00_HD,
biscuit,Locale_Character:381_name,381,default,none,spine/standing/c381/00_HD,c381_00_var
regularguest,Locale_Character:npc_253_name,911,default,none,spine/standing/c911/00_HD,
calmguest,Locale_Character:npc_263_name,912,default,none,spine/standing/c912/00_HD,
violentman01,Locale_Character:npc_257_name,919,default,none,spine/standing/c919/00_HD,
charlatan01,Locale_Character:npc_258_name,918,default,none,spine/standing/c918/00_HD,
man01,Locale_Character:npc_259_name,911,default,none,spine/standing/c911/00_HD,
hamburgerman01,Locale_Character:npc_260_name,911,default,none,spine/standing/c911/00_HD,
clerk01,Locale_Character:npc_229_name,912,default,none,spine/standing/c912/00_HD,
drunkman01,Locale_Character:npc_254_name,999,default,none,spine/standing/c999/00_HD,
terrorist01,Locale_Character:npc_255_name,999,default,none,spine/standing/c999/00_HD,
elegantowner,Locale_Character:npc_264_name,924,default,none,spine/standing/c924/00_HD,
suspiciouswoman,Locale_Character:npc_265_name,912,default,none,spine/standing/c912/00_HD,
joy,Locale_Character:npc_266_name,937,default,none,spine/standing/c937/00_HD,
bubu,Locale_Character:npc_267_name,937,default,none,spine/standing/c937/00_HD,
loki,Locale_Character:npc_268_name,937,default,none,spine/standing/c937/00_HD,
lily,Locale_Character:npc_269_name,937,default,none,spine/standing/c937/00_HD,
babi,Locale_Character:npc_270_name,937,default,none,spine/standing/c937/00_HD,
buddy,Locale_Character:npc_271_name,937,default,none,spine/standing/c937/00_HD,
coco,Locale_Character:npc_272_name,937,default,none,spine/standing/c937/00_HD,
bowwow_event,Locale_Character:10_name,10,default,none,spine/events/EventScene_BowWowParadise_01,
centi_c,Locale_Character:80_name,80,default,none,spine/standing/c080/01_HD,c080_01_var
kitsune,Locale_Character:npc_273_name,999,default,none,spine/standing/c999/00_HD,
member,Locale_Character:npc_274_name,999,default,none,spine/standing/c999/00_HD,
genzou,Locale_Character:npc_275_name,921,default,none,spine/standing/c921/00_HD,
storekeeper,Locale_Character:npc_276_name,911,default,none,spine/standing/c911/00_HD,
youngmember,Locale_Character:npc_277_name,999,default,none,spine/standing/c999/00_HD,
oldmember,Locale_Character:npc_278_name,999,default,none,spine/standing/c999/00_HD,
gangs,Locale_Character:npc_279_name,999,default,none,spine/standing/c999/00_HD,
andersen_shower,Locale_Character:903_name,903,default,none,spine/standing/c903/01_HD,
hairpinwoman,Locale_Character:npc_280_name,912,default,none,spine/standing/c912/00_HD,
glassesman,Locale_Character:npc_281_name,911,default,none,spine/standing/c911/00_HD,
tourist,Locale_Character:npc_282_name,912,default,none,spine/standing/c912/00_HD,
sakura_event,Locale_Character:10_name,10,default,none,spine/events/EventScene_CherryBlossom_01,
yuni_c,Locale_Character:160_name,160,default,none,spine/standing/c160/01_HD,c160_01_var
noise_c,Locale_Character:430_name,430,default,none,spine/standing/c430/01_HD,c430_01_var
owner,Locale_Character:npc_289_name,923,default,none,spine/standing/c923/00_HD,
supervisor,Locale_Character:npc_283_name,911,default,none,spine/standing/c911/00_HD,
productionlinestaff,Locale_Character:npc_284_name,912,default,none,spine/standing/c912/00_HD,
materialsortingstaff,Locale_Character:npc_285_name,919,default,none,spine/standing/c919/00_HD,
transportationstaff,Locale_Character:npc_286_name,922,default,none,spine/standing/c922/00_HD,
youngstaff,Locale_Character:npc_287_name,921,default,none,spine/standing/c921/00_HD,
guard,Locale_Character:npc_288_name,999,default,none,spine/standing/c999/00_HD,
ltk_event,Locale_Character:10_name,10,default,none,spine/events/EventScene_ltk_01,
x,Locale_Character:npc_290_name,999,default,none,spine/standing/c999/00_HD,
iv,Locale_Character:npc_291_name,911,default,none,spine/standing/c911/00_HD,
suspiciousdeveloper,Locale_Character:npc_292_name,911,default,none,spine/standing/c911/00_HD,
eh,Locale_Character:930_name,940,default,none,spine/standing/c940/00_HD,
doban,Locale_Character:931_name,939,default,none,spine/standing/c939/00_HD,
jin,Locale_Character:932_name,922,default,none,spine/standing/c922/00_HD,
ehmember,Locale_Character:npc_293_name,999,default,none,spine/standing/c999/00_HD,
lilith,Locale_Character:933_name,999,default,none,spine/standing/c999/00_HD,
pinne,Locale_Character:934_name,941,default,none,spine/standing/c941/00_HD,
oswald,Locale_Character:935_name,911,default,left,spine/standing/c911/00_HD,
manvoice,Locale_Character:npc_294_name,911,default,left,spine/standing/c911/00_HD,
collectrobot,Locale_Character:npc_295_name,931,default,none,spine/standing/c931/00_HD,c954_00_var
skymother,Locale_Character:10_name,999,default,none,spine/events/EventScene_Chap_21_01,
underqueen,Locale_Character:10_name,999,default,none,spine/events/EventScene_Chap_22_01,
enikk_op_l,Locale_Character:904_name,904,default,left,spine/standing/c904/00_HD,
enikk_event,Locale_Character:10_name,999,default,none,spine/events/EventScene_Chap_22_02,
dorothyangel01,Locale_Character:10_name,999,default,none,spine/events/EventScene_Chap_22_05,
dorothyangel02,Locale_Character:10_name,999,default,none,spine/events/EventScene_Chap_22_06,
kity,Locale_Character:npc_299_name,945,default,none,spine/standing/c945/00_HD,
pseudo,Locale_Character:npc_300_name,912,default,none,spine/standing/c912/00_HD,
lastgreeting,Locale_Character:10_name,999,default,none,spine/events/EventScene_OverZone_01,
blanc_noir,Locale_Character:271_1_name,999,default,none,spine/standing/c999/00_HD,
rupee_b,Locale_Character:200_name,200,default,none,spine/standing/c200/01_HD,c200_01_var
viper_b,Locale_Character:112_name,112,default,none,spine/standing/c112/01_HD,c112_01_var
sullenman,Locale_Character:npc_305_name,911,default,none,spine/standing/c911/00_HD,
bunnykiss,Locale_Character:10_name,999,default,none,spine/events/EventScene_BunnyX777_01,
participants,Locale_Character:npc_306_name,999,default,none,spine/standing/c999/00_HD,
consigliere,Locale_Character:npc_301_name,920,default,none,spine/standing/c920/00_HD,
waitress,Locale_Character:npc_303_name,912,default,none,spine/standing/c912/00_HD,
consigliere_op,Locale_Character:npc_301_name,920,default,left,spine/standing/c920/00_HD,
wealthyman,Locale_Character:npc_304_name,923,default,none,spine/standing/c923/00_HD,
middlemember,Locale_Character:npc_307_name,999,default,none,spine/standing/c999/00_HD,
ribbonmember,Locale_Character:npc_308_name,912,default,none,spine/standing/c912/00_HD,
ribbonmember_op,Locale_Character:npc_308_name,912,default,right,spine/standing/c912/00_HD,
swiftgang,Locale_Character:npc_309_name,918,default,none,spine/standing/c918/00_HD,
redthicket01,Locale_Character:npc_310_name,999,default,none,spine/standing/c999/00_HD,
redthicketboss,Locale_Character:npc_311_name,999,default,none,spine/standing/c999/00_HD,
wealthwoman,Locale_Character:npc_312_name,924,default,none,spine/standing/c924/00_HD,
emma_o,Locale_Character:90_name,90,default,none,spine/standing/c090/02_HD,c090_02_var
sakura_n,Locale_Character:282_name,282,default,none,spine/standing/c282/01_HD,c282_01_var
rosannablood,Locale_Character:10_name,10,default,none,spine/events/EventScene_QueensOrder_01,
staff_02,Locale_Character:npc_132_name,911,default,none,spine/standing/c911/00_HD,
neon_s,Locale_Character:11_name,14,default,none,spine/standing/c014/00_HD,c014_00_var
mary_s,Locale_Character:130_name,132,default,none,spine/standing/c132/00_HD,c132_00_var
rapi_s,Locale_Character:10_name,10,default,none,spine/standing/c010/02_HD,c010_02_var
pepper_s,Locale_Character:131_name,131,default,none,spine/standing/c131/01_HD,c131_01_var
yan_s,Locale_Character:201_name,201,default,none,spine/standing/c201/01_HD,c201_01_var
liter_s,Locale_Character:82_name,82,default,none,spine/standing/c082/01_HD,c082_01_var
frima_s,Locale_Character:142_name,142,default,none,spine/standing/c142/01_HD,c142_01_var
summerheal_event,Locale_Character:13_name,13,default,none,spine/events/EventScene_BluewaterIsland_01,
whitewoman01,Locale_Character:npc_58_name,999,default,none,spine/standing/c912/00_HD,
neighborhoodkid,Locale_Character:npc_317_name,999,default,none,spine/standing/c999/00_HD,
ruru,Locale_Character:npc_313_name,946,default,none,spine/standing/c946/00_HD,
cats,Locale_Character:npc_314_name,999,default,none,spine/standing/c999/00_HD,
kingcat,Locale_Character:npc_315_name,999,default,none,spine/standing/c999/00_HD,
timi,Locale_Character:npc_316_name,975,default,none,spine/standing/c975/00_HD,
leona,Locale_Character:382_name,382,acc,none,spine/standing/c382/00_HD,c382_00_var
leona_no,Locale_Character:382_name,382,default,none,spine/standing/c382/00_HD,c382_00_var
nyanya,Locale_Character:10_name,10,default,none,spine/events/EventScene_NyaNyaParadise_01,
morgan,Locale_Character:npc_320_name,999,default,none,spine/standing/c999/00_HD,
jackrow,Locale_Character:npc_321_name,999,default,none,spine/standing/c999/00_HD,
crewman,Locale_Character:npc_322_name,999,default,none,spine/standing/c999/00_HD,
interviewer,Locale_Character:npc_323_name,999,default,none,spine/standing/c999/00_HD,
jackrowactor,Locale_Character:npc_324_name,999,default,none,spine/standing/c999/00_HD,
filmingstaff,Locale_Character:npc_325_name,999,default,none,spine/standing/c999/00_HD,
mast_s,Locale_Character:350_name,350,default,none,spine/standing/c350/01_HD,c350_01_var
helmetgirl,Locale_Character:npc_327_name,999,default,none,spine/standing/c999/00_HD,
chime,Locale_Character:331_name,331,default,none,spine/standing/c331/00_HD,c331_00_var
mast_event,Locale_Character:10_name,10,default,none,spine/events/EventScene_GoldenShip_01,
burningum_op_r,Locale_Character:909_name,914,default,right,spine/standing/c914/00_HD,
outerrimman,Locale_Character:npc_329_name,918,default,none,spine/standing/c918/00_HD,
rosanna_op_l,Locale_Character:280_name,280,default,left,spine/standing/c280/00_HD,
jin_op_l,Locale_Character:932_name,922,default,left,spine/standing/c922/00_HD,
diesel_op_c,Locale_Character:72_name,72,default,center,spine/standing/c072/00_HD,
mustang_op_r,Locale_Character:902_name,902,default,right,spine/standing/c902/00_HD,
diesel_op,Locale_Character:72_name,72,default,left,spine/standing/c072/00_HD,c072_00_var
jin_op,Locale_Character:932_name,922,default,left,spine/standing/c922/00_HD,
indivilia,Locale_Character:npc_330_name,263,default,none,spine/standing/c263/00_HD,
miranda_op_r,Locale_Character:32_name,32,default,right,spine/standing/c032/00_HD,c032_00_var
enikk_op_c,Locale_Character:904_name,904,default,center,spine/standing/c904/00_HD,
redhood,Locale_Character:470_name,470,default,none,spine/standing/c470/00_HD,
anis_s,Locale_Character:12_name,15,default,none,spine/standing/c015/00_HD,c015_00_var
helm_s,Locale_Character:352_name,353,default,none,spine/standing/c353/00_HD,c353_00_var
massproductions,Locale_Character:npc_328_name,999,default,none,spine/standing/c999/00_HD,
ezs_event,Locale_Character:10_name,10,default,none,spine/events/EventScene_SeaYouAgain_04,
c1002_01,Locale_Character:npc_6001_name_01_01,963,default,none,spine/standing/c963/00_HD,
6000d_01,Locale_Character:npc_6002_name_02_01,964,default,none,spine/standing/c964/00_HD,
b0006_01,Locale_Character:npc_6003_name_03_01,962,default,none,spine/standing/c962/00_HD,
c1002_02,Locale_Character:npc_6001_name_01_02,963,default,none,spine/standing/c963/00_HD,
6000d_02,Locale_Character:npc_6002_name_02_02,964,default,none,spine/standing/c964/00_HD,
b0006_02,Locale_Character:npc_6003_name_03_02,962,default,none,spine/standing/c962/00_HD,
crown,Locale_Character:330_name,330,default,none,spine/standing/c330/00_HD,c330_00_var
ce_02_01,Locale_Character:810_name,810,default,none,spine/standing/c810/00_HD,c810_00_var
ce_02_02,Locale_Character:811_name,811,default,none,spine/standing/c811/00_HD,c811_00_var
ce_02_03,Locale_Character:812_name,812,default,none,spine/standing/c812/00_HD,c812_00_var
ce_02_npc_01,Locale_Character:npc_6004_name_04,813,default,none,spine/standing/c813/00_HD,
p12,Locale_Character:npc_332_name,303,default,none,spine/standing/c303/00_HD,
radio,Locale_Character:npc_333_name,999,default,none,spine/standing/c999/00_HD,
notmassproductions,Locale_Character:npc_334_name,303,default,none,spine/standing/c303/00_HD,
notmassproduction,Locale_Character:npc_335_name,303,default,none,spine/standing/c303/00_HD,
huge6000d,Locale_Character:npc_336_name,999,default,none,spine/standing/c999/00_HD,
marciana,Locale_Character:321_name,321,default,none,spine/standing/c321/00_HD,c321_00_var
puppy,Locale_Character:npc_331_name,999,default,none,spine/standing/c999/00_HD,
naga,Locale_Character:450_name,450,default,none,spine/standing/c450/00_HD,c450_00_var
tia,Locale_Character:451_name,451,default,none,spine/standing/c451/00_HD,c451_00_var
activestudent,Locale_Character:npc_337_name,999,default,none,spine/standing/c999/00_HD,
ordinarystudent,Locale_Character:npc_338_name,999,default,none,spine/standing/c999/00_HD,
firstfriend,Locale_Character:npc_339_name,999,default,none,spine/standing/c999/00_HD,
secondfriend,Locale_Character:npc_340_name,999,default,none,spine/standing/c999/00_HD,
photoman,Locale_Character:npc_341_name,999,default,none,spine/standing/c999/00_HD,
darkcirclestudent,Locale_Character:npc_342_name,999,default,none,spine/standing/c999/00_HD,
blackclothstudent,Locale_Character:npc_343_name,999,default,none,spine/standing/c999/00_HD,
flowerstudent,Locale_Character:npc_344_name,999,default,none,spine/standing/c999/00_HD,
sportswearstudent,Locale_Character:npc_345_name,999,default,none,spine/standing/c999/00_HD,
tercera,Locale_Character:npc_346_name,301,default,none,spine/standing/c301/00_HD,
schooloflock_event,Locale_Character:10_name,10,default,none,spine/events/EventScene_SchoolOfLock_01,
dazzlingcupid_tia,Locale_Character:10_name,10,default,none,spine/events/EventScene_Dazzlingcupid_01,
dazzlingcupid_naga,Locale_Character:10_name,10,default,none,spine/events/EventScene_Dazzlingcupid_02,
nocallerid_event,Locale_Character:10_name,10,default,none,spine/events/EventScene_NoCallerID_01,
femaleemployee,Locale_Character:npc_349_name,912,default,none,spine/standing/c912/00_HD,
dressupwoman,Locale_Character:npc_350_name,999,default,none,spine/standing/c999/00_HD,
acpu_event,Locale_Character:10_name,10,default,none,spine/events/EventScene_ACPUFreeze_01,
novel_h,Locale_Character:212_name,212,default,none,spine/standing/c212/02_HD,c212_02_var
fancywoman02,Locale_Character:npc_48_name,924,default,none,spine/standing/c924/00_HD,
commander,Locale_Character:npc_5028_name,942,default,none,spine/standing/c942/00_HD,
snowwhite_o,Locale_Character:220_name,224,default,none,spine/standing/c224/00_HD,c224_00_var
rapunzel_o,Locale_Character:221_name,966,default,none,spine/standing/c966/00_HD,
hongryeon_o,Locale_Character:222_name,225,default,none,spine/standing/c225/00_HD,
liliweiss,Locale_Character:933_name,943,default,none,spine/standing/c943/00_HD,
oswald_o,Locale_Character:935_name,961,default,none,spine/standing/c961/00_HD,
girl_f,Locale_Character:913_name,960,default,none,spine/standing/c960/00_HD,
freesia,Locale_Character:npc_353_name,960,default,none,spine/standing/c960/00_HD,
malerefugee,Locale_Character:npc_351_name,911,default,none,spine/standing/c911/00_HD,
femalerefugee,Locale_Character:npc_352_name,912,default,none,spine/standing/c912/00_HD,
massproduction01_rapi,Locale_Character:npc_34_name,250,default,none,spine/standing/c250/00_HD,
anarchyorr,Locale_Character:npc_357_name,944,default,none,spine/standing/c944/00_HD,
chap_26_02,Locale_Character:10_name,10,default,none,spine/events/EventScene_Chap_26_02,
nihilister_broken,Locale_Character:10_name,10,default,none,spine/events/EventScene_Chap_25_01,
privaty_d,Locale_Character:170_name,170,default,none,spine/standing/c170/02_HD,c170_02_var
maiden_c,Locale_Character:181_name,181,default,none,spine/standing/c181/01_HD,c181_01_var
escapednikke,Locale_Character:npc_356_name,306,default,none,spine/standing/c306/00_HD,
liliweiss_op,Locale_Character:933_name,943,default,left,spine/standing/c943/00_HD,
snowwhite_op,Locale_Character:220_name,224,default,left,spine/standing/c224/00_HD,
commander_op_r,Locale_Character:npc_5028_name,942,default,right,spine/standing/c942/00_HD,
redash_05_1,Locale_Character:10_name,10,default,none,spine/events/EventScene_redash_05_1,
redash_05_2,Locale_Character:10_name,10,default,none,spine/events/EventScene_redash_05_2,
redash_11,Locale_Character:10_name,10,default,none,spine/events/EventScene_redash_11,
redhood_song,Locale_Character:npc_360_name,999,default,none,spine/standing/c999/00_HD,
tove,Locale_Character:192_name,192,default,none,spine/standing/c192/00_HD,c192_00_var
savednikke,Locale_Character:npc_359_name,251,default,none,spine/standing/c251/00_HD,
alone_event,Locale_Character:10_name,10,default,none,spine/events/EventScene_AloneSurvivor_01,
survivornikke,Locale_Character:npc_358_name,999,default,none,spine/standing/c999/00_HD,
oldestsister,Locale_Character:npc_363_name,969,default,none,spine/standing/c969/00_HD,
secondoldestsister,Locale_Character:npc_364_name,968,default,none,spine/standing/c968/00_HD,
lumi_01,Locale_Character:npc_362_name,306,default,none,spine/standing/c306/00_HD,
lumi_02,Locale_Character:npc_362_name,970,default,none,spine/standing/c970/00_HD,
lumi_03,Locale_Character:npc_362_name,967,default,none,spine/standing/c967/00_HD,
orphandirector,Locale_Character:npc_365_name,911,default,none,spine/standing/c911/00_HD,
royalwoman,Locale_Character:npc_366_name,924,default,none,spine/standing/c924/00_HD,
noir_c,Locale_Character:271_name,271,default,none,spine/standing/c271/01_HD,c271_01_var
blanc_c,Locale_Character:270_name,270,default,none,spine/standing/c270/01_HD,c270_01_var
ludmilla_w,Locale_Character:190_name,194,default,none,spine/standing/c194/00_HD,c194_00_var
mica_w,Locale_Character:61_name,62,default,none,spine/standing/c062/00_HD,c062_00_var
noise_w,Locale_Character:430_name,430,default,none,spine/standing/c430/02_HD,c430_02_var
janghwa,Locale_Character:971_name,971,default,none,spine/standing/c971/00_HD,
speaker,Locale_Character:npc_367_name,999,default,none,spine/standing/c999/00_HD,
officer,Locale_Character:npc_368_name,999,default,none,spine/standing/c999/00_HD,
walkietalkie,Locale_Character:npc_369_name,999,default,none,spine/standing/c999/00_HD,
decerebratenikke,Locale_Character:npc_370_name,974,default,none,spine/standing/c974/00_HD,
fallnikke,Locale_Character:npc_371_name,974,default,none,spine/standing/c974/00_HD,
ruby,Locale_Character:npc_372_name,999,default,none,spine/standing/c999/00_HD,
gray,Locale_Character:npc_373_name,999,default,none,spine/standing/c999/00_HD,
newyearnewsword_event,Locale_Character:10_name,10,default,none,spine/events/EventScene_NewyearNewsword_01,
nearbattlenikke1,Locale_Character:npc_34_name,974,default,none,spine/standing/c974/00_HD,
nearbattlenikke2,Locale_Character:npc_34_name,974,default,none,spine/standing/c974/00_HD,
nearbattlenikke3,Locale_Character:npc_34_name,974,default,none,spine/standing/c974/00_HD,
nearbattlenikke4,Locale_Character:npc_34_name,974,default,none,spine/standing/c974/00_HD,
nearbattlenikke5,Locale_Character:npc_34_name,974,default,none,spine/standing/c974/00_HD,
guillotine_d,Locale_Character:180_name,180,default,none,spine/standing/c180/01_HD,c180_01_var
sugar_g,Locale_Character:140_name,140,default,none,spine/standing/c140/02_HD,c140_02_var
lionheart_event,Locale_Character:10_name,10,default,none,spine/events/EventScene_LionHeart_01,
doutsiders_event,Locale_Character:10_name,10,default,none,spine/events/EventScene_D-Outsider_01,
purewoman,Locale_Character:npc_381_name,999,default,none,spine/standing/c999/00_HD,
haggardwoman,Locale_Character:npc_382_name,999,default,none,spine/standing/c999/00_HD,
sadman,Locale_Character:npc_383_name,999,default,none,spine/standing/c999/00_HD,
storywoman,Locale_Character:npc_384_name,999,default,none,spine/standing/c999/00_HD,
pricklywoman,Locale_Character:npc_385_name,999,default,none,spine/standing/c999/00_HD,
angryman,Locale_Character:npc_386_name,999,default,none,spine/standing/c999/00_HD,
sickwoman,Locale_Character:npc_387_name,912,default,none,spine/standing/c912/00_HD,
backyard_event,Locale_Character:10_name,10,default,none,spine/events/EventScene_DirtyBackyard_01,
foghollowman,Locale_Character:npc_379_name,918,default,none,spine/standing/c918/00_HD,
happyman,Locale_Character:npc_375_name,999,default,none,spine/standing/c999/00_HD,
slummen,Locale_Character:npc_378_name,999,default,none,spine/standing/c999/00_HD,
ourterrimman_02,Locale_Character:npc_329_name,919,default,none,spine/standing/c919/00_HD,
