id,select_option/0/select_type,select_option/0/select_id,select_option/0/select_value,select_option/1/select_type,select_option/1/select_id,select_option/1/select_value,select_option/10/select_type,select_option/10/select_id,select_option/10/select_value,select_option/11/select_type,select_option/11/select_id,select_option/11/select_value,select_option/12/select_type,select_option/12/select_id,select_option/12/select_value,select_option/13/select_type,select_option/13/select_id,select_option/13/select_value,select_option/14/select_type,select_option/14/select_id,select_option/14/select_value,select_option/15/select_type,select_option/15/select_id,select_option/15/select_value,select_option/16/select_type,select_option/16/select_id,select_option/16/select_value,select_option/17/select_type,select_option/17/select_id,select_option/17/select_value,select_option/18/select_type,select_option/18/select_id,select_option/18/select_value,select_option/19/select_type,select_option/19/select_id,select_option/19/select_value,select_option/2/select_type,select_option/2/select_id,select_option/2/select_value,select_option/20/select_type,select_option/20/select_id,select_option/20/select_value,select_option/21/select_type,select_option/21/select_id,select_option/21/select_value,select_option/22/select_type,select_option/22/select_id,select_option/22/select_value,select_option/23/select_type,select_option/23/select_id,select_option/23/select_value,select_option/24/select_type,select_option/24/select_id,select_option/24/select_value,select_option/25/select_type,select_option/25/select_id,select_option/25/select_value,select_option/26/select_type,select_option/26/select_id,select_option/26/select_value,select_option/27/select_type,select_option/27/select_id,select_option/27/select_value,select_option/28/select_type,select_option/28/select_id,select_option/28/select_value,select_option/29/select_type,select_option/29/select_id,select_option/29/select_value,select_option/3/select_type,select_option/3/select_id,select_option/3/select_value,select_option/30/select_type,select_option/30/select_id,select_option/30/select_value,select_option/31/select_type,select_option/31/select_id,select_option/31/select_value,select_option/32/select_type,select_option/32/select_id,select_option/32/select_value,select_option/33/select_type,select_option/33/select_id,select_option/33/select_value,select_option/34/select_type,select_option/34/select_id,select_option/34/select_value,select_option/35/select_type,select_option/35/select_id,select_option/35/select_value,select_option/36/select_type,select_option/36/select_id,select_option/36/select_value,select_option/37/select_type,select_option/37/select_id,select_option/37/select_value,select_option/38/select_type,select_option/38/select_id,select_option/38/select_value,select_option/39/select_type,select_option/39/select_id,select_option/39/select_value,select_option/4/select_type,select_option/4/select_id,select_option/4/select_value,select_option/5/select_type,select_option/5/select_id,select_option/5/select_value,select_option/6/select_type,select_option/6/select_id,select_option/6/select_value,select_option/7/select_type,select_option/7/select_id,select_option/7/select_value,select_option/8/select_type,select_option/8/select_id,select_option/8/select_value,select_option/9/select_type,select_option/9/select_id,select_option/9/select_value
2491,Item,3410901,1,Item,3420901,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Item,3430901,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0
2551,Item,3110501,1,Item,3210501,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Item,3310501,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Item,3410501,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0
2651,Item,3120501,1,Item,3220501,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Item,3320501,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Item,3420501,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0
2751,Item,3130501,1,Item,3230501,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Item,3330501,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Item,3430501,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0
2991,Equipment_ELYSION,3110901,1,Equipment_ELYSION,3120901,1,Equipment_ELYSION,3420901,1,Equipment_ELYSION,3430901,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Equipment_ELYSION,3130901,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Equipment_ELYSION,3210901,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Equipment_ELYSION,3220901,1,Equipment_ELYSION,3230901,1,Equipment_ELYSION,3310901,1,Equipment_ELYSION,3320901,1,Equipment_ELYSION,3330901,1,Equipment_ELYSION,3410901,1
2992,Equipment_MISSILIS,3110901,1,Equipment_MISSILIS,3120901,1,Equipment_MISSILIS,3420901,1,Equipment_MISSILIS,3430901,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Equipment_MISSILIS,3130901,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Equipment_MISSILIS,3210901,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Equipment_MISSILIS,3220901,1,Equipment_MISSILIS,3230901,1,Equipment_MISSILIS,3310901,1,Equipment_MISSILIS,3320901,1,Equipment_MISSILIS,3330901,1,Equipment_MISSILIS,3410901,1
2993,Equipment_TETRA,3110901,1,Equipment_TETRA,3120901,1,Equipment_TETRA,3420901,1,Equipment_TETRA,3430901,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Equipment_TETRA,3130901,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Equipment_TETRA,3210901,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Equipment_TETRA,3220901,1,Equipment_TETRA,3230901,1,Equipment_TETRA,3310901,1,Equipment_TETRA,3320901,1,Equipment_TETRA,3330901,1,Equipment_TETRA,3410901,1
2994,Equipment_PILGRIM,3110901,1,Equipment_PILGRIM,3120901,1,Equipment_PILGRIM,3420901,1,Equipment_PILGRIM,3430901,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Equipment_PILGRIM,3130901,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Equipment_PILGRIM,3210901,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Equipment_PILGRIM,3220901,1,Equipment_PILGRIM,3230901,1,Equipment_PILGRIM,3310901,1,Equipment_PILGRIM,3320901,1,Equipment_PILGRIM,3330901,1,Equipment_PILGRIM,3410901,1
2995,Equipment_ABNORMAL,3110901,1,Equipment_ABNORMAL,3120901,1,Equipment_ABNORMAL,3420901,1,Equipment_ABNORMAL,3430901,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Equipment_ABNORMAL,3130901,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Equipment_ABNORMAL,3210901,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Equipment_ABNORMAL,3220901,1,Equipment_ABNORMAL,3230901,1,Equipment_ABNORMAL,3310901,1,Equipment_ABNORMAL,3320901,1,Equipment_ABNORMAL,3330901,1,Equipment_ABNORMAL,3410901,1
3001,Character,343101,1,Character,116001,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Character,117201,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Character,207001,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0
3002,Item,5310307,50,Item,5310308,50,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Item,5310309,50,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0
4001,Currency,1000,88458,Currency,3000,16,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0
99991,Equipment_MISSILIS,3110901,1,Equipment_ELYSION,3110901,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Equipment_TETRA,3110901,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Equipment_PILGRIM,3110901,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0
99992,Equipment_MISSILIS,3120901,1,Equipment_ELYSION,3120901,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Equipment_TETRA,3120901,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Equipment_PILGRIM,3120901,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0
99993,Equipment_MISSILIS,3130901,1,Equipment_ELYSION,3130901,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Equipment_TETRA,3130901,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Equipment_PILGRIM,3130901,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0
10001,Item,5100170,1,Item,5100032,1,Item,5100140,1,Item,5100141,1,Item,5100200,1,Item,5100201,1,Item,5100242,1,Item,5100030,1,Item,5100070,1,Item,5100072,1,Item,5100150,1,Item,5100101,1,Item,5100092,1,Item,5100171,1,Item,5100212,1,Item,5100241,1,Item,5100090,1,Item,5100022,1,Item,5100071,1,Item,5100091,1,Item,5100080,1,Item,5100131,1,Item,5100172,1,Item,5100180,1,Item,5100210,1,Item,5100191,1,Item,5100142,1,Item,5100130,1,Item,5100190,1,Item,5100202,1,Item,5100352,1,Item,5100432,1,Item,5100430,1,Item,5100431,1,Item,5100181,1,Item,5100102,1,Item,5100160,1,Item,5100082,1,Item,5100110,1,Item,5100100,1
10002,Item,9202991,1,Item,9202992,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Item,9202993,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Item,9202994,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Item,9202995,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0
10003,FavoriteItem,100102,1,FavoriteItem,100202,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,FavoriteItem,100302,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,FavoriteItem,100402,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,FavoriteItem,100502,1,FavoriteItem,100602,1,None,0,0,None,0,0,None,0,0,None,0,0
10004,Item,5100072,1,Item,5100142,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Item,5100210,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Item,5100100,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Item,5100112,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0
10005,Item,5100032,1,Item,5100352,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Item,5100101,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Item,5100141,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0
10006,Item,9202991,1,Item,9202992,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Item,9202993,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Item,9202994,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Item,9202995,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0
10007,Item,5100030,1,Item,5100192,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Item,5100150,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Item,5100550,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0
10008,Item,7150102,1,Item,7150103,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Item,7150104,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Item,7150105,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Item,7150106,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0
