id,is_dialogfirstpoint,group_id,priority,printtype,portrait_id,name_localkey,scenario_localkey,play_sound,play_bgm,duration,set_background,hide_background,set_background_cord_x,set_background_cord_y,set_background_scale,scenario_effect_type,scenario_effect_value,execute_delaytime,execute_rate,first_show_check,conditiondata/0/usecondition_type,conditiondata/1/usecondition_type,conditiondata/2/usecondition_type,conditiondata/3/usecondition_type,conditiondata/4/usecondition_type,conditiondata/5/usecondition_type,spinedata/0/show_spine_resource_id,spinedata/0/spine_anim_resource_id,spinedata/0/hide_spine_resource_id,spinedata/0/spine_resource_cord_x,spinedata/0/spine_resource_cord_y,spinedata/0/spine_resource_scale,spinedata/1/show_spine_resource_id,spinedata/1/spine_anim_resource_id,spinedata/1/hide_spine_resource_id,spinedata/1/spine_resource_cord_x,spinedata/1/spine_resource_cord_y,spinedata/1/spine_resource_scale,spinedata/2/show_spine_resource_id,spinedata/2/spine_anim_resource_id,spinedata/2/hide_spine_resource_id,spinedata/2/spine_resource_cord_x,spinedata/2/spine_resource_cord_y,spinedata/2/spine_resource_scale,spinedata/3/show_spine_resource_id,spinedata/3/spine_anim_resource_id,spinedata/3/hide_spine_resource_id,spinedata/3/spine_resource_cord_x,spinedata/3/spine_resource_cord_y,spinedata/3/spine_resource_scale,spinedata/4/show_spine_resource_id,spinedata/4/spine_anim_resource_id,spinedata/4/hide_spine_resource_id,spinedata/4/spine_resource_cord_x,spinedata/4/spine_resource_cord_y,spinedata/4/spine_resource_scale,spinedata/5/show_spine_resource_id,spinedata/5/spine_anim_resource_id,spinedata/5/hide_spine_resource_id,spinedata/5/spine_resource_cord_x,spinedata/5/spine_resource_cord_y,spinedata/5/spine_resource_scale,spinedata/6/show_spine_resource_id,spinedata/6/spine_anim_resource_id,spinedata/6/hide_spine_resource_id,spinedata/6/spine_resource_cord_x,spinedata/6/spine_resource_cord_y,spinedata/6/spine_resource_scale,spinedata/7/show_spine_resource_id,spinedata/7/spine_anim_resource_id,spinedata/7/hide_spine_resource_id,spinedata/7/spine_resource_cord_x,spinedata/7/spine_resource_cord_y,spinedata/7/spine_resource_scale,spinedata/8/show_spine_resource_id,spinedata/8/spine_anim_resource_id,spinedata/8/hide_spine_resource_id,spinedata/8/spine_resource_cord_x,spinedata/8/spine_resource_cord_y,spinedata/8/spine_resource_scale,spinedata/9/show_spine_resource_id,spinedata/9/spine_anim_resource_id,spinedata/9/hide_spine_resource_id,spinedata/9/spine_resource_cord_x,spinedata/9/spine_resource_cord_y,spinedata/9/spine_resource_scale,conditiondata/0/usecondition_value/0/name,conditiondata/0/usecondition_value/0/value,conditiondata/0/usecondition_value/1/name,conditiondata/0/usecondition_value/1/value,conditiondata/0/usecondition_value/2/name,conditiondata/0/usecondition_value/2/value,conditiondata/1/usecondition_value/0/name,conditiondata/1/usecondition_value/0/value
300301,True,1ann_mini_ending_rapunzel,1,Stage,,,Locale_SubScenario:1ann_mini_ending_rapunzel_1,,event_bgm_redash_minigame_story1,0,NKS_sbg_04,,0,165,0,Set_camera_shake,Low_1,0,10000,True,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_03,characterDialog_sprite_00,,-105,-27,0,NKS_characterDialog_c966_01,characterDialog_sprite_00,,120,-30,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,4.0,usecondition_value,104.0,usecondition_value,205.0,usecondition_value,110007.0
300302,False,1ann_mini_ending_rapunzel,1,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_rapunzel_2,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_03,characterDialog_sprite_00,,-105,-27,0,NKS_characterDialog_c966_01,characterDialog_sprite_00,,120,-30,0,NKS_characterDialog_emoji,characterDialog_emoji_01,,-105,78,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,4.0,usecondition_value,104.0,usecondition_value,205.0,usecondition_value,110007.0
300303,False,1ann_mini_ending_rapunzel,1,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_rapunzel_3,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_03,characterDialog_sprite_00,,-105,-27,0,NKS_characterDialog_c966_01,characterDialog_sprite_00,,120,-30,0,,,NKS_characterDialog_emoji,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,4.0,usecondition_value,104.0,usecondition_value,205.0,usecondition_value,110007.0
300304,False,1ann_mini_ending_rapunzel,1,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_rapunzel_4,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_03,characterDialog_sprite_00,,-105,-27,0,NKS_characterDialog_c966_01,characterDialog_sprite_00,,120,-30,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,4.0,usecondition_value,104.0,usecondition_value,205.0,usecondition_value,110007.0
300305,False,1ann_mini_ending_rapunzel,1,Stage,NKS_characterDialog_c966,Locale_Character:221_name,Locale_SubScenario:1ann_mini_ending_rapunzel_5,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_03,characterDialog_sprite_01,,-105,-27,0,NKS_characterDialog_c966_01,characterDialog_sprite_00,,120,-30,0,,,,0,0,0,NKS_characterDialog_emoji,characterDialog_emoji_07,,120,94,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,4.0,usecondition_value,104.0,usecondition_value,205.0,usecondition_value,110007.0
300306,False,1ann_mini_ending_rapunzel,1,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_rapunzel_6,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_03,characterDialog_sprite_00,,-105,-27,0,NKS_characterDialog_c966_01,characterDialog_sprite_00,,120,-30,0,,,,0,0,0,,,NKS_characterDialog_emoji,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,4.0,usecondition_value,104.0,usecondition_value,205.0,usecondition_value,110007.0
300307,False,1ann_mini_ending_rapunzel,1,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_rapunzel_7,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_03,characterDialog_sprite_00,,-105,-27,0,NKS_characterDialog_c966_01,characterDialog_sprite_00,,120,-30,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,4.0,usecondition_value,104.0,usecondition_value,205.0,usecondition_value,110007.0
300308,False,1ann_mini_ending_rapunzel,1,Stage,NKS_characterDialog_c966,Locale_Character:221_name,Locale_SubScenario:1ann_mini_ending_rapunzel_8,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_03,characterDialog_sprite_00,,-105,-27,0,NKS_characterDialog_c966_01,characterDialog_sprite_00,,120,-30,0,,,,0,0,0,NKS_characterDialog_emoji,characterDialog_emoji_05,,120,94,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,4.0,usecondition_value,104.0,usecondition_value,205.0,usecondition_value,110007.0
300309,False,1ann_mini_ending_rapunzel,1,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_rapunzel_9,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_03,characterDialog_sprite_00,,-105,-27,0,NKS_characterDialog_c966_01,characterDialog_sprite_00,,120,-30,0,,,,0,0,0,,,NKS_characterDialog_emoji,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,4.0,usecondition_value,104.0,usecondition_value,205.0,usecondition_value,110007.0
300310,False,1ann_mini_ending_rapunzel,1,Stage,NKS_characterDialog_c966,Locale_Character:221_name,Locale_SubScenario:1ann_mini_ending_rapunzel_10,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_03,characterDialog_sprite_00,,-105,-27,0,NKS_characterDialog_c966_01,characterDialog_sprite_00,,120,-30,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,4.0,usecondition_value,104.0,usecondition_value,205.0,usecondition_value,110007.0
300311,False,1ann_mini_ending_rapunzel,1,Stage,NKS_characterDialog_c966,Locale_Character:221_name,Locale_SubScenario:1ann_mini_ending_rapunzel_11,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_03,characterDialog_sprite_00,,-105,-27,0,NKS_characterDialog_c966_01,characterDialog_sprite_00,,120,-30,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,4.0,usecondition_value,104.0,usecondition_value,205.0,usecondition_value,110007.0
300312,False,1ann_mini_ending_rapunzel,1,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_rapunzel_12,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_03,characterDialog_sprite_00,,-105,-27,0,NKS_characterDialog_c966_01,characterDialog_sprite_00,,120,-30,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,4.0,usecondition_value,104.0,usecondition_value,205.0,usecondition_value,110007.0
300313,False,1ann_mini_ending_rapunzel,1,Stage,NKS_characterDialog_c966,Locale_Character:221_name,Locale_SubScenario:1ann_mini_ending_rapunzel_13,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_03,characterDialog_sprite_00,,-105,-27,0,NKS_characterDialog_c966_01,characterDialog_sprite_00,,120,-30,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,4.0,usecondition_value,104.0,usecondition_value,205.0,usecondition_value,110007.0
300314,False,1ann_mini_ending_rapunzel,1,Stage,NKS_characterDialog_c966,Locale_Character:221_name,Locale_SubScenario:1ann_mini_ending_rapunzel_14,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_03,characterDialog_sprite_00,,-105,-27,0,NKS_characterDialog_c966_01,characterDialog_sprite_00,,120,-30,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,4.0,usecondition_value,104.0,usecondition_value,205.0,usecondition_value,110007.0
300315,False,1ann_mini_ending_rapunzel,1,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_rapunzel_15,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_03,characterDialog_sprite_00,,-105,-27,0,NKS_characterDialog_c966_01,characterDialog_sprite_00,,120,-30,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,4.0,usecondition_value,104.0,usecondition_value,205.0,usecondition_value,110007.0
300316,False,1ann_mini_ending_rapunzel,1,Stage,NKS_characterDialog_c966,Locale_Character:221_name,Locale_SubScenario:1ann_mini_ending_rapunzel_16,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_03,characterDialog_sprite_00,,-105,-27,0,NKS_characterDialog_c966_01,characterDialog_sprite_00,,120,-30,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,4.0,usecondition_value,104.0,usecondition_value,205.0,usecondition_value,110007.0
300317,False,1ann_mini_ending_rapunzel,1,Stage,NKS_characterDialog_c966,Locale_Character:221_name,Locale_SubScenario:1ann_mini_ending_rapunzel_17,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_03,characterDialog_sprite_00,,-105,-27,0,NKS_characterDialog_c966_01,characterDialog_sprite_00,,120,-30,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,4.0,usecondition_value,104.0,usecondition_value,205.0,usecondition_value,110007.0
300318,False,1ann_mini_ending_rapunzel,1,Stage,NKS_characterDialog_c966,Locale_Character:221_name,Locale_SubScenario:1ann_mini_ending_rapunzel_18,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_03,characterDialog_sprite_01,,-105,-27,0,NKS_characterDialog_c966_01,characterDialog_sprite_00,,120,-30,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,4.0,usecondition_value,104.0,usecondition_value,205.0,usecondition_value,110007.0
300319,False,1ann_mini_ending_rapunzel,1,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_rapunzel_19,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_03,characterDialog_sprite_00,,-105,-27,0,NKS_characterDialog_c966_01,characterDialog_sprite_00,,120,-30,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,4.0,usecondition_value,104.0,usecondition_value,205.0,usecondition_value,110007.0
300320,False,1ann_mini_ending_rapunzel,1,Stage,NKS_characterDialog_c966,Locale_Character:221_name,Locale_SubScenario:1ann_mini_ending_rapunzel_20,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_03,characterDialog_sprite_00,,-105,-27,0,NKS_characterDialog_c966_01,characterDialog_sprite_00,,120,-30,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,4.0,usecondition_value,104.0,usecondition_value,205.0,usecondition_value,110007.0
300321,False,1ann_mini_ending_rapunzel,1,Stage,NKS_characterDialog_c966,Locale_Character:221_name,Locale_SubScenario:1ann_mini_ending_rapunzel_21,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_03,characterDialog_sprite_00,,-105,-27,0,NKS_characterDialog_c966_01,characterDialog_sprite_00,,120,-30,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,4.0,usecondition_value,104.0,usecondition_value,205.0,usecondition_value,110007.0
300322,False,1ann_mini_ending_rapunzel,1,Stage,NKS_characterDialog_c966,Locale_Character:221_name,Locale_SubScenario:1ann_mini_ending_rapunzel_22,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_03,characterDialog_sprite_00,,-105,-27,0,NKS_characterDialog_c966_01,characterDialog_sprite_00,,120,-30,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,4.0,usecondition_value,104.0,usecondition_value,205.0,usecondition_value,110007.0
300323,False,1ann_mini_ending_rapunzel,1,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_rapunzel_23,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_03,characterDialog_sprite_00,,-105,-27,0,NKS_characterDialog_c966_01,characterDialog_sprite_00,,120,-30,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,4.0,usecondition_value,104.0,usecondition_value,205.0,usecondition_value,110007.0
300324,False,1ann_mini_ending_rapunzel,1,Stage,NKS_characterDialog_c966,Locale_Character:221_name,Locale_SubScenario:1ann_mini_ending_rapunzel_24,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_03,characterDialog_sprite_00,,-105,-27,0,NKS_characterDialog_c966_01,characterDialog_sprite_00,,120,-30,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,4.0,usecondition_value,104.0,usecondition_value,205.0,usecondition_value,110007.0
300325,False,1ann_mini_ending_rapunzel,1,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_rapunzel_25,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_03,characterDialog_sprite_00,,-105,-27,0,NKS_characterDialog_c966_01,characterDialog_sprite_00,,120,-30,0,NKS_characterDialog_emoji,characterDialog_emoji_05,,-105,78,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,4.0,usecondition_value,104.0,usecondition_value,205.0,usecondition_value,110007.0
300326,False,1ann_mini_ending_rapunzel,1,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_rapunzel_26,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_03,characterDialog_sprite_00,,-105,-27,0,NKS_characterDialog_c966_01,characterDialog_sprite_00,,120,-30,0,,,NKS_characterDialog_emoji,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,4.0,usecondition_value,104.0,usecondition_value,205.0,usecondition_value,110007.0
300327,False,1ann_mini_ending_rapunzel,1,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_rapunzel_27,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_03,characterDialog_sprite_00,,-105,-27,0,NKS_characterDialog_c966_01,characterDialog_sprite_00,,120,-30,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,4.0,usecondition_value,104.0,usecondition_value,205.0,usecondition_value,110007.0
300328,False,1ann_mini_ending_rapunzel,1,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_rapunzel_28,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_03,characterDialog_sprite_00,,-105,-27,0,NKS_characterDialog_c966_01,characterDialog_sprite_00,,120,-30,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,4.0,usecondition_value,104.0,usecondition_value,205.0,usecondition_value,110007.0
300329,False,1ann_mini_ending_rapunzel,1,Stage,NKS_characterDialog_c966,Locale_Character:221_name,Locale_SubScenario:1ann_mini_ending_rapunzel_29,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_03,characterDialog_sprite_00,,-105,-27,0,NKS_characterDialog_c966_01,characterDialog_sprite_00,,120,-30,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,4.0,usecondition_value,104.0,usecondition_value,205.0,usecondition_value,110007.0
300330,False,1ann_mini_ending_rapunzel,1,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_rapunzel_30,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_03,characterDialog_sprite_00,,-105,-27,0,NKS_characterDialog_c966_01,characterDialog_sprite_00,,120,-30,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,4.0,usecondition_value,104.0,usecondition_value,205.0,usecondition_value,110007.0
300331,False,1ann_mini_ending_rapunzel,1,Stage,NKS_characterDialog_c966,Locale_Character:221_name,Locale_SubScenario:1ann_mini_ending_rapunzel_31,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_03,characterDialog_sprite_00,,-105,-27,0,NKS_characterDialog_c966_01,characterDialog_sprite_00,,120,-30,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,4.0,usecondition_value,104.0,usecondition_value,205.0,usecondition_value,110007.0
300332,False,1ann_mini_ending_rapunzel,1,Stage,NKS_characterDialog_c966,Locale_Character:221_name,Locale_SubScenario:1ann_mini_ending_rapunzel_32,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_03,characterDialog_sprite_01,,-105,-27,0,NKS_characterDialog_c966_01,characterDialog_sprite_00,,120,-30,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,4.0,usecondition_value,104.0,usecondition_value,205.0,usecondition_value,110007.0
300333,False,1ann_mini_ending_rapunzel,1,Stage,NKS_characterDialog_c966,Locale_Character:221_name,Locale_SubScenario:1ann_mini_ending_rapunzel_33,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_03,characterDialog_sprite_00,,-105,-27,0,NKS_characterDialog_c966_01,characterDialog_sprite_00,,120,-30,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,4.0,usecondition_value,104.0,usecondition_value,205.0,usecondition_value,110007.0
300334,False,1ann_mini_ending_rapunzel,1,Stage,NKS_characterDialog_c966,Locale_Character:221_name,Locale_SubScenario:1ann_mini_ending_rapunzel_34,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_03,characterDialog_sprite_00,,-105,-27,0,NKS_characterDialog_c966_01,characterDialog_sprite_00,,120,-30,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,4.0,usecondition_value,104.0,usecondition_value,205.0,usecondition_value,110007.0
300335,False,1ann_mini_ending_rapunzel,1,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_rapunzel_35,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_03,characterDialog_sprite_00,,-105,-27,0,NKS_characterDialog_c966_01,characterDialog_sprite_00,,120,-30,0,NKS_characterDialog_emoji,characterDialog_emoji_05,,-105,78,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,4.0,usecondition_value,104.0,usecondition_value,205.0,usecondition_value,110007.0
300336,False,1ann_mini_ending_rapunzel,1,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_rapunzel_36,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_03,characterDialog_sprite_00,,-105,-27,0,NKS_characterDialog_c966_01,characterDialog_sprite_00,,120,-30,0,,,NKS_characterDialog_emoji,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,4.0,usecondition_value,104.0,usecondition_value,205.0,usecondition_value,110007.0
300337,False,1ann_mini_ending_rapunzel,1,Stage,NKS_characterDialog_c966,Locale_Character:221_name,Locale_SubScenario:1ann_mini_ending_rapunzel_37,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_03,characterDialog_sprite_00,,-105,-27,0,NKS_characterDialog_c966_01,characterDialog_sprite_00,,120,-30,0,,,,0,0,0,NKS_characterDialog_emoji,characterDialog_emoji_02,,120,94,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,4.0,usecondition_value,104.0,usecondition_value,205.0,usecondition_value,110007.0
300401,True,1ann_mini_ending_dorothy,1,Stage,,,Locale_SubScenario:1ann_mini_ending_dorothy_1,,event_bgm_redash_minigame_story1,0,NKS_sbg_05,,0,165,0,Set_camera_shake,Low_1,0,10000,True,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_04,characterDialog_sprite_00,,9,-127,0,NKS_characterDialog_c233_01,characterDialog_sprite_00,,61,-104,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,2.0,usecondition_value,102.0,usecondition_value,203.0,usecondition_value,110008.0
300402,False,1ann_mini_ending_dorothy,1,Stage,NKS_characterDialog_c233,Locale_Character:233_name,Locale_SubScenario:1ann_mini_ending_dorothy_2,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_04,characterDialog_sprite_00,,9,-127,0,NKS_characterDialog_c233_01,characterDialog_sprite_00,,61,-104,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,2.0,usecondition_value,102.0,usecondition_value,203.0,usecondition_value,110008.0
