id,grade,lv,level_hp,level_defence
20344,Medium,344,897660,19291
20345,Medium,345,985740,19345
20346,Medium,346,988790,19399
20347,Medium,347,1006520,19712
20348,Medium,348,1009580,19767
20349,Medium,349,1012640,19821
20350,Medium,350,1015940,19887
20351,Medium,351,1018990,19941
20352,Medium,352,1022050,19996
20353,Medium,353,1025110,20050
20354,Medium,354,1028160,20104
20355,Medium,355,1031220,20159
20356,Medium,356,1034280,20213
20357,Medium,357,1037340,20268
20358,Medium,358,1040390,20322
20359,Medium,359,1058360,20648
20360,Medium,360,1061420,20702
20361,Medium,361,1064480,20756
20362,Medium,362,1067530,20811
20363,Medium,363,1107920,21529
20364,Medium,364,1111320,21589
20365,Medium,365,1114720,21649
20366,Medium,366,1118110,21710
20367,Medium,367,1121510,21770
20368,Medium,368,1124910,21831
20369,Medium,369,1128540,21903
20370,Medium,370,1131940,21963
20371,Medium,371,1135340,22023
20372,Medium,372,1138730,22084
20373,Medium,373,1142130,22144
20374,Medium,374,1145530,22205
20375,Medium,375,1148920,22265
20376,Medium,376,1152320,22326
20377,Medium,377,1155720,22386
20378,Medium,378,1159120,22446
20379,Medium,379,1162510,22507
20380,Medium,380,1166150,22579
20381,Medium,381,1169550,22639
20382,Medium,382,1172940,22699
20383,Medium,383,1218560,23511
20384,Medium,384,1221960,23572
20385,Medium,385,1225360,23632
20386,Medium,386,1228750,23693
20387,Medium,387,1232150,23753
20388,Medium,388,1235550,23814
20389,Medium,389,1238940,23874
20390,Medium,390,1242340,23934
20391,Medium,391,1245740,23995
20392,Medium,392,1249370,24067
20393,Medium,393,1252770,24127
20394,Medium,394,1256170,24187
20395,Medium,395,1259560,24248
20396,Medium,396,1262960,24308
20397,Medium,397,1266360,24369
20398,Medium,398,1269760,24429
20399,Medium,399,1273150,24490
20400,Medium,400,1276550,24550
20401,Medium,401,1279950,24610
20402,Medium,402,1283340,24671
20403,Medium,403,1334470,25581
20404,Medium,404,1338440,25659
20405,Medium,405,1342180,25725
20406,Medium,406,1345910,25792
20407,Medium,407,1349650,25858
20408,Medium,408,1353390,25924
20409,Medium,409,1357120,25991
20410,Medium,410,1360860,26057
20411,Medium,411,1364600,26124
20412,Medium,412,1368330,26190
20413,Medium,413,1372070,26257
20414,Medium,414,1375810,26323
20415,Medium,415,1379540,26390
20416,Medium,416,1383280,26456
20417,Medium,417,1387020,26523
20418,Medium,418,1390990,26601
20419,Medium,419,1394730,26667
20420,Medium,420,1398470,26733
20421,Medium,421,1402200,26800
20422,Medium,422,1405940,26866
20423,Medium,423,1463180,27885
20424,Medium,424,1466910,27951
20425,Medium,425,1470650,28018
20426,Medium,426,1474390,28084
20427,Medium,427,1478120,28151
20428,Medium,428,1481860,28217
20429,Medium,429,1485600,28284
20430,Medium,430,1489330,28350
20431,Medium,431,1493070,28417
20432,Medium,432,1496800,28483
20433,Medium,433,1500540,28550
20434,Medium,434,1504520,28628
20435,Medium,435,1508250,28694
20436,Medium,436,1511990,28760
20437,Medium,437,1515730,28827
20438,Medium,438,1519460,28893
20439,Medium,439,1523200,28960
20440,Medium,440,1526940,29026
20441,Medium,441,1530670,29093
20442,Medium,442,1534410,29159
20443,Medium,443,1598070,30291
20444,Medium,444,1602140,30364
20445,Medium,445,1606220,30436
20446,Medium,446,1610300,30509
20447,Medium,447,1614370,30581
20448,Medium,448,1618450,30654
20449,Medium,449,1622520,30727
20450,Medium,450,1626600,30799
20451,Medium,451,1630920,30883
20452,Medium,452,1634990,30955
20453,Medium,453,1639070,31028
20454,Medium,454,1643150,31100
20455,Medium,455,1647220,31173
20456,Medium,456,1651300,31245
20457,Medium,457,1655370,31318
20458,Medium,458,1659450,31390
20459,Medium,459,1663530,31463
20460,Medium,460,1667600,31535
20461,Medium,461,1671680,31608
20462,Medium,462,1675760,31680
20463,Medium,463,1746460,32938
20464,Medium,464,1750540,33011
20465,Medium,465,1754610,33083
20466,Medium,466,1758690,33156
20467,Medium,467,1762760,33228
20468,Medium,468,1766840,33301
20469,Medium,469,1771160,33385
20470,Medium,470,1775230,33457
20471,Medium,471,1779310,33530
20472,Medium,472,1783390,33602
20473,Medium,473,1787460,33675
20474,Medium,474,1791540,33747
20475,Medium,475,1795610,33820
20476,Medium,476,1799690,33892
20477,Medium,477,1803770,33965
20478,Medium,478,1807840,34037
20479,Medium,479,1811920,34110
20480,Medium,480,1816000,34182
20481,Medium,481,1820070,34255
20482,Medium,482,1824150,34327
20483,Medium,483,1902260,35717
20484,Medium,484,1906670,35796
20485,Medium,485,1911090,35874
20486,Medium,486,1915510,35953
20487,Medium,487,1919920,36031
20488,Medium,488,1924340,36110
20489,Medium,489,1928750,36188
20490,Medium,490,1933410,36278
20491,Medium,491,1937830,36357
20492,Medium,492,1942240,36435
20493,Medium,493,1946660,36514
20494,Medium,494,1951070,36592
20495,Medium,495,1955490,36671
20496,Medium,496,1959910,36750
20497,Medium,497,1964320,36828
20498,Medium,498,1968740,36907
20499,Medium,499,1973150,36985
20500,Medium,500,1977570,37064
20501,Medium,501,1981980,37142
20502,Medium,502,1986400,37221
20503,Medium,503,2072610,38754
20504,Medium,504,2077030,38833
20505,Medium,505,2081440,38911
20506,Medium,506,2085860,38990
20507,Medium,507,2090280,39068
20508,Medium,508,2094690,39147
20509,Medium,509,2099110,39226
20510,Medium,510,2103520,39304
20511,Medium,511,2107940,39383
20512,Medium,512,2112360,39461
20513,Medium,513,2116770,39540
20514,Medium,514,2121430,39630
20515,Medium,515,2125840,39708
20516,Medium,516,2130260,39787
20517,Medium,517,2134670,39865
20518,Medium,518,2139090,39944
20519,Medium,519,2143510,40022
20520,Medium,520,2147920,40101
20521,Medium,521,2152340,40179
20522,Medium,522,2156750,40258
20523,Medium,523,2251470,41943
20524,Medium,524,2256230,42027
20525,Medium,525,2260990,42112
20526,Medium,526,2265740,42196
20527,Medium,527,2270500,42281
20528,Medium,528,2275250,42365
20529,Medium,529,2280010,42450
20530,Medium,530,2284760,42535
20531,Medium,531,2289520,42619
20532,Medium,532,2294280,42704
20533,Medium,533,2299030,42788
20534,Medium,534,2303790,42873
20535,Medium,535,2308540,42958
20536,Medium,536,2313300,43042
20537,Medium,537,2318050,43127
20538,Medium,538,2322810,43211
20539,Medium,539,2327560,43296
20540,Medium,540,2332320,43381
20541,Medium,541,2337320,43477
20542,Medium,542,2342070,43561
20543,Medium,543,2446030,45411
20544,Medium,544,2450790,45496
20545,Medium,545,2455540,45580
20546,Medium,546,2460300,45665
20547,Medium,547,2465050,45750
20548,Medium,548,2469810,45834
20549,Medium,549,2474560,45919
20550,Medium,550,2479320,46003
20551,Medium,551,2484080,46088
20552,Medium,552,2488830,46172
20553,Medium,553,2493590,46257
20554,Medium,554,2498340,46342
20555,Medium,555,2503100,46426
20556,Medium,556,2507850,46511
20557,Medium,557,2512610,46595
20558,Medium,558,2517360,46680
20559,Medium,559,2522120,46765
20560,Medium,560,2526880,46849
20561,Medium,561,2531630,46934
20562,Medium,562,2536390,47018
20563,Medium,563,2650060,49041
20564,Medium,564,2655160,49132
20565,Medium,565,2660250,49222
20566,Medium,566,2665350,49313
20567,Medium,567,2670440,49404
20568,Medium,568,2675540,49494
20569,Medium,569,2680630,49585
20570,Medium,570,2685730,49676
20571,Medium,571,2690820,49766
20572,Medium,572,2696160,49868
20573,Medium,573,2701250,49959
20574,Medium,574,2706350,50050
20575,Medium,575,2711450,50140
20576,Medium,576,2716540,50231
20577,Medium,577,2721640,50321
20578,Medium,578,2726730,50412
20579,Medium,579,2731830,50503
20580,Medium,580,2736920,50593
20581,Medium,581,2742020,50684
20582,Medium,582,2747110,50775
20583,Medium,583,2871320,52985
20584,Medium,584,2876410,53075
20585,Medium,585,2881510,53166
20586,Medium,586,2886600,53257
20587,Medium,587,2891700,53347
20588,Medium,588,2896790,53438
20589,Medium,589,2901890,53529
20590,Medium,590,2906980,53619
20591,Medium,591,2912080,53710
20592,Medium,592,2917170,53800
20593,Medium,593,2922270,53891
20594,Medium,594,2927360,53982
20595,Medium,595,2932460,54072
20596,Medium,596,2937560,54163
20597,Medium,597,2942650,54254
20598,Medium,598,2947750,54344
20599,Medium,599,2952840,54435
20600,Medium,600,2957940,54525
30001,Hard,1,6450,100
30002,Hard,2,6450,100
30003,Hard,3,6450,100
30004,Hard,4,6450,100
30005,Hard,5,6450,100
30006,Hard,6,6775,105
30007,Hard,7,7425,115
30008,Hard,8,8050,125
30009,Hard,9,8375,130
30010,Hard,10,8700,135
30011,Hard,11,9025,140
30012,Hard,12,10775,165
30013,Hard,13,12925,175
30014,Hard,14,13250,180
30015,Hard,15,13575,185
30016,Hard,16,13900,190
30017,Hard,17,14225,195
30018,Hard,18,14550,200
30019,Hard,19,14900,205
30020,Hard,20,15225,210
30021,Hard,21,15550,215
30022,Hard,22,15875,220
30023,Hard,23,18100,230
30024,Hard,24,18425,235
30025,Hard,25,18775,240
30026,Hard,26,19100,245
30027,Hard,27,19425,250
30028,Hard,28,20225,261
30029,Hard,29,20550,266
30030,Hard,30,20900,271
30031,Hard,31,21225,276
30032,Hard,32,21550,281
30033,Hard,33,21900,286
30034,Hard,34,22225,291
30035,Hard,35,22575,296
30036,Hard,36,22900,301
30037,Hard,37,23250,306
30038,Hard,38,23575,311
30039,Hard,39,23900,316
30040,Hard,40,24250,321
30041,Hard,41,25200,326
30042,Hard,42,25900,336
30043,Hard,43,26950,429
30044,Hard,44,27650,439
30045,Hard,45,28325,449
30046,Hard,46,29625,467
30047,Hard,47,30300,477
30048,Hard,48,31000,487
30049,Hard,49,31675,497
30050,Hard,50,32375,507
30051,Hard,51,33325,521
30052,Hard,52,34025,531
30053,Hard,53,35625,541
30054,Hard,54,36400,551
30055,Hard,55,37175,561
30056,Hard,56,38250,574
30057,Hard,57,39025,584
30058,Hard,58,43675,594
30059,Hard,59,44500,604
30060,Hard,60,45350,614
30061,Hard,61,46500,628
30062,Hard,62,47875,644
30063,Hard,63,50025,670
30064,Hard,64,50875,680
30065,Hard,65,51725,690
30066,Hard,66,52575,700
30067,Hard,67,54300,721
30068,Hard,68,55150,731
30069,Hard,69,56000,741
30070,Hard,70,56825,751
30071,Hard,71,57675,761
30072,Hard,72,59050,777
30073,Hard,73,59900,787
30074,Hard,74,60725,797
30075,Hard,75,61575,807
30076,Hard,76,62425,817
30077,Hard,77,63275,827
30078,Hard,78,64650,843
30079,Hard,79,65475,853
30080,Hard,80,66325,863
30081,Hard,81,67175,873
30082,Hard,82,68600,890
30083,Hard,83,74650,961
30084,Hard,84,76450,983
30085,Hard,85,77750,998
30086,Hard,86,79050,1013
30087,Hard,87,80325,1028
30088,Hard,88,81625,1044
30089,Hard,89,82925,1059
30090,Hard,90,84200,1074
30091,Hard,91,86950,1108
30092,Hard,92,88875,1130
30093,Hard,93,90175,1145
30094,Hard,94,91475,1161
30095,Hard,95,92750,1176
30096,Hard,96,94925,1213
30097,Hard,97,96200,1228
30098,Hard,98,98150,1252
30099,Hard,99,99750,1277
30100,Hard,100,101050,1292
30101,Hard,101,102350,1308
30102,Hard,102,104825,1343
30103,Hard,103,148650,2568
30104,Hard,104,115150,1484
30105,Hard,105,117150,1507
30106,Hard,106,118775,1533
30107,Hard,107,120925,1558
30108,Hard,108,122950,1583
30109,Hard,109,124575,1609
30110,Hard,110,125900,1624
30111,Hard,111,127225,1640
30112,Hard,112,128850,1665
30113,Hard,113,131025,1691
30114,Hard,114,132350,1707
30115,Hard,115,133975,1732
30116,Hard,116,136825,1748
30117,Hard,117,138175,1763
30118,Hard,118,140150,1812
30119,Hard,119,143925,1857
30120,Hard,120,146000,1880
30121,Hard,121,147650,1906
30122,Hard,122,149000,1921
30123,Hard,123,188125,3023
30124,Hard,124,194125,3093
30125,Hard,125,197450,3133
30126,Hard,126,169100,2182
30127,Hard,127,171225,2213
30128,Hard,128,173350,2244
30129,Hard,129,175475,2275
30130,Hard,130,178075,2306
30131,Hard,131,180200,2337
30132,Hard,132,184675,2411
30133,Hard,133,186800,2442
30134,Hard,134,188925,2473
30135,Hard,135,191050,2505
30136,Hard,136,194025,2545
30137,Hard,137,195825,2566
30138,Hard,138,200275,2625
30139,Hard,139,202425,2656
30140,Hard,140,204550,2688
30141,Hard,141,206675,2719
30142,Hard,142,208475,2740
30143,Hard,143,238475,2908
30144,Hard,144,240800,2940
30145,Hard,145,245675,3017
30146,Hard,146,247650,3038
30147,Hard,147,250000,3070
30148,Hard,148,252325,3102
30149,Hard,149,254300,3124
30150,Hard,150,257600,3166
30151,Hard,151,259925,3198
30152,Hard,152,274325,3354
30153,Hard,153,277625,3396
30154,Hard,154,279950,3428
30155,Hard,155,281950,3449
30156,Hard,156,284275,3481
30157,Hard,157,286625,3513
30158,Hard,158,293275,3586
30159,Hard,159,295625,3618
30160,Hard,160,297600,3661
30161,Hard,161,300925,3703
30162,Hard,162,302900,3724
30163,Hard,163,339950,4593
30164,Hard,164,352125,4740
30165,Hard,165,354650,4768
30166,Hard,166,357175,4795
30167,Hard,167,335675,4106
30168,Hard,168,338550,4144
30169,Hard,169,342125,4182
30170,Hard,170,345000,4220
30171,Hard,171,351225,4288
30172,Hard,172,354100,4326
30173,Hard,173,357675,4365
30174,Hard,174,360550,4403
30175,Hard,175,363075,4430
30176,Hard,176,365975,4468
30177,Hard,177,376125,4536
30178,Hard,178,379025,4574
30179,Hard,179,382625,4636
30180,Hard,180,385525,4674
30181,Hard,181,388100,4702
30182,Hard,182,390650,4729
30183,Hard,183,428225,5544
30184,Hard,184,434525,5612
30185,Hard,185,444475,5734
30186,Hard,186,447075,5762
30187,Hard,187,449675,5790
30188,Hard,188,452275,5818
30189,Hard,189,434950,5233
30190,Hard,190,437925,5272
30191,Hard,191,451100,5415
30192,Hard,192,454075,5453
30193,Hard,193,457750,5493
30194,Hard,194,460350,5521
30195,Hard,195,463325,5560
30196,Hard,196,465925,5588
30197,Hard,197,470000,5638
30198,Hard,198,479600,5742
30199,Hard,199,482200,5770
30200,Hard,200,485175,5808
30201,Hard,201,487775,5837
30202,Hard,202,491525,5876
30203,Hard,203,510175,6112
30204,Hard,204,513300,6145
30205,Hard,205,516800,6190
30206,Hard,206,536850,6422
30207,Hard,207,540025,6456
30208,Hard,208,543575,6501
30209,Hard,209,546775,6536
30210,Hard,210,551100,6582
30211,Hard,211,554675,6627
30212,Hard,212,557850,6661
30213,Hard,213,561025,6696
30214,Hard,214,571600,6815
30215,Hard,215,575950,6862
30216,Hard,216,579125,6897
30217,Hard,217,582300,6931
30218,Hard,218,585875,6976
30219,Hard,219,589050,7010
30220,Hard,220,593800,7067
30221,Hard,221,596975,7102
30222,Hard,222,608675,7235
30223,Hard,223,642100,7479
30224,Hard,224,645725,7524
30225,Hard,225,650525,7614
30226,Hard,226,653775,7649
30227,Hard,227,667850,7814
30228,Hard,228,671150,7849
30229,Hard,229,675650,7896
30230,Hard,230,686450,8017
30231,Hard,231,689750,8052
30232,Hard,232,694675,8111
30233,Hard,233,697975,8146
30234,Hard,234,701675,8192
30235,Hard,235,704975,8227
30236,Hard,236,709875,8286
30237,Hard,237,713175,8321
30238,Hard,238,716475,8356
30239,Hard,239,741400,8627
30240,Hard,240,744700,8662
30241,Hard,241,748400,8708
30242,Hard,242,751700,8743
30243,Hard,243,779425,9037
30244,Hard,244,796875,9089
30245,Hard,245,800800,9130
30246,Hard,246,805100,9217
30247,Hard,247,809000,9257
30248,Hard,248,838950,9620
30249,Hard,249,843325,9673
30250,Hard,250,847300,9715
30251,Hard,251,851300,9756
30252,Hard,252,855675,9856
30253,Hard,253,859675,9898
30254,Hard,254,863650,9939
30255,Hard,255,882425,9992
30256,Hard,256,886475,10033
30257,Hard,257,890525,10129
30258,Hard,258,908225,10311
30259,Hard,259,912700,10364
30260,Hard,260,916750,10405
30261,Hard,261,920800,10447
30262,Hard,262,925250,10562
30263,Hard,263,959725,10916
30264,Hard,264,963775,10958
30265,Hard,265,967825,10999
30266,Hard,266,972300,11052
30267,Hard,267,1019275,11233
30268,Hard,268,1023450,11274
30269,Hard,269,1043350,11563
30270,Hard,270,1047600,11605
30271,Hard,271,1051850,11647
30272,Hard,272,1056100,11690
30273,Hard,273,1060750,11743
30274,Hard,274,1065000,11786
30275,Hard,275,1069250,11828
30276,Hard,276,1073500,11870
30277,Hard,277,1092225,12147
30278,Hard,278,1096475,12189
30279,Hard,279,1100700,12232
30280,Hard,280,1104950,12274
30281,Hard,281,1109200,12316
30282,Hard,282,1113875,12370
30283,Hard,283,1155850,12788
30284,Hard,284,1160700,12837
30285,Hard,285,1184025,12885
30286,Hard,286,1189375,12945
30287,Hard,287,1208600,13227
30288,Hard,288,1213525,13275
30289,Hard,289,1218450,13324
30290,Hard,290,1223375,13372
30291,Hard,291,1228725,13432
30292,Hard,292,1233650,13480
30293,Hard,293,1238600,13528
30294,Hard,294,1243525,13577
30295,Hard,295,1336075,13625
30296,Hard,296,1341800,13685
30297,Hard,297,1390200,14127
30298,Hard,298,1395475,14175
30299,Hard,299,1400750,14333
30300,Hard,300,1406000,14381
30301,Hard,301,1411750,14441
30302,Hard,302,1417025,14489
30303,Hard,303,1469950,14975
30304,Hard,304,1475225,15023
30305,Hard,305,1480500,15072
30306,Hard,306,1485775,15120
30307,Hard,307,1521050,15180
30308,Hard,308,1526425,15228
30309,Hard,309,1560800,15536
30310,Hard,310,1566175,15585
30311,Hard,311,1571550,15633
30312,Hard,312,1576925,15681
30313,Hard,313,1582775,15741
30314,Hard,314,1601850,15789
30315,Hard,315,1607275,15838
30316,Hard,316,1612700,16012
30317,Hard,317,1618125,16060
30318,Hard,318,1623550,16109
30319,Hard,319,1628975,16157
30320,Hard,320,1770575,16217
30321,Hard,321,1776450,16265
30322,Hard,322,1814050,16574
30323,Hard,323,1881525,17129
30324,Hard,324,1888125,17184
30325,Hard,325,1894750,17238
30326,Hard,326,1901350,17293
30327,Hard,327,1908475,17358
30328,Hard,328,1915075,17413
30329,Hard,329,1921700,17467
30330,Hard,330,1928300,17521
30331,Hard,331,1934900,17576
30332,Hard,332,2010525,17630
30333,Hard,333,2017375,17685
30334,Hard,334,2057550,18010
30335,Hard,335,2064400,18065
30336,Hard,336,2113200,18119
30337,Hard,337,2120200,18173
30338,Hard,338,2127175,18373
30339,Hard,339,2134150,18427
30340,Hard,340,2141150,18482
30341,Hard,341,2148125,18536
30342,Hard,342,2155650,18602
30343,Hard,343,2237175,19236
30344,Hard,344,2244150,19291
30345,Hard,345,2464350,19345
30346,Hard,346,2471975,19399
30347,Hard,347,2516300,19712
30348,Hard,348,2523950,19767
30349,Hard,349,2531600,19821
30350,Hard,350,2539850,19887
30351,Hard,351,2547475,19941
30352,Hard,352,2555125,19996
30353,Hard,353,2562775,20050
30354,Hard,354,2570400,20104
30355,Hard,355,2578050,20159
30356,Hard,356,2585700,20213
30357,Hard,357,2593350,20268
30358,Hard,358,2600975,20322
30359,Hard,359,2645900,20648
30360,Hard,360,2653550,20702
30361,Hard,361,2661200,20756
30362,Hard,362,2668825,20811
30363,Hard,363,2769800,21529
30364,Hard,364,2778300,21589
30365,Hard,365,2786800,21649
30366,Hard,366,2795275,21710
30367,Hard,367,2803775,21770
30368,Hard,368,2812275,21831
30369,Hard,369,2821350,21903
30370,Hard,370,2829850,21963
30371,Hard,371,2838350,22023
30372,Hard,372,2846825,22084
30373,Hard,373,2855325,22144
30374,Hard,374,2863825,22205
30375,Hard,375,2872300,22265
30376,Hard,376,2880800,22326
30377,Hard,377,2889300,22386
30378,Hard,378,2897800,22446
30379,Hard,379,2906275,22507
30380,Hard,380,2915375,22579
30381,Hard,381,2923875,22639
30382,Hard,382,2932350,22699
30383,Hard,383,3046400,23511
30384,Hard,384,3054900,23572
30385,Hard,385,3063400,23632
30386,Hard,386,3071875,23693
30387,Hard,387,3080375,23753
30388,Hard,388,3088875,23814
30389,Hard,389,3097350,23874
30390,Hard,390,3105850,23934
30391,Hard,391,3114350,23995
30392,Hard,392,3123425,24067
30393,Hard,393,3131925,24127
30394,Hard,394,3140425,24187
30395,Hard,395,3148900,24248
30396,Hard,396,3157400,24308
30397,Hard,397,3165900,24369
30398,Hard,398,3174400,24429
30399,Hard,399,3182875,24490
30400,Hard,400,3191375,24550
30401,Hard,401,3199875,24610
30402,Hard,402,3208350,24671
30403,Hard,403,3336175,25581
30404,Hard,404,3346100,25659
30405,Hard,405,3355450,25725
30406,Hard,406,3364775,25792
30407,Hard,407,3374125,25858
30408,Hard,408,3383475,25924
30409,Hard,409,3392800,25991
30410,Hard,410,3402150,26057
30411,Hard,411,3411500,26124
30412,Hard,412,3420825,26190
30413,Hard,413,3430175,26257
30414,Hard,414,3439525,26323
30415,Hard,415,3448850,26390
30416,Hard,416,3458200,26456
30417,Hard,417,3467550,26523
30418,Hard,418,3477475,26601
30419,Hard,419,3486825,26667
30420,Hard,420,3496175,26733
30421,Hard,421,3505500,26800
30422,Hard,422,3514850,26866
30423,Hard,423,3657950,27885
30424,Hard,424,3667275,27951
30425,Hard,425,3676625,28018
30426,Hard,426,3685975,28084
30427,Hard,427,3695300,28151
30428,Hard,428,3704650,28217
30429,Hard,429,3714000,28284
30430,Hard,430,3723325,28350
30431,Hard,431,3732675,28417
30432,Hard,432,3742000,28483
30433,Hard,433,3751350,28550
30434,Hard,434,3761300,28628
30435,Hard,435,3770625,28694
30436,Hard,436,3779975,28760
30437,Hard,437,3789325,28827
30438,Hard,438,3798650,28893
30439,Hard,439,3808000,28960
30440,Hard,440,3817350,29026
30441,Hard,441,3826675,29093
30442,Hard,442,3836025,29159
30443,Hard,443,3995175,30291
30444,Hard,444,4005350,30364
30445,Hard,445,4015550,30436
30446,Hard,446,4025750,30509
30447,Hard,447,4035925,30581
30448,Hard,448,4046125,30654
30449,Hard,449,4056300,30727
30450,Hard,450,4066500,30799
30451,Hard,451,4077300,30883
30452,Hard,452,4087475,30955
30453,Hard,453,4097675,31028
30454,Hard,454,4107875,31100
30455,Hard,455,4118050,31173
30456,Hard,456,4128250,31245
30457,Hard,457,4138425,31318
30458,Hard,458,4148625,31390
30459,Hard,459,4158825,31463
30460,Hard,460,4169000,31535
30461,Hard,461,4179200,31608
30462,Hard,462,4189400,31680
30463,Hard,463,4366150,32938
30464,Hard,464,4376350,33011
30465,Hard,465,4386525,33083
30466,Hard,466,4396725,33156
30467,Hard,467,4406900,33228
30468,Hard,468,4417100,33301
30469,Hard,469,4427900,33385
30470,Hard,470,4438075,33457
30471,Hard,471,4448275,33530
30472,Hard,472,4458475,33602
30473,Hard,473,4468650,33675
30474,Hard,474,4478850,33747
30475,Hard,475,4489025,33820
30476,Hard,476,4499225,33892
30477,Hard,477,4509425,33965
30478,Hard,478,4519600,34037
30479,Hard,479,4529800,34110
30480,Hard,480,4540000,34182
30481,Hard,481,4550175,34255
30482,Hard,482,4560375,34327
30483,Hard,483,4755650,35717
30484,Hard,484,4766675,35796
30485,Hard,485,4777725,35874
30486,Hard,486,4788775,35953
30487,Hard,487,4799800,36031
30488,Hard,488,4810850,36110
30489,Hard,489,4821875,36188
30490,Hard,490,4833525,36278
30491,Hard,491,4844575,36357
30492,Hard,492,4855600,36435
30493,Hard,493,4866650,36514
30494,Hard,494,4877675,36592
30495,Hard,495,4888725,36671
30496,Hard,496,4899775,36750
30497,Hard,497,4910800,36828
30498,Hard,498,4921850,36907
30499,Hard,499,4932875,36985
30500,Hard,500,4943925,37064
30501,Hard,501,4954950,37142
30502,Hard,502,4966000,37221
30503,Hard,503,5181525,38754
30504,Hard,504,5192575,38833
30505,Hard,505,5203600,38911
30506,Hard,506,5214650,38990
30507,Hard,507,5225700,39068
30508,Hard,508,5236725,39147
30509,Hard,509,5247775,39226
30510,Hard,510,5258800,39304
30511,Hard,511,5269850,39383
30512,Hard,512,5280900,39461
30513,Hard,513,5291925,39540
30514,Hard,514,5303575,39630
30515,Hard,515,5314600,39708
30516,Hard,516,5325650,39787
30517,Hard,517,5336675,39865
30518,Hard,518,5347725,39944
30519,Hard,519,5358775,40022
30520,Hard,520,5369800,40101
30521,Hard,521,5380850,40179
30522,Hard,522,5391875,40258
30523,Hard,523,5628675,41943
30524,Hard,524,5640575,42027
30525,Hard,525,5652475,42112
30526,Hard,526,5664350,42196
30527,Hard,527,5676250,42281
30528,Hard,528,5688125,42365
30529,Hard,529,5700025,42450
30530,Hard,530,5711900,42535
30531,Hard,531,5723800,42619
30532,Hard,532,5735700,42704
30533,Hard,533,5747575,42788
30534,Hard,534,5759475,42873
30535,Hard,535,5771350,42958
30536,Hard,536,5783250,43042
30537,Hard,537,5795125,43127
30538,Hard,538,5807025,43211
30539,Hard,539,5818900,43296
30540,Hard,540,5830800,43381
30541,Hard,541,5843300,43477
30542,Hard,542,5855175,43561
30543,Hard,543,6115075,45411
30544,Hard,544,6126975,45496
30545,Hard,545,6138850,45580
30546,Hard,546,6150750,45665
30547,Hard,547,6162625,45750
30548,Hard,548,6174525,45834
30549,Hard,549,6186400,45919
30550,Hard,550,6198300,46003
30551,Hard,551,6210200,46088
30552,Hard,552,6222075,46172
30553,Hard,553,6233975,46257
30554,Hard,554,6245850,46342
30555,Hard,555,6257750,46426
30556,Hard,556,6269625,46511
30557,Hard,557,6281525,46595
30558,Hard,558,6293400,46680
30559,Hard,559,6305300,46765
30560,Hard,560,6317200,46849
30561,Hard,561,6329075,46934
30562,Hard,562,6340975,47018
30563,Hard,563,6625150,49041
30564,Hard,564,6637900,49132
30565,Hard,565,6650625,49222
30566,Hard,566,6663375,49313
30567,Hard,567,6676100,49404
30568,Hard,568,6688850,49494
30569,Hard,569,6701575,49585
30570,Hard,570,6714325,49676
30571,Hard,571,6727050,49766
30572,Hard,572,6740400,49868
30573,Hard,573,6753125,49959
30574,Hard,574,6765875,50050
30575,Hard,575,6778625,50140
30576,Hard,576,6791350,50231
30577,Hard,577,6804100,50321
30578,Hard,578,6816825,50412
30579,Hard,579,6829575,50503
30580,Hard,580,6842300,50593
30581,Hard,581,6855050,50684
30582,Hard,582,6867775,50775
30583,Hard,583,7178300,52985
30584,Hard,584,7191025,53075
30585,Hard,585,7203775,53166
30586,Hard,586,7216500,53257
30587,Hard,587,7229250,53347
30588,Hard,588,7241975,53438
30589,Hard,589,7254725,53529
30590,Hard,590,7267450,53619
30591,Hard,591,7280200,53710
30592,Hard,592,7292925,53800
30593,Hard,593,7305675,53891
30594,Hard,594,7318400,53982
30595,Hard,595,7331150,54072
30596,Hard,596,7343900,54163
30597,Hard,597,7356625,54254
30598,Hard,598,7369375,54344
30599,Hard,599,7382100,54435
30600,Hard,600,7394850,54525
10601,Soft,601,840840,52935
10602,Soft,602,842307,53026
10603,Soft,603,881320,55432
10604,Soft,604,882887,55529
10605,Soft,605,884455,55625
10606,Soft,606,886022,55722
10607,Soft,607,887660,55830
10608,Soft,608,889227,55927
10609,Soft,609,890795,56023
10610,Soft,610,892362,56120
10611,Soft,611,893930,56217
10612,Soft,612,895497,56313
10613,Soft,613,897065,56410
10614,Soft,614,898632,56507
10615,Soft,615,900200,56603
10616,Soft,616,901767,56700
10617,Soft,617,903335,56797
10618,Soft,618,904902,56893
10619,Soft,619,906470,56990
10620,Soft,620,908037,57087
10621,Soft,621,909605,57183
10622,Soft,622,911172,57280
10623,Soft,623,953622,59899
10624,Soft,624,955190,59995
10625,Soft,625,956757,60092
10626,Soft,626,958325,60189
10627,Soft,627,959892,60285
10628,Soft,628,961460,60382
10629,Soft,629,963027,60479
10630,Soft,630,964597,60575
10631,Soft,631,966165,60672
10632,Soft,632,967732,60769
10633,Soft,633,969300,60865
10634,Soft,634,970867,60962
10635,Soft,635,972435,61059
10636,Soft,636,974002,61155
10637,Soft,637,975570,61252
10638,Soft,638,977137,61349
10639,Soft,639,978705,61445
10640,Soft,640,980272,61542
10641,Soft,641,981840,61639
