level,type,need_synchro_lv_min,gold,character_exp,character_exp_2
631,SynchroLevel,0,9453810,83832290,16000
632,SynchroLevel,0,9453810,83832290,16000
633,SynchroLevel,0,9453810,83832290,16000
634,SynchroLevel,0,9453810,83832290,16000
635,SynchroLevel,0,9453810,83832290,16000
636,SynchroLevel,0,9453810,83832290,16000
637,SynchroLevel,0,9453810,83832290,16000
638,SynchroLevel,0,9453810,83832290,16000
639,SynchroLevel,0,9453810,83832290,16000
640,SynchroLevel,0,9453810,83832290,16000
641,SynchroLevel,0,9453810,83832290,16000
642,SynchroLevel,0,9453810,83832290,16000
643,SynchroLevel,0,9453810,83832290,16000
644,SynchroLevel,0,9453810,83832290,16000
645,SynchroLevel,0,9453810,83832290,16000
646,SynchroLevel,0,9453810,83832290,16000
647,SynchroLevel,0,9453810,83832290,16000
648,SynchroLevel,0,9453810,83832290,16000
649,SynchroLevel,0,9453810,83832290,16000
650,SynchroLevel,0,9453810,83832290,16000
651,SynchroLevel,0,9926501,89700550,17000
652,SynchroLevel,0,9926501,89700550,17000
653,SynchroLevel,0,9926501,89700550,17000
654,SynchroLevel,0,9926501,89700550,17000
655,SynchroLevel,0,9926501,89700550,17000
656,SynchroLevel,0,9926501,89700550,17000
657,SynchroLevel,0,9926501,89700550,17000
658,SynchroLevel,0,9926501,89700550,17000
659,SynchroLevel,0,9926501,89700550,17000
660,SynchroLevel,0,9926501,89700550,17000
661,SynchroLevel,0,9926501,89700550,17000
662,SynchroLevel,0,9926501,89700550,17000
663,SynchroLevel,0,9926501,89700550,17000
664,SynchroLevel,0,9926501,89700550,17000
665,SynchroLevel,0,9926501,89700550,17000
666,SynchroLevel,0,9926501,89700550,17000
667,SynchroLevel,0,9926501,89700550,17000
668,SynchroLevel,0,9926501,89700550,17000
669,SynchroLevel,0,9926501,89700550,17000
670,SynchroLevel,0,9926501,89700550,17000
671,SynchroLevel,0,9926501,89700550,17000
672,SynchroLevel,0,9926501,89700550,17000
673,SynchroLevel,0,9926501,89700550,17000
674,SynchroLevel,0,9926501,89700550,17000
675,SynchroLevel,0,9926501,89700550,17000
676,SynchroLevel,0,9926501,89700550,17000
677,SynchroLevel,0,9926501,89700550,17000
678,SynchroLevel,0,9926501,89700550,17000
679,SynchroLevel,0,9926501,89700550,17000
680,SynchroLevel,0,9926501,89700550,17000
681,SynchroLevel,0,9926501,89700550,17000
682,SynchroLevel,0,9926501,89700550,17000
683,SynchroLevel,0,9926501,89700550,17000
684,SynchroLevel,0,9926501,89700550,17000
685,SynchroLevel,0,9926501,89700550,17000
686,SynchroLevel,0,9926501,89700550,17000
687,SynchroLevel,0,9926501,89700550,17000
688,SynchroLevel,0,9926501,89700550,17000
689,SynchroLevel,0,9926501,89700550,17000
690,SynchroLevel,0,9926501,89700550,17000
691,SynchroLevel,0,9926501,89700550,17000
692,SynchroLevel,0,9926501,89700550,17000
693,SynchroLevel,0,9926501,89700550,17000
694,SynchroLevel,0,9926501,89700550,17000
695,SynchroLevel,0,9926501,89700550,17000
696,SynchroLevel,0,9926501,89700550,17000
697,SynchroLevel,0,9926501,89700550,17000
698,SynchroLevel,0,9926501,89700550,17000
699,SynchroLevel,0,9926501,89700550,17000
700,SynchroLevel,0,9926501,89700550,17000
701,SynchroLevel,0,10422826,95082583,18000
702,SynchroLevel,0,10422826,95082583,18000
703,SynchroLevel,0,10422826,95082583,18000
704,SynchroLevel,0,10422826,95082583,18000
705,SynchroLevel,0,10422826,95082583,18000
706,SynchroLevel,0,10422826,95082583,18000
707,SynchroLevel,0,10422826,95082583,18000
708,SynchroLevel,0,10422826,95082583,18000
709,SynchroLevel,0,10422826,95082583,18000
710,SynchroLevel,0,10422826,95082583,18000
711,SynchroLevel,0,10422826,95082583,18000
712,SynchroLevel,0,10422826,95082583,18000
713,SynchroLevel,0,10422826,95082583,18000
714,SynchroLevel,0,10422826,95082583,18000
715,SynchroLevel,0,10422826,95082583,18000
716,SynchroLevel,0,10422826,95082583,18000
717,SynchroLevel,0,10422826,95082583,18000
718,SynchroLevel,0,10422826,95082583,18000
719,SynchroLevel,0,10422826,95082583,18000
720,SynchroLevel,0,10422826,95082583,18000
721,SynchroLevel,0,10422826,95082583,18000
722,SynchroLevel,0,10422826,95082583,18000
723,SynchroLevel,0,10422826,95082583,18000
724,SynchroLevel,0,10422826,95082583,18000
725,SynchroLevel,0,10422826,95082583,18000
726,SynchroLevel,0,10422826,95082583,18000
727,SynchroLevel,0,10422826,95082583,18000
728,SynchroLevel,0,10422826,95082583,18000
729,SynchroLevel,0,10422826,95082583,18000
730,SynchroLevel,0,10422826,95082583,18000
731,SynchroLevel,0,10422826,95082583,18000
732,SynchroLevel,0,10422826,95082583,18000
733,SynchroLevel,0,10422826,95082583,18000
734,SynchroLevel,0,10422826,95082583,18000
735,SynchroLevel,0,10422826,95082583,18000
736,SynchroLevel,0,10422826,95082583,18000
737,SynchroLevel,0,10422826,95082583,18000
738,SynchroLevel,0,10422826,95082583,18000
739,SynchroLevel,0,10422826,95082583,18000
740,SynchroLevel,0,10422826,95082583,18000
741,SynchroLevel,0,10422826,95082583,18000
742,SynchroLevel,0,10422826,95082583,18000
743,SynchroLevel,0,10422826,95082583,18000
744,SynchroLevel,0,10422826,95082583,18000
745,SynchroLevel,0,10422826,95082583,18000
746,SynchroLevel,0,10422826,95082583,18000
747,SynchroLevel,0,10422826,95082583,18000
748,SynchroLevel,0,10422826,95082583,18000
749,SynchroLevel,0,10422826,95082583,18000
750,SynchroLevel,0,10422826,95082583,18000
751,SynchroLevel,0,10943967,100787538,19000
752,SynchroLevel,0,10943967,100787538,19000
753,SynchroLevel,0,10943967,100787538,19000
754,SynchroLevel,0,10943967,100787538,19000
755,SynchroLevel,0,10943967,100787538,19000
756,SynchroLevel,0,10943967,100787538,19000
757,SynchroLevel,0,10943967,100787538,19000
758,SynchroLevel,0,10943967,100787538,19000
759,SynchroLevel,0,10943967,100787538,19000
760,SynchroLevel,0,10943967,100787538,19000
761,SynchroLevel,0,10943967,100787538,19000
762,SynchroLevel,0,10943967,100787538,19000
763,SynchroLevel,0,10943967,100787538,19000
764,SynchroLevel,0,10943967,100787538,19000
765,SynchroLevel,0,10943967,100787538,19000
766,SynchroLevel,0,10943967,100787538,19000
767,SynchroLevel,0,10943967,100787538,19000
768,SynchroLevel,0,10943967,100787538,19000
769,SynchroLevel,0,10943967,100787538,19000
770,SynchroLevel,0,10943967,100787538,19000
771,SynchroLevel,0,10943967,100787538,19000
772,SynchroLevel,0,10943967,100787538,19000
773,SynchroLevel,0,10943967,100787538,19000
774,SynchroLevel,0,10943967,100787538,19000
775,SynchroLevel,0,10943967,100787538,19000
776,SynchroLevel,0,10943967,100787538,19000
777,SynchroLevel,0,10943967,100787538,19000
778,SynchroLevel,0,10943967,100787538,19000
779,SynchroLevel,0,10943967,100787538,19000
780,SynchroLevel,0,10943967,100787538,19000
781,SynchroLevel,0,10943967,100787538,19000
782,SynchroLevel,0,10943967,100787538,19000
783,SynchroLevel,0,10943967,100787538,19000
784,SynchroLevel,0,10943967,100787538,19000
785,SynchroLevel,0,10943967,100787538,19000
786,SynchroLevel,0,10943967,100787538,19000
787,SynchroLevel,0,10943967,100787538,19000
788,SynchroLevel,0,10943967,100787538,19000
789,SynchroLevel,0,10943967,100787538,19000
790,SynchroLevel,0,10943967,100787538,19000
791,SynchroLevel,0,10943967,100787538,19000
792,SynchroLevel,0,10943967,100787538,19000
793,SynchroLevel,0,10943967,100787538,19000
794,SynchroLevel,0,10943967,100787538,19000
795,SynchroLevel,0,10943967,100787538,19000
796,SynchroLevel,0,10943967,100787538,19000
797,SynchroLevel,0,10943967,100787538,19000
798,SynchroLevel,0,10943967,100787538,19000
799,SynchroLevel,0,10943967,100787538,19000
800,SynchroLevel,0,10943967,100787538,19000
801,SynchroLevel,0,11491166,105826915,20000
802,SynchroLevel,0,11491166,105826915,20000
803,SynchroLevel,0,11491166,105826915,20000
804,SynchroLevel,0,11491166,105826915,20000
805,SynchroLevel,0,11491166,105826915,20000
806,SynchroLevel,0,11491166,105826915,20000
807,SynchroLevel,0,11491166,105826915,20000
808,SynchroLevel,0,11491166,105826915,20000
809,SynchroLevel,0,11491166,105826915,20000
810,SynchroLevel,0,11491166,105826915,20000
811,SynchroLevel,0,11491166,105826915,20000
812,SynchroLevel,0,11491166,105826915,20000
813,SynchroLevel,0,11491166,105826915,20000
814,SynchroLevel,0,11491166,105826915,20000
815,SynchroLevel,0,11491166,105826915,20000
816,SynchroLevel,0,11491166,105826915,20000
817,SynchroLevel,0,11491166,105826915,20000
818,SynchroLevel,0,11491166,105826915,20000
819,SynchroLevel,0,11491166,105826915,20000
820,SynchroLevel,0,11491166,105826915,20000
821,SynchroLevel,0,11491166,105826915,20000
822,SynchroLevel,0,11491166,105826915,20000
823,SynchroLevel,0,11491166,105826915,20000
824,SynchroLevel,0,11491166,105826915,20000
825,SynchroLevel,0,11491166,105826915,20000
826,SynchroLevel,0,11491166,105826915,20000
827,SynchroLevel,0,11491166,105826915,20000
828,SynchroLevel,0,11491166,105826915,20000
829,SynchroLevel,0,11491166,105826915,20000
830,SynchroLevel,0,11491166,105826915,20000
831,SynchroLevel,0,11491166,105826915,20000
832,SynchroLevel,0,11491166,105826915,20000
833,SynchroLevel,0,11491166,105826915,20000
834,SynchroLevel,0,11491166,105826915,20000
835,SynchroLevel,0,11491166,105826915,20000
836,SynchroLevel,0,11491166,105826915,20000
837,SynchroLevel,0,11491166,105826915,20000
838,SynchroLevel,0,11491166,105826915,20000
839,SynchroLevel,0,11491166,105826915,20000
840,SynchroLevel,0,11491166,105826915,20000
841,SynchroLevel,0,11491166,105826915,20000
842,SynchroLevel,0,11491166,105826915,20000
843,SynchroLevel,0,11491166,105826915,20000
844,SynchroLevel,0,11491166,105826915,20000
845,SynchroLevel,0,11491166,105826915,20000
846,SynchroLevel,0,11491166,105826915,20000
847,SynchroLevel,0,11491166,105826915,20000
848,SynchroLevel,0,11491166,105826915,20000
849,SynchroLevel,0,11491166,105826915,20000
850,SynchroLevel,0,11491166,105826915,20000
851,SynchroLevel,0,11491166,105826915,20000
852,SynchroLevel,0,11491166,105826915,20000
853,SynchroLevel,0,11491166,105826915,20000
854,SynchroLevel,0,11491166,105826915,20000
855,SynchroLevel,0,11491166,105826915,20000
856,SynchroLevel,0,11491166,105826915,20000
857,SynchroLevel,0,11491166,105826915,20000
858,SynchroLevel,0,11491166,105826915,20000
859,SynchroLevel,0,11491166,105826915,20000
860,SynchroLevel,0,11491166,105826915,20000
861,SynchroLevel,0,11491166,105826915,20000
862,SynchroLevel,0,11491166,105826915,20000
863,SynchroLevel,0,11491166,105826915,20000
864,SynchroLevel,0,11491166,105826915,20000
865,SynchroLevel,0,11491166,105826915,20000
866,SynchroLevel,0,11491166,105826915,20000
867,SynchroLevel,0,11491166,105826915,20000
868,SynchroLevel,0,11491166,105826915,20000
869,SynchroLevel,0,11491166,105826915,20000
870,SynchroLevel,0,11491166,105826915,20000
871,SynchroLevel,0,11491166,105826915,20000
872,SynchroLevel,0,11491166,105826915,20000
873,SynchroLevel,0,11491166,105826915,20000
874,SynchroLevel,0,11491166,105826915,20000
875,SynchroLevel,0,11491166,105826915,20000
876,SynchroLevel,0,11491166,105826915,20000
877,SynchroLevel,0,11491166,105826915,20000
878,SynchroLevel,0,11491166,105826915,20000
879,SynchroLevel,0,11491166,105826915,20000
880,SynchroLevel,0,11491166,105826915,20000
881,SynchroLevel,0,11491166,105826915,20000
882,SynchroLevel,0,11491166,105826915,20000
883,SynchroLevel,0,11491166,105826915,20000
884,SynchroLevel,0,11491166,105826915,20000
885,SynchroLevel,0,11491166,105826915,20000
886,SynchroLevel,0,11491166,105826915,20000
887,SynchroLevel,0,11491166,105826915,20000
888,SynchroLevel,0,11491166,105826915,20000
889,SynchroLevel,0,11491166,105826915,20000
890,SynchroLevel,0,11491166,105826915,20000
891,SynchroLevel,0,11491166,105826915,20000
892,SynchroLevel,0,11491166,105826915,20000
893,SynchroLevel,0,11491166,105826915,20000
894,SynchroLevel,0,11491166,105826915,20000
895,SynchroLevel,0,11491166,105826915,20000
896,SynchroLevel,0,11491166,105826915,20000
897,SynchroLevel,0,11491166,105826915,20000
898,SynchroLevel,0,11491166,105826915,20000
899,SynchroLevel,0,11491166,105826915,20000
900,SynchroLevel,0,11491166,105826915,20000
901,SynchroLevel,0,11491166,105826915,20000
902,SynchroLevel,0,11491166,105826915,20000
903,SynchroLevel,0,11491166,105826915,20000
904,SynchroLevel,0,11491166,105826915,20000
905,SynchroLevel,0,11491166,105826915,20000
906,SynchroLevel,0,11491166,105826915,20000
907,SynchroLevel,0,11491166,105826915,20000
908,SynchroLevel,0,11491166,105826915,20000
909,SynchroLevel,0,11491166,105826915,20000
910,SynchroLevel,0,11491166,105826915,20000
911,SynchroLevel,0,11491166,105826915,20000
912,SynchroLevel,0,11491166,105826915,20000
913,SynchroLevel,0,11491166,105826915,20000
914,SynchroLevel,0,11491166,105826915,20000
915,SynchroLevel,0,11491166,105826915,20000
916,SynchroLevel,0,11491166,105826915,20000
917,SynchroLevel,0,11491166,105826915,20000
918,SynchroLevel,0,11491166,105826915,20000
919,SynchroLevel,0,11491166,105826915,20000
920,SynchroLevel,0,11491166,105826915,20000
921,SynchroLevel,0,11491166,105826915,20000
922,SynchroLevel,0,11491166,105826915,20000
923,SynchroLevel,0,11491166,105826915,20000
924,SynchroLevel,0,11491166,105826915,20000
925,SynchroLevel,0,11491166,105826915,20000
926,SynchroLevel,0,11491166,105826915,20000
927,SynchroLevel,0,11491166,105826915,20000
928,SynchroLevel,0,11491166,105826915,20000
929,SynchroLevel,0,11491166,105826915,20000
930,SynchroLevel,0,11491166,105826915,20000
931,SynchroLevel,0,11491166,105826915,20000
932,SynchroLevel,0,11491166,105826915,20000
933,SynchroLevel,0,11491166,105826915,20000
934,SynchroLevel,0,11491166,105826915,20000
935,SynchroLevel,0,11491166,105826915,20000
936,SynchroLevel,0,11491166,105826915,20000
937,SynchroLevel,0,11491166,105826915,20000
938,SynchroLevel,0,11491166,105826915,20000
939,SynchroLevel,0,11491166,105826915,20000
940,SynchroLevel,0,11491166,105826915,20000
941,SynchroLevel,0,11491166,105826915,20000
942,SynchroLevel,0,11491166,105826915,20000
943,SynchroLevel,0,11491166,105826915,20000
944,SynchroLevel,0,11491166,105826915,20000
945,SynchroLevel,0,11491166,105826915,20000
946,SynchroLevel,0,11491166,105826915,20000
947,SynchroLevel,0,11491166,105826915,20000
948,SynchroLevel,0,11491166,105826915,20000
949,SynchroLevel,0,11491166,105826915,20000
950,SynchroLevel,0,11491166,105826915,20000
951,SynchroLevel,0,11491166,105826915,20000
952,SynchroLevel,0,11491166,105826915,20000
953,SynchroLevel,0,11491166,105826915,20000
954,SynchroLevel,0,11491166,105826915,20000
955,SynchroLevel,0,11491166,105826915,20000
956,SynchroLevel,0,11491166,105826915,20000
957,SynchroLevel,0,11491166,105826915,20000
958,SynchroLevel,0,11491166,105826915,20000
959,SynchroLevel,0,11491166,105826915,20000
960,SynchroLevel,0,11491166,105826915,20000
961,SynchroLevel,0,11491166,105826915,20000
962,SynchroLevel,0,11491166,105826915,20000
963,SynchroLevel,0,11491166,105826915,20000
964,SynchroLevel,0,11491166,105826915,20000
965,SynchroLevel,0,11491166,105826915,20000
966,SynchroLevel,0,11491166,105826915,20000
967,SynchroLevel,0,11491166,105826915,20000
968,SynchroLevel,0,11491166,105826915,20000
969,SynchroLevel,0,11491166,105826915,20000
970,SynchroLevel,0,11491166,105826915,20000
971,SynchroLevel,0,11491166,105826915,20000
972,SynchroLevel,0,11491166,105826915,20000
973,SynchroLevel,0,11491166,105826915,20000
974,SynchroLevel,0,11491166,105826915,20000
975,SynchroLevel,0,11491166,105826915,20000
976,SynchroLevel,0,11491166,105826915,20000
977,SynchroLevel,0,11491166,105826915,20000
978,SynchroLevel,0,11491166,105826915,20000
979,SynchroLevel,0,11491166,105826915,20000
980,SynchroLevel,0,11491166,105826915,20000
981,SynchroLevel,0,11491166,105826915,20000
982,SynchroLevel,0,11491166,105826915,20000
983,SynchroLevel,0,11491166,105826915,20000
984,SynchroLevel,0,11491166,105826915,20000
985,SynchroLevel,0,11491166,105826915,20000
986,SynchroLevel,0,11491166,105826915,20000
987,SynchroLevel,0,11491166,105826915,20000
988,SynchroLevel,0,11491166,105826915,20000
989,SynchroLevel,0,11491166,105826915,20000
990,SynchroLevel,0,11491166,105826915,20000
991,SynchroLevel,0,11491166,105826915,20000
992,SynchroLevel,0,11491166,105826915,20000
993,SynchroLevel,0,11491166,105826915,20000
994,SynchroLevel,0,11491166,105826915,20000
995,SynchroLevel,0,11491166,105826915,20000
996,SynchroLevel,0,11491166,105826915,20000
997,SynchroLevel,0,11491166,105826915,20000
998,SynchroLevel,0,11491166,105826915,20000
999,SynchroLevel,0,11491166,105826915,20000
1000,SynchroLevel,0,11491166,105826915,20000
1001,SynchroLevel,0,12985017,119584414,22000
1002,SynchroLevel,0,12985017,119584414,22000
1003,SynchroLevel,0,12985017,119584414,22000
1004,SynchroLevel,0,12985017,119584414,22000
1005,SynchroLevel,0,12985017,119584414,22000
1006,SynchroLevel,0,12985017,119584414,22000
1007,SynchroLevel,0,12985017,119584414,22000
1008,SynchroLevel,0,12985017,119584414,22000
1009,SynchroLevel,0,12985017,119584414,22000
1010,SynchroLevel,0,12985017,119584414,22000
1011,SynchroLevel,0,12985017,119584414,22000
1012,SynchroLevel,0,12985017,119584414,22000
1013,SynchroLevel,0,12985017,119584414,22000
1014,SynchroLevel,0,12985017,119584414,22000
1015,SynchroLevel,0,12985017,119584414,22000
1016,SynchroLevel,0,12985017,119584414,22000
1017,SynchroLevel,0,12985017,119584414,22000
1018,SynchroLevel,0,12985017,119584414,22000
1019,SynchroLevel,0,12985017,119584414,22000
1020,SynchroLevel,0,12985017,119584414,22000
1021,SynchroLevel,0,12985017,119584414,22000
1022,SynchroLevel,0,12985017,119584414,22000
1023,SynchroLevel,0,12985017,119584414,22000
1024,SynchroLevel,0,12985017,119584414,22000
1025,SynchroLevel,0,12985017,119584414,22000
1026,SynchroLevel,0,12985017,119584414,22000
1027,SynchroLevel,0,12985017,119584414,22000
1028,SynchroLevel,0,12985017,119584414,22000
1029,SynchroLevel,0,12985017,119584414,22000
1030,SynchroLevel,0,12985017,119584414,22000
1031,SynchroLevel,0,12985017,119584414,22000
1032,SynchroLevel,0,12985017,119584414,22000
1033,SynchroLevel,0,12985017,119584414,22000
1034,SynchroLevel,0,12985017,119584414,22000
1035,SynchroLevel,0,12985017,119584414,22000
1036,SynchroLevel,0,12985017,119584414,22000
1037,SynchroLevel,0,12985017,119584414,22000
1038,SynchroLevel,0,12985017,119584414,22000
1039,SynchroLevel,0,12985017,119584414,22000
1040,SynchroLevel,0,12985017,119584414,22000
1041,SynchroLevel,0,12985017,119584414,22000
1042,SynchroLevel,0,12985017,119584414,22000
1043,SynchroLevel,0,12985017,119584414,22000
1044,SynchroLevel,0,12985017,119584414,22000
1045,SynchroLevel,0,12985017,119584414,22000
1046,SynchroLevel,0,12985017,119584414,22000
1047,SynchroLevel,0,12985017,119584414,22000
1048,SynchroLevel,0,12985017,119584414,22000
1049,SynchroLevel,0,12985017,119584414,22000
1050,SynchroLevel,0,12985017,119584414,22000
1051,SynchroLevel,0,12985017,119584414,22000
1052,SynchroLevel,0,12985017,119584414,22000
1053,SynchroLevel,0,12985017,119584414,22000
1054,SynchroLevel,0,12985017,119584414,22000
1055,SynchroLevel,0,12985017,119584414,22000
1056,SynchroLevel,0,12985017,119584414,22000
1057,SynchroLevel,0,12985017,119584414,22000
1058,SynchroLevel,0,12985017,119584414,22000
1059,SynchroLevel,0,12985017,119584414,22000
1060,SynchroLevel,0,12985017,119584414,22000
1061,SynchroLevel,0,12985017,119584414,22000
1062,SynchroLevel,0,12985017,119584414,22000
1063,SynchroLevel,0,12985017,119584414,22000
1064,SynchroLevel,0,12985017,119584414,22000
1065,SynchroLevel,0,12985017,119584414,22000
1066,SynchroLevel,0,12985017,119584414,22000
1067,SynchroLevel,0,12985017,119584414,22000
1068,SynchroLevel,0,12985017,119584414,22000
1069,SynchroLevel,0,12985017,119584414,22000
1070,SynchroLevel,0,12985017,119584414,22000
1071,SynchroLevel,0,12985017,119584414,22000
1072,SynchroLevel,0,12985017,119584414,22000
1073,SynchroLevel,0,12985017,119584414,22000
1074,SynchroLevel,0,12985017,119584414,22000
1075,SynchroLevel,0,12985017,119584414,22000
1076,SynchroLevel,0,12985017,119584414,22000
1077,SynchroLevel,0,12985017,119584414,22000
1078,SynchroLevel,0,12985017,119584414,22000
1079,SynchroLevel,0,12985017,119584414,22000
1080,SynchroLevel,0,12985017,119584414,22000
1081,SynchroLevel,0,12985017,119584414,22000
1082,SynchroLevel,0,12985017,119584414,22000
1083,SynchroLevel,0,12985017,119584414,22000
1084,SynchroLevel,0,12985017,119584414,22000
1085,SynchroLevel,0,12985017,119584414,22000
1086,SynchroLevel,0,12985017,119584414,22000
1087,SynchroLevel,0,12985017,119584414,22000
1088,SynchroLevel,0,12985017,119584414,22000
1089,SynchroLevel,0,12985017,119584414,22000
1090,SynchroLevel,0,12985017,119584414,22000
1091,SynchroLevel,0,12985017,119584414,22000
1092,SynchroLevel,0,12985017,119584414,22000
1093,SynchroLevel,0,12985017,119584414,22000
1094,SynchroLevel,0,12985017,119584414,22000
1095,SynchroLevel,0,12985017,119584414,22000
1096,SynchroLevel,0,12985017,119584414,22000
1097,SynchroLevel,0,12985017,119584414,22000
1098,SynchroLevel,0,12985017,119584414,22000
1099,SynchroLevel,0,12985017,119584414,22000
1100,SynchroLevel,0,12985017,119584414,22000
1101,SynchroLevel,0,12985017,119584414,22000
1102,SynchroLevel,0,12985017,119584414,22000
1103,SynchroLevel,0,12985017,119584414,22000
1104,SynchroLevel,0,12985017,119584414,22000
1105,SynchroLevel,0,12985017,119584414,22000
1106,SynchroLevel,0,12985017,119584414,22000
1107,SynchroLevel,0,12985017,119584414,22000
1108,SynchroLevel,0,12985017,119584414,22000
1109,SynchroLevel,0,12985017,119584414,22000
1110,SynchroLevel,0,12985017,119584414,22000
1111,SynchroLevel,0,12985017,119584414,22000
1112,SynchroLevel,0,12985017,119584414,22000
1113,SynchroLevel,0,12985017,119584414,22000
1114,SynchroLevel,0,12985017,119584414,22000
1115,SynchroLevel,0,12985017,119584414,22000
1116,SynchroLevel,0,12985017,119584414,22000
1117,SynchroLevel,0,12985017,119584414,22000
1118,SynchroLevel,0,12985017,119584414,22000
1119,SynchroLevel,0,12985017,119584414,22000
1120,SynchroLevel,0,12985017,119584414,22000
1121,SynchroLevel,0,12985017,119584414,22000
1122,SynchroLevel,0,12985017,119584414,22000
1123,SynchroLevel,0,12985017,119584414,22000
1124,SynchroLevel,0,12985017,119584414,22000
1125,SynchroLevel,0,12985017,119584414,22000
1126,SynchroLevel,0,12985017,119584414,22000
1127,SynchroLevel,0,12985017,119584414,22000
1128,SynchroLevel,0,12985017,119584414,22000
1129,SynchroLevel,0,12985017,119584414,22000
1130,SynchroLevel,0,12985017,119584414,22000
1131,SynchroLevel,0,12985017,119584414,22000
1132,SynchroLevel,0,12985017,119584414,22000
1133,SynchroLevel,0,12985017,119584414,22000
1134,SynchroLevel,0,12985017,119584414,22000
1135,SynchroLevel,0,12985017,119584414,22000
1136,SynchroLevel,0,12985017,119584414,22000
1137,SynchroLevel,0,12985017,119584414,22000
1138,SynchroLevel,0,12985017,119584414,22000
1139,SynchroLevel,0,12985017,119584414,22000
1140,SynchroLevel,0,12985017,119584414,22000
1141,SynchroLevel,0,12985017,119584414,22000
1142,SynchroLevel,0,12985017,119584414,22000
1143,SynchroLevel,0,12985017,119584414,22000
1144,SynchroLevel,0,12985017,119584414,22000
1145,SynchroLevel,0,12985017,119584414,22000
1146,SynchroLevel,0,12985017,119584414,22000
1147,SynchroLevel,0,12985017,119584414,22000
1148,SynchroLevel,0,12985017,119584414,22000
1149,SynchroLevel,0,12985017,119584414,22000
1150,SynchroLevel,0,12985017,119584414,22000
1151,SynchroLevel,0,12985017,119584414,22000
1152,SynchroLevel,0,12985017,119584414,22000
1153,SynchroLevel,0,12985017,119584414,22000
1154,SynchroLevel,0,12985017,119584414,22000
1155,SynchroLevel,0,12985017,119584414,22000
1156,SynchroLevel,0,12985017,119584414,22000
1157,SynchroLevel,0,12985017,119584414,22000
1158,SynchroLevel,0,12985017,119584414,22000
1159,SynchroLevel,0,12985017,119584414,22000
1160,SynchroLevel,0,12985017,119584414,22000
1161,SynchroLevel,0,12985017,119584414,22000
1162,SynchroLevel,0,12985017,119584414,22000
1163,SynchroLevel,0,12985017,119584414,22000
1164,SynchroLevel,0,12985017,119584414,22000
1165,SynchroLevel,0,12985017,119584414,22000
1166,SynchroLevel,0,12985017,119584414,22000
1167,SynchroLevel,0,12985017,119584414,22000
1168,SynchroLevel,0,12985017,119584414,22000
1169,SynchroLevel,0,12985017,119584414,22000
1170,SynchroLevel,0,12985017,119584414,22000
1171,SynchroLevel,0,12985017,119584414,22000
1172,SynchroLevel,0,12985017,119584414,22000
1173,SynchroLevel,0,12985017,119584414,22000
1174,SynchroLevel,0,12985017,119584414,22000
1175,SynchroLevel,0,12985017,119584414,22000
1176,SynchroLevel,0,12985017,119584414,22000
1177,SynchroLevel,0,12985017,119584414,22000
1178,SynchroLevel,0,12985017,119584414,22000
1179,SynchroLevel,0,12985017,119584414,22000
1180,SynchroLevel,0,12985017,119584414,22000
1181,SynchroLevel,0,12985017,119584414,22000
1182,SynchroLevel,0,12985017,119584414,22000
1183,SynchroLevel,0,12985017,119584414,22000
1184,SynchroLevel,0,12985017,119584414,22000
1185,SynchroLevel,0,12985017,119584414,22000
1186,SynchroLevel,0,12985017,119584414,22000
1187,SynchroLevel,0,12985017,119584414,22000
1188,SynchroLevel,0,12985017,119584414,22000
1189,SynchroLevel,0,12985017,119584414,22000
1190,SynchroLevel,0,12985017,119584414,22000
1191,SynchroLevel,0,12985017,119584414,22000
1192,SynchroLevel,0,12985017,119584414,22000
1193,SynchroLevel,0,12985017,119584414,22000
1194,SynchroLevel,0,12985017,119584414,22000
1195,SynchroLevel,0,12985017,119584414,22000
1196,SynchroLevel,0,12985017,119584414,22000
1197,SynchroLevel,0,12985017,119584414,22000
1198,SynchroLevel,0,12985017,119584414,22000
1199,SynchroLevel,0,12985017,119584414,22000
1200,SynchroLevel,0,12985017,119584414,22000
