id,name_localkey,description_localkey,order,resource_id,mi_resource_id,si_resource_id,condition_campaign_stage_clear,price_type,price_id,price_count,exchange_item_type,exchange_item_id,exchange_item_count,is_secret
30004,Locale_System:LOBBY_DECO_BACKGROUND_OUTERRIMWALL_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,30004,OuterrimWall,mi_OuterrimWall,si_OuterrimWall,6024050,Currency,99,300,Currency,99,300,False
30005,Locale_System:LOBBY_DECO_BACKGROUND_ENIKKROOM_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,30005,EnikkRoom,mi_EnikkRoom,si_EnikkRoom,6024050,Currency,99,300,Currency,99,300,False
30006,Locale_System:LOBBY_DECO_BACKGROUND_COUNTRYVILLAGE_D_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,30006,CountryVillage_d,mi_CountryVillage_d,si_CountryVillage_d,6026050,Currency,99,300,Currency,99,300,False
30007,Locale_System:LOBBY_DECO_BACKGROUND_COUNTRYVILLAGE_N_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,30007,CountryVillage_n,mi_CountryVillage_n,si_CountryVillage_n,6026050,Currency,99,300,Currency,99,300,False
30008,Locale_System:LOBBY_DECO_BACKGROUND_CRYSTALCHUNK_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,30008,Crystalchunk,mi_Crystalchunk,si_Crystalchunk,6028050,Currency,99,300,Currency,99,300,False
30009,Locale_System:LOBBY_DECO_BACKGROUND_CRYSTALCITY_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,30009,CrystalCity,mi_CrystalCity,si_CrystalCity,6028050,Currency,99,300,Currency,99,300,False
30010,Locale_System:LOBBY_DECO_BACKGROUND_CRYSTALDESERT_D_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,30010,CrystalDesert_d,mi_CrystalDesert_d,si_CrystalDesert_d,6028050,Currency,99,300,Currency,99,300,False
30011,Locale_System:LOBBY_DECO_BACKGROUND_CRYSTALDESERT_N_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,30011,CrystalDesert_n,mi_CrystalDesert_n,si_CrystalDesert_n,6028050,Currency,99,300,Currency,99,300,False
30012,Locale_System:LOBBY_DECO_BACKGROUND_CRYSTALFIELD_1_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,30012,CrystalField_1,mi_CrystalField_1,si_CrystalField_1,6028050,Currency,99,300,Currency,99,300,False
30013,Locale_System:LOBBY_DECO_BACKGROUND_CRYSTALFIELD_2_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,30013,CrystalField_2,mi_CrystalField_2,si_CrystalField_2,6028050,Currency,99,300,Currency,99,300,False
30014,Locale_System:LOBBY_DECO_BACKGROUND_MANYCRYSTALDESERT_D_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,30014,ManyCrystalDesert_d,mi_ManyCrystalDesert_d,si_ManyCrystalDesert_d,6030050,Currency,99,300,Currency,99,300,False
30015,Locale_System:LOBBY_DECO_BACKGROUND_MANYCRYSTALDESERT_N_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,30015,ManyCrystalDesert_n,mi_ManyCrystalDesert_n,si_ManyCrystalDesert_n,6030050,Currency,99,300,Currency,99,300,False
30016,Locale_System:LOBBY_DECO_BACKGROUND_FLOWERROAD_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,30016,FlowerRoad,mi_FlowerRoad,si_FlowerRoad,6032052,Currency,99,300,Currency,99,300,False
30017,Locale_System:LOBBY_DECO_BACKGROUND_ARKCLEANINDOOR_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,30017,ArkCleanIndoor,mi_ArkCleanIndoor,si_ArkCleanIndoor,6000001,Currency,99,300,Currency,99,300,False
30018,Locale_System:LOBBY_DECO_BACKGROUND_BLACKPUDDLE_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,30018,BlackPuddle,mi_BlackPuddle,si_BlackPuddle,6036045,Currency,99,300,Currency,99,300,False
30019,Locale_System:LOBBY_DECO_BACKGROUND_BLACKWATERFALL_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,30019,BlackWaterfall,mi_BlackWaterfall,si_BlackWaterfall,6038045,Currency,99,300,Currency,99,300,False
30020,Locale_System:LOBBY_DECO_BACKGROUND_BOG_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,30020,Bog,mi_Bog,si_Bog,6038045,Currency,99,300,Currency,99,300,False
30021,Locale_System:LOBBY_DECO_BACKGROUND_DESERT_01_N_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,30021,Desert_01_n,mi_Desert_01_n,si_Desert_01_n,6000001,Currency,99,300,Currency,99,300,False
30022,Locale_System:LOBBY_DECO_BACKGROUND_EGGAREA_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,30022,EggArea,mi_EggArea,si_EggArea,6038045,Currency,99,300,Currency,99,300,False
30023,Locale_System:LOBBY_DECO_BACKGROUND_ICELAND_02_N_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,30023,IceLand_02_n,mi_IceLand_02_n,si_IceLand_02_n,6000001,Currency,99,300,Currency,99,300,False
30024,Locale_System:LOBBY_DECO_BACKGROUND_ICELAND_03_N_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,30024,IceLand_03_n,mi_IceLand_03_n,si_IceLand_03_n,6000001,Currency,99,300,Currency,99,300,False
30025,Locale_System:LOBBY_DECO_BACKGROUND_JUNGLE1_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,30025,Jungle1,mi_Jungle1,si_Jungle1,6038045,Currency,99,300,Currency,99,300,False
30026,Locale_System:LOBBY_DECO_BACKGROUND_JUNGLE2_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,30026,Jungle2,mi_Jungle2,si_Jungle2,6038045,Currency,99,300,Currency,99,300,False
30027,Locale_System:LOBBY_DECO_BACKGROUND_JUNGLEBUILDING_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,30027,JungleBuilding,mi_JungleBuilding,si_JungleBuilding,6038045,Currency,99,300,Currency,99,300,False
30028,Locale_System:LOBBY_DECO_BACKGROUND_RUINTECHINDOOR_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,30028,RuinTechIndoor,mi_RuinTechIndoor,si_RuinTechIndoor,6000001,Currency,99,300,Currency,99,300,False
30029,Locale_System:LOBBY_DECO_BACKGROUND_WHALEYBACK_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,30029,WhaleyBack,mi_WhaleyBack,si_WhaleyBack,6040044,Currency,99,300,Currency,99,300,False
30030,Locale_System:LOBBY_DECO_BACKGROUND_RAPTILIONHOUSE_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,30030,RaptilionHouse,mi_RaptilionHouse,si_RaptilionHouse,6040044,Currency,99,300,Currency,99,300,False
30031,Locale_System:LOBBY_DECO_BACKGROUND_RAPTILIONFARM_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,30031,RaptilionFarm,mi_RaptilionFarm,si_RaptilionFarm,6040044,Currency,99,300,Currency,99,300,False
40001,Locale_System:LOBBY_DECO_BACKGROUND_LOBBY_NEWYEAR_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,40001,lbg_lobby_newyear,mi_lbg_lobby_newyear,si_lbg_lobby_newyear,6000001,Currency,99,300,Currency,99,300,True
40002,Locale_System:LOBBY_DECO_BACKGROUND_LOBBY_2025FOOLSDAY_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,40002,2025FoolsDay,mi_2025FoolsDay,si_2025FoolsDay,6000001,Currency,99,300,Currency,99,300,True
