id,use_condition_type,use_condition_value,name_localkey,description_localkey,resource_id,item_type,item_sub_type,item_rare,use_type,use_id,percent_display_type,use_value,use_frag_cost,use_limit_count,stack_max,use_limit_count_value
9420011,None,0,Locale_Item:randombox_perfectmaid_mini,Locale_Item:randombox_perfectmaid_mini_desc,icn_consume_randombox_perfectmaid_mini,Consume,ItemRandomBoxNormal,SSR,ItemRandomBox,9420011,None,1,1,False,9999999,
9420013,None,0,Locale_Item:randombox_perfectmaid_box,Locale_Item:randombox_perfectmaid_box_desc,icn_consume_randombox_perfectmaid_box,Consume,ItemRandomBoxList,SSR,ItemRandomBox,9420013,None,1,1,False,9999999,
9420014,None,0,Locale_Item:randombox_ce003_01,Locale_Item:randombox_ce003_01_desc,icn_consume_randombox_ce003_01,Consume,ItemRandomBoxNormal,SSR,ItemRandomBox,9420014,None,1,1,False,9999999,
9420015,None,0,Locale_Item:randombox_ce003_02,Locale_Item:randombox_ce003_02_desc,icn_consume_randombox_ce003_02,Consume,ItemRandomBoxNormal,SSR,ItemRandomBox,9420015,None,1,1,False,9999999,
9420016,None,0,Locale_Item:randombox_2nd_vote,Locale_Item:randombox_2nd_vote_desc,icn_consume_randombox_2nd_vote,Consume,ItemRandomBoxNormal,SSR,ItemRandomBox,9420016,None,1,1,False,9999999,
9420017,None,0,Locale_Item:randombox_aegisthediver,Locale_Item:randombox_aegisthediver_desc,icn_consume_randombox_aegisthediver,Consume,ItemRandomBoxNormal,SSR,ItemRandomBox,9420017,None,1,1,False,9999999,
9420018,None,0,Locale_Item:randombox_coralisland,Locale_Item:randombox_coralisland_desc,icn_consume_randombox_coralisland,Consume,ItemRandomBoxNormal,SSR,ItemRandomBox,9420018,None,1,1,False,9999999,
9420019,None,0,Locale_Item:randombox_2nd_anniversary_present,Locale_Item:randombox_2nd_anniversary_present_desc,icn_consume_randombox_2nd_anniversary_present,Consume,ItemRandomBoxNormal,SSR,ItemRandomBox,9420019,None,1,1,False,9999999,
9420020,None,0,Locale_Item:randombox_footstepwalkrun_webevent,Locale_Item:randombox_footstepwalkrun_webevent_desc,icn_consume_randombox_footstepwalkrun_webevent,Consume,ItemRandomBoxNormal,SSR,ItemRandomBox,9420020,None,1,1,False,9999999,
9420021,None,0,Locale_Item:randombox_2nd_half_anniversary_present,Locale_Item:randombox_2nd_half_anniversary_present_desc,icn_consume_randombox_2nd_half_anniversary_present,Consume,ItemRandomBoxNormal,SSR,ItemRandomBox,9420021,None,1,1,False,9999999,
9420022,None,0,Locale_Item:randombox_1000days_present,Locale_Item:randombox_1000days_present_desc,icn_consume_randombox_1000days_present,Consume,ItemRandomBoxNormal,SSR,ItemRandomBox,9420022,None,1,1,False,9999999,
9430001,None,0,Locale_Item:randombox_profile_card_common,Locale_Item:randombox_profile_card_common_desc,icn_consume_randombox_profile_card_common,Consume,ProfileRandomBox,SSR,ItemRandomBox,9430001,None,1,50,True,9999999,10.0
9430002,None,0,Locale_Item:randombox_console_piece,Locale_Item:randombox_console_piece_desc,icn_consume_randombox_console_piece,Consume,ItemRandomBoxList,SR,ItemRandomBox,9430002,None,1,1,False,9999999,
9440101,None,0,Locale_Item:randombox_favoriteitem_collection_01,Locale_Item:randombox_favoriteitem_collection_01_desc,icn_consume_randombox_favoriteitem_collection_01,Consume,ItemRandomBoxList,R,ItemRandomBox,9440101,None,1,1,False,9999999,
9440102,None,0,Locale_Item:randombox_favoriteitem_collection_02,Locale_Item:randombox_favoriteitem_collection_02_desc,icn_consume_randombox_favoriteitem_collection_02,Consume,ItemRandomBoxList,SR,ItemRandomBox,9440102,None,1,200,True,9999999,10.0
9440103,None,0,Locale_Item:randombox_favoriteitem_collection_03,Locale_Item:randombox_favoriteitem_collection_03_desc,icn_consume_randombox_favoriteitem_collection_03,Consume,ItemRandomBoxList,SR,ItemRandomBox,9440103,None,1,1,False,9999999,
9440104,None,0,Locale_Item:randombox_favoriteitem_material_01,Locale_Item:randombox_favoriteitem_material_01_desc,icn_consume_randombox_favoriteitem_material_01,Consume,ItemRandomBoxList,SR,ItemRandomBox,9440104,None,1,1,False,9999999,
9440105,None,0,Locale_Item:randombox_favoriteitem_material_02,Locale_Item:randombox_favoriteitem_material_02_desc,icn_consume_randombox_favoriteitem_material_02,Consume,ItemRandomBoxList,SSR,ItemRandomBox,9440105,None,1,1,False,9999999,
9440106,None,0,Locale_Item:randombox_favoriteitem_material_03,Locale_Item:randombox_favoriteitem_material_03_desc,icn_consume_randombox_favoriteitem_material_03,Consume,ItemRandomBoxList,SSR,ItemRandomBox,9440106,None,1,1,False,9999999,
9440107,None,0,Locale_Item:randombox_favoriteitem_material_04,Locale_Item:randombox_favoriteitem_material_04_desc,icn_consume_randombox_favoriteitem_material_03,Consume,ItemRandomBoxList,SSR,ItemRandomBox,9440107,None,1,1,False,9999999,
9440108,None,0,Locale_Item:randombox_favoriteitem_material_05,Locale_Item:randombox_favoriteitem_material_05_desc,icn_consume_randombox_favoriteitem_material_03,Consume,ItemRandomBoxList,SSR,ItemRandomBox,9440108,None,1,1,False,9999999,
9440109,None,0,Locale_Item:randombox_favoriteitem_material_06,Locale_Item:randombox_favoriteitem_material_06_desc,icn_consume_randombox_favoriteitem_material_03,Consume,ItemRandomBoxList,SSR,ItemRandomBox,9440109,None,1,1,False,9999999,
9440110,None,0,Locale_Item:randombox_favoriteitem_material_07,Locale_Item:randombox_favoriteitem_material_07_desc,icn_consume_randombox_favoriteitem_material_03,Consume,ItemRandomBoxList,SSR,ItemRandomBox,9440110,None,1,1,False,9999999,
9490001,None,0,Locale_Item:randombox_wipeout_item_01_name,Locale_Item:randombox_wipeout_item_desc,icn_consume_selectbox,Consume,ItemRandomBoxList,R,ItemRandomBox,110001,None,1,1,False,9999999,
9490002,None,0,Locale_Item:randombox_wipeout_item_02_name,Locale_Item:randombox_wipeout_item_desc,icn_consume_selectbox,Consume,ItemRandomBoxList,SR,ItemRandomBox,110002,None,1,1,False,9999999,
9490003,None,0,Locale_Item:randombox_wipeout_equipment_01_name,Locale_Item:randombox_wipeout_equipment_desc,icn_consume_randombox_equipment_r,Consume,ItemRandomBoxList,R,ItemRandomBox,101100,None,1,1,False,9999999,
9490004,None,0,Locale_Item:randombox_wipeout_equipment_02_name,Locale_Item:randombox_wipeout_equipment_desc,icn_consume_randombox_equipment_r,Consume,ItemRandomBoxList,R,ItemRandomBox,1110200,None,1,1,False,9999999,
9490005,None,0,Locale_Item:randombox_wipeout_equipment_03_name,Locale_Item:randombox_wipeout_equipment_desc,icn_consume_randombox_equipment_r,Consume,ItemRandomBoxList,R,ItemRandomBox,1110300,None,1,1,False,9999999,
9490006,None,0,Locale_Item:randombox_wipeout_equipment_04_name,Locale_Item:randombox_wipeout_equipment_desc,icn_consume_randombox_equipment_r,Consume,ItemRandomBoxList,R,ItemRandomBox,1110400,None,1,1,False,9999999,
9490007,None,0,Locale_Item:randombox_wipeout_equipment_05_name,Locale_Item:randombox_wipeout_equipment_desc,icn_consume_randombox_equipment_r,Consume,ItemRandomBoxList,R,ItemRandomBox,1110500,None,1,1,False,9999999,
9490008,None,0,Locale_Item:randombox_wipeout_equipment_06_name,Locale_Item:randombox_wipeout_equipment_desc,icn_consume_randombox_equipment_r,Consume,ItemRandomBoxList,R,ItemRandomBox,1110600,None,1,1,False,9999999,
9490009,None,0,Locale_Item:randombox_wipeout_equipment_07_name,Locale_Item:randombox_wipeout_equipment_desc,icn_consume_randombox_equipment_r,Consume,ItemRandomBoxList,R,ItemRandomBox,1110700,None,1,1,False,9999999,
9490010,None,0,Locale_Item:randombox_wipeout_equipment_08_name,Locale_Item:randombox_wipeout_equipment_desc,icn_consume_randombox_equipment_r,Consume,ItemRandomBoxList,R,ItemRandomBox,1110800,None,1,1,False,9999999,
9490011,None,0,Locale_Item:randombox_wipeout_equipment_09_name,Locale_Item:randombox_wipeout_equipment_desc,icn_consume_randombox_equipment_r,Consume,ItemRandomBoxList,R,ItemRandomBox,1110900,None,1,1,False,9999999,
9490012,None,0,Locale_Item:randombox_wipeout_equipment_10_name,Locale_Item:randombox_wipeout_equipment_desc,icn_consume_randombox_equipment_sr,Consume,ItemRandomBoxList,SR,ItemRandomBox,1210100,None,1,1,False,9999999,
9490013,None,0,Locale_Item:randombox_wipeout_equipment_11_name,Locale_Item:randombox_wipeout_equipment_desc,icn_consume_randombox_equipment_sr,Consume,ItemRandomBoxList,SR,ItemRandomBox,1210200,None,1,1,False,9999999,
9490014,None,0,Locale_Item:randombox_wipeout_equipment_12_name,Locale_Item:randombox_wipeout_equipment_desc,icn_consume_randombox_equipment_sr,Consume,ItemRandomBoxList,SR,ItemRandomBox,1210300,None,1,1,False,9999999,
9490015,None,0,Locale_Item:randombox_wipeout_equipment_13_name,Locale_Item:randombox_wipeout_equipment_desc,icn_consume_randombox_equipment_sr,Consume,ItemRandomBoxList,SR,ItemRandomBox,1210400,None,1,1,False,9999999,
9490016,None,0,Locale_Item:randombox_wipeout_equipment_14_name,Locale_Item:randombox_wipeout_equipment_desc,icn_consume_randombox_equipment_sr,Consume,ItemRandomBoxList,SR,ItemRandomBox,1210500,None,1,1,False,9999999,
9490017,None,0,Locale_Item:randombox_wipeout_equipment_15_name,Locale_Item:randombox_wipeout_equipment_desc,icn_consume_randombox_equipment_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1210600,None,1,1,False,9999999,
9490018,None,0,Locale_Item:randombox_wipeout_equipment_16_name,Locale_Item:randombox_wipeout_equipment_desc,icn_consume_randombox_equipment_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1210700,None,1,1,False,9999999,
9490019,None,0,Locale_Item:randombox_wipeout_equipment_17_name,Locale_Item:randombox_wipeout_equipment_desc,icn_consume_randombox_equipment_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1210800,None,1,1,False,9999999,
9490020,None,0,Locale_Item:randombox_wipeout_equipment_18_name,Locale_Item:randombox_wipeout_equipment_desc,icn_consume_randombox_equipment_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1210900,None,1,1,False,9999999,
9490021,None,0,Locale_Item:randombox_wipeout_equipment_19_name,Locale_Item:randombox_wipeout_equipment_desc,icn_consume_randombox_equipment_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1310100,None,1,1,False,9999999,
9490022,None,0,Locale_Item:randombox_wipeout_equipment_20_name,Locale_Item:randombox_wipeout_equipment_desc,icn_consume_randombox_equipment_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1310200,None,1,1,False,9999999,
9490023,None,0,Locale_Item:randombox_wipeout_equipment_21_name,Locale_Item:randombox_wipeout_equipment_desc,icn_consume_randombox_equipment_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1310300,None,1,1,False,9999999,
9490024,None,0,Locale_Item:randombox_wipeout_equipment_22_name,Locale_Item:randombox_wipeout_equipment_desc,icn_consume_randombox_equipment_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1310400,None,1,1,False,9999999,
9490025,None,0,Locale_Item:randombox_wipeout_equipment_23_name,Locale_Item:randombox_wipeout_equipment_desc,icn_consume_randombox_equipment_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1310500,None,1,1,False,9999999,
9490026,None,0,Locale_Item:randombox_wipeout_equipment_24_name,Locale_Item:randombox_wipeout_equipment_desc,icn_consume_randombox_equipment_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1310600,None,1,1,False,9999999,
9490027,None,0,Locale_Item:randombox_wipeout_equipment_25_name,Locale_Item:randombox_wipeout_equipment_desc,icn_consume_randombox_equipment_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1310700,None,1,1,False,9999999,
9490028,None,0,Locale_Item:randombox_wipeout_equipment_26_name,Locale_Item:randombox_wipeout_equipment_desc,icn_consume_randombox_equipment_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1310800,None,1,1,False,9999999,
9490029,None,0,Locale_Item:randombox_wipeout_equipment_27_name,Locale_Item:randombox_wipeout_equipment_desc,icn_consume_randombox_equipment_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1310900,None,1,1,False,9999999,
9490101,None,0,Locale_Item:randombox_favoriteitem_compose_r,Locale_Item:randombox_favoriteitem_compose_r_desc,icn_consume_randombox_item_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,9490101,None,1,1,False,9999999,
9490102,None,0,Locale_Item:randombox_favoriteitem_compose_sr,Locale_Item:randombox_favoriteitem_compose_sr_desc,icn_consume_randombox_item_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,9490102,None,1,1,False,9999999,
9499001,None,0,Locale_Item:random_box_ssr_equipment,Locale_Item:random_box_ssr_equipment_desc,icn_consume_randombox_equipment_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,109900,None,1,1,False,9999999,
9499002,None,0,Locale_Item:randombox_frag_test,Locale_Item:randombox_frag_test_desc,icn_consume_randombox_equipment_ssr,Consume,ItemRandomBoxList,SR,ItemRandomBox,109900,None,1,55,True,9999999,150.0
9501001,None,0,Locale_Item:MaterialName_7000102,Locale_Item:MaterialDescription_7000102,icn_consume_selectbox,Consume,ItemRandomBoxNormal,SR,ItemRandomBox,0,None,0,1,False,9999999,
9501002,None,0,Locale_Item:reward_characterskillmaterial_element,Locale_Item:reward_characterskillmaterial_element_desc,icn_consume_randombox_item_ssr,Consume,ItemRandomBoxNormal,SSR,ItemRandomBox,2100300,None,1,1,False,9999999,
9501003,None,0,Locale_Item:reward_soloraid_harmonycubematerial,Locale_Item:reward_soloraid_harmonycubematerial_desc,icn_consume_randombox_item_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,2100400,None,1,1,False,9999999,
9510001,None,0,Locale_Item:random_box_r_cash,Locale_Item:random_box_r_cash_desc,icn_consume_randombox_cash_r,Consume,ItemRandomBoxNormal,R,ItemRandomBox,9420101,None,1,1,False,9999999,
9510002,None,0,Locale_Item:random_box_sr_cash,Locale_Item:random_box_sr_cash_desc,icn_consume_randombox_cash_sr,Consume,ItemRandomBoxNormal,SR,ItemRandomBox,9420201,None,1,1,False,9999999,
9510003,None,0,Locale_Item:random_box_ssr_cash,Locale_Item:random_box_ssr_cash_desc,icn_consume_randombox_cash_ssr,Consume,ItemRandomBoxNormal,SSR,ItemRandomBox,9420301,None,1,1,False,9999999,
9511001,None,0,Locale_Item:random_box_r_gold,Locale_Item:random_box_r_gold_desc,icn_consume_randombox_gold_r,Consume,ItemRandomBoxNormal,R,ItemRandomBox,9420102,None,1,1,False,9999999,
9511002,None,0,Locale_Item:random_box_sr_gold,Locale_Item:random_box_sr_gold_desc,icn_consume_randombox_gold_sr,Consume,ItemRandomBoxNormal,SR,ItemRandomBox,9420202,None,1,1,False,9999999,
9511003,None,0,Locale_Item:random_box_ssr_gold,Locale_Item:random_box_ssr_gold_desc,icn_consume_randombox_gold_ssr,Consume,ItemRandomBoxNormal,SSR,ItemRandomBox,9420302,None,1,1,False,9999999,
9601001,None,0,Locale_Item:select_box_piece_ssr_stepup_1,Locale_Item:select_box_piece_ssr_stepup_1_desc,icn_consume_selectbox_nikke,Consume,Box,SSR,SelectBoxRowCharacter,1,None,0,1,True,9999999,1.0
9601002,None,0,Locale_Item:select_box_piece_ssr_stepup_02,Locale_Item:select_box_piece_ssr_stepup_02_desc,icn_consume_selectbox_nikke_stepup_2025,Consume,Box,SSR,SelectBoxRowCharacter,1002,None,0,1,True,9999999,1.0
9602001,None,0,Locale_Item:selectbox_ssr_free_nikke_1.5,Locale_Item:selectbox_ssr_free_nikke_1.5_desc,icn_consume_selectbox_ssr_free_nikke_1.5,Consume,Box,SSR,SelectBoxRowCharacter,2,None,0,1,True,9999999,1.0
9602002,None,0,Locale_Item:selectbox_ssr_free_nikke_2,Locale_Item:selectbox_ssr_free_nikke_2_desc,icn_consume_selectbox_ssr_free_nikke_2,Consume,Box,SSR,SelectBoxRowCharacter,3,None,0,1,True,9999999,1.0
9602003,None,0,Locale_Item:selectbox_ssr_free_nikke_2.5,Locale_Item:selectbox_ssr_free_nikke_2.5_desc,icn_consume_selectbox_ssr_free_nikke_2.5,Consume,Box,SSR,SelectBoxRowCharacter,4,None,0,1,True,9999999,1.0
9603001,None,0,Locale_Item:select_box_piece_ssr_favorite_s01,Locale_Item:select_box_piece_ssr_favorite_s01_desc,icn_consume_selectbox_nikke,Consume,Box,SSR,SelectBoxRowCharacter,3001,None,0,1,True,9999999,1.0
9603002,None,0,Locale_Item:select_box_piece_ssr_favorite_s02,Locale_Item:select_box_piece_ssr_favorite_s02_desc,icn_consume_selectbox_nikke,Consume,Box,SSR,SelectBoxRowCharacter,3002,None,0,1,True,9999999,1.0
9603003,None,0,Locale_Item:select_box_piece_ssr_favorite_s01_02,Locale_Item:select_box_piece_ssr_favorite_s01_02_desc,icn_consume_selectbox_nikke,Consume,Box,SSR,SelectBoxRowCharacter,3003,None,0,1,True,9999999,1.0
9603004,None,0,Locale_Item:select_box_piece_ssr_favorite_s03,Locale_Item:select_box_piece_ssr_favorite_s03_desc,icn_consume_selectbox_nikke,Consume,Box,SSR,SelectBoxRowCharacter,3004,None,0,1,True,9999999,1.0
9603005,None,0,Locale_Item:select_box_piece_ssr_favorite_s04,Locale_Item:select_box_piece_ssr_favorite_s04_desc,icn_consume_selectbox_nikke,Consume,Box,SSR,SelectBoxRowCharacter,3005,None,0,1,True,9999999,1.0
9701001,None,0,Locale_Item:equipcombination_sr,Locale_Item:equipcombination_sr_desc,icn_consume_combination_sr,Consume,EquipCombination,SR,EquipCombination,9701001,None,0,100,True,9999999,1.0
9810001,None,0,Locale_Event:EventMVG_Currency_Gold,Locale_Item:EventMVG_CurrencyDesc_MVGGold,icn_mvg_currency_gold,Consume,ArcadeItem,R,MVGGold,1,None,50,1,False,9999999,
9810002,None,0,Locale_Event:EventMVG_Currency_Gold,Locale_Item:EventMVG_CurrencyDesc_MVGGold,icn_mvg_currency_gold,Consume,ArcadeItem,R,MVGGold,1,None,500,1,False,9999999,
9810003,None,0,Locale_Event:EventMVG_Currency_Gold,Locale_Item:EventMVG_CurrencyDesc_MVGGold,icn_mvg_currency_gold,Consume,ArcadeItem,R,MVGGold,1,None,1,1,False,9999999,
9811001,None,0,Locale_Event:EventMVG_Currency_Core,Locale_Item:EventMVG_CurrencyDesc_MVGCore,icn_mvg_currency_core,Consume,ArcadeItem,R,MVGCore,2,None,1,1,False,9999999,
9812001,None,0,Locale_Event:EventMVG_Collectable_Key_01_Name,Locale_Event:EventMVG_Collectable_Key_01_Desc,icn_mvg_key_scenario_1,Consume,ArcadeItem,R,MVGCollectable,300,None,1,1,False,9999999,
9812002,None,0,Locale_Event:EventMVG_Collectable_Key_02_Name,Locale_Event:EventMVG_Collectable_Key_02_Desc,icn_mvg_key_scenario_2,Consume,ArcadeItem,R,MVGCollectable,301,None,1,1,False,9999999,
9812003,None,0,Locale_Event:EventMVG_Collectable_Key_03_Name,Locale_Event:EventMVG_Collectable_Key_03_Desc,icn_mvg_key_scenario_3,Consume,ArcadeItem,R,MVGCollectable,302,None,1,1,False,9999999,
9812004,None,0,Locale_Event:EventMVG_Collectable_Key_04_Name,Locale_Event:EventMVG_Collectable_Key_04_Desc,icn_mvg_key_chapter_1,Consume,ArcadeItem,R,MVGCollectable,400,None,1,1,False,9999999,
9812005,None,0,Locale_Event:EventMVG_Collectable_Key_09A_Name,Locale_Event:EventMVG_Collectable_Key_09A_Desc,icn_mvg_key_chapter_4_2,Consume,ArcadeItem,R,MVGCollectable,405,None,1,1,False,9999999,
9812006,None,0,Locale_Event:EventMVG_Collectable_Key_13_Name,Locale_Event:EventMVG_Collectable_Key_13_Desc,icn_mvg_key_chapter_4_1,Consume,ArcadeItem,R,MVGCollectable,410,None,1,1,False,9999999,
9812007,None,0,Locale_Event:EventMVG_Collectable_Key_08_Name,Locale_Event:EventMVG_Collectable_Key_08_Desc,icn_mvg_key_chapter_3,Consume,ArcadeItem,R,MVGCollectable,404,None,1,1,False,9999999,
