id,group_id,order,helptip_title,helptip_image,helptip_description
1008042,10095,2,Locale_Event:rebe_tutorial_title_11_02,ele_rebuildeden_tutorial_35,Locale_Event:event_rebe_tutorial_desc_45
1008043,10095,3,Locale_Event:rebe_tutorial_title_11_03,ele_rebuildeden_tutorial_35,Locale_Event:event_rebe_tutorial_desc_46
1008044,10095,4,Locale_Event:rebe_tutorial_title_11_04,ele_rebuildeden_tutorial_35,Locale_Event:event_rebe_tutorial_desc_47
1008045,10096,1,Locale_Event:rebe_tutorial_title_12_01,ele_rebuildeden_tutorial_36,Locale_Event:event_rebe_tutorial_desc_48
1008046,10096,2,Locale_Event:rebe_tutorial_title_12_02,ele_rebuildeden_tutorial_36,Locale_Event:event_rebe_tutorial_desc_49
1008047,10096,3,Locale_Event:rebe_tutorial_title_12_03,ele_rebuildeden_tutorial_36,Locale_Event:event_rebe_tutorial_desc_50
1008048,10096,4,Locale_Event:rebe_tutorial_title_12_04,ele_rebuildeden_tutorial_36,Locale_Event:event_rebe_tutorial_desc_51
1008049,10096,5,Locale_Event:rebe_tutorial_title_12_05,ele_rebuildeden_tutorial_36,Locale_Event:event_rebe_tutorial_desc_52
1008050,10097,1,Locale_Event:rebe_tutorial_title_13,ele_rebuildeden_tutorial_01,Locale_Event:event_rebe_tutorial_desc_53
1008051,10098,1,Locale_Event:azxservicetime_tutorial_title_01,ele_azxservicetime_tutorial_01,Locale_Event:azxservicetime_tutorial_desc_01
1008052,10098,2,Locale_Event:azxservicetime_tutorial_title_02,ele_azxservicetime_tutorial_02,Locale_Event:azxservicetime_tutorial_desc_02
1008053,10098,3,Locale_Event:azxservicetime_tutorial_title_03,ele_azxservicetime_tutorial_03,Locale_Event:azxservicetime_tutorial_desc_03
1008054,10098,4,Locale_Event:azxservicetime_tutorial_title_04,ele_azxservicetime_tutorial_04,Locale_Event:azxservicetime_tutorial_desc_04
1008055,10098,5,Locale_Event:azxservicetime_tutorial_title_05,ele_azxservicetime_tutorial_05,Locale_Event:azxservicetime_tutorial_desc_05
2000101,20001,1,Locale_System:ARCHIVE_MINIGAME_HELPTIP_WHITEMEMORY_TITLE,ele_archive_guide_whitememory,Locale_System:ARCHIVE_MINIGAME_HELPTIP_WHITEMEMORY_DESC
2000201,20002,1,Locale_System:ARCHIVE_MINIGAME_HELPTIP_GIFTFACTORY_TITLE,ele_archive_guide_giftfactory,Locale_System:ARCHIVE_MINIGAME_HELPTIP_GIFTFACTORY_DESC
2000301,20003,1,Locale_System:ARCHIVE_MINIGAME_HELPTIP_BBQMASTER_TITLE,ele_archive_guide_bbqmaster,Locale_System:ARCHIVE_MINIGAME_HELPTIP_BBQMASTER_DESC
2000401,20004,1,Locale_System:ARCHIVE_MINIGAME_HELPTIP_MOG1.0_TITLE,ele_archive_guide_mog,Locale_System:ARCHIVE_MINIGAME_HELPTIP_MOG1.0_DESC
2000501,20005,1,Locale_System:ARCHIVE_MINIGAME_HELPTIP_HEROROAD_TITLE,ele_archive_guide_heroroad,Locale_System:ARCHIVE_MINIGAME_HELPTIP_HEROROAD_DESC
2000601,20006,1,Locale_System:ARCHIVE_MINIGAME_HELPTIP_VOLTROAD_TITLE,ele_archive_guide_voltroad,Locale_System:ARCHIVE_MINIGAME_HELPTIP_VOLTROAD_DESC
2000701,20007,1,Locale_System:ARCHIVE_MINIGAME_HELPTIP_FORTHEKING_TITLE,ele_archive_guide_fortheking,Locale_System:ARCHIVE_MINIGAME_HELPTIP_FORTHEKING_DESC
2000801,20008,1,Locale_System:ARCHIVE_MINIGAME_HELPTIP_SNOWFALLOASIS_TITLE,ele_archive_guide_snowfalloasis,Locale_System:ARCHIVE_MINIGAME_HELPTIP_SNOWFALLOASIS_DESC
2000901,20009,1,Locale_System:ARCHIVE_MINIGAME_HELPTIP_DESSERTRUSH_TITLE,ele_archive_guide_dessertrush,Locale_System:ARCHIVE_MINIGAME_HELPTIP_DESSERTRUSH_DESC
2001001,20010,1,Locale_System:ARCHIVE_MINIGAME_HELPTIP_BATTLESIMULATOR_TITLE,ele_battlesimulator_tutorial_01,Locale_System:ARCHIVE_MINIGAME_HELPTIP_BATTLESIMULATOR_DESC
2001101,20011,1,Locale_System:ARCHIVE_MINIGAME_HELPTIP_INTHEMIRROR_TITLE,ele_archive_guide_inthemirror,Locale_System:ARCHIVE_MINIGAME_HELPTIP_INTHEMIRROR_DESC
2001201,20012,1,Locale_System:ARCHIVE_MINIGAME_HELPTIP_CORALISLAND_TITLE,ele_archive_guide_coralislandadventure,Locale_System:ARCHIVE_MINIGAME_HELPTIP_CORALISLAND_DESC
2001301,20013,1,Locale_System:ARCHIVE_MINIGAME_HELPTIP_LETSPLAYSODA_TITLE,ele_archive_guide_letsplaysoda,Locale_System:ARCHIVE_MINIGAME_HELPTIP_LETSPLAYSODA_DESC
2001401,20014,1,Locale_System:ARCHIVE_MINIGAME_HELPTIP_BUBBLEMARCH_TITLE,ele_archive_guide_bubblemarch,Locale_System:ARCHIVE_MINIGAME_HELPTIP_BUBBLEMARCH_DESC
2001501,20015,1,Locale_System:ARCHIVE_MINIGAME_HELPTIP_DRAGONDUNGEONRUN_TITLE,ele_archive_guide_dragondungeonrun,Locale_System:ARCHIVE_MINIGAME_HELPTIP_DRAGONDUNGEONRUN_DESC
