id,skill_category,level,name_localkey,description_localkey,skill_icon,surfaceskill_function_1,surfaceskill_function_2,surfaceskill_function_3,surfaceskill_function_4,description_value_list/0/description_value,description_value_list/1/description_value,description_value_list/2/description_value,description_value_list/3/description_value,description_value_list/4/description_value,description_value_list/5/description_value
101051005,105,10,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101051005,0,0,0,60,,,,,
101051105,105,11,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101051105,0,0,0,65,,,,,
101051205,105,12,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101051205,0,0,0,70,,,,,
101051305,105,13,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101051305,0,0,0,75,,,,,
101051405,105,14,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101051405,0,0,0,80,,,,,
101051505,105,15,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101051505,0,0,0,85,,,,,
101051605,105,16,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101051605,0,0,0,90,,,,,
101051705,105,17,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101051705,0,0,0,95,,,,,
101051805,105,18,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101051805,0,0,0,100,,,,,
101051905,105,19,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101051905,0,0,0,105,,,,,
101052005,105,20,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101052005,0,0,0,110,,,,,
101060101,106,1,Locale_SurfaceSkill:106_skill_name,Locale_SurfaceSkill:10106_skill_desc,icn_skill_stathp_01,101060101,0,0,0,5,,,,,
101060201,106,2,Locale_SurfaceSkill:106_skill_name,Locale_SurfaceSkill:10106_skill_desc,icn_skill_stathp_01,101060201,0,0,0,10,,,,,
101060301,106,3,Locale_SurfaceSkill:106_skill_name,Locale_SurfaceSkill:10106_skill_desc,icn_skill_stathp_01,101060301,0,0,0,15,,,,,
101060401,106,4,Locale_SurfaceSkill:106_skill_name,Locale_SurfaceSkill:10106_skill_desc,icn_skill_stathp_01,101060401,0,0,0,20,,,,,
101060501,106,5,Locale_SurfaceSkill:106_skill_name,Locale_SurfaceSkill:10106_skill_desc,icn_skill_stathp_01,101060501,0,0,0,25,,,,,
101060601,106,6,Locale_SurfaceSkill:106_skill_name,Locale_SurfaceSkill:10106_skill_desc,icn_skill_stathp_01,101060601,0,0,0,30,,,,,
101060701,106,7,Locale_SurfaceSkill:106_skill_name,Locale_SurfaceSkill:10106_skill_desc,icn_skill_stathp_01,101060701,0,0,0,35,,,,,
101060801,106,8,Locale_SurfaceSkill:106_skill_name,Locale_SurfaceSkill:10106_skill_desc,icn_skill_stathp_01,101060801,0,0,0,40,,,,,
101060901,106,9,Locale_SurfaceSkill:106_skill_name,Locale_SurfaceSkill:10106_skill_desc,icn_skill_stathp_01,101060901,0,0,0,45,,,,,
101061001,106,10,Locale_SurfaceSkill:106_skill_name,Locale_SurfaceSkill:10106_skill_desc,icn_skill_stathp_01,101061001,0,0,0,50,,,,,
101061101,106,11,Locale_SurfaceSkill:106_skill_name,Locale_SurfaceSkill:10106_skill_desc,icn_skill_stathp_01,101061101,0,0,0,55,,,,,
101061201,106,12,Locale_SurfaceSkill:106_skill_name,Locale_SurfaceSkill:10106_skill_desc,icn_skill_stathp_01,101061201,0,0,0,60,,,,,
101061301,106,13,Locale_SurfaceSkill:106_skill_name,Locale_SurfaceSkill:10106_skill_desc,icn_skill_stathp_01,101061301,0,0,0,65,,,,,
101061401,106,14,Locale_SurfaceSkill:106_skill_name,Locale_SurfaceSkill:10106_skill_desc,icn_skill_stathp_01,101061401,0,0,0,70,,,,,
101061501,106,15,Locale_SurfaceSkill:106_skill_name,Locale_SurfaceSkill:10106_skill_desc,icn_skill_stathp_01,101061501,0,0,0,75,,,,,
101061601,106,16,Locale_SurfaceSkill:106_skill_name,Locale_SurfaceSkill:10106_skill_desc,icn_skill_stathp_01,101061601,0,0,0,80,,,,,
101061701,106,17,Locale_SurfaceSkill:106_skill_name,Locale_SurfaceSkill:10106_skill_desc,icn_skill_stathp_01,101061701,0,0,0,85,,,,,
101061801,106,18,Locale_SurfaceSkill:106_skill_name,Locale_SurfaceSkill:10106_skill_desc,icn_skill_stathp_01,101061801,0,0,0,90,,,,,
101061901,106,19,Locale_SurfaceSkill:106_skill_name,Locale_SurfaceSkill:10106_skill_desc,icn_skill_stathp_01,101061901,0,0,0,95,,,,,
101062001,106,20,Locale_SurfaceSkill:106_skill_name,Locale_SurfaceSkill:10106_skill_desc,icn_skill_stathp_01,101062001,0,0,0,100,,,,,
101070101,107,1,Locale_SurfaceSkill:107_skill_name,Locale_SurfaceSkill:10107_skill_desc,icn_surface_movespeed_01,101070101,0,0,0,10,,,,,
101070201,107,2,Locale_SurfaceSkill:107_skill_name,Locale_SurfaceSkill:10107_skill_desc,icn_surface_movespeed_01,101070201,0,0,0,20,,,,,
101070301,107,3,Locale_SurfaceSkill:107_skill_name,Locale_SurfaceSkill:10107_skill_desc,icn_surface_movespeed_01,101070301,0,0,0,30,,,,,
101070401,107,4,Locale_SurfaceSkill:107_skill_name,Locale_SurfaceSkill:10107_skill_desc,icn_surface_movespeed_01,101070401,0,0,0,40,,,,,
101070501,107,5,Locale_SurfaceSkill:107_skill_name,Locale_SurfaceSkill:10107_skill_desc,icn_surface_movespeed_01,101070501,0,0,0,50,,,,,
101070601,107,6,Locale_SurfaceSkill:107_skill_name,Locale_SurfaceSkill:10107_skill_desc,icn_surface_movespeed_01,101070601,0,0,0,60,,,,,
101070701,107,7,Locale_SurfaceSkill:107_skill_name,Locale_SurfaceSkill:10107_skill_desc,icn_surface_movespeed_01,101070701,0,0,0,70,,,,,
101070801,107,8,Locale_SurfaceSkill:107_skill_name,Locale_SurfaceSkill:10107_skill_desc,icn_surface_movespeed_01,101070801,0,0,0,80,,,,,
101070901,107,9,Locale_SurfaceSkill:107_skill_name,Locale_SurfaceSkill:10107_skill_desc,icn_surface_movespeed_01,101070901,0,0,0,90,,,,,
101071001,107,10,Locale_SurfaceSkill:107_skill_name,Locale_SurfaceSkill:10107_skill_desc,icn_surface_movespeed_01,101071001,0,0,0,100,,,,,
101071101,107,11,Locale_SurfaceSkill:107_skill_name,Locale_SurfaceSkill:10107_skill_desc,icn_surface_movespeed_01,101071101,0,0,0,110,,,,,
101071201,107,12,Locale_SurfaceSkill:107_skill_name,Locale_SurfaceSkill:10107_skill_desc,icn_surface_movespeed_01,101071201,0,0,0,120,,,,,
101071301,107,13,Locale_SurfaceSkill:107_skill_name,Locale_SurfaceSkill:10107_skill_desc,icn_surface_movespeed_01,101071301,0,0,0,130,,,,,
101071401,107,14,Locale_SurfaceSkill:107_skill_name,Locale_SurfaceSkill:10107_skill_desc,icn_surface_movespeed_01,101071401,0,0,0,140,,,,,
101071501,107,15,Locale_SurfaceSkill:107_skill_name,Locale_SurfaceSkill:10107_skill_desc,icn_surface_movespeed_01,101071501,0,0,0,150,,,,,
101071601,107,16,Locale_SurfaceSkill:107_skill_name,Locale_SurfaceSkill:10107_skill_desc,icn_surface_movespeed_01,101071601,0,0,0,160,,,,,
101071701,107,17,Locale_SurfaceSkill:107_skill_name,Locale_SurfaceSkill:10107_skill_desc,icn_surface_movespeed_01,101071701,0,0,0,170,,,,,
101071801,107,18,Locale_SurfaceSkill:107_skill_name,Locale_SurfaceSkill:10107_skill_desc,icn_surface_movespeed_01,101071801,0,0,0,180,,,,,
101071901,107,19,Locale_SurfaceSkill:107_skill_name,Locale_SurfaceSkill:10107_skill_desc,icn_surface_movespeed_01,101071901,0,0,0,190,,,,,
101072001,107,20,Locale_SurfaceSkill:107_skill_name,Locale_SurfaceSkill:10107_skill_desc,icn_surface_movespeed_01,101072001,0,0,0,200,,,,,
101080101,108,1,Locale_SurfaceSkill:108_skill_name,Locale_SurfaceSkill:10108_skill_desc,icn_surface_steminaheal_01,101080101,0,0,0,5,,,,,
101080201,108,2,Locale_SurfaceSkill:108_skill_name,Locale_SurfaceSkill:10108_skill_desc,icn_surface_steminaheal_01,101080201,0,0,0,10,,,,,
101080301,108,3,Locale_SurfaceSkill:108_skill_name,Locale_SurfaceSkill:10108_skill_desc,icn_surface_steminaheal_01,101080301,0,0,0,15,,,,,
101080401,108,4,Locale_SurfaceSkill:108_skill_name,Locale_SurfaceSkill:10108_skill_desc,icn_surface_steminaheal_01,101080401,0,0,0,20,,,,,
101080501,108,5,Locale_SurfaceSkill:108_skill_name,Locale_SurfaceSkill:10108_skill_desc,icn_surface_steminaheal_01,101080501,0,0,0,25,,,,,
101080601,108,6,Locale_SurfaceSkill:108_skill_name,Locale_SurfaceSkill:10108_skill_desc,icn_surface_steminaheal_01,101080601,0,0,0,30,,,,,
101080701,108,7,Locale_SurfaceSkill:108_skill_name,Locale_SurfaceSkill:10108_skill_desc,icn_surface_steminaheal_01,101080701,0,0,0,35,,,,,
101080801,108,8,Locale_SurfaceSkill:108_skill_name,Locale_SurfaceSkill:10108_skill_desc,icn_surface_steminaheal_01,101080801,0,0,0,40,,,,,
101080901,108,9,Locale_SurfaceSkill:108_skill_name,Locale_SurfaceSkill:10108_skill_desc,icn_surface_steminaheal_01,101080901,0,0,0,45,,,,,
101081001,108,10,Locale_SurfaceSkill:108_skill_name,Locale_SurfaceSkill:10108_skill_desc,icn_surface_steminaheal_01,101081001,0,0,0,50,,,,,
101081101,108,11,Locale_SurfaceSkill:108_skill_name,Locale_SurfaceSkill:10108_skill_desc,icn_surface_steminaheal_01,101081101,0,0,0,55,,,,,
101081201,108,12,Locale_SurfaceSkill:108_skill_name,Locale_SurfaceSkill:10108_skill_desc,icn_surface_steminaheal_01,101081201,0,0,0,60,,,,,
101081301,108,13,Locale_SurfaceSkill:108_skill_name,Locale_SurfaceSkill:10108_skill_desc,icn_surface_steminaheal_01,101081301,0,0,0,65,,,,,
101081401,108,14,Locale_SurfaceSkill:108_skill_name,Locale_SurfaceSkill:10108_skill_desc,icn_surface_steminaheal_01,101081401,0,0,0,70,,,,,
101081501,108,15,Locale_SurfaceSkill:108_skill_name,Locale_SurfaceSkill:10108_skill_desc,icn_surface_steminaheal_01,101081501,0,0,0,75,,,,,
101081601,108,16,Locale_SurfaceSkill:108_skill_name,Locale_SurfaceSkill:10108_skill_desc,icn_surface_steminaheal_01,101081601,0,0,0,80,,,,,
101081701,108,17,Locale_SurfaceSkill:108_skill_name,Locale_SurfaceSkill:10108_skill_desc,icn_surface_steminaheal_01,101081701,0,0,0,85,,,,,
101081801,108,18,Locale_SurfaceSkill:108_skill_name,Locale_SurfaceSkill:10108_skill_desc,icn_surface_steminaheal_01,101081801,0,0,0,90,,,,,
101081901,108,19,Locale_SurfaceSkill:108_skill_name,Locale_SurfaceSkill:10108_skill_desc,icn_surface_steminaheal_01,101081901,0,0,0,95,,,,,
101082001,108,20,Locale_SurfaceSkill:108_skill_name,Locale_SurfaceSkill:10108_skill_desc,icn_surface_steminaheal_01,101082001,0,0,0,100,,,,,
101090101,109,1,Locale_SurfaceSkill:109_skill_name,Locale_SurfaceSkill:10109_skill_desc,icn_surface_viewrange_01,101090101,0,0,0,1,,,,,
101090201,109,2,Locale_SurfaceSkill:109_skill_name,Locale_SurfaceSkill:10109_skill_desc,icn_surface_viewrange_01,101090201,0,0,0,1,,,,,
101090301,109,3,Locale_SurfaceSkill:109_skill_name,Locale_SurfaceSkill:10109_skill_desc,icn_surface_viewrange_01,101090301,0,0,0,1,,,,,
101090401,109,4,Locale_SurfaceSkill:109_skill_name,Locale_SurfaceSkill:10109_skill_desc,icn_surface_viewrange_01,101090401,0,0,0,1,,,,,
101090501,109,5,Locale_SurfaceSkill:109_skill_name,Locale_SurfaceSkill:10109_skill_desc,icn_surface_viewrange_01,101090501,0,0,0,1,,,,,
101090601,109,6,Locale_SurfaceSkill:109_skill_name,Locale_SurfaceSkill:10109_skill_desc,icn_surface_viewrange_01,101090601,0,0,0,1,,,,,
101090701,109,7,Locale_SurfaceSkill:109_skill_name,Locale_SurfaceSkill:10109_skill_desc,icn_surface_viewrange_01,101090701,0,0,0,1,,,,,
101090801,109,8,Locale_SurfaceSkill:109_skill_name,Locale_SurfaceSkill:10109_skill_desc,icn_surface_viewrange_01,101090801,0,0,0,1,,,,,
101090901,109,9,Locale_SurfaceSkill:109_skill_name,Locale_SurfaceSkill:10109_skill_desc,icn_surface_viewrange_01,101090901,0,0,0,1,,,,,
101091001,109,10,Locale_SurfaceSkill:109_skill_name,Locale_SurfaceSkill:10109_skill_desc,icn_surface_viewrange_01,101091001,0,0,0,1,,,,,
101091101,109,11,Locale_SurfaceSkill:109_skill_name,Locale_SurfaceSkill:10109_skill_desc,icn_surface_viewrange_01,101091101,0,0,0,1,,,,,
101091201,109,12,Locale_SurfaceSkill:109_skill_name,Locale_SurfaceSkill:10109_skill_desc,icn_surface_viewrange_01,101091201,0,0,0,1,,,,,
101091301,109,13,Locale_SurfaceSkill:109_skill_name,Locale_SurfaceSkill:10109_skill_desc,icn_surface_viewrange_01,101091301,0,0,0,1,,,,,
101091401,109,14,Locale_SurfaceSkill:109_skill_name,Locale_SurfaceSkill:10109_skill_desc,icn_surface_viewrange_01,101091401,0,0,0,1,,,,,
101091501,109,15,Locale_SurfaceSkill:109_skill_name,Locale_SurfaceSkill:10109_skill_desc,icn_surface_viewrange_01,101091501,0,0,0,1,,,,,
101091601,109,16,Locale_SurfaceSkill:109_skill_name,Locale_SurfaceSkill:10109_skill_desc,icn_surface_viewrange_01,101091601,0,0,0,1,,,,,
101091701,109,17,Locale_SurfaceSkill:109_skill_name,Locale_SurfaceSkill:10109_skill_desc,icn_surface_viewrange_01,101091701,0,0,0,1,,,,,
101091801,109,18,Locale_SurfaceSkill:109_skill_name,Locale_SurfaceSkill:10109_skill_desc,icn_surface_viewrange_01,101091801,0,0,0,1,,,,,
101091901,109,19,Locale_SurfaceSkill:109_skill_name,Locale_SurfaceSkill:10109_skill_desc,icn_surface_viewrange_01,101091901,0,0,0,1,,,,,
101092001,109,20,Locale_SurfaceSkill:109_skill_name,Locale_SurfaceSkill:10109_skill_desc,icn_surface_viewrange_01,101092001,0,0,0,1,,,,,
101100101,110,1,Locale_SurfaceSkill:110_skill_name,Locale_SurfaceSkill:10110_skill_desc,icn_skill_defup_01,101100101,0,0,0,5,,,,,
101100201,110,2,Locale_SurfaceSkill:110_skill_name,Locale_SurfaceSkill:10110_skill_desc,icn_skill_defup_01,101100201,0,0,0,10,,,,,
101100301,110,3,Locale_SurfaceSkill:110_skill_name,Locale_SurfaceSkill:10110_skill_desc,icn_skill_defup_01,101100301,0,0,0,15,,,,,
101100401,110,4,Locale_SurfaceSkill:110_skill_name,Locale_SurfaceSkill:10110_skill_desc,icn_skill_defup_01,101100401,0,0,0,20,,,,,
101100501,110,5,Locale_SurfaceSkill:110_skill_name,Locale_SurfaceSkill:10110_skill_desc,icn_skill_defup_01,101100501,0,0,0,25,,,,,
101100601,110,6,Locale_SurfaceSkill:110_skill_name,Locale_SurfaceSkill:10110_skill_desc,icn_skill_defup_01,101100601,0,0,0,30,,,,,
101100701,110,7,Locale_SurfaceSkill:110_skill_name,Locale_SurfaceSkill:10110_skill_desc,icn_skill_defup_01,101100701,0,0,0,35,,,,,
101100801,110,8,Locale_SurfaceSkill:110_skill_name,Locale_SurfaceSkill:10110_skill_desc,icn_skill_defup_01,101100801,0,0,0,40,,,,,
101100901,110,9,Locale_SurfaceSkill:110_skill_name,Locale_SurfaceSkill:10110_skill_desc,icn_skill_defup_01,101100901,0,0,0,45,,,,,
101101001,110,10,Locale_SurfaceSkill:110_skill_name,Locale_SurfaceSkill:10110_skill_desc,icn_skill_defup_01,101101001,0,0,0,50,,,,,
101101101,110,11,Locale_SurfaceSkill:110_skill_name,Locale_SurfaceSkill:10110_skill_desc,icn_skill_defup_01,101101101,0,0,0,55,,,,,
101101201,110,12,Locale_SurfaceSkill:110_skill_name,Locale_SurfaceSkill:10110_skill_desc,icn_skill_defup_01,101101201,0,0,0,60,,,,,
101101301,110,13,Locale_SurfaceSkill:110_skill_name,Locale_SurfaceSkill:10110_skill_desc,icn_skill_defup_01,101101301,0,0,0,65,,,,,
101101401,110,14,Locale_SurfaceSkill:110_skill_name,Locale_SurfaceSkill:10110_skill_desc,icn_skill_defup_01,101101401,0,0,0,70,,,,,
101101501,110,15,Locale_SurfaceSkill:110_skill_name,Locale_SurfaceSkill:10110_skill_desc,icn_skill_defup_01,101101501,0,0,0,75,,,,,
101101601,110,16,Locale_SurfaceSkill:110_skill_name,Locale_SurfaceSkill:10110_skill_desc,icn_skill_defup_01,101101601,0,0,0,80,,,,,
101101701,110,17,Locale_SurfaceSkill:110_skill_name,Locale_SurfaceSkill:10110_skill_desc,icn_skill_defup_01,101101701,0,0,0,85,,,,,
101101801,110,18,Locale_SurfaceSkill:110_skill_name,Locale_SurfaceSkill:10110_skill_desc,icn_skill_defup_01,101101801,0,0,0,90,,,,,
101101901,110,19,Locale_SurfaceSkill:110_skill_name,Locale_SurfaceSkill:10110_skill_desc,icn_skill_defup_01,101101901,0,0,0,95,,,,,
101102001,110,20,Locale_SurfaceSkill:110_skill_name,Locale_SurfaceSkill:10110_skill_desc,icn_skill_defup_01,101102001,0,0,0,100,,,,,
101110101,111,1,Locale_SurfaceSkill:111_skill_name,Locale_SurfaceSkill:10111_skill_desc,icn_surface_immortal_01,101110101,0,0,0,0,,,,,
101110201,111,2,Locale_SurfaceSkill:111_skill_name,Locale_SurfaceSkill:10111_skill_desc,icn_surface_immortal_01,101110201,0,0,0,0,,,,,
101110301,111,3,Locale_SurfaceSkill:111_skill_name,Locale_SurfaceSkill:10111_skill_desc,icn_surface_immortal_01,101110301,0,0,0,0,,,,,
101110401,111,4,Locale_SurfaceSkill:111_skill_name,Locale_SurfaceSkill:10111_skill_desc,icn_surface_immortal_01,101110401,0,0,0,0,,,,,
101110501,111,5,Locale_SurfaceSkill:111_skill_name,Locale_SurfaceSkill:10111_skill_desc,icn_surface_immortal_01,101110501,0,0,0,0,,,,,
101110601,111,6,Locale_SurfaceSkill:111_skill_name,Locale_SurfaceSkill:10111_skill_desc,icn_surface_immortal_01,101110601,0,0,0,0,,,,,
101110701,111,7,Locale_SurfaceSkill:111_skill_name,Locale_SurfaceSkill:10111_skill_desc,icn_surface_immortal_01,101110701,0,0,0,0,,,,,
101110801,111,8,Locale_SurfaceSkill:111_skill_name,Locale_SurfaceSkill:10111_skill_desc,icn_surface_immortal_01,101110801,0,0,0,0,,,,,
101110901,111,9,Locale_SurfaceSkill:111_skill_name,Locale_SurfaceSkill:10111_skill_desc,icn_surface_immortal_01,101110901,0,0,0,0,,,,,
101111001,111,10,Locale_SurfaceSkill:111_skill_name,Locale_SurfaceSkill:10111_skill_desc,icn_surface_immortal_01,101111001,0,0,0,0,,,,,
101111101,111,11,Locale_SurfaceSkill:111_skill_name,Locale_SurfaceSkill:10111_skill_desc,icn_surface_immortal_01,101111101,0,0,0,0,,,,,
101111201,111,12,Locale_SurfaceSkill:111_skill_name,Locale_SurfaceSkill:10111_skill_desc,icn_surface_immortal_01,101111201,0,0,0,0,,,,,
101111301,111,13,Locale_SurfaceSkill:111_skill_name,Locale_SurfaceSkill:10111_skill_desc,icn_surface_immortal_01,101111301,0,0,0,0,,,,,
101111401,111,14,Locale_SurfaceSkill:111_skill_name,Locale_SurfaceSkill:10111_skill_desc,icn_surface_immortal_01,101111401,0,0,0,0,,,,,
101111501,111,15,Locale_SurfaceSkill:111_skill_name,Locale_SurfaceSkill:10111_skill_desc,icn_surface_immortal_01,101111501,0,0,0,0,,,,,
101111601,111,16,Locale_SurfaceSkill:111_skill_name,Locale_SurfaceSkill:10111_skill_desc,icn_surface_immortal_01,101111601,0,0,0,0,,,,,
101111701,111,17,Locale_SurfaceSkill:111_skill_name,Locale_SurfaceSkill:10111_skill_desc,icn_surface_immortal_01,101111701,0,0,0,0,,,,,
101111801,111,18,Locale_SurfaceSkill:111_skill_name,Locale_SurfaceSkill:10111_skill_desc,icn_surface_immortal_01,101111801,0,0,0,0,,,,,
101111901,111,19,Locale_SurfaceSkill:111_skill_name,Locale_SurfaceSkill:10111_skill_desc,icn_surface_immortal_01,101111901,0,0,0,0,,,,,
101112001,111,20,Locale_SurfaceSkill:111_skill_name,Locale_SurfaceSkill:10111_skill_desc,icn_surface_immortal_01,101112001,0,0,0,0,,,,,
101120101,112,1,Locale_SurfaceSkill:112_skill_name,Locale_SurfaceSkill:10112_skill_desc,icn_surface_bonusrange_01,101120101,0,0,0,15,,,,,
101120201,112,2,Locale_SurfaceSkill:112_skill_name,Locale_SurfaceSkill:10112_skill_desc,icn_surface_bonusrange_01,101120201,0,0,0,20,,,,,
101120301,112,3,Locale_SurfaceSkill:112_skill_name,Locale_SurfaceSkill:10112_skill_desc,icn_surface_bonusrange_01,101120301,0,0,0,25,,,,,
101120401,112,4,Locale_SurfaceSkill:112_skill_name,Locale_SurfaceSkill:10112_skill_desc,icn_surface_bonusrange_01,101120401,0,0,0,30,,,,,
101120501,112,5,Locale_SurfaceSkill:112_skill_name,Locale_SurfaceSkill:10112_skill_desc,icn_surface_bonusrange_01,101120501,0,0,0,35,,,,,
101120601,112,6,Locale_SurfaceSkill:112_skill_name,Locale_SurfaceSkill:10112_skill_desc,icn_surface_bonusrange_01,101120601,0,0,0,40,,,,,
101120701,112,7,Locale_SurfaceSkill:112_skill_name,Locale_SurfaceSkill:10112_skill_desc,icn_surface_bonusrange_01,101120701,0,0,0,45,,,,,
101120801,112,8,Locale_SurfaceSkill:112_skill_name,Locale_SurfaceSkill:10112_skill_desc,icn_surface_bonusrange_01,101120801,0,0,0,50,,,,,
101120901,112,9,Locale_SurfaceSkill:112_skill_name,Locale_SurfaceSkill:10112_skill_desc,icn_surface_bonusrange_01,101120901,0,0,0,55,,,,,
101121001,112,10,Locale_SurfaceSkill:112_skill_name,Locale_SurfaceSkill:10112_skill_desc,icn_surface_bonusrange_01,101121001,0,0,0,60,,,,,
101121101,112,11,Locale_SurfaceSkill:112_skill_name,Locale_SurfaceSkill:10112_skill_desc,icn_surface_bonusrange_01,101121101,0,0,0,65,,,,,
101121201,112,12,Locale_SurfaceSkill:112_skill_name,Locale_SurfaceSkill:10112_skill_desc,icn_surface_bonusrange_01,101121201,0,0,0,70,,,,,
101121301,112,13,Locale_SurfaceSkill:112_skill_name,Locale_SurfaceSkill:10112_skill_desc,icn_surface_bonusrange_01,101121301,0,0,0,75,,,,,
101121401,112,14,Locale_SurfaceSkill:112_skill_name,Locale_SurfaceSkill:10112_skill_desc,icn_surface_bonusrange_01,101121401,0,0,0,80,,,,,
101121501,112,15,Locale_SurfaceSkill:112_skill_name,Locale_SurfaceSkill:10112_skill_desc,icn_surface_bonusrange_01,101121501,0,0,0,85,,,,,
101121601,112,16,Locale_SurfaceSkill:112_skill_name,Locale_SurfaceSkill:10112_skill_desc,icn_surface_bonusrange_01,101121601,0,0,0,90,,,,,
101121701,112,17,Locale_SurfaceSkill:112_skill_name,Locale_SurfaceSkill:10112_skill_desc,icn_surface_bonusrange_01,101121701,0,0,0,95,,,,,
101121801,112,18,Locale_SurfaceSkill:112_skill_name,Locale_SurfaceSkill:10112_skill_desc,icn_surface_bonusrange_01,101121801,0,0,0,100,,,,,
101121901,112,19,Locale_SurfaceSkill:112_skill_name,Locale_SurfaceSkill:10112_skill_desc,icn_surface_bonusrange_01,101121901,0,0,0,105,,,,,
101122001,112,20,Locale_SurfaceSkill:112_skill_name,Locale_SurfaceSkill:10112_skill_desc,icn_surface_bonusrange_01,101122001,0,0,0,110,,,,,
101120102,112,1,Locale_SurfaceSkill:112_skill_name,Locale_SurfaceSkill:10112_skill_desc,icn_surface_bonusrange_01,101120102,0,0,0,15,,,,,
101120202,112,2,Locale_SurfaceSkill:112_skill_name,Locale_SurfaceSkill:10112_skill_desc,icn_surface_bonusrange_01,101120202,0,0,0,20,,,,,
101120302,112,3,Locale_SurfaceSkill:112_skill_name,Locale_SurfaceSkill:10112_skill_desc,icn_surface_bonusrange_01,101120302,0,0,0,25,,,,,
101120402,112,4,Locale_SurfaceSkill:112_skill_name,Locale_SurfaceSkill:10112_skill_desc,icn_surface_bonusrange_01,101120402,0,0,0,30,,,,,
101120502,112,5,Locale_SurfaceSkill:112_skill_name,Locale_SurfaceSkill:10112_skill_desc,icn_surface_bonusrange_01,101120502,0,0,0,35,,,,,
101120602,112,6,Locale_SurfaceSkill:112_skill_name,Locale_SurfaceSkill:10112_skill_desc,icn_surface_bonusrange_01,101120602,0,0,0,40,,,,,
101120702,112,7,Locale_SurfaceSkill:112_skill_name,Locale_SurfaceSkill:10112_skill_desc,icn_surface_bonusrange_01,101120702,0,0,0,45,,,,,
101120802,112,8,Locale_SurfaceSkill:112_skill_name,Locale_SurfaceSkill:10112_skill_desc,icn_surface_bonusrange_01,101120802,0,0,0,50,,,,,
101120902,112,9,Locale_SurfaceSkill:112_skill_name,Locale_SurfaceSkill:10112_skill_desc,icn_surface_bonusrange_01,101120902,0,0,0,55,,,,,
101121002,112,10,Locale_SurfaceSkill:112_skill_name,Locale_SurfaceSkill:10112_skill_desc,icn_surface_bonusrange_01,101121002,0,0,0,60,,,,,
101121102,112,11,Locale_SurfaceSkill:112_skill_name,Locale_SurfaceSkill:10112_skill_desc,icn_surface_bonusrange_01,101121102,0,0,0,65,,,,,
101121202,112,12,Locale_SurfaceSkill:112_skill_name,Locale_SurfaceSkill:10112_skill_desc,icn_surface_bonusrange_01,101121202,0,0,0,70,,,,,
101121302,112,13,Locale_SurfaceSkill:112_skill_name,Locale_SurfaceSkill:10112_skill_desc,icn_surface_bonusrange_01,101121302,0,0,0,75,,,,,
101121402,112,14,Locale_SurfaceSkill:112_skill_name,Locale_SurfaceSkill:10112_skill_desc,icn_surface_bonusrange_01,101121402,0,0,0,80,,,,,
101121502,112,15,Locale_SurfaceSkill:112_skill_name,Locale_SurfaceSkill:10112_skill_desc,icn_surface_bonusrange_01,101121502,0,0,0,85,,,,,
101121602,112,16,Locale_SurfaceSkill:112_skill_name,Locale_SurfaceSkill:10112_skill_desc,icn_surface_bonusrange_01,101121602,0,0,0,90,,,,,
101121702,112,17,Locale_SurfaceSkill:112_skill_name,Locale_SurfaceSkill:10112_skill_desc,icn_surface_bonusrange_01,101121702,0,0,0,95,,,,,
101121802,112,18,Locale_SurfaceSkill:112_skill_name,Locale_SurfaceSkill:10112_skill_desc,icn_surface_bonusrange_01,101121802,0,0,0,100,,,,,
101121902,112,19,Locale_SurfaceSkill:112_skill_name,Locale_SurfaceSkill:10112_skill_desc,icn_surface_bonusrange_01,101121902,0,0,0,105,,,,,
101122002,112,20,Locale_SurfaceSkill:112_skill_name,Locale_SurfaceSkill:10112_skill_desc,icn_surface_bonusrange_01,101122002,0,0,0,110,,,,,
101120103,112,1,Locale_SurfaceSkill:112_skill_name,Locale_SurfaceSkill:10112_skill_desc,icn_surface_bonusrange_01,101120103,0,0,0,15,,,,,
101120203,112,2,Locale_SurfaceSkill:112_skill_name,Locale_SurfaceSkill:10112_skill_desc,icn_surface_bonusrange_01,101120203,0,0,0,20,,,,,
