id,ranking_group_id,priority,resource_id,grant_type,grant_value_min,grant_value_max,reward_id,is_recording
221003,21,3,105,Rank,3,3,3721003,True
221004,21,4,105,Rank,4,4,3721004,True
221005,21,5,105,Rank,5,5,3721005,True
221006,21,6,105,Rank,6,10,3721006,True
221007,21,7,105,Rank,11,20,3721007,True
221008,21,8,105,Rank,21,35,3721008,True
221009,21,9,105,Rank,36,50,3721009,True
221010,21,10,105,Rank,51,70,3721010,True
221011,21,11,105,Rank,71,100,3721011,True
221012,21,12,105,Rank,101,200,3721012,True
221013,21,13,105,RankPercent,0,50,3721013,False
221014,21,14,105,RankPercent,50,70,3721014,False
221015,21,15,105,RankPercent,70,100,3721015,False
221016,21,16,104,RankPercent,100,200,3721016,False
221017,21,17,104,RankPercent,200,300,3721017,False
221018,21,18,104,RankPercent,300,500,3721018,False
221019,21,19,103,RankPercent,500,1000,3721019,False
221020,21,20,103,RankPercent,1000,1500,3721020,False
221021,21,21,103,RankPercent,1500,2000,3721021,False
221022,21,22,103,RankPercent,2000,3000,3721022,False
221023,21,23,102,RankPercent,3000,4000,3721023,False
221024,21,24,102,RankPercent,4000,5000,3721024,False
221025,21,25,102,RankPercent,5000,6000,3721025,False
221026,21,26,101,RankPercent,6000,8000,3721026,False
221027,21,27,101,RankPercent,8000,10000,3721027,False
221028,21,28,100,PlayCount,1,1,3721028,False
222001,22,1,105,Rank,1,1,3722001,True
222002,22,2,105,Rank,2,2,3722002,True
222003,22,3,105,Rank,3,3,3722003,True
222004,22,4,105,Rank,4,4,3722004,True
222005,22,5,105,Rank,5,5,3722005,True
222006,22,6,105,Rank,6,10,3722006,True
222007,22,7,105,Rank,11,20,3722007,True
222008,22,8,105,Rank,21,35,3722008,True
222009,22,9,105,Rank,36,50,3722009,True
222010,22,10,105,Rank,51,70,3722010,True
222011,22,11,105,Rank,71,100,3722011,True
222012,22,12,105,Rank,101,200,3722012,True
222013,22,13,105,RankPercent,0,50,3722013,False
222014,22,14,105,RankPercent,50,70,3722014,False
222015,22,15,105,RankPercent,70,100,3722015,False
222016,22,16,104,RankPercent,100,200,3722016,False
222017,22,17,104,RankPercent,200,300,3722017,False
222018,22,18,104,RankPercent,300,500,3722018,False
222019,22,19,103,RankPercent,500,1000,3722019,False
222020,22,20,103,RankPercent,1000,1500,3722020,False
222021,22,21,103,RankPercent,1500,2000,3722021,False
222022,22,22,103,RankPercent,2000,3000,3722022,False
222023,22,23,102,RankPercent,3000,4000,3722023,False
222024,22,24,102,RankPercent,4000,5000,3722024,False
222025,22,25,102,RankPercent,5000,6000,3722025,False
222026,22,26,101,RankPercent,6000,8000,3722026,False
222027,22,27,101,RankPercent,8000,10000,3722027,False
222028,22,28,100,PlayCount,1,1,3722028,False
223001,23,1,105,Rank,1,1,3723001,True
223002,23,2,105,Rank,2,2,3723002,True
223003,23,3,105,Rank,3,3,3723003,True
223004,23,4,105,Rank,4,4,3723004,True
223005,23,5,105,Rank,5,5,3723005,True
223006,23,6,105,Rank,6,10,3723006,True
223007,23,7,105,Rank,11,20,3723007,True
223008,23,8,105,Rank,21,35,3723008,True
223009,23,9,105,Rank,36,50,3723009,True
223010,23,10,105,Rank,51,70,3723010,True
223011,23,11,105,Rank,71,100,3723011,True
223012,23,12,105,Rank,101,200,3723012,True
223013,23,13,105,RankPercent,0,50,3723013,False
223014,23,14,105,RankPercent,50,70,3723014,False
223015,23,15,105,RankPercent,70,100,3723015,False
223016,23,16,104,RankPercent,100,200,3723016,False
223017,23,17,104,RankPercent,200,300,3723017,False
223018,23,18,104,RankPercent,300,500,3723018,False
223019,23,19,103,RankPercent,500,1000,3723019,False
223020,23,20,103,RankPercent,1000,1500,3723020,False
223021,23,21,103,RankPercent,1500,2000,3723021,False
223022,23,22,103,RankPercent,2000,3000,3723022,False
223023,23,23,102,RankPercent,3000,4000,3723023,False
223024,23,24,102,RankPercent,4000,5000,3723024,False
223025,23,25,102,RankPercent,5000,6000,3723025,False
223026,23,26,101,RankPercent,6000,8000,3723026,False
223027,23,27,101,RankPercent,8000,10000,3723027,False
223028,23,28,100,PlayCount,1,1,3723028,False
224001,24,1,105,Rank,1,1,3724001,True
224002,24,2,105,Rank,2,2,3724002,True
224003,24,3,105,Rank,3,3,3724003,True
224004,24,4,105,Rank,4,4,3724004,True
224005,24,5,105,Rank,5,5,3724005,True
224006,24,6,105,Rank,6,10,3724006,True
224007,24,7,105,Rank,11,20,3724007,True
224008,24,8,105,Rank,21,35,3724008,True
224009,24,9,105,Rank,36,50,3724009,True
224010,24,10,105,Rank,51,70,3724010,True
224011,24,11,105,Rank,71,100,3724011,True
224012,24,12,105,Rank,101,200,3724012,True
224013,24,13,105,RankPercent,0,50,3724013,False
224014,24,14,105,RankPercent,50,70,3724014,False
224015,24,15,105,RankPercent,70,100,3724015,False
224016,24,16,104,RankPercent,100,200,3724016,False
224017,24,17,104,RankPercent,200,300,3724017,False
224018,24,18,104,RankPercent,300,500,3724018,False
224019,24,19,103,RankPercent,500,1000,3724019,False
224020,24,20,103,RankPercent,1000,1500,3724020,False
224021,24,21,103,RankPercent,1500,2000,3724021,False
224022,24,22,103,RankPercent,2000,3000,3724022,False
224023,24,23,102,RankPercent,3000,4000,3724023,False
224024,24,24,102,RankPercent,4000,5000,3724024,False
224025,24,25,102,RankPercent,5000,6000,3724025,False
224026,24,26,101,RankPercent,6000,8000,3724026,False
224027,24,27,101,RankPercent,8000,10000,3724027,False
224028,24,28,100,PlayCount,1,1,3724028,False
225001,25,1,105,Rank,1,1,3725001,True
225002,25,2,105,Rank,2,2,3725002,True
225003,25,3,105,Rank,3,3,3725003,True
225004,25,4,105,Rank,4,4,3725004,True
225005,25,5,105,Rank,5,5,3725005,True
225006,25,6,105,Rank,6,10,3725006,True
225007,25,7,105,Rank,11,20,3725007,True
225008,25,8,105,Rank,21,35,3725008,True
225009,25,9,105,Rank,36,50,3725009,True
225010,25,10,105,Rank,51,70,3725010,True
225011,25,11,105,Rank,71,100,3725011,True
225012,25,12,105,Rank,101,200,3725012,True
225013,25,13,105,RankPercent,0,50,3725013,False
225014,25,14,105,RankPercent,50,70,3725014,False
225015,25,15,105,RankPercent,70,100,3725015,False
225016,25,16,104,RankPercent,100,200,3725016,False
225017,25,17,104,RankPercent,200,300,3725017,False
225018,25,18,104,RankPercent,300,500,3725018,False
225019,25,19,103,RankPercent,500,1000,3725019,False
225020,25,20,103,RankPercent,1000,1500,3725020,False
225021,25,21,103,RankPercent,1500,2000,3725021,False
225022,25,22,103,RankPercent,2000,3000,3725022,False
225023,25,23,102,RankPercent,3000,4000,3725023,False
225024,25,24,102,RankPercent,4000,5000,3725024,False
225025,25,25,102,RankPercent,5000,6000,3725025,False
225026,25,26,101,RankPercent,6000,8000,3725026,False
225027,25,27,101,RankPercent,8000,10000,3725027,False
225028,25,28,100,PlayCount,1,1,3725028,False
226001,26,1,105,Rank,1,1,3726001,True
226002,26,2,105,Rank,2,2,3726002,True
226003,26,3,105,Rank,3,3,3726003,True
226004,26,4,105,Rank,4,4,3726004,True
226005,26,5,105,Rank,5,5,3726005,True
226006,26,6,105,Rank,6,10,3726006,True
226007,26,7,105,Rank,11,20,3726007,True
226008,26,8,105,Rank,21,35,3726008,True
226009,26,9,105,Rank,36,50,3726009,True
226010,26,10,105,Rank,51,70,3726010,True
226011,26,11,105,Rank,71,100,3726011,True
226012,26,12,105,Rank,101,200,3726012,True
226013,26,13,105,RankPercent,0,50,3726013,False
226014,26,14,105,RankPercent,50,70,3726014,False
226015,26,15,105,RankPercent,70,100,3726015,False
226016,26,16,104,RankPercent,100,200,3726016,False
226017,26,17,104,RankPercent,200,300,3726017,False
226018,26,18,104,RankPercent,300,500,3726018,False
226019,26,19,103,RankPercent,500,1000,3726019,False
226020,26,20,103,RankPercent,1000,1500,3726020,False
226021,26,21,103,RankPercent,1500,2000,3726021,False
226022,26,22,103,RankPercent,2000,3000,3726022,False
226023,26,23,102,RankPercent,3000,4000,3726023,False
226024,26,24,102,RankPercent,4000,5000,3726024,False
226025,26,25,102,RankPercent,5000,6000,3726025,False
226026,26,26,101,RankPercent,6000,8000,3726026,False
226027,26,27,101,RankPercent,8000,10000,3726027,False
226028,26,28,100,PlayCount,1,1,3726028,False
227001,27,1,105,Rank,1,1,3727001,True
227002,27,2,105,Rank,2,2,3727002,True
227003,27,3,105,Rank,3,3,3727003,True
227004,27,4,105,Rank,4,4,3727004,True
227005,27,5,105,Rank,5,5,3727005,True
227006,27,6,105,Rank,6,10,3727006,True
227007,27,7,105,Rank,11,20,3727007,True
227008,27,8,105,Rank,21,35,3727008,True
227009,27,9,105,Rank,36,50,3727009,True
227010,27,10,105,Rank,51,70,3727010,True
227011,27,11,105,Rank,71,100,3727011,True
227012,27,12,105,Rank,101,200,3727012,True
227013,27,13,105,RankPercent,0,50,3727013,False
227014,27,14,105,RankPercent,50,70,3727014,False
227015,27,15,105,RankPercent,70,100,3727015,False
227016,27,16,104,RankPercent,100,200,3727016,False
227017,27,17,104,RankPercent,200,300,3727017,False
227018,27,18,104,RankPercent,300,500,3727018,False
227019,27,19,103,RankPercent,500,1000,3727019,False
227020,27,20,103,RankPercent,1000,1500,3727020,False
227021,27,21,103,RankPercent,1500,2000,3727021,False
227022,27,22,103,RankPercent,2000,3000,3727022,False
227023,27,23,102,RankPercent,3000,4000,3727023,False
227024,27,24,102,RankPercent,4000,5000,3727024,False
227025,27,25,102,RankPercent,5000,6000,3727025,False
227026,27,26,101,RankPercent,6000,8000,3727026,False
227027,27,27,101,RankPercent,8000,10000,3727027,False
227028,27,28,100,PlayCount,1,1,3727028,False
228001,28,1,105,Rank,1,1,3728001,True
228002,28,2,105,Rank,2,2,3728002,True
228003,28,3,105,Rank,3,3,3728003,True
228004,28,4,105,Rank,4,4,3728004,True
228005,28,5,105,Rank,5,5,3728005,True
228006,28,6,105,Rank,6,10,3728006,True
228007,28,7,105,Rank,11,20,3728007,True
228008,28,8,105,Rank,21,35,3728008,True
228009,28,9,105,Rank,36,50,3728009,True
228010,28,10,105,Rank,51,70,3728010,True
228011,28,11,105,Rank,71,100,3728011,True
228012,28,12,105,Rank,101,200,3728012,True
228013,28,13,105,RankPercent,0,50,3728013,False
228014,28,14,105,RankPercent,50,70,3728014,False
228015,28,15,105,RankPercent,70,100,3728015,False
228016,28,16,104,RankPercent,100,200,3728016,False
228017,28,17,104,RankPercent,200,300,3728017,False
228018,28,18,104,RankPercent,300,500,3728018,False
228019,28,19,103,RankPercent,500,1000,3728019,False
228020,28,20,103,RankPercent,1000,1500,3728020,False
228021,28,21,103,RankPercent,1500,2000,3728021,False
228022,28,22,103,RankPercent,2000,3000,3728022,False
228023,28,23,102,RankPercent,3000,4000,3728023,False
228024,28,24,102,RankPercent,4000,5000,3728024,False
228025,28,25,102,RankPercent,5000,6000,3728025,False
228026,28,26,101,RankPercent,6000,8000,3728026,False
228027,28,27,101,RankPercent,8000,10000,3728027,False
228028,28,28,100,PlayCount,1,1,3728028,False
229001,29,1,105,Rank,1,1,3729001,True
229002,29,2,105,Rank,2,2,3729002,True
229003,29,3,105,Rank,3,3,3729003,True
229004,29,4,105,Rank,4,4,3729004,True
229005,29,5,105,Rank,5,5,3729005,True
229006,29,6,105,Rank,6,10,3729006,True
229007,29,7,105,Rank,11,20,3729007,True
229008,29,8,105,Rank,21,35,3729008,True
229009,29,9,105,Rank,36,50,3729009,True
229010,29,10,105,Rank,51,70,3729010,True
229011,29,11,105,Rank,71,100,3729011,True
229012,29,12,105,Rank,101,200,3729012,True
229013,29,13,105,RankPercent,0,50,3729013,False
229014,29,14,105,RankPercent,50,70,3729014,False
229015,29,15,105,RankPercent,70,100,3729015,False
229016,29,16,104,RankPercent,100,200,3729016,False
229017,29,17,104,RankPercent,200,300,3729017,False
229018,29,18,104,RankPercent,300,500,3729018,False
229019,29,19,103,RankPercent,500,1000,3729019,False
229020,29,20,103,RankPercent,1000,1500,3729020,False
229021,29,21,103,RankPercent,1500,2000,3729021,False
229022,29,22,103,RankPercent,2000,3000,3729022,False
229023,29,23,102,RankPercent,3000,4000,3729023,False
229024,29,24,102,RankPercent,4000,5000,3729024,False
229025,29,25,102,RankPercent,5000,6000,3729025,False
229026,29,26,101,RankPercent,6000,8000,3729026,False
229027,29,27,101,RankPercent,8000,10000,3729027,False
229028,29,28,100,PlayCount,1,1,3729028,False
