id,conversation_id,room_id,speaker_type,member_id,message_type,jump_target,dialog_localkey,resource_id,reward_id,reward_expire_date,is_opener
m_ex_cafesweety_01_11,m_ex_cafesweety_01,cafesweety,They,frima,Text,,Locale_SuddenMessage:m_ex_cafesweety_01_11,,0,-639844352,False
m_ex_cafesweety_01_12,m_ex_cafesweety_01,cafesweety,They,milk,Text,,Locale_SuddenMessage:m_ex_cafesweety_01_12,,0,-639844352,False
m_ex_cafesweety_01_13,m_ex_cafesweety_01,cafesweety,They,milk,Text,,Locale_SuddenMessage:m_ex_cafesweety_01_13,,0,-639844352,False
m_ex_cafesweety_01_14,m_ex_cafesweety_01,cafesweety,They,milk,Text,,Locale_SuddenMessage:m_ex_cafesweety_01_14,,0,-639844352,False
m_ex_cafesweety_01_15,m_ex_cafesweety_01,cafesweety,They,sugar,Text,,Locale_SuddenMessage:m_ex_cafesweety_01_15,,0,-639844352,False
m_ex_cafesweety_01_16,m_ex_cafesweety_01,cafesweety,They,sugar,Text,,Locale_SuddenMessage:m_ex_cafesweety_01_16,,0,-639844352,False
m_ex_cafesweety_01_17,m_ex_cafesweety_01,cafesweety,They,milk,Text,,Locale_SuddenMessage:m_ex_cafesweety_01_17,,0,-639844352,False
m_ex_cafesweety_01_18,m_ex_cafesweety_01,cafesweety,Self,,Text,,Locale_SuddenMessage:m_ex_cafesweety_01_18,,0,-639844352,False
m_ex_cafesweety_01_19,m_ex_cafesweety_01,cafesweety,They,milk,Text,,Locale_SuddenMessage:m_ex_cafesweety_01_19,,0,-639844352,False
m_ex_cafesweety_01_20,m_ex_cafesweety_01,cafesweety,They,milk,Text,,Locale_SuddenMessage:m_ex_cafesweety_01_20,,0,-639844352,False
m_ex_cafesweety_01_21,m_ex_cafesweety_01,cafesweety,They,sugar,Text,,Locale_SuddenMessage:m_ex_cafesweety_01_21,,0,-639844352,False
m_ex_cafesweety_01_22,m_ex_cafesweety_01,cafesweety,They,frima,Text,,Locale_SuddenMessage:m_ex_cafesweety_01_22,,0,-639844352,False
m_ex_cafesweety_01_23,m_ex_cafesweety_01,cafesweety,They,sugar,Text,,Locale_SuddenMessage:m_ex_cafesweety_01_23,,0,-639844352,False
m_ex_cafesweety_01_24,m_ex_cafesweety_01,cafesweety,They,milk,Text,,Locale_SuddenMessage:m_ex_cafesweety_01_24,,0,-639844352,False
m_ex_cafesweety_01_25,m_ex_cafesweety_01,cafesweety,They,milk,Text,,Locale_SuddenMessage:m_ex_cafesweety_01_25,,0,-639844352,False
m_ex_cafesweety_01_26,m_ex_cafesweety_01,cafesweety,They,frima,Text,,Locale_SuddenMessage:m_ex_cafesweety_01_26,,0,-639844352,False
m_ex_cafesweety_01_27,m_ex_cafesweety_01,cafesweety,Self,,Text,,Locale_SuddenMessage:m_ex_cafesweety_01_27,,0,-639844352,False
m_ex_cafesweety_01_28,m_ex_cafesweety_01,cafesweety,They,milk,Text,,Locale_SuddenMessage:m_ex_cafesweety_01_28,,0,-639844352,False
m_ex_cafesweety_01_29,m_ex_cafesweety_01,cafesweety,They,milk,Text,,Locale_SuddenMessage:m_ex_cafesweety_01_29,,0,-639844352,False
m_ex_cafesweety_01_30,m_ex_cafesweety_01,cafesweety,Self,,Text,,Locale_SuddenMessage:m_ex_cafesweety_01_30,,0,-639844352,False
m_ex_cafesweety_01_31,m_ex_cafesweety_01,cafesweety,They,milk,Text,,Locale_SuddenMessage:m_ex_cafesweety_01_31,,0,-639844352,False
m_ex_cafesweety_01_32,m_ex_cafesweety_01,cafesweety,They,milk,Text,,Locale_SuddenMessage:m_ex_cafesweety_01_32,,0,-639844352,False
m_ex_cafesweety_01_33,m_ex_cafesweety_01,cafesweety,They,frima,Text,,Locale_SuddenMessage:m_ex_cafesweety_01_33,,0,-639844352,False
m_ex_cafesweety_01_34,m_ex_cafesweety_01,cafesweety,They,sugar,Text,,Locale_SuddenMessage:m_ex_cafesweety_01_34,,0,-639844352,False
m_ex_cafesweety_01_35,m_ex_cafesweety_01,cafesweety,They,milk,Text,,Locale_SuddenMessage:m_ex_cafesweety_01_35,,0,-639844352,False
m_ex_cafesweety_01_36,m_ex_cafesweety_01,cafesweety,They,sugar,Text,,Locale_SuddenMessage:m_ex_cafesweety_01_36,,0,-639844352,False
m_ex_cafesweety_01_37,m_ex_cafesweety_01,cafesweety,They,milk,Text,,Locale_SuddenMessage:m_ex_cafesweety_01_37,,0,-639844352,False
m_ex_cafesweety_01_38,m_ex_cafesweety_01,cafesweety,They,frima,Text,,Locale_SuddenMessage:m_ex_cafesweety_01_38,,0,-639844352,False
m_ex_cafesweety_01_39,m_ex_cafesweety_01,cafesweety,They,milk,Text,,Locale_SuddenMessage:m_ex_cafesweety_01_39,,0,-639844352,False
m_ex_cafesweety_01_40,m_ex_cafesweety_01,cafesweety,They,sugar,Text,,Locale_SuddenMessage:m_ex_cafesweety_01_40,,0,-639844352,False
m_ex_cafesweety_01_41,m_ex_cafesweety_01,cafesweety,They,sugar,Text,,Locale_SuddenMessage:m_ex_cafesweety_01_41,,0,-639844352,False
m_ex_cafesweety_01_42,m_ex_cafesweety_01,cafesweety,They,milk,Text,,Locale_SuddenMessage:m_ex_cafesweety_01_42,,0,-639844352,False
m_ex_cafesweety_01_43,m_ex_cafesweety_01,cafesweety,They,milk,Text,,Locale_SuddenMessage:m_ex_cafesweety_01_43,,0,-639844352,False
m_ex_cafesweety_01_44,m_ex_cafesweety_01,cafesweety,Self,,Choice,m_ex_cafesweety_01_46,Locale_SuddenMessage:m_ex_cafesweety_01_44,,0,-639844352,False
m_ex_cafesweety_01_45,m_ex_cafesweety_01,cafesweety,Self,,Choice,m_ex_cafesweety_01_47,Locale_SuddenMessage:m_ex_cafesweety_01_45,,0,-639844352,False
m_ex_cafesweety_01_46,m_ex_cafesweety_01,cafesweety,They,frima,Text,m_ex_cafesweety_01_49,Locale_SuddenMessage:m_ex_cafesweety_01_46,,0,-639844352,False
m_ex_cafesweety_01_47,m_ex_cafesweety_01,cafesweety,They,frima,Text,,Locale_SuddenMessage:m_ex_cafesweety_01_47,,0,-639844352,False
m_ex_cafesweety_01_48,m_ex_cafesweety_01,cafesweety,Self,,Text,,Locale_SuddenMessage:m_ex_cafesweety_01_48,,0,-639844352,False
m_ex_cafesweety_01_49,m_ex_cafesweety_01,cafesweety,They,frima,Text,,Locale_SuddenMessage:m_ex_cafesweety_01_49,,0,-639844352,False
m_ex_cafesweety_01_50,m_ex_cafesweety_01,cafesweety,They,milk,Text,,Locale_SuddenMessage:m_ex_cafesweety_01_50,,0,-639844352,False
m_ex_cafesweety_01_51,m_ex_cafesweety_01,cafesweety,They,milk,Text,,Locale_SuddenMessage:m_ex_cafesweety_01_51,,0,-639844352,False
m_ex_cafesweety_01_52,m_ex_cafesweety_01,cafesweety,They,milk,Text,,Locale_SuddenMessage:m_ex_cafesweety_01_52,,0,-639844352,False
m_ex_cafesweety_01_53,m_ex_cafesweety_01,cafesweety,They,sugar,Text,,Locale_SuddenMessage:m_ex_cafesweety_01_53,,0,-639844352,False
m_ex_cafesweety_01_54,m_ex_cafesweety_01,cafesweety,They,sugar,Text,,Locale_SuddenMessage:m_ex_cafesweety_01_54,,0,-639844352,False
m_ex_cafesweety_01_55,m_ex_cafesweety_01,cafesweety,They,frima,Text,,Locale_SuddenMessage:m_ex_cafesweety_01_55,,0,-639844352,False
m_ex_cafesweety_01_56,m_ex_cafesweety_01,cafesweety,They,sugar,Text,,Locale_SuddenMessage:m_ex_cafesweety_01_56,,0,-639844352,False
m_ex_cafesweety_01_57,m_ex_cafesweety_01,cafesweety,They,frima,Text,,Locale_SuddenMessage:m_ex_cafesweety_01_57,,0,-639844352,False
m_ex_cafesweety_01_58,m_ex_cafesweety_01,cafesweety,They,frima,Text,,Locale_SuddenMessage:m_ex_cafesweety_01_58,,0,-639844352,False
m_ex_cafesweety_01_59,m_ex_cafesweety_01,cafesweety,They,frima,Text,,Locale_SuddenMessage:m_ex_cafesweety_01_59,,0,-639844352,False
m_ex_cafesweety_01_60,m_ex_cafesweety_01,cafesweety,They,milk,Text,,Locale_SuddenMessage:m_ex_cafesweety_01_60,,0,-639844352,False
m_ex_cafesweety_01_61,m_ex_cafesweety_01,cafesweety,They,sugar,Text,,Locale_SuddenMessage:m_ex_cafesweety_01_61,,0,-639844352,False
m_ex_cafesweety_01_62,m_ex_cafesweety_01,cafesweety,They,frima,Text,,Locale_SuddenMessage:m_ex_cafesweety_01_62,,0,-639844352,False
m_ex_cafesweety_01_63,m_ex_cafesweety_01,cafesweety,They,frima,Text,,Locale_SuddenMessage:m_ex_cafesweety_01_63,,0,-639844352,False
m_ex_cafesweety_01_64,m_ex_cafesweety_01,cafesweety,They,milk,Text,,Locale_SuddenMessage:m_ex_cafesweety_01_64,,0,-639844352,False
m_ex_cafesweety_01_65,m_ex_cafesweety_01,cafesweety,Self,,Text,,Locale_SuddenMessage:m_ex_cafesweety_01_65,,0,-639844352,False
m_ex_cafesweety_01_66,m_ex_cafesweety_01,cafesweety,They,frima,Text,,Locale_SuddenMessage:m_ex_cafesweety_01_66,,0,-639844352,False
m_ex_unlimited_01_1,m_ex_unlimited_01,unlimited,They,alice,Text,,Locale_SuddenMessage:m_ex_unlimited_01_1,,0,-639844352,True
m_ex_unlimited_01_2,m_ex_unlimited_01,unlimited,They,alice,Text,,Locale_SuddenMessage:m_ex_unlimited_01_2,,0,-639844352,False
m_ex_unlimited_01_3,m_ex_unlimited_01,unlimited,Self,,Choice,m_ex_unlimited_01_5,Locale_SuddenMessage:m_ex_unlimited_01_3,,0,-639844352,False
m_ex_unlimited_01_4,m_ex_unlimited_01,unlimited,Self,,Choice,m_ex_unlimited_01_6,Locale_SuddenMessage:m_ex_unlimited_01_4,,0,-639844352,False
m_ex_unlimited_01_5,m_ex_unlimited_01,unlimited,They,alice,Text,m_ex_unlimited_01_7,Locale_SuddenMessage:m_ex_unlimited_01_5,,0,-639844352,False
m_ex_unlimited_01_6,m_ex_unlimited_01,unlimited,They,alice,Text,,Locale_SuddenMessage:m_ex_unlimited_01_6,,0,-639844352,False
m_ex_unlimited_01_7,m_ex_unlimited_01,unlimited,They,alice,Text,,Locale_SuddenMessage:m_ex_unlimited_01_7,,0,-639844352,False
m_ex_unlimited_01_8,m_ex_unlimited_01,unlimited,Self,,Text,,Locale_SuddenMessage:m_ex_unlimited_01_8,,0,-639844352,False
m_ex_unlimited_01_9,m_ex_unlimited_01,unlimited,They,alice,Text,,Locale_SuddenMessage:m_ex_unlimited_01_9,,0,-639844352,False
m_ex_unlimited_01_10,m_ex_unlimited_01,unlimited,Self,,Text,,Locale_SuddenMessage:m_ex_unlimited_01_10,,0,-639844352,False
m_ex_unlimited_01_11,m_ex_unlimited_01,unlimited,They,alice,Text,,Locale_SuddenMessage:m_ex_unlimited_01_11,,0,-639844352,False
m_ex_unlimited_01_12,m_ex_unlimited_01,unlimited,They,alice,Text,,Locale_SuddenMessage:m_ex_unlimited_01_12,,0,-639844352,False
m_ex_unlimited_01_13,m_ex_unlimited_01,unlimited,They,alice,Text,,Locale_SuddenMessage:m_ex_unlimited_01_13,,0,-639844352,False
m_ex_unlimited_01_14,m_ex_unlimited_01,unlimited,Self,,Text,,Locale_SuddenMessage:m_ex_unlimited_01_14,,0,-639844352,False
m_ex_unlimited_01_15,m_ex_unlimited_01,unlimited,They,alice,Text,,Locale_SuddenMessage:m_ex_unlimited_01_15,,0,-639844352,False
m_ex_unlimited_01_16,m_ex_unlimited_01,unlimited,They,alice,Text,,Locale_SuddenMessage:m_ex_unlimited_01_16,,0,-639844352,False
m_ex_unlimited_01_17,m_ex_unlimited_01,unlimited,Self,,Text,,Locale_SuddenMessage:m_ex_unlimited_01_17,,0,-639844352,False
m_ex_unlimited_01_18,m_ex_unlimited_01,unlimited,They,alice,Text,,Locale_SuddenMessage:m_ex_unlimited_01_18,,0,-639844352,False
m_ex_unlimited_01_19,m_ex_unlimited_01,unlimited,They,alice,Text,,Locale_SuddenMessage:m_ex_unlimited_01_19,,0,-639844352,False
m_ex_unlimited_01_20,m_ex_unlimited_01,unlimited,They,alice,Text,,Locale_SuddenMessage:m_ex_unlimited_01_20,,0,-639844352,False
m_ex_unlimited_01_21,m_ex_unlimited_01,unlimited,They,ludmilla,Text,,Locale_SuddenMessage:m_ex_unlimited_01_21,,0,-639844352,False
m_ex_unlimited_01_22,m_ex_unlimited_01,unlimited,They,ludmilla,Text,,Locale_SuddenMessage:m_ex_unlimited_01_22,,0,-639844352,False
m_ex_unlimited_01_23,m_ex_unlimited_01,unlimited,They,alice,Text,,Locale_SuddenMessage:m_ex_unlimited_01_23,,0,-639844352,False
m_ex_unlimited_01_24,m_ex_unlimited_01,unlimited,Self,,Text,,Locale_SuddenMessage:m_ex_unlimited_01_24,,0,-639844352,False
m_ex_unlimited_01_25,m_ex_unlimited_01,unlimited,They,ludmilla,Text,,Locale_SuddenMessage:m_ex_unlimited_01_25,,0,-639844352,False
m_ex_unlimited_01_26,m_ex_unlimited_01,unlimited,They,ludmilla,Text,,Locale_SuddenMessage:m_ex_unlimited_01_26,,0,-639844352,False
m_ex_unlimited_01_27,m_ex_unlimited_01,unlimited,They,ludmilla,Text,,Locale_SuddenMessage:m_ex_unlimited_01_27,,0,-639844352,False
m_ex_unlimited_01_28,m_ex_unlimited_01,unlimited,Self,,Text,,Locale_SuddenMessage:m_ex_unlimited_01_28,,0,-639844352,False
m_ex_unlimited_01_29,m_ex_unlimited_01,unlimited,They,alice,Text,,Locale_SuddenMessage:m_ex_unlimited_01_29,,0,-639844352,False
m_ex_unlimited_01_30,m_ex_unlimited_01,unlimited,Self,,Text,,Locale_SuddenMessage:m_ex_unlimited_01_30,,0,-639844352,False
m_ex_unlimited_01_31,m_ex_unlimited_01,unlimited,They,alice,Text,,Locale_SuddenMessage:m_ex_unlimited_01_31,,0,-639844352,False
m_ex_unlimited_01_32,m_ex_unlimited_01,unlimited,They,alice,Text,,Locale_SuddenMessage:m_ex_unlimited_01_32,,0,-639844352,False
m_ex_unlimited_01_33,m_ex_unlimited_01,unlimited,They,alice,Text,,Locale_SuddenMessage:m_ex_unlimited_01_33,,0,-639844352,False
m_ex_unlimited_01_34,m_ex_unlimited_01,unlimited,Self,,Text,,Locale_SuddenMessage:m_ex_unlimited_01_34,,0,-639844352,False
m_ex_unlimited_01_35,m_ex_unlimited_01,unlimited,They,alice,Text,,Locale_SuddenMessage:m_ex_unlimited_01_35,,0,-639844352,False
m_ex_unlimited_01_36,m_ex_unlimited_01,unlimited,They,alice,Text,,Locale_SuddenMessage:m_ex_unlimited_01_36,,0,-639844352,False
m_ex_unlimited_01_37,m_ex_unlimited_01,unlimited,They,alice,Text,,Locale_SuddenMessage:m_ex_unlimited_01_37,,0,-639844352,False
m_ex_unlimited_01_38,m_ex_unlimited_01,unlimited,Self,,Text,,Locale_SuddenMessage:m_ex_unlimited_01_38,,0,-639844352,False
m_ex_unlimited_01_39,m_ex_unlimited_01,unlimited,They,alice,Text,,Locale_SuddenMessage:m_ex_unlimited_01_39,,0,-639844352,False
m_ex_unlimited_01_40,m_ex_unlimited_01,unlimited,They,alice,Text,,Locale_SuddenMessage:m_ex_unlimited_01_40,,0,-639844352,False
m_ex_unlimited_01_41,m_ex_unlimited_01,unlimited,They,alice,Text,,Locale_SuddenMessage:m_ex_unlimited_01_41,,0,-639844352,False
m_ex_unlimited_01_42,m_ex_unlimited_01,unlimited,Self,,Text,,Locale_SuddenMessage:m_ex_unlimited_01_42,,0,-639844352,False
m_ex_unlimited_01_43,m_ex_unlimited_01,unlimited,They,alice,Text,,Locale_SuddenMessage:m_ex_unlimited_01_43,,0,-639844352,False
m_ex_unlimited_01_44,m_ex_unlimited_01,unlimited,They,alice,Text,,Locale_SuddenMessage:m_ex_unlimited_01_44,,0,-639844352,False
m_ex_unlimited_01_45,m_ex_unlimited_01,unlimited,They,alice,Text,,Locale_SuddenMessage:m_ex_unlimited_01_45,,0,-639844352,False
m_ex_unlimited_01_46,m_ex_unlimited_01,unlimited,They,alice,Text,,Locale_SuddenMessage:m_ex_unlimited_01_46,,0,-639844352,False
m_ex_unlimited_01_47,m_ex_unlimited_01,unlimited,They,alice,Text,,Locale_SuddenMessage:m_ex_unlimited_01_47,,0,-639844352,False
m_ex_unlimited_01_48,m_ex_unlimited_01,unlimited,Self,,Text,,Locale_SuddenMessage:m_ex_unlimited_01_48,,0,-639844352,False
m_ex_unlimited_01_49,m_ex_unlimited_01,unlimited,They,alice,Text,,Locale_SuddenMessage:m_ex_unlimited_01_49,,0,-639844352,False
m_ex_talentum_01_1,m_ex_talentum_01,talentum,They,rupee,Text,,Locale_SuddenMessage:m_ex_talentum_01_1,,0,-639844352,True
m_ex_talentum_01_2,m_ex_talentum_01,talentum,They,rupee,Text,,Locale_SuddenMessage:m_ex_talentum_01_2,,0,-639844352,False
m_ex_talentum_01_3,m_ex_talentum_01,talentum,They,rupee,Text,,Locale_SuddenMessage:m_ex_talentum_01_3,,0,-639844352,False
m_ex_talentum_01_4,m_ex_talentum_01,talentum,They,rupee,Text,,Locale_SuddenMessage:m_ex_talentum_01_4,,0,-639844352,False
m_ex_talentum_01_5,m_ex_talentum_01,talentum,They,yan,Text,,Locale_SuddenMessage:m_ex_talentum_01_5,,0,-639844352,False
m_ex_talentum_01_6,m_ex_talentum_01,talentum,They,dolla,Text,,Locale_SuddenMessage:m_ex_talentum_01_6,,0,-639844352,False
m_ex_talentum_01_7,m_ex_talentum_01,talentum,They,rupee,Text,,Locale_SuddenMessage:m_ex_talentum_01_7,,0,-639844352,False
m_ex_talentum_01_8,m_ex_talentum_01,talentum,They,rupee,Text,,Locale_SuddenMessage:m_ex_talentum_01_8,,0,-639844352,False
m_ex_talentum_01_9,m_ex_talentum_01,talentum,They,rupee,Text,,Locale_SuddenMessage:m_ex_talentum_01_9,,0,-639844352,False
m_ex_talentum_01_10,m_ex_talentum_01,talentum,They,rupee,Text,,Locale_SuddenMessage:m_ex_talentum_01_10,,0,-639844352,False
m_ex_talentum_01_11,m_ex_talentum_01,talentum,They,rupee,Text,,Locale_SuddenMessage:m_ex_talentum_01_11,,0,-639844352,False
m_ex_talentum_01_12,m_ex_talentum_01,talentum,Self,,Choice,m_ex_talentum_01_14,Locale_SuddenMessage:m_ex_talentum_01_12,,0,-639844352,False
m_ex_talentum_01_13,m_ex_talentum_01,talentum,Self,,Choice,m_ex_talentum_01_14,Locale_SuddenMessage:m_ex_talentum_01_13,,0,-639844352,False
m_ex_talentum_01_14,m_ex_talentum_01,talentum,They,rupee,Text,,Locale_SuddenMessage:m_ex_talentum_01_14,,0,-639844352,False
m_ex_talentum_01_15,m_ex_talentum_01,talentum,They,rupee,Text,,Locale_SuddenMessage:m_ex_talentum_01_15,,0,-639844352,False
m_ex_talentum_01_16,m_ex_talentum_01,talentum,They,rupee,Text,,Locale_SuddenMessage:m_ex_talentum_01_16,,0,-639844352,False
m_ex_talentum_01_17,m_ex_talentum_01,talentum,They,rupee,Text,,Locale_SuddenMessage:m_ex_talentum_01_17,,0,-639844352,False
m_ex_talentum_01_18,m_ex_talentum_01,talentum,They,rupee,Text,,Locale_SuddenMessage:m_ex_talentum_01_18,,0,-639844352,False
m_ex_talentum_01_19,m_ex_talentum_01,talentum,They,rupee,Text,,Locale_SuddenMessage:m_ex_talentum_01_19,,0,-639844352,False
m_ex_talentum_01_20,m_ex_talentum_01,talentum,They,rupee,Text,,Locale_SuddenMessage:m_ex_talentum_01_20,,0,-639844352,False
m_ex_talentum_01_21,m_ex_talentum_01,talentum,They,rupee,Text,,Locale_SuddenMessage:m_ex_talentum_01_21,,0,-639844352,False
m_ex_talentum_01_22,m_ex_talentum_01,talentum,They,yan,Text,,Locale_SuddenMessage:m_ex_talentum_01_22,,0,-639844352,False
m_ex_talentum_01_23,m_ex_talentum_01,talentum,They,yan,Text,,Locale_SuddenMessage:m_ex_talentum_01_23,,0,-639844352,False
m_ex_talentum_01_24,m_ex_talentum_01,talentum,They,yan,Text,,Locale_SuddenMessage:m_ex_talentum_01_24,,0,-639844352,False
m_ex_talentum_01_25,m_ex_talentum_01,talentum,They,dolla,Text,,Locale_SuddenMessage:m_ex_talentum_01_25,,0,-639844352,False
m_ex_talentum_01_26,m_ex_talentum_01,talentum,They,rupee,Text,,Locale_SuddenMessage:m_ex_talentum_01_26,,0,-639844352,False
m_ex_talentum_01_27,m_ex_talentum_01,talentum,They,rupee,Text,,Locale_SuddenMessage:m_ex_talentum_01_27,,0,-639844352,False
m_ex_talentum_01_28,m_ex_talentum_01,talentum,They,rupee,Text,,Locale_SuddenMessage:m_ex_talentum_01_28,,0,-639844352,False
m_ex_talentum_01_29,m_ex_talentum_01,talentum,They,rupee,Text,,Locale_SuddenMessage:m_ex_talentum_01_29,,0,-639844352,False
m_ex_talentum_01_30,m_ex_talentum_01,talentum,They,rupee,Text,,Locale_SuddenMessage:m_ex_talentum_01_30,,0,-639844352,False
m_ex_talentum_01_31,m_ex_talentum_01,talentum,Self,,Text,,Locale_SuddenMessage:m_ex_talentum_01_31,,0,-639844352,False
m_ex_talentum_01_32,m_ex_talentum_01,talentum,They,rupee,Text,,Locale_SuddenMessage:m_ex_talentum_01_32,,0,-639844352,False
m_ex_talentum_01_33,m_ex_talentum_01,talentum,They,rupee,Text,,Locale_SuddenMessage:m_ex_talentum_01_33,,0,-639844352,False
m_ex_talentum_01_34,m_ex_talentum_01,talentum,They,rupee,Text,,Locale_SuddenMessage:m_ex_talentum_01_34,,0,-639844352,False
m_ex_talentum_01_35,m_ex_talentum_01,talentum,They,rupee,Text,,Locale_SuddenMessage:m_ex_talentum_01_35,,0,-639844352,False
m_ex_talentum_01_36,m_ex_talentum_01,talentum,They,rupee,Text,,Locale_SuddenMessage:m_ex_talentum_01_36,,0,-639844352,False
m_ex_talentum_01_37,m_ex_talentum_01,talentum,They,dolla,Text,,Locale_SuddenMessage:m_ex_talentum_01_37,,0,-639844352,False
m_ex_talentum_01_38,m_ex_talentum_01,talentum,They,dolla,Text,,Locale_SuddenMessage:m_ex_talentum_01_38,,0,-639844352,False
m_ex_talentum_01_39,m_ex_talentum_01,talentum,They,dolla,Text,,Locale_SuddenMessage:m_ex_talentum_01_39,,0,-639844352,False
m_ex_talentum_01_40,m_ex_talentum_01,talentum,They,rupee,Text,,Locale_SuddenMessage:m_ex_talentum_01_40,,0,-639844352,False
m_ex_talentum_01_41,m_ex_talentum_01,talentum,They,rupee,Text,,Locale_SuddenMessage:m_ex_talentum_01_41,,0,-639844352,False
m_ex_talentum_01_42,m_ex_talentum_01,talentum,They,rupee,Text,,Locale_SuddenMessage:m_ex_talentum_01_42,,0,-639844352,False
m_ex_talentum_01_43,m_ex_talentum_01,talentum,They,rupee,Text,,Locale_SuddenMessage:m_ex_talentum_01_43,,0,-639844352,False
m_ex_talentum_01_44,m_ex_talentum_01,talentum,They,yan,Text,,Locale_SuddenMessage:m_ex_talentum_01_44,,0,-639844352,False
m_ex_talentum_01_45,m_ex_talentum_01,talentum,They,yan,Text,,Locale_SuddenMessage:m_ex_talentum_01_45,,0,-639844352,False
m_ex_talentum_01_46,m_ex_talentum_01,talentum,They,dolla,Text,,Locale_SuddenMessage:m_ex_talentum_01_46,,0,-639844352,False
m_ex_talentum_01_47,m_ex_talentum_01,talentum,They,rupee,Text,,Locale_SuddenMessage:m_ex_talentum_01_47,,0,-639844352,False
m_ex_talentum_01_48,m_ex_talentum_01,talentum,They,dolla,Text,,Locale_SuddenMessage:m_ex_talentum_01_48,,0,-639844352,False
m_ex_talentum_01_49,m_ex_talentum_01,talentum,They,rupee,Text,,Locale_SuddenMessage:m_ex_talentum_01_49,,0,-639844352,False
m_ex_talentum_01_50,m_ex_talentum_01,talentum,They,rupee,Text,,Locale_SuddenMessage:m_ex_talentum_01_50,,0,-639844352,False
m_ex_talentum_01_51,m_ex_talentum_01,talentum,They,rupee,Text,,Locale_SuddenMessage:m_ex_talentum_01_51,,0,-639844352,False
m_ex_talentum_01_52,m_ex_talentum_01,talentum,They,rupee,Text,,Locale_SuddenMessage:m_ex_talentum_01_52,,0,-639844352,False
m_ex_talentum_01_53,m_ex_talentum_01,talentum,They,rupee,Text,,Locale_SuddenMessage:m_ex_talentum_01_53,,0,-639844352,False
m_ex_talentum_01_54,m_ex_talentum_01,talentum,They,dolla,Text,,Locale_SuddenMessage:m_ex_talentum_01_54,,0,-639844352,False
m_ex_talentum_01_55,m_ex_talentum_01,talentum,They,yan,Text,,Locale_SuddenMessage:m_ex_talentum_01_55,,0,-639844352,False
m_ex_protocol_01_1,m_ex_protocol_01,protocol,They,novel,Text,,Locale_SuddenMessage:m_ex_protocol_01_1,,0,-639844352,True
m_ex_protocol_01_2,m_ex_protocol_01,protocol,They,exia,Text,,Locale_SuddenMessage:m_ex_protocol_01_2,,0,-639844352,False
m_ex_protocol_01_3,m_ex_protocol_01,protocol,They,exia,Text,,Locale_SuddenMessage:m_ex_protocol_01_3,,0,-639844352,False
m_ex_protocol_01_4,m_ex_protocol_01,protocol,They,novel,Text,,Locale_SuddenMessage:m_ex_protocol_01_4,,0,-639844352,False
m_ex_protocol_01_5,m_ex_protocol_01,protocol,Self,,Text,,Locale_SuddenMessage:m_ex_protocol_01_5,,0,-639844352,False
m_ex_protocol_01_6,m_ex_protocol_01,protocol,They,exia,Text,,Locale_SuddenMessage:m_ex_protocol_01_6,,0,-639844352,False
m_ex_protocol_01_7,m_ex_protocol_01,protocol,They,novel,Text,,Locale_SuddenMessage:m_ex_protocol_01_7,,0,-639844352,False
m_ex_protocol_01_8,m_ex_protocol_01,protocol,They,novel,Text,,Locale_SuddenMessage:m_ex_protocol_01_8,,0,-639844352,False
m_ex_protocol_01_9,m_ex_protocol_01,protocol,They,exia,Text,,Locale_SuddenMessage:m_ex_protocol_01_9,,0,-639844352,False
m_ex_protocol_01_10,m_ex_protocol_01,protocol,They,exia,Text,,Locale_SuddenMessage:m_ex_protocol_01_10,,0,-639844352,False
m_ex_protocol_01_11,m_ex_protocol_01,protocol,Self,,Text,,Locale_SuddenMessage:m_ex_protocol_01_11,,0,-639844352,False
m_ex_protocol_01_12,m_ex_protocol_01,protocol,They,exia,Text,,Locale_SuddenMessage:m_ex_protocol_01_12,,0,-639844352,False
m_ex_protocol_01_13,m_ex_protocol_01,protocol,They,exia,Text,,Locale_SuddenMessage:m_ex_protocol_01_13,,0,-639844352,False
m_ex_protocol_01_14,m_ex_protocol_01,protocol,They,novel,Text,,Locale_SuddenMessage:m_ex_protocol_01_14,,0,-639844352,False
m_ex_protocol_01_15,m_ex_protocol_01,protocol,They,novel,Text,,Locale_SuddenMessage:m_ex_protocol_01_15,,0,-639844352,False
m_ex_protocol_01_16,m_ex_protocol_01,protocol,They,exia,Text,,Locale_SuddenMessage:m_ex_protocol_01_16,,0,-639844352,False
m_ex_protocol_01_17,m_ex_protocol_01,protocol,They,exia,Text,,Locale_SuddenMessage:m_ex_protocol_01_17,,0,-639844352,False
m_ex_protocol_01_18,m_ex_protocol_01,protocol,They,exia,Text,,Locale_SuddenMessage:m_ex_protocol_01_18,,0,-639844352,False
m_ex_protocol_01_19,m_ex_protocol_01,protocol,They,exia,Text,,Locale_SuddenMessage:m_ex_protocol_01_19,,0,-639844352,False
m_ex_protocol_01_20,m_ex_protocol_01,protocol,They,exia,Text,,Locale_SuddenMessage:m_ex_protocol_01_20,,0,-639844352,False
m_ex_protocol_01_21,m_ex_protocol_01,protocol,They,exia,Text,,Locale_SuddenMessage:m_ex_protocol_01_21,,0,-639844352,False
m_ex_protocol_01_22,m_ex_protocol_01,protocol,They,exia,Text,,Locale_SuddenMessage:m_ex_protocol_01_22,,0,-639844352,False
