id,type,floor,monster_stage_lv,dynamic_object_stage_lv,standard_battle_power,stage_stat_increase_group_id,is_use_quick_battle,spot_autocontrol,field_monster_id,bg,spot_id,reward_id
20222,ELYSION,222,330,300,413000,40000,False,True,232003,sbg_tower_001_day,6220222,1220222
20223,ELYSION,223,331,301,414300,40000,False,True,132006,sbg_tower_001_day,6220223,1220223
20224,ELYSION,224,332,302,415600,40000,False,True,232003,sbg_tower_001_day,6220224,1220224
20225,ELYSION,225,329,299,422100,40000,False,True,231001,sbg_tower_001_day,6220225,1220225
20226,ELYSION,226,334,304,425100,40000,False,True,232005,sbg_tower_001_day,6220226,1220226
20227,ELYSION,227,334,304,426200,40000,False,True,132006,sbg_tower_001_day,6220227,1220227
20228,ELYSION,228,335,305,427400,40000,False,True,332007,sbg_tower_001_day,6220228,1220228
20229,ELYSION,229,336,306,428700,40000,False,True,132003,sbg_tower_001_day,6220229,1220229
20230,ELYSION,230,337,307,435200,40000,False,True,152002,sbg_tower_001_day,6220230,1220230
20231,ELYSION,231,338,308,438200,40000,False,True,332001,sbg_tower_001_day,6220231,1220231
20232,ELYSION,232,339,309,439400,40000,False,True,132004,sbg_tower_001_day,6220232,1220232
20233,ELYSION,233,340,310,440600,40000,False,True,231005,sbg_tower_001_day,6220233,1220233
20234,ELYSION,234,341,311,441900,40000,False,True,332002,sbg_tower_001_day,6220234,1220234
20235,ELYSION,235,339,309,450900,40000,False,True,232006,sbg_tower_001_day,6220235,1220235
20236,ELYSION,236,343,313,453900,40000,False,True,231005,sbg_tower_001_day,6220236,1220236
20237,ELYSION,237,344,314,455200,40000,False,True,332003,sbg_tower_001_day,6220237,1220237
20238,ELYSION,238,345,315,456500,40000,False,True,132006,sbg_tower_001_day,6220238,1220238
20239,ELYSION,239,346,316,457800,40000,False,True,132003,sbg_tower_001_day,6220239,1220239
20240,ELYSION,240,342,312,464700,40000,False,True,341001,sbg_tower_001_day,6220240,1220240
20241,ELYSION,241,348,318,466700,40000,False,True,132006,sbg_tower_001_day,6220241,1220241
20242,ELYSION,242,349,319,468000,40000,False,True,332003,sbg_tower_001_day,6220242,1220242
20243,ELYSION,243,350,320,469500,40000,False,True,131002,sbg_tower_001_day,6220243,1220243
20244,ELYSION,244,351,321,470800,40000,False,True,131002,sbg_tower_001_day,6220244,1220244
20245,ELYSION,245,352,322,476800,40000,False,True,132004,sbg_tower_001_day,6220245,1220245
20246,ELYSION,246,353,323,478800,40000,False,True,232003,sbg_tower_001_day,6220246,1220246
20247,ELYSION,247,354,324,480000,40000,False,True,232007,sbg_tower_001_day,6220247,1220247
20248,ELYSION,248,355,325,481200,40000,False,True,332002,sbg_tower_001_day,6220248,1220248
20249,ELYSION,249,356,326,482500,40000,False,True,332002,sbg_tower_001_day,6220249,1220249
20250,ELYSION,250,358,328,490000,40000,False,True,352004,sbg_tower_001_day,6220250,1220250
20251,ELYSION,251,362,332,491600,40000,False,True,331001,sbg_tower_001_day,6220251,1220251
20252,ELYSION,252,363,333,493100,40000,False,True,132006,sbg_tower_001_day,6220252,1220252
20253,ELYSION,253,364,334,494600,40000,False,True,232007,sbg_tower_001_day,6220253,1220253
20254,ELYSION,254,365,335,496100,40000,False,True,232003,sbg_tower_001_day,6220254,1220254
20255,ELYSION,255,366,336,499100,40000,False,True,331004,sbg_tower_001_day,6220255,1220255
20256,ELYSION,256,367,337,500600,40000,False,True,332002,sbg_tower_001_day,6220256,1220256
20257,ELYSION,257,367,337,502100,40000,False,True,332001,sbg_tower_001_day,6220257,1220257
20258,ELYSION,258,368,338,503600,40000,False,True,232002,sbg_tower_001_day,6220258,1220258
20259,ELYSION,259,369,339,505100,40000,False,True,132004,sbg_tower_001_day,6220259,1220259
20260,ELYSION,260,370,340,508100,40000,False,True,342104,sbg_tower_001_day,6220260,1220260
20261,ELYSION,261,371,341,509600,40000,False,True,231002,sbg_tower_001_day,6220261,1220261
20262,ELYSION,262,372,342,511100,40000,False,True,232003,sbg_tower_001_day,6220262,1220262
20263,ELYSION,263,373,343,512600,40000,False,True,231005,sbg_tower_001_day,6220263,1220263
20264,ELYSION,264,373,343,514100,40000,False,True,231002,sbg_tower_001_day,6220264,1220264
20265,ELYSION,265,374,344,517100,40000,False,True,231004,sbg_tower_001_day,6220265,1220265
20266,ELYSION,266,375,345,518600,40000,False,True,331001,sbg_tower_001_day,6220266,1220266
20267,ELYSION,267,376,346,520100,40000,False,True,332001,sbg_tower_001_day,6220267,1220267
20268,ELYSION,268,377,347,521600,40000,False,True,232002,sbg_tower_001_day,6220268,1220268
20269,ELYSION,269,378,348,523100,40000,False,True,231005,sbg_tower_001_day,6220269,1220269
20270,ELYSION,270,379,349,526100,40000,False,True,352002,sbg_tower_001_day,6220270,1220270
20271,ELYSION,271,379,349,527600,40000,False,True,232003,sbg_tower_001_day,6220271,1220271
20272,ELYSION,272,380,350,529100,40000,False,True,132006,sbg_tower_001_day,6220272,1220272
20273,ELYSION,273,381,351,530600,40000,False,True,232007,sbg_tower_001_day,6220273,1220273
20274,ELYSION,274,382,352,532100,40000,False,True,332007,sbg_tower_001_day,6220274,1220274
20275,ELYSION,275,383,353,535100,40000,False,True,132004,sbg_tower_001_day,6220275,1220275
20276,ELYSION,276,384,354,536600,40000,False,True,231002,sbg_tower_001_day,6220276,1220276
20277,ELYSION,277,385,355,538100,40000,False,True,232003,sbg_tower_001_day,6220277,1220277
20278,ELYSION,278,385,355,539600,40000,False,True,231005,sbg_tower_001_day,6220278,1220278
20279,ELYSION,279,386,356,541100,40000,False,True,232006,sbg_tower_001_day,6220279,1220279
20280,ELYSION,280,387,357,546100,40000,False,True,142103,sbg_tower_001_day,6220280,1220280
20281,ELYSION,281,388,358,547600,40000,False,True,332002,sbg_tower_001_day,6220281,1220281
20282,ELYSION,282,389,359,549100,40000,False,True,332001,sbg_tower_001_day,6220282,1220282
20283,ELYSION,283,390,360,550600,40000,False,True,232002,sbg_tower_001_day,6220283,1220283
20284,ELYSION,284,391,361,552100,40000,False,True,132006,sbg_tower_001_day,6220284,1220284
20285,ELYSION,285,391,361,557100,40000,False,True,232003,sbg_tower_001_day,6220285,1220285
20286,ELYSION,286,392,362,558600,40000,False,True,332002,sbg_tower_001_day,6220286,1220286
20287,ELYSION,287,393,363,560100,40000,False,True,332003,sbg_tower_001_day,6220287,1220287
20288,ELYSION,288,394,364,561600,40000,False,True,232007,sbg_tower_001_day,6220288,1220288
20289,ELYSION,289,395,365,563100,40000,False,True,332006,sbg_tower_001_day,6220289,1220289
20290,ELYSION,290,396,366,568100,40000,False,True,351002,sbg_tower_001_day,6220290,1220290
20291,ELYSION,291,397,367,569600,40000,False,True,231002,sbg_tower_001_day,6220291,1220291
20292,ELYSION,292,397,367,571100,40000,False,True,232003,sbg_tower_001_day,6220292,1220292
20293,ELYSION,293,398,368,572600,40000,False,True,231005,sbg_tower_001_day,6220293,1220293
20294,ELYSION,294,399,369,574100,40000,False,True,231002,sbg_tower_001_day,6220294,1220294
20295,ELYSION,295,400,370,579100,40000,False,True,231004,sbg_tower_001_day,6220295,1220295
20296,ELYSION,296,401,371,580600,40000,False,True,232006,sbg_tower_001_day,6220296,1220296
20297,ELYSION,297,402,372,582100,40000,False,True,132006,sbg_tower_001_day,6220297,1220297
20298,ELYSION,298,403,373,583600,40000,False,True,332002,sbg_tower_001_day,6220298,1220298
20299,ELYSION,299,403,373,585100,40000,False,True,131004,sbg_tower_001_day,6220299,1220299
20300,ELYSION,300,404,374,590100,40000,False,True,352001,sbg_tower_001_day,6220300,1220300
20301,ELYSION,301,405,375,591600,40000,False,True,132004,sbg_tower_001_day,6220301,1220301
20302,ELYSION,302,405,375,593100,40000,False,True,232005,sbg_tower_001_day,6220302,1220302
20303,ELYSION,303,406,376,594600,40000,False,True,131002,sbg_tower_001_day,6220303,1220303
20304,ELYSION,304,406,376,596100,40000,False,True,232003,sbg_tower_001_day,6220304,1220304
20305,ELYSION,305,407,377,600580,40000,False,True,132003,sbg_tower_001_day,6220305,1220305
20306,ELYSION,306,407,377,602450,40000,False,True,332007,sbg_tower_001_day,6220306,1220306
20307,ELYSION,307,408,378,604320,40000,False,True,232003,sbg_tower_001_day,6220307,1220307
20308,ELYSION,308,408,378,606190,40000,False,True,231004,sbg_tower_001_day,6220308,1220308
20309,ELYSION,309,409,379,609100,40000,False,True,232003,sbg_tower_001_day,6220309,1220309
20310,ELYSION,310,409,379,616100,40000,False,True,341003,sbg_tower_001_day,6220310,1220310
20311,ELYSION,311,410,380,617600,40000,False,True,232006,sbg_tower_001_day,6220311,1220311
20312,ELYSION,312,410,380,619100,40000,False,True,231001,sbg_tower_001_day,6220312,1220312
20313,ELYSION,313,411,381,620600,40000,False,True,132002,sbg_tower_001_day,6220313,1220313
20314,ELYSION,314,411,381,622100,40000,False,True,131002,sbg_tower_001_day,6220314,1220314
20315,ELYSION,315,412,382,626670,40000,False,True,132006,sbg_tower_001_day,6220315,1220315
20316,ELYSION,316,412,382,628540,40000,False,True,332002,sbg_tower_001_day,6220316,1220316
20317,ELYSION,317,413,383,630410,40000,False,True,332003,sbg_tower_001_day,6220317,1220317
20318,ELYSION,318,413,383,632280,40000,False,True,232002,sbg_tower_001_day,6220318,1220318
20319,ELYSION,319,414,384,635100,40000,False,True,332008,sbg_tower_001_day,6220319,1220319
20320,ELYSION,320,414,384,642100,40000,False,True,152006,sbg_tower_001_day,6220320,1220320
20321,ELYSION,321,415,385,643600,40000,False,True,331005,sbg_tower_001_day,6220321,1220321
20322,ELYSION,322,415,385,645100,40000,False,True,231004,sbg_tower_001_day,6220322,1220322
20323,ELYSION,323,416,386,646600,40000,False,True,131002,sbg_tower_001_day,6220323,1220323
20324,ELYSION,324,416,386,648100,40000,False,True,231004,sbg_tower_001_day,6220324,1220324
20325,ELYSION,325,417,387,655100,40000,False,True,232006,sbg_tower_001_day,6220325,1220325
20326,ELYSION,326,417,387,656600,40000,False,True,332007,sbg_tower_001_day,6220326,1220326
20327,ELYSION,327,418,388,658100,40000,False,True,232003,sbg_tower_001_day,6220327,1220327
20328,ELYSION,328,418,388,659600,40000,False,True,231004,sbg_tower_001_day,6220328,1220328
20329,ELYSION,329,419,389,661100,40000,False,True,232003,sbg_tower_001_day,6220329,1220329
20330,ELYSION,330,419,389,670860,40000,False,True,242104,sbg_tower_001_day,6220330,1220330
20331,ELYSION,331,420,390,672360,40000,False,True,332001,sbg_tower_001_day,6220331,1220331
20332,ELYSION,332,420,390,673860,40000,False,True,332008,sbg_tower_001_day,6220332,1220332
20333,ELYSION,333,421,391,675360,40000,False,True,231006,sbg_tower_001_day,6220333,1220333
20334,ELYSION,334,421,391,676860,40000,False,True,132001,sbg_tower_001_day,6220334,1220334
20335,ELYSION,335,422,392,681850,40000,False,True,132003,sbg_tower_001_day,6220335,1220335
20336,ELYSION,336,423,393,683720,40000,False,True,132004,sbg_tower_001_day,6220336,1220336
20337,ELYSION,337,424,394,685590,40000,False,True,231002,sbg_tower_001_day,6220337,1220337
20338,ELYSION,338,425,395,687460,40000,False,True,231004,sbg_tower_001_day,6220338,1220338
20339,ELYSION,339,426,396,691460,40000,False,True,332002,sbg_tower_001_day,6220339,1220339
20340,ELYSION,340,427,397,700460,40000,False,True,352004,sbg_tower_001_day,6220340,1220340
20341,ELYSION,341,428,398,702330,40000,False,True,331001,sbg_tower_001_day,6220341,1220341
20342,ELYSION,342,429,399,704200,40000,False,True,232005,sbg_tower_001_day,6220342,1220342
20343,ELYSION,343,430,400,706070,40000,False,True,132001,sbg_tower_001_day,6220343,1220343
20344,ELYSION,344,431,401,707940,40000,False,True,231005,sbg_tower_001_day,6220344,1220344
20345,ELYSION,345,432,402,710940,40000,False,True,132006,sbg_tower_001_day,6220345,1220345
20346,ELYSION,346,433,403,712810,40000,False,True,331005,sbg_tower_001_day,6220346,1220346
20347,ELYSION,347,434,404,714680,40000,False,True,132006,sbg_tower_001_day,6220347,1220347
20348,ELYSION,348,435,405,716550,40000,False,True,231006,sbg_tower_001_day,6220348,1220348
20349,ELYSION,349,436,406,720550,40000,False,True,332008,sbg_tower_001_day,6220349,1220349
20350,ELYSION,350,437,407,726550,40000,False,True,142101,sbg_tower_001_day,6220350,1220350
20351,ELYSION,351,438,408,720970,40000,False,True,232006,sbg_tower_001_day,6220351,1220351
20352,ELYSION,352,439,409,722470,40000,False,True,231001,sbg_tower_001_day,6220352,1220352
20353,ELYSION,353,440,410,723970,40000,False,True,132002,sbg_tower_001_day,6220353,1220353
20354,ELYSION,354,441,411,725470,40000,False,True,131002,sbg_tower_001_day,6220354,1220354
20355,ELYSION,355,442,412,728344,40000,False,True,132006,sbg_tower_001_day,6220355,1220355
20356,ELYSION,356,443,413,729844,40000,False,True,332002,sbg_tower_001_day,6220356,1220356
20357,ELYSION,357,444,414,731344,40000,False,True,332003,sbg_tower_001_day,6220357,1220357
20358,ELYSION,358,445,415,732844,40000,False,True,232002,sbg_tower_001_day,6220358,1220358
20359,ELYSION,359,446,416,736844,40000,False,True,332008,sbg_tower_001_day,6220359,1220359
20360,ELYSION,360,447,417,742844,40000,False,True,352002,sbg_tower_001_day,6220360,1220360
20361,ELYSION,361,448,418,744344,40000,False,True,331005,sbg_tower_001_day,6220361,1220361
20362,ELYSION,362,449,419,745844,40000,False,True,231004,sbg_tower_001_day,6220362,1220362
20363,ELYSION,363,450,420,747344,40000,False,True,131002,sbg_tower_001_day,6220363,1220363
20364,ELYSION,364,451,421,748844,40000,False,True,231004,sbg_tower_001_day,6220364,1220364
20365,ELYSION,365,452,422,751718,40000,False,True,132003,sbg_tower_001_day,6220365,1220365
20366,ELYSION,366,453,423,753218,40000,False,True,332007,sbg_tower_001_day,6220366,1220366
20367,ELYSION,367,454,424,754718,40000,False,True,232003,sbg_tower_001_day,6220367,1220367
20368,ELYSION,368,455,425,756218,40000,False,True,231004,sbg_tower_001_day,6220368,1220368
20369,ELYSION,369,456,426,760218,40000,False,True,232003,sbg_tower_001_day,6220369,1220369
20370,ELYSION,370,457,427,769218,40000,False,True,142103,sbg_tower_001_day,6220370,1220370
20371,ELYSION,371,458,428,770718,40000,False,True,332001,sbg_tower_001_day,6220371,1220371
20372,ELYSION,372,458,428,772218,40000,False,True,332008,sbg_tower_001_day,6220372,1220372
20373,ELYSION,373,459,429,773718,40000,False,True,231006,sbg_tower_001_day,6220373,1220373
20374,ELYSION,374,459,429,775218,40000,False,True,132001,sbg_tower_001_day,6220374,1220374
20375,ELYSION,375,460,430,778092,40000,False,True,232006,sbg_tower_001_day,6220375,1220375
20376,ELYSION,376,460,430,779592,40000,False,True,132004,sbg_tower_001_day,6220376,1220376
20377,ELYSION,377,461,431,781092,40000,False,True,231002,sbg_tower_001_day,6220377,1220377
20378,ELYSION,378,461,431,782592,40000,False,True,231004,sbg_tower_001_day,6220378,1220378
20379,ELYSION,379,462,432,786592,40000,False,True,332002,sbg_tower_001_day,6220379,1220379
20380,ELYSION,380,462,432,792592,40000,False,True,151001,sbg_tower_001_day,6220380,1220380
20381,ELYSION,381,463,433,794092,40000,False,True,331001,sbg_tower_001_day,6220381,1220381
20382,ELYSION,382,463,433,795592,40000,False,True,332001,sbg_tower_001_day,6220382,1220382
20383,ELYSION,383,464,434,797092,40000,False,True,132001,sbg_tower_001_day,6220383,1220383
20384,ELYSION,384,464,434,798592,40000,False,True,231005,sbg_tower_001_day,6220384,1220384
20385,ELYSION,385,465,435,801466,40000,False,True,132006,sbg_tower_001_day,6220385,1220385
20386,ELYSION,386,465,435,802966,40000,False,True,331005,sbg_tower_001_day,6220386,1220386
20387,ELYSION,387,466,436,804466,40000,False,True,132006,sbg_tower_001_day,6220387,1220387
20388,ELYSION,388,466,436,805966,40000,False,True,231006,sbg_tower_001_day,6220388,1220388
20389,ELYSION,389,467,437,809966,40000,False,True,332008,sbg_tower_001_day,6220389,1220389
20390,ELYSION,390,467,437,818966,40000,False,True,341003,sbg_tower_001_day,6220390,1220390
20391,ELYSION,391,468,438,820466,40000,False,True,131003,sbg_tower_001_day,6220391,1220391
20392,ELYSION,392,468,438,821966,40000,False,True,332001,sbg_tower_001_day,6220392,1220392
20393,ELYSION,393,469,439,823466,40000,False,True,231006,sbg_tower_001_day,6220393,1220393
20394,ELYSION,394,469,439,824966,40000,False,True,332002,sbg_tower_001_day,6220394,1220394
20395,ELYSION,395,470,440,827840,40000,False,True,231005,sbg_tower_001_day,6220395,1220395
20396,ELYSION,396,470,440,829340,40000,False,True,231005,sbg_tower_001_day,6220396,1220396
20397,ELYSION,397,471,441,830840,40000,False,True,231001,sbg_tower_001_day,6220397,1220397
20398,ELYSION,398,471,441,832340,40000,False,True,131002,sbg_tower_001_day,6220398,1220398
20399,ELYSION,399,472,442,836340,40000,False,True,232007,sbg_tower_001_day,6220399,1220399
20400,ELYSION,400,472,442,842340,40000,False,True,152006,sbg_tower_001_day,6220400,1220400
20401,ELYSION,401,473,443,843840,40000,False,True,332002,sbg_tower_001_day,6220401,1220401
20402,ELYSION,402,474,444,845340,40000,False,True,232005,sbg_tower_001_day,6220402,1220402
20403,ELYSION,403,475,445,846840,40000,False,True,132006,sbg_tower_001_day,6220403,1220403
20404,ELYSION,404,476,446,848340,40000,False,True,131001,sbg_tower_001_day,6220404,1220404
20405,ELYSION,405,477,447,851214,40000,False,True,132006,sbg_tower_001_day,6220405,1220405
20406,ELYSION,406,478,448,852714,40000,False,True,231005,sbg_tower_001_day,6220406,1220406
20407,ELYSION,407,479,449,854214,40000,False,True,331004,sbg_tower_001_day,6220407,1220407
20408,ELYSION,408,480,450,855714,40000,False,True,131001,sbg_tower_001_day,6220408,1220408
20409,ELYSION,409,481,451,859714,40000,False,True,131002,sbg_tower_001_day,6220409,1220409
20410,ELYSION,410,482,452,868714,40000,False,True,152006,sbg_tower_001_day,6220410,1220410
20411,ELYSION,411,483,453,870214,40000,False,True,232006,sbg_tower_001_day,6220411,1220411
20412,ELYSION,412,484,454,871714,40000,False,True,231001,sbg_tower_001_day,6220412,1220412
20413,ELYSION,413,485,455,873214,40000,False,True,132002,sbg_tower_001_day,6220413,1220413
20414,ELYSION,414,486,456,874714,40000,False,True,131002,sbg_tower_001_day,6220414,1220414
20415,ELYSION,415,487,457,877588,40000,False,True,132006,sbg_tower_001_day,6220415,1220415
20416,ELYSION,416,488,458,879088,40000,False,True,332002,sbg_tower_001_day,6220416,1220416
20417,ELYSION,417,489,459,880588,40000,False,True,332003,sbg_tower_001_day,6220417,1220417
20418,ELYSION,418,490,460,882088,40000,False,True,232002,sbg_tower_001_day,6220418,1220418
20419,ELYSION,419,491,461,886088,40000,False,True,332008,sbg_tower_001_day,6220419,1220419
20420,ELYSION,420,492,462,892088,40000,False,True,242104,sbg_tower_001_day,6220420,1220420
20421,ELYSION,421,493,463,893588,40000,False,True,331005,sbg_tower_001_day,6220421,1220421
20422,ELYSION,422,494,464,895088,40000,False,True,231004,sbg_tower_001_day,6220422,1220422
20423,ELYSION,423,495,465,896588,40000,False,True,131002,sbg_tower_001_day,6220423,1220423
20424,ELYSION,424,496,466,898088,40000,False,True,231004,sbg_tower_001_day,6220424,1220424
20425,ELYSION,425,497,467,900962,40000,False,True,232002,sbg_tower_001_day,6220425,1220425
20426,ELYSION,426,498,468,902462,40000,False,True,332007,sbg_tower_001_day,6220426,1220426
20427,ELYSION,427,499,469,903962,40000,False,True,232003,sbg_tower_001_day,6220427,1220427
20428,ELYSION,428,500,470,905462,40000,False,True,231004,sbg_tower_001_day,6220428,1220428
20429,ELYSION,429,501,471,909462,40000,False,True,232003,sbg_tower_001_day,6220429,1220429
20430,ELYSION,430,502,472,918462,40000,False,True,342101,sbg_tower_001_day,6220430,1220430
20431,ELYSION,431,503,473,919962,40000,False,True,131002,sbg_tower_001_day,6220431,1220431
20432,ELYSION,432,504,474,921462,40000,False,True,231001,sbg_tower_001_day,6220432,1220432
20433,ELYSION,433,505,475,922962,40000,False,True,131002,sbg_tower_001_day,6220433,1220433
20434,ELYSION,434,506,476,924462,40000,False,True,332005,sbg_tower_001_day,6220434,1220434
20435,ELYSION,435,507,477,927336,40000,False,True,232003,sbg_tower_001_day,6220435,1220435
20436,ELYSION,436,508,478,928836,40000,False,True,131003,sbg_tower_001_day,6220436,1220436
20437,ELYSION,437,509,479,930336,40000,False,True,331005,sbg_tower_001_day,6220437,1220437
20438,ELYSION,438,510,480,931836,40000,False,True,131001,sbg_tower_001_day,6220438,1220438
20439,ELYSION,439,511,481,935836,40000,False,True,231005,sbg_tower_001_day,6220439,1220439
20440,ELYSION,440,512,482,941836,40000,False,True,452001,sbg_tower_001_day,6220440,1220440
20441,ELYSION,441,513,483,943336,40000,False,True,132004,sbg_tower_001_day,6220441,1220441
20442,ELYSION,442,514,484,944836,40000,False,True,231004,sbg_tower_001_day,6220442,1220442
20443,ELYSION,443,515,485,946336,40000,False,True,232007,sbg_tower_001_day,6220443,1220443
20444,ELYSION,444,516,486,947836,40000,False,True,132001,sbg_tower_001_day,6220444,1220444
20445,ELYSION,445,517,487,950710,40000,False,True,132003,sbg_tower_001_day,6220445,1220445
20446,ELYSION,446,518,488,952210,40000,False,True,232005,sbg_tower_001_day,6220446,1220446
20447,ELYSION,447,519,489,953710,40000,False,True,332008,sbg_tower_001_day,6220447,1220447
20448,ELYSION,448,520,490,955210,40000,False,True,232003,sbg_tower_001_day,6220448,1220448
20449,ELYSION,449,521,491,959210,40000,False,True,132003,sbg_tower_001_day,6220449,1220449
20450,ELYSION,450,522,492,968210,40000,False,True,252002,sbg_tower_001_day,6220450,1220450
20451,ELYSION,451,522,492,969721,40000,False,True,231006,sbg_tower_001_day,6220451,1220451
20452,ELYSION,452,522,492,971232,40000,False,True,331005,sbg_tower_001_day,6220452,1220452
20453,ELYSION,453,523,493,972743,40000,False,True,331005,sbg_tower_001_day,6220453,1220453
20454,ELYSION,454,523,493,974254,40000,False,True,131001,sbg_tower_001_day,6220454,1220454
20455,ELYSION,455,523,493,976855,40000,False,True,231001,sbg_tower_001_day,6220455,1220455
20456,ELYSION,456,524,494,978366,40000,False,True,231006,sbg_tower_001_day,6220456,1220456
20457,ELYSION,457,524,494,979877,40000,False,True,231004,sbg_tower_001_day,6220457,1220457
20458,ELYSION,458,524,494,981388,40000,False,True,231006,sbg_tower_001_day,6220458,1220458
20459,ELYSION,459,525,495,983989,40000,False,True,332004,sbg_tower_001_day,6220459,1220459
20460,ELYSION,460,525,495,989989,40000,False,True,242105,sbg_tower_001_day,6220460,1220460
20461,ELYSION,461,525,495,991500,40000,False,True,231006,sbg_tower_001_day,6220461,1220461
20462,ELYSION,462,526,496,993011,40000,False,True,331005,sbg_tower_001_day,6220462,1220462
20463,ELYSION,463,526,496,994522,40000,False,True,231006,sbg_tower_001_day,6220463,1220463
20464,ELYSION,464,526,496,996033,40000,False,True,331005,sbg_tower_001_day,6220464,1220464
20465,ELYSION,465,527,497,998634,40000,False,True,331005,sbg_tower_001_day,6220465,1220465
20466,ELYSION,466,527,497,1000145,40000,False,True,332001,sbg_tower_001_day,6220466,1220466
20467,ELYSION,467,527,497,1001656,40000,False,True,231002,sbg_tower_001_day,6220467,1220467
20468,ELYSION,468,528,498,1003167,40000,False,True,332007,sbg_tower_001_day,6220468,1220468
20469,ELYSION,469,528,498,1005768,40000,False,True,232003,sbg_tower_001_day,6220469,1220469
20470,ELYSION,470,528,498,1014768,40000,False,True,152001,sbg_tower_001_day,6220470,1220470
20471,ELYSION,471,529,499,1016279,40000,False,True,231002,sbg_tower_001_day,6220471,1220471
20472,ELYSION,472,529,499,1017790,40000,False,True,332003,sbg_tower_001_day,6220472,1220472
20473,ELYSION,473,530,500,1019301,40000,False,True,231006,sbg_tower_001_day,6220473,1220473
20474,ELYSION,474,530,500,1020812,40000,False,True,132002,sbg_tower_001_day,6220474,1220474
20475,ELYSION,475,531,501,1023413,40000,False,True,231001,sbg_tower_001_day,6220475,1220475
20476,ELYSION,476,531,501,1024924,40000,False,True,331001,sbg_tower_001_day,6220476,1220476
20477,ELYSION,477,532,502,1026435,40000,False,True,231001,sbg_tower_001_day,6220477,1220477
20478,ELYSION,478,532,502,1027946,40000,False,True,332008,sbg_tower_001_day,6220478,1220478
20479,ELYSION,479,533,503,1030547,40000,False,True,131001,sbg_tower_001_day,6220479,1220479
20480,ELYSION,480,533,503,1036547,40000,False,True,442001,sbg_tower_001_day,6220480,1220480
20481,ELYSION,481,534,504,1038058,40000,False,True,332001,sbg_tower_001_day,6220481,1220481
20482,ELYSION,482,534,504,1039569,40000,False,True,332008,sbg_tower_001_day,6220482,1220482
20483,ELYSION,483,535,505,1041080,40000,False,True,231006,sbg_tower_001_day,6220483,1220483
20484,ELYSION,484,535,505,1042591,40000,False,True,132001,sbg_tower_001_day,6220484,1220484
20485,ELYSION,485,536,506,1045192,40000,False,True,132003,sbg_tower_001_day,6220485,1220485
20486,ELYSION,486,536,506,1046703,40000,False,True,132004,sbg_tower_001_day,6220486,1220486
20487,ELYSION,487,537,507,1048214,40000,False,True,231002,sbg_tower_001_day,6220487,1220487
20488,ELYSION,488,537,507,1049725,40000,False,True,231004,sbg_tower_001_day,6220488,1220488
20489,ELYSION,489,538,508,1052326,40000,False,True,332002,sbg_tower_001_day,6220489,1220489
20490,ELYSION,490,538,508,1061326,40000,False,True,342104,sbg_tower_001_day,6220490,1220490
20491,ELYSION,491,539,509,1062837,40000,False,True,331001,sbg_tower_001_day,6220491,1220491
20492,ELYSION,492,539,509,1064348,40000,False,True,332008,sbg_tower_001_day,6220492,1220492
20493,ELYSION,493,540,510,1065859,40000,False,True,132001,sbg_tower_001_day,6220493,1220493
20494,ELYSION,494,540,510,1067370,40000,False,True,231005,sbg_tower_001_day,6220494,1220494
20495,ELYSION,495,541,511,1069971,40000,False,True,132006,sbg_tower_001_day,6220495,1220495
20496,ELYSION,496,541,511,1071482,40000,False,True,331005,sbg_tower_001_day,6220496,1220496
20497,ELYSION,497,542,512,1072993,40000,False,True,132006,sbg_tower_001_day,6220497,1220497
20498,ELYSION,498,542,512,1074504,40000,False,True,231006,sbg_tower_001_day,6220498,1220498
20499,ELYSION,499,543,513,1077105,40000,False,True,332008,sbg_tower_001_day,6220499,1220499
20500,ELYSION,500,543,513,1083105,40000,False,True,452001,sbg_tower_001_day,6220500,1220500
20501,ELYSION,501,544,514,1084616,40000,False,True,332001,sbg_tower_001_day,6220501,1220501
20502,ELYSION,502,544,514,1086127,40000,False,True,332008,sbg_tower_001_day,6220502,1220502
20503,ELYSION,503,545,515,1087638,40000,False,True,332002,sbg_tower_001_day,6220503,1220503
20504,ELYSION,504,545,515,1089149,40000,False,True,232005,sbg_tower_001_day,6220504,1220504
20505,ELYSION,505,546,516,1091750,40000,False,True,231002,sbg_tower_001_day,6220505,1220505
20506,ELYSION,506,546,516,1093261,40000,False,True,332004,sbg_tower_001_day,6220506,1220506
20507,ELYSION,507,547,517,1094772,40000,False,True,132006,sbg_tower_001_day,6220507,1220507
20508,ELYSION,508,547,517,1096283,40000,False,True,232001,sbg_tower_001_day,6220508,1220508
20509,ELYSION,509,548,518,1098884,40000,False,True,132006,sbg_tower_001_day,6220509,1220509
20510,ELYSION,510,548,518,1105884,40000,False,True,142001,sbg_tower_001_day,6220510,1220510
20511,ELYSION,511,549,519,1107395,40000,False,True,332001,sbg_tower_001_day,6220511,1220511
20512,ELYSION,512,549,519,1108906,40000,False,True,132006,sbg_tower_001_day,6220512,1220512
20513,ELYSION,513,550,520,1110417,40000,False,True,331002,sbg_tower_001_day,6220513,1220513
20514,ELYSION,514,550,520,1111928,40000,False,True,232006,sbg_tower_001_day,6220514,1220514
20515,ELYSION,515,551,521,1114529,40000,False,True,132003,sbg_tower_001_day,6220515,1220515
