id,manager_id,order,dialog_event_type,dialog_type,scenario_title_localkey,scenario_dialog_id,cutscene_image_for_ui,spawn_lost_item_id,heroine_album_id
snowfall_speech_npc_day15_04,1001,104,Extra,DialogScene,,snowfall_speech_npc_day15_04,0,0,0
snowfall_speech_npc_day15_05,1001,105,Extra,DialogScene,,snowfall_speech_npc_day15_05,0,0,0
snowfall_speech_npc_day16_01,1001,106,Extra,DialogScene,,snowfall_speech_npc_day16_01,0,0,0
snowfall_speech_npc_day16_02,1001,107,Extra,DialogScene,,snowfall_speech_npc_day16_02,0,0,0
snowfall_speech_npc_day16_03,1001,108,Extra,DialogScene,,snowfall_speech_npc_day16_03,0,0,0
snowfall_speech_npc_day16_04,1001,109,Extra,DialogScene,,snowfall_speech_npc_day16_04,0,0,0
snowfall_speech_npc_day16_05,1001,110,Extra,DialogScene,,snowfall_speech_npc_day16_05,0,0,0
snowfall_speech_npc_day17_01,1001,111,Extra,DialogScene,,snowfall_speech_npc_day17_01,0,0,0
snowfall_speech_npc_day17_02,1001,112,Extra,DialogScene,,snowfall_speech_npc_day17_02,0,0,0
snowfall_speech_npc_day17_03,1001,113,Extra,DialogScene,,snowfall_speech_npc_day17_03,0,0,0
snowfall_speech_npc_day17_04,1001,114,Extra,DialogScene,,snowfall_speech_npc_day17_04,0,0,0
snowfall_speech_npc_day17_05,1001,115,Extra,DialogScene,,snowfall_speech_npc_day17_05,0,0,0
snowfall_speech_npc_day17_06,1001,116,Extra,DialogScene,,snowfall_speech_npc_day17_06,0,0,0
snowfall_speech_npc_day17_07,1001,117,Extra,DialogScene,,snowfall_speech_npc_day17_07,0,0,0
snowfall_speech_npc_day17_08,1001,118,Extra,DialogScene,,snowfall_speech_npc_day17_08,0,0,0
snowfall_speech_npc_day17_09,1001,119,Extra,DialogScene,,snowfall_speech_npc_day17_09,0,0,0
snowfall_speech_npc_day17_10,1001,120,Extra,DialogScene,,snowfall_speech_npc_day17_10,0,0,0
snowfall_speech_npc_day17_11,1001,121,Extra,DialogScene,,snowfall_speech_npc_day17_11,0,0,0
snowfall_speech_npc_day18_01,1001,122,Extra,DialogScene,,snowfall_speech_npc_day18_01,0,0,0
snowfall_speech_npc_day18_02,1001,123,Extra,DialogScene,,snowfall_speech_npc_day18_02,0,0,0
snowfall_speech_npc_day19_01,1001,124,Extra,DialogScene,,snowfall_speech_npc_day19_01,0,0,0
snowfall_speech_npc_day19_02,1001,125,Extra,DialogScene,,snowfall_speech_npc_day19_02,0,0,0
snowfall_speech_npc_day19_03,1001,126,Extra,DialogScene,,snowfall_speech_npc_day19_03,0,0,0
snowfall_speech_npc_day19_04,1001,127,Extra,DialogScene,,snowfall_speech_npc_day19_04,0,0,0
snowfall_speech_npc_day19_05,1001,128,Extra,DialogScene,,snowfall_speech_npc_day19_05,0,0,0
snowfall_speech_npc_day19_06,1001,129,Extra,DialogScene,,snowfall_speech_npc_day19_06,0,0,0
snowfall_speech_npc_day19_07,1001,130,Extra,DialogScene,,snowfall_speech_npc_day19_07,0,0,0
snowfall_speech_npc_day19_08,1001,131,Extra,DialogScene,,snowfall_speech_npc_day19_08,0,0,0
snowfall_speech_npc_day19_09,1001,132,Extra,DialogScene,,snowfall_speech_npc_day19_09,0,0,0
snowfall_speech_npc_day19_10,1001,133,Extra,DialogScene,,snowfall_speech_npc_day19_10,0,0,0
snowfall_speech_npc_day19_11,1001,134,Extra,DialogScene,,snowfall_speech_npc_day19_11,0,0,0
snowfall_speech_npc_day19_12,1001,135,Extra,DialogScene,,snowfall_speech_npc_day19_12,0,0,0
snowfall_speech_npc_day20_01,1001,136,Extra,DialogScene,,snowfall_speech_npc_day20_01,0,0,0
snowfall_speech_npc_day20_02,1001,137,Extra,DialogScene,,snowfall_speech_npc_day20_02,0,0,0
snowfall_speech_npc_day20_03,1001,138,Extra,DialogScene,,snowfall_speech_npc_day20_03,0,0,0
snowfall_speech_npc_day20_04,1001,139,Extra,DialogScene,,snowfall_speech_npc_day20_04,0,0,0
snowfall_speech_npc_day20_05,1001,140,Extra,DialogScene,,snowfall_speech_npc_day20_05,0,0,0
snowfall_speech_npc_day20_06,1001,141,Extra,DialogScene,,snowfall_speech_npc_day20_06,0,0,0
snowfall_speech_npc_day20_07,1001,142,Extra,DialogScene,,snowfall_speech_npc_day20_07,0,0,0
snowfall_speech_npc_day20_08,1001,143,Extra,DialogScene,,snowfall_speech_npc_day20_08,0,0,0
snowfall_speech_npc_day20_09,1001,144,Extra,DialogScene,,snowfall_speech_npc_day20_09,0,0,0
snowfall_speech_npc_day20_10,1001,145,Extra,DialogScene,,snowfall_speech_npc_day20_10,0,0,0
snowfall_speech_npc_day20_11,1001,146,Extra,DialogScene,,snowfall_speech_npc_day20_11,0,0,0
snowfall_speech_npc_day20_12,1001,147,Extra,DialogScene,,snowfall_speech_npc_day20_12,0,0,0
snowfall_speech_npc_day21_01,1001,148,Extra,DialogScene,,snowfall_speech_npc_day21_01,0,0,0
snowfall_speech_npc_day21_02,1001,149,Extra,DialogScene,,snowfall_speech_npc_day21_02,0,0,0
snowfall_speech_npc_day21_03,1001,150,Extra,DialogScene,,snowfall_speech_npc_day21_03,0,0,0
snowfall_speech_npc_day21_04,1001,151,Extra,DialogScene,,snowfall_speech_npc_day21_04,0,0,0
snowfall_speech_npc_day21_05,1001,152,Extra,DialogScene,,snowfall_speech_npc_day21_05,0,0,0
snowfall_global_01,1001,1,Global,DialogScene,Locale_SubScenario:snowfall_global_01_title,snowfall_global_01,0,0,0
snowfall_global_02,1001,2,Global,DialogScene,Locale_SubScenario:snowfall_global_02_title,snowfall_global_02,0,0,0
snowfall_global_03,1001,3,Global,DialogScene,Locale_SubScenario:snowfall_global_03_title,snowfall_global_03,0,0,0
snowfall_global_04,1001,4,Global,DialogScene,Locale_SubScenario:snowfall_global_04_title,snowfall_global_04,0,0,0
snowfall_global_05,1001,5,Global,DialogScene,Locale_SubScenario:snowfall_global_05_title,snowfall_global_05,0,0,0
snowfall_global_06,1001,6,Global,DialogScene,Locale_SubScenario:snowfall_global_06_title,snowfall_global_06,0,0,0
snowfall_global_07,1001,7,Global,DialogScene,Locale_SubScenario:snowfall_global_07_title,snowfall_global_07,0,0,0
snowfall_global_08,1001,8,Global,DialogScene,Locale_SubScenario:snowfall_global_08_title,snowfall_global_08,0,0,0
snowfall_global_09,1001,9,Global,DialogScene,Locale_SubScenario:snowfall_global_09_title,snowfall_global_09,0,0,0
snowfall_global_10,1001,10,Global,DialogScene,Locale_SubScenario:snowfall_global_10_title,snowfall_global_10,0,0,0
snowfall_global_11,1001,11,Global,DialogScene,Locale_SubScenario:snowfall_global_11_title,snowfall_global_11,0,0,0
snowfall_global_12,1001,12,Global,DialogScene,Locale_SubScenario:snowfall_global_12_title,snowfall_global_12,0,0,0
snowfall_global_solo_13,1001,13,Global,DialogScene,Locale_SubScenario:snowfall_global_solo_13_title,snowfall_global_solo_13,0,0,0
snowfall_global_noirblanc_13,1001,14,Global,DialogScene,Locale_SubScenario:snowfall_global_noirblanc_13_title,snowfall_global_noirblanc_13,0,0,0
snowfall_global_ludmilla_13,1001,15,Global,DialogScene,Locale_SubScenario:snowfall_global_ludmilla_13_title,snowfall_global_ludmilla_13,0,0,0
snowfall_global_emma_13,1001,16,Global,DialogScene,Locale_SubScenario:snowfall_global_emma_13_title,snowfall_global_emma_13,0,0,0
snowfall_global_mica_13,1001,17,Global,DialogScene,Locale_SubScenario:snowfall_global_mica_13_title,snowfall_global_mica_13,0,0,0
snowfall_global_14,1001,18,Global,DialogScene,Locale_SubScenario:snowfall_global_14_title,snowfall_global_14,0,0,0
snowfall_epilogue,1001,19,Epilogue,DialogScene,Locale_SubScenario:snowfall_epilogue_title,snowfall_epilogue,0,0,0
snowfall_episode_mica_01,1001,1,Relation,DialogScene,Locale_SubScenario:snowfall_episode_mica_01_title,snowfall_episode_mica_01,0,0,10010101
snowfall_episode_mica_02,1001,2,Relation,DialogScene,Locale_SubScenario:snowfall_episode_mica_02_title,snowfall_episode_mica_02,0,0,10010101
snowfall_episode_mica_03,1001,3,Relation,DialogScene,Locale_SubScenario:snowfall_episode_mica_03_title,snowfall_episode_mica_03,0,0,10010101
snowfall_episode_mica_04_s,1001,4,Extra,DialogScene,Locale_SubScenario:snowfall_episode_mica_04_s_title,snowfall_episode_mica_04_s,0,100101,10010101
snowfall_episode_mica_04_m,1001,0,Extra,DialogScene,,snowfall_episode_mica_04_m,0,0,0
snowfall_episode_mica_04_e,1001,5,Relation,DialogScene,Locale_SubScenario:snowfall_episode_mica_04_e_title,snowfall_episode_mica_04_e,0,0,10010101
snowfall_episode_mica_05,1001,6,Relation,DialogScene,Locale_SubScenario:snowfall_episode_mica_05_title,snowfall_episode_mica_05,0,0,10010101
snowfall_episode_mica_06,1001,7,Relation,DialogScene,Locale_SubScenario:snowfall_episode_mica_06_title,snowfall_episode_mica_06,0,0,10010101
snowfall_episode_mica_07,1001,8,Relation,DialogScene,Locale_SubScenario:snowfall_episode_mica_07_title,snowfall_episode_mica_07,EventScene_snowfalloasis_04_2,0,10010101
snowfall_episode_emma_01_s,1001,1,Extra,DialogScene,Locale_SubScenario:snowfall_episode_emma_01_s_title,snowfall_episode_emma_01_s,0,100102,10010102
snowfall_episode_emma_01_m,1001,0,Extra,DialogScene,,snowfall_episode_emma_01_m,0,0,0
snowfall_episode_emma_01_e,1001,2,Relation,DialogScene,Locale_SubScenario:snowfall_episode_emma_01_e_title,snowfall_episode_emma_01_e,0,0,10010102
snowfall_episode_emma_02_s,1001,3,Extra,DialogScene,Locale_SubScenario:snowfall_episode_emma_02_s_title,snowfall_episode_emma_02_s,0,100103,10010102
snowfall_episode_emma_02_m,1001,0,Extra,DialogScene,,snowfall_episode_emma_02_m,0,0,0
snowfall_episode_emma_02_e,1001,4,Relation,DialogScene,Locale_SubScenario:snowfall_episode_emma_02_e_title,snowfall_episode_emma_02_e,0,0,10010102
snowfall_episode_emma_03,1001,5,Relation,DialogScene,Locale_SubScenario:snowfall_episode_emma_03_title,snowfall_episode_emma_03,0,0,10010102
snowfall_episode_emma_04,1001,6,Relation,DialogScene,Locale_SubScenario:snowfall_episode_emma_04_title,snowfall_episode_emma_04,0,0,10010102
snowfall_episode_emma_05,1001,7,Relation,DialogScene,Locale_SubScenario:snowfall_episode_emma_05_title,snowfall_episode_emma_05,0,0,10010102
snowfall_episode_emma_06,1001,8,Relation,DialogScene,Locale_SubScenario:snowfall_episode_emma_06_title,snowfall_episode_emma_06,0,0,10010102
snowfall_episode_emma_07,1001,9,Relation,DialogScene,Locale_SubScenario:snowfall_episode_emma_07_title,snowfall_episode_emma_07,EventScene_snowfalloasis_05_1,0,10010102
snowfall_episode_ludmilla_01,1001,1,Relation,DialogScene,Locale_SubScenario:snowfall_episode_ludmilla_01_title,snowfall_episode_ludmilla_01,0,0,10010103
snowfall_episode_ludmilla_02,1001,2,Relation,DialogScene,Locale_SubScenario:snowfall_episode_ludmilla_02_title,snowfall_episode_ludmilla_02,0,0,10010103
snowfall_episode_ludmilla_03_s,1001,3,Extra,DialogScene,Locale_SubScenario:snowfall_episode_ludmilla_03_s_title,snowfall_episode_ludmilla_03_s,0,100104,10010103
snowfall_episode_ludmilla_03_m,1001,0,Extra,DialogScene,,snowfall_episode_ludmilla_03_m,0,0,0
snowfall_episode_ludmilla_03_e,1001,4,Relation,DialogScene,Locale_SubScenario:snowfall_episode_ludmilla_03_e_title,snowfall_episode_ludmilla_03_e,0,0,10010103
snowfall_episode_ludmilla_04,1001,5,Relation,DialogScene,Locale_SubScenario:snowfall_episode_ludmilla_04_title,snowfall_episode_ludmilla_04,0,0,10010103
snowfall_episode_ludmilla_05,1001,6,Relation,DialogScene,Locale_SubScenario:snowfall_episode_ludmilla_05_title,snowfall_episode_ludmilla_05,0,0,10010103
snowfall_episode_ludmilla_06,1001,7,Relation,DialogScene,Locale_SubScenario:snowfall_episode_ludmilla_06_title,snowfall_episode_ludmilla_06,0,0,10010103
snowfall_episode_ludmilla_07,1001,8,Relation,DialogScene,Locale_SubScenario:snowfall_episode_ludmilla_07_title,snowfall_episode_ludmilla_07,EventScene_snowfalloasis_06_1,0,10010103
snowfall_episode_noir_01,1001,1,Relation,DialogScene,Locale_SubScenario:snowfall_episode_noir_01_title,snowfall_episode_noir_01,0,0,10010104
snowfall_episode_noir_03_s,1001,5,Extra,DialogScene,Locale_SubScenario:snowfall_episode_noir_03_s_title,snowfall_episode_noir_03_s,0,100105,10010104
snowfall_episode_noir_03_m,1001,0,Extra,DialogScene,,snowfall_episode_noir_03_m,0,0,0
snowfall_episode_noir_03_e,1001,6,Relation,DialogScene,Locale_SubScenario:snowfall_episode_noir_03_e_title,snowfall_episode_noir_03_e,0,0,10010104
snowfall_episode_blanc_01,1001,2,Relation,DialogScene,Locale_SubScenario:snowfall_episode_blanc_01_title,snowfall_episode_blanc_01,0,0,10010104
snowfall_episode_blanc_03,1001,4,Relation,DialogScene,Locale_SubScenario:snowfall_episode_blanc_03_title,snowfall_episode_blanc_03,0,0,10010104
snowfall_episode_noirblanc_02,1001,3,Relation,DialogScene,Locale_SubScenario:snowfall_episode_noirblanc_02_title,snowfall_episode_noirblanc_02,0,0,10010104
snowfall_episode_noirblanc_04,1001,7,Relation,DialogScene,Locale_SubScenario:snowfall_episode_noirblanc_04_title,snowfall_episode_noirblanc_04,0,0,10010104
snowfall_episode_noirblanc_05,1001,8,Relation,DialogScene,Locale_SubScenario:snowfall_episode_noirblanc_05_title,snowfall_episode_noirblanc_05,EventScene_snowfalloasis_01_1,0,10010104
snowfall_myroom_day1_e,1001,1,Myroom,PopupDialog,,snowfall_myroom_day1_e,0,0,0
snowfall_myroom_day3_e,1001,2,Myroom,PopupDialog,,snowfall_myroom_day3_e,0,0,0
snowfall_myroom_day4_e,1001,3,Myroom,PopupDialog,,snowfall_myroom_day4_e,0,0,0
snowfall_myroom_day5_s,1001,4,Myroom,DialogScene,,snowfall_myroom_day5_s,0,0,0
snowfall_myroom_day5_e,1001,5,Myroom,PopupDialog,,snowfall_myroom_day5_e,0,0,0
snowfall_myroom_day6_s,1001,6,Myroom,DialogScene,,snowfall_myroom_day6_s,0,0,0
snowfall_myroom_day6_e,1001,7,Myroom,PopupDialog,,snowfall_myroom_day6_e,0,0,0
snowfall_myroom_day7_e,1001,8,Myroom,PopupDialog,,snowfall_myroom_day7_e,0,0,0
snowfall_myroom_day8_e,1001,9,Myroom,PopupDialog,,snowfall_myroom_day8_e,0,0,0
snowfall_myroom_day9_s,1001,10,Myroom,DialogScene,,snowfall_myroom_day9_s,0,0,0
snowfall_myroom_day9_e,1001,11,Myroom,PopupDialog,,snowfall_myroom_day9_e,0,0,0
snowfall_myroom_day10_s,1001,12,Myroom,DialogScene,,snowfall_myroom_day10_s,0,0,0
snowfall_myroom_day10_e,1001,13,Myroom,PopupDialog,,snowfall_myroom_day10_e,0,0,0
snowfall_myroom_day11_s,1001,14,Myroom,PopupDialog,,snowfall_myroom_day11_s,0,0,0
snowfall_myroom_day11_e,1001,15,Myroom,PopupDialog,,snowfall_myroom_day11_e,0,0,0
snowfall_myroom_day13_m,1001,16,Myroom,DialogScene,,snowfall_myroom_day13_m,0,0,0
snowfall_myroom_day13_e,1001,17,Myroom,PopupDialog,,snowfall_myroom_day13_e,0,0,0
snowfall_myroom_day15_s,1001,18,Myroom,DialogScene,,snowfall_myroom_day15_s,0,0,0
snowfall_myroom_day15_e,1001,19,Myroom,PopupDialog,,snowfall_myroom_day15_e,0,0,0
snowfall_myroom_day16_e,1001,20,Myroom,PopupDialog,,snowfall_myroom_day16_e,0,0,0
snowfall_myroom_day18_e,1001,21,Myroom,PopupDialog,,snowfall_myroom_day18_e,0,0,0
snowfall_myroom_day20_e,1001,22,Myroom,PopupDialog,,snowfall_myroom_day20_e,0,0,0
snowfall_myroom_day21_s,1001,23,Myroom,PopupDialog,,snowfall_myroom_day21_s,0,0,0
snowfall_myroom_day21_e,1001,24,Myroom,PopupDialog,,snowfall_myroom_day21_e,0,0,0
snowfall_speech_npc_default,1001,1,Extra,PopupDialog,,snowfall_speech_npc_default,0,0,0
snowfall_myroom_back,1001,2,Extra,PopupDialog,,snowfall_myroom_back,0,0,0
snowfall_myroom_default,1001,3,Extra,PopupDialog,,snowfall_myroom_default,0,0,0
