id,group_id,skin_group_id,skin_group_localkey,name_localkey,description_localkey,building_sprite_resource_id,building_symbol_resource_id,building_resource_id,event_id
411701,11701,4000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_church,Locale_Outpost:1000_11700_description,1000_church_01,icn_structure_academy,opobj_church_01,
411801,11801,4000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_clothesstore,Locale_Outpost:1000_11800_description,1000_clothesstore_01,icn_structure_clothesstore,opobj_clothesstore_01,
411901,11901,4000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_shoppingmall,Locale_Outpost:1000_11900_description,1000_shoppingmall_01,icn_structure_academy,opobj_shoppingmall_01,
412001,12001,4000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_radiotower,Locale_Outpost:1000_12000_description,1000_radiotower_01,icn_structure_radiotower,opobj_radiotower_01,
412101,12101,4000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_goddessofvictory,Locale_Outpost:1000_12100_description,1000_goddessofvictory_01,icn_structure_academy,opobj_goddessofvictory_01,
412201,12201,4000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_wingofvictory,Locale_Outpost:1000_12200_description,1000_wingofvictory_01,icn_structure_wingofvictory,opobj_wingofvictory_01,
412301,12301,4000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_gym,Locale_Outpost:1000_12300_description,1000_gym_01,icn_structure_academy,opobj_GYM_01,
422401,22401,4000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_commandcenter,Locale_Outpost:1000_22400_description,1000_CommandCenter_01,icn_structure_command,opobj_CommandCenter_01,
422701,22701,4000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_synchrodevice,Locale_Outpost:1000_22700_description,1000_synchrodevice_01,icn_structure_synchrodevice,opobj_synchrodevice_01,
422801,22801,4000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_recycleroom,Locale_Outpost:1000_22800_description,1000_recycleroom_01,icn_structure_recycleroom,opobj_recycleroom_01,
422901,22901,4000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_academy,Locale_Outpost:1000_22900_description,1000_tacticacademy_01,icn_structure_academy,opobj_TacticAcademy_01,
423001,23001,4000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_infracore,Locale_Outpost:1000_23000_description,1000_infracore_01,icn_structure_infracore,opobj_Infracore_01,
423101,23101,4000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_elevator,Locale_Outpost:1000_23100_description,1000_elevator_01,icn_structure_elevator,opobj_Elevator_01,
423201,23201,4000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_dispatchboard,Locale_Outpost:1000_23200_description,1000_DispatchBoard_01,icn_structure_board,opobj_DispatchBoard_01,
423301,23301,4000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_amusementpark,Locale_Outpost:1000_23300_description,1000_amusementpark_01,icn_structure_board,opobj_amusementpark_01,
423401,23401,4000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_outdoorpool,Locale_Outpost:1000_23400_description,1000_outdoorpool_01,icn_structure_board,opobj_outdoorpool_01,
423501,23501,4000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_flowerpark,Locale_Outpost:1000_23500_description,1000_FlowerPark_01,icn_structure_board,opobj_FlowerPark_01,
433601,33601,4000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_event_building_01,Locale_Outpost:1000_33600_description,1000_EventBuilding_01,icn_structure_board,opobj_event_hideout_01,80200.0
