id,group_Id,priority,is_DialogFirstPoint,printType,portrait_id,name_localkey,scenario_localkey,play_sound,play_bgm,scenario_effect_type,scenario_effect_value,execute_DelayTime,execute_Rate,first_show_check,ConditionData/0/useCondition_Type,ConditionData/0/useCondition_Value/0,set_background,set_background_cord_X,set_background_cord_Y,set_background_scale,SpineData/0/show_spine_resource_id,SpineData/0/spine_anim_resource_id,SpineData/0/spine_resource_cord_X,SpineData/0/spine_resource_cord_Y,SpineData/0/spine_resource_scale,SpineData/4/show_spine_resource_id,SpineData/4/spine_anim_resource_id,SpineData/4/spine_resource_cord_X,SpineData/4/spine_resource_cord_Y,SpineData/5/show_spine_resource_id,SpineData/5/spine_anim_resource_id,SpineData/5/spine_resource_cord_X,SpineData/5/spine_resource_cord_Y,SpineData/6/show_spine_resource_id,SpineData/6/spine_anim_resource_id,SpineData/6/spine_resource_cord_X,SpineData/6/spine_resource_cord_Y,SpineData/7/show_spine_resource_id,SpineData/7/spine_anim_resource_id,SpineData/8/show_spine_resource_id,SpineData/8/spine_anim_resource_id,SpineData/1/show_spine_resource_id,SpineData/1/spine_anim_resource_id,SpineData/1/spine_resource_cord_X,SpineData/1/spine_resource_cord_Y,SpineData/1/spine_resource_scale,SpineData/2/show_spine_resource_id,SpineData/2/spine_anim_resource_id,SpineData/2/spine_resource_cord_X,SpineData/2/spine_resource_cord_Y,SpineData/2/spine_resource_scale,hide_background,SpineData/0/hide_spine_resource_id,SpineData/1/hide_spine_resource_id,ConditionData/0/useCondition_Value/1,ConditionData/0/useCondition_Value/2,ConditionData/1/useCondition_Type,ConditionData/1/useCondition_Value/0,SpineData/2/hide_spine_resource_id,SpineData/3/show_spine_resource_id,SpineData/3/spine_anim_resource_id,SpineData/3/spine_resource_cord_X,SpineData/3/spine_resource_cord_Y,SpineData/3/spine_resource_scale,SpineData/3/hide_spine_resource_id,SpineData/4/spine_resource_scale,SpineData/8/spine_resource_cord_X,SpineData/8/spine_resource_cord_Y,SpineData/8/spine_resource_scale,SpineData/5/spine_resource_scale,SpineData/8/hide_spine_resource_id,SpineData/5/hide_spine_resource_id,SpineData/7/spine_resource_cord_X,SpineData/7/spine_resource_cord_Y,SpineData/7/spine_resource_scale,SpineData/7/hide_spine_resource_id,SpineData/6/spine_resource_scale,SpineData/6/hide_spine_resource_id,SpineData/9/show_spine_resource_id,SpineData/9/spine_anim_resource_id,SpineData/9/spine_resource_cord_X,SpineData/9/spine_resource_cord_Y,SpineData/9/spine_resource_scale,SpineData/9/hide_spine_resource_id,SpineData/4/hide_spine_resource_id
300321,1ann_mini_ending_rapunzel,1,False,Stage,NKS_characterDialog_c966,Locale_Character:221_name,Locale_SubScenario:1ann_mini_ending_rapunzel_21,,,,,,,,Check_CurCharacter,4.0,,,,,NKS_characterDialog_c220_03,characterDialog_sprite_00,-105.0,-27.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c966_01,characterDialog_sprite_00,120.0,-30.0,1.75,,,,,,,,,104.0,205.0,Check_ItemHold,110007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300322,1ann_mini_ending_rapunzel,1,False,Stage,NKS_characterDialog_c966,Locale_Character:221_name,Locale_SubScenario:1ann_mini_ending_rapunzel_22,,,,,,,,Check_CurCharacter,4.0,,,,,NKS_characterDialog_c220_03,characterDialog_sprite_00,-105.0,-27.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c966_01,characterDialog_sprite_00,120.0,-30.0,1.75,,,,,,,,,104.0,205.0,Check_ItemHold,110007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300323,1ann_mini_ending_rapunzel,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_rapunzel_23,,,,,,,,Check_CurCharacter,4.0,,,,,NKS_characterDialog_c220_03,characterDialog_sprite_00,-105.0,-27.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c966_01,characterDialog_sprite_00,120.0,-30.0,1.75,,,,,,,,,104.0,205.0,Check_ItemHold,110007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300324,1ann_mini_ending_rapunzel,1,False,Stage,NKS_characterDialog_c966,Locale_Character:221_name,Locale_SubScenario:1ann_mini_ending_rapunzel_24,,,,,,,,Check_CurCharacter,4.0,,,,,NKS_characterDialog_c220_03,characterDialog_sprite_00,-105.0,-27.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c966_01,characterDialog_sprite_00,120.0,-30.0,1.75,,,,,,,,,104.0,205.0,Check_ItemHold,110007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300325,1ann_mini_ending_rapunzel,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_rapunzel_25,,,,,,,,Check_CurCharacter,4.0,,,,,NKS_characterDialog_c220_03,characterDialog_sprite_00,-105.0,-27.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c966_01,characterDialog_sprite_00,120.0,-30.0,1.75,NKS_characterDialog_emoji,characterDialog_emoji_05,-105.0,78.0,1.5,,,,104.0,205.0,Check_ItemHold,110007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300326,1ann_mini_ending_rapunzel,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_rapunzel_26,,,,,,,,Check_CurCharacter,4.0,,,,,NKS_characterDialog_c220_03,characterDialog_sprite_00,-105.0,-27.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c966_01,characterDialog_sprite_00,120.0,-30.0,1.75,,,,,,,,,104.0,205.0,Check_ItemHold,110007.0,NKS_characterDialog_emoji,,,,,,,,,,,,,,,,,,,,,,,,,,
300327,1ann_mini_ending_rapunzel,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_rapunzel_27,,,,,,,,Check_CurCharacter,4.0,,,,,NKS_characterDialog_c220_03,characterDialog_sprite_00,-105.0,-27.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c966_01,characterDialog_sprite_00,120.0,-30.0,1.75,,,,,,,,,104.0,205.0,Check_ItemHold,110007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300328,1ann_mini_ending_rapunzel,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_rapunzel_28,,,,,,,,Check_CurCharacter,4.0,,,,,NKS_characterDialog_c220_03,characterDialog_sprite_00,-105.0,-27.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c966_01,characterDialog_sprite_00,120.0,-30.0,1.75,,,,,,,,,104.0,205.0,Check_ItemHold,110007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300329,1ann_mini_ending_rapunzel,1,False,Stage,NKS_characterDialog_c966,Locale_Character:221_name,Locale_SubScenario:1ann_mini_ending_rapunzel_29,,,,,,,,Check_CurCharacter,4.0,,,,,NKS_characterDialog_c220_03,characterDialog_sprite_00,-105.0,-27.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c966_01,characterDialog_sprite_00,120.0,-30.0,1.75,,,,,,,,,104.0,205.0,Check_ItemHold,110007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300330,1ann_mini_ending_rapunzel,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_rapunzel_30,,,,,,,,Check_CurCharacter,4.0,,,,,NKS_characterDialog_c220_03,characterDialog_sprite_00,-105.0,-27.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c966_01,characterDialog_sprite_00,120.0,-30.0,1.75,,,,,,,,,104.0,205.0,Check_ItemHold,110007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300331,1ann_mini_ending_rapunzel,1,False,Stage,NKS_characterDialog_c966,Locale_Character:221_name,Locale_SubScenario:1ann_mini_ending_rapunzel_31,,,,,,,,Check_CurCharacter,4.0,,,,,NKS_characterDialog_c220_03,characterDialog_sprite_00,-105.0,-27.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c966_01,characterDialog_sprite_00,120.0,-30.0,1.75,,,,,,,,,104.0,205.0,Check_ItemHold,110007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300332,1ann_mini_ending_rapunzel,1,False,Stage,NKS_characterDialog_c966,Locale_Character:221_name,Locale_SubScenario:1ann_mini_ending_rapunzel_32,,,,,,,,Check_CurCharacter,4.0,,,,,NKS_characterDialog_c220_03,characterDialog_sprite_01,-105.0,-27.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c966_01,characterDialog_sprite_00,120.0,-30.0,1.75,,,,,,,,,104.0,205.0,Check_ItemHold,110007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300333,1ann_mini_ending_rapunzel,1,False,Stage,NKS_characterDialog_c966,Locale_Character:221_name,Locale_SubScenario:1ann_mini_ending_rapunzel_33,,,,,,,,Check_CurCharacter,4.0,,,,,NKS_characterDialog_c220_03,characterDialog_sprite_00,-105.0,-27.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c966_01,characterDialog_sprite_00,120.0,-30.0,1.75,,,,,,,,,104.0,205.0,Check_ItemHold,110007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300334,1ann_mini_ending_rapunzel,1,False,Stage,NKS_characterDialog_c966,Locale_Character:221_name,Locale_SubScenario:1ann_mini_ending_rapunzel_34,,,,,,,,Check_CurCharacter,4.0,,,,,NKS_characterDialog_c220_03,characterDialog_sprite_00,-105.0,-27.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c966_01,characterDialog_sprite_00,120.0,-30.0,1.75,,,,,,,,,104.0,205.0,Check_ItemHold,110007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300335,1ann_mini_ending_rapunzel,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_rapunzel_35,,,,,,,,Check_CurCharacter,4.0,,,,,NKS_characterDialog_c220_03,characterDialog_sprite_00,-105.0,-27.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c966_01,characterDialog_sprite_00,120.0,-30.0,1.75,NKS_characterDialog_emoji,characterDialog_emoji_05,-105.0,78.0,1.5,,,,104.0,205.0,Check_ItemHold,110007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300336,1ann_mini_ending_rapunzel,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_rapunzel_36,,,,,,,,Check_CurCharacter,4.0,,,,,NKS_characterDialog_c220_03,characterDialog_sprite_00,-105.0,-27.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c966_01,characterDialog_sprite_00,120.0,-30.0,1.75,,,,,,,,,104.0,205.0,Check_ItemHold,110007.0,NKS_characterDialog_emoji,,,,,,,,,,,,,,,,,,,,,,,,,,
300337,1ann_mini_ending_rapunzel,1,False,Stage,NKS_characterDialog_c966,Locale_Character:221_name,Locale_SubScenario:1ann_mini_ending_rapunzel_37,,,,,,,,Check_CurCharacter,4.0,,,,,NKS_characterDialog_c220_03,characterDialog_sprite_00,-105.0,-27.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c966_01,characterDialog_sprite_00,120.0,-30.0,1.75,,,,,,,,,104.0,205.0,Check_ItemHold,110007.0,,NKS_characterDialog_emoji,characterDialog_emoji_02,120.0,94.0,1.5,,,,,,,,,,,,,,,,,,,,,
300401,1ann_mini_ending_dorothy,1,True,Stage,,,Locale_SubScenario:1ann_mini_ending_dorothy_1,,event_bgm_redash_minigame_story1,set_camera_shake,Low_1,,10000.0,True,Check_CurCharacter,2.0,NKS_sbg_05,0.0,165.0,0.25,NKS_characterDialog_c220_04,characterDialog_sprite_00,9.0,-127.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c233_01,characterDialog_sprite_00,61.0,-104.0,2.0,,,,,,,,,102.0,203.0,Check_ItemHold,110008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300402,1ann_mini_ending_dorothy,1,False,Stage,NKS_characterDialog_c233,Locale_Character:233_name,Locale_SubScenario:1ann_mini_ending_dorothy_2,,,,,,,,Check_CurCharacter,2.0,,,,,NKS_characterDialog_c220_04,characterDialog_sprite_00,9.0,-127.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c233_01,characterDialog_sprite_00,61.0,-104.0,2.0,,,,,,,,,102.0,203.0,Check_ItemHold,110008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300403,1ann_mini_ending_dorothy,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_dorothy_3,,,,,,,,Check_CurCharacter,2.0,,,,,NKS_characterDialog_c220_04,characterDialog_sprite_00,9.0,-127.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c233_01,characterDialog_sprite_00,61.0,-104.0,2.0,,,,,,,,,102.0,203.0,Check_ItemHold,110008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300404,1ann_mini_ending_dorothy,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_dorothy_4,,,,,,,,Check_CurCharacter,2.0,,,,,NKS_characterDialog_c220_04,characterDialog_sprite_00,9.0,-127.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c233_01,characterDialog_sprite_00,61.0,-104.0,2.0,,,,,,,,,102.0,203.0,Check_ItemHold,110008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300405,1ann_mini_ending_dorothy,1,False,Stage,NKS_characterDialog_c233,Locale_Character:233_name,Locale_SubScenario:1ann_mini_ending_dorothy_5,,,,,,,,Check_CurCharacter,2.0,,,,,NKS_characterDialog_c220_04,characterDialog_sprite_00,9.0,-127.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c233_01,characterDialog_sprite_00,61.0,-104.0,2.0,,,,,,,,,102.0,203.0,Check_ItemHold,110008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300406,1ann_mini_ending_dorothy,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_dorothy_6,,,,,,,,Check_CurCharacter,2.0,,,,,NKS_characterDialog_c220_04,characterDialog_sprite_00,9.0,-127.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c233_01,characterDialog_sprite_00,61.0,-104.0,2.0,,,,,,,,,102.0,203.0,Check_ItemHold,110008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300407,1ann_mini_ending_dorothy,1,False,Stage,NKS_characterDialog_c233,Locale_Character:233_name,Locale_SubScenario:1ann_mini_ending_dorothy_7,,,,,,,,Check_CurCharacter,2.0,,,,,NKS_characterDialog_c220_04,characterDialog_sprite_00,9.0,-127.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c233_01,characterDialog_sprite_00,61.0,-104.0,2.0,,,,,,,,,102.0,203.0,Check_ItemHold,110008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300408,1ann_mini_ending_dorothy,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_dorothy_8,,,,,,,,Check_CurCharacter,2.0,,,,,NKS_characterDialog_c220_04,characterDialog_sprite_00,9.0,-127.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c233_01,characterDialog_sprite_00,61.0,-104.0,2.0,,,,,,,,,102.0,203.0,Check_ItemHold,110008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300409,1ann_mini_ending_dorothy,1,False,Stage,NKS_characterDialog_c233,Locale_Character:233_name,Locale_SubScenario:1ann_mini_ending_dorothy_9,,,,,,,,Check_CurCharacter,2.0,,,,,NKS_characterDialog_c220_04,characterDialog_sprite_00,9.0,-127.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c233_01,characterDialog_sprite_00,61.0,-104.0,2.0,,,,,,,,,102.0,203.0,Check_ItemHold,110008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300410,1ann_mini_ending_dorothy,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_dorothy_10,,,,,,,,Check_CurCharacter,2.0,,,,,NKS_characterDialog_c220_04,characterDialog_sprite_00,9.0,-127.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c233_01,characterDialog_sprite_00,61.0,-104.0,2.0,,,,,,,,,102.0,203.0,Check_ItemHold,110008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300411,1ann_mini_ending_dorothy,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_dorothy_11,,,,,,,,Check_CurCharacter,2.0,,,,,NKS_characterDialog_c220_04,characterDialog_sprite_00,9.0,-127.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c233_01,characterDialog_sprite_00,61.0,-104.0,2.0,,,,,,,,,102.0,203.0,Check_ItemHold,110008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300412,1ann_mini_ending_dorothy,1,False,Stage,NKS_characterDialog_c233,Locale_Character:233_name,Locale_SubScenario:1ann_mini_ending_dorothy_12,,,,,,,,Check_CurCharacter,2.0,,,,,NKS_characterDialog_c220_04,characterDialog_sprite_00,9.0,-127.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c233_01,characterDialog_sprite_00,61.0,-104.0,2.0,,,,,,,,,102.0,203.0,Check_ItemHold,110008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300413,1ann_mini_ending_dorothy,1,False,Stage,NKS_characterDialog_c233,Locale_Character:233_name,Locale_SubScenario:1ann_mini_ending_dorothy_13,,,,,,,,Check_CurCharacter,2.0,,,,,NKS_characterDialog_c220_04,characterDialog_sprite_00,9.0,-127.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c233_01,characterDialog_sprite_00,61.0,-104.0,2.0,,,,,,,,,102.0,203.0,Check_ItemHold,110008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300414,1ann_mini_ending_dorothy,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_dorothy_14,,,,,,,,Check_CurCharacter,2.0,,,,,NKS_characterDialog_c220_04,characterDialog_sprite_00,9.0,-127.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c233_01,characterDialog_sprite_00,61.0,-104.0,2.0,,,,,,,,,102.0,203.0,Check_ItemHold,110008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300415,1ann_mini_ending_dorothy,1,False,Stage,NKS_characterDialog_c233,Locale_Character:233_name,Locale_SubScenario:1ann_mini_ending_dorothy_15,,,,,,,,Check_CurCharacter,2.0,,,,,NKS_characterDialog_c220_04,characterDialog_sprite_00,9.0,-127.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c233_01,characterDialog_sprite_00,61.0,-104.0,2.0,,,,,,,,,102.0,203.0,Check_ItemHold,110008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300416,1ann_mini_ending_dorothy,1,False,Stage,NKS_characterDialog_c233,Locale_Character:233_name,Locale_SubScenario:1ann_mini_ending_dorothy_16,,,,,,,,Check_CurCharacter,2.0,,,,,NKS_characterDialog_c220_04,characterDialog_sprite_00,9.0,-127.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c233_01,characterDialog_sprite_00,61.0,-104.0,2.0,,,,,,,,,102.0,203.0,Check_ItemHold,110008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300417,1ann_mini_ending_dorothy,1,False,Stage,NKS_characterDialog_c233,Locale_Character:233_name,Locale_SubScenario:1ann_mini_ending_dorothy_17,,,,,,,,Check_CurCharacter,2.0,,,,,NKS_characterDialog_c220_04,characterDialog_sprite_00,9.0,-127.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c233_01,characterDialog_sprite_00,61.0,-104.0,2.0,,,,,,,,,102.0,203.0,Check_ItemHold,110008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300418,1ann_mini_ending_dorothy,1,False,Stage,NKS_characterDialog_c233,Locale_Character:233_name,Locale_SubScenario:1ann_mini_ending_dorothy_18,,,,,,,,Check_CurCharacter,2.0,,,,,NKS_characterDialog_c220_04,characterDialog_sprite_00,9.0,-127.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c233_01,characterDialog_sprite_00,61.0,-104.0,2.0,,,,,,,,,102.0,203.0,Check_ItemHold,110008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300419,1ann_mini_ending_dorothy,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_dorothy_19,,,,,,,,Check_CurCharacter,2.0,,,,,NKS_characterDialog_c220_04,characterDialog_sprite_00,9.0,-127.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c233_01,characterDialog_sprite_00,61.0,-104.0,2.0,,,,,,,,,102.0,203.0,Check_ItemHold,110008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300420,1ann_mini_ending_dorothy,1,False,Stage,NKS_characterDialog_c233,Locale_Character:233_name,Locale_SubScenario:1ann_mini_ending_dorothy_20,,,,,,,,Check_CurCharacter,2.0,,,,,NKS_characterDialog_c220_04,characterDialog_sprite_00,9.0,-127.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c233_01,characterDialog_sprite_00,61.0,-104.0,2.0,,,,,,,,,102.0,203.0,Check_ItemHold,110008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300421,1ann_mini_ending_dorothy,1,False,Stage,NKS_characterDialog_c233,Locale_Character:233_name,Locale_SubScenario:1ann_mini_ending_dorothy_21,,,,,,,,Check_CurCharacter,2.0,,,,,NKS_characterDialog_c220_04,characterDialog_sprite_00,9.0,-127.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c233_01,characterDialog_sprite_00,61.0,-104.0,2.0,,,,,,,,,102.0,203.0,Check_ItemHold,110008.0,,NKS_characterDialog_emoji,characterDialog_emoji_05,110.0,-28.0,1.5,,,,,,,,,,,,,,,,,,,,,
300422,1ann_mini_ending_dorothy,1,False,Stage,NKS_characterDialog_c233,Locale_Character:233_name,Locale_SubScenario:1ann_mini_ending_dorothy_22,,,,,,,,Check_CurCharacter,2.0,,,,,NKS_characterDialog_c220_04,characterDialog_sprite_00,9.0,-127.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c233_01,characterDialog_sprite_00,61.0,-104.0,2.0,,,,,,,,,102.0,203.0,Check_ItemHold,110008.0,,,,,,,NKS_characterDialog_emoji,,,,,,,,,,,,,,,,,,,,
300423,1ann_mini_ending_dorothy,1,False,Stage,NKS_characterDialog_c233,Locale_Character:233_name,Locale_SubScenario:1ann_mini_ending_dorothy_23,,,,,,,,Check_CurCharacter,2.0,,,,,NKS_characterDialog_c220_04,characterDialog_sprite_00,9.0,-127.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c233_01,characterDialog_sprite_00,61.0,-104.0,2.0,,,,,,,,,102.0,203.0,Check_ItemHold,110008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300424,1ann_mini_ending_dorothy,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_dorothy_24,,,,,,,,Check_CurCharacter,2.0,,,,,NKS_characterDialog_c220_04,characterDialog_sprite_00,9.0,-127.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c233_01,characterDialog_sprite_00,61.0,-104.0,2.0,,,,,,,,,102.0,203.0,Check_ItemHold,110008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300425,1ann_mini_ending_dorothy,1,False,Stage,NKS_characterDialog_c233,Locale_Character:233_name,Locale_SubScenario:1ann_mini_ending_dorothy_25,,,,,,,,Check_CurCharacter,2.0,,,,,NKS_characterDialog_c220_04,characterDialog_sprite_00,9.0,-127.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c233_01,characterDialog_sprite_00,61.0,-104.0,2.0,,,,,,,,,102.0,203.0,Check_ItemHold,110008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300426,1ann_mini_ending_dorothy,1,False,Stage,NKS_characterDialog_c233,Locale_Character:233_name,Locale_SubScenario:1ann_mini_ending_dorothy_26,,,,,,,,Check_CurCharacter,2.0,,,,,NKS_characterDialog_c220_04,characterDialog_sprite_00,9.0,-127.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c233_01,characterDialog_sprite_00,61.0,-104.0,2.0,,,,,,,,,102.0,203.0,Check_ItemHold,110008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300427,1ann_mini_ending_dorothy,1,False,Stage,NKS_characterDialog_c233,Locale_Character:233_name,Locale_SubScenario:1ann_mini_ending_dorothy_27,,,,,,,,Check_CurCharacter,2.0,,,,,NKS_characterDialog_c220_04,characterDialog_sprite_00,9.0,-127.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c233_01,characterDialog_sprite_00,61.0,-104.0,2.0,,,,,,,,,102.0,203.0,Check_ItemHold,110008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300428,1ann_mini_ending_dorothy,1,False,Stage,NKS_characterDialog_c233,Locale_Character:233_name,Locale_SubScenario:1ann_mini_ending_dorothy_28,,,,,,,,Check_CurCharacter,2.0,,,,,NKS_characterDialog_c220_04,characterDialog_sprite_00,9.0,-127.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c233_01,characterDialog_sprite_00,61.0,-104.0,2.0,,,,,,,,,102.0,203.0,Check_ItemHold,110008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300429,1ann_mini_ending_dorothy,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_dorothy_29,,,,,,,,Check_CurCharacter,2.0,,,,,NKS_characterDialog_c220_04,characterDialog_sprite_00,9.0,-127.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c233_01,characterDialog_sprite_00,61.0,-104.0,2.0,,,,,,,,,102.0,203.0,Check_ItemHold,110008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300430,1ann_mini_ending_dorothy,1,False,Stage,NKS_characterDialog_c233,Locale_Character:233_name,Locale_SubScenario:1ann_mini_ending_dorothy_30,,,,,,,,Check_CurCharacter,2.0,,,,,NKS_characterDialog_c220_04,characterDialog_sprite_00,9.0,-127.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c233_01,characterDialog_sprite_00,61.0,-104.0,2.0,,,,,,,,,102.0,203.0,Check_ItemHold,110008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300431,1ann_mini_ending_dorothy,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_dorothy_31,,,,,,,,Check_CurCharacter,2.0,,,,,NKS_characterDialog_c220_04,characterDialog_sprite_00,9.0,-127.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c233_01,characterDialog_sprite_00,61.0,-104.0,2.0,NKS_characterDialog_emoji,characterDialog_emoji_02,9.0,-22.0,1.5,,,,102.0,203.0,Check_ItemHold,110008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
