id,selection_group_id,selection_number,event_function_type,event_function_target_type,event_function_target_value,event_function_value_type,event_function_value,name_localkey,description_localkey
230104,23010,2,Death,Random,2,None,0,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DEATH_DESC
230105,23010,3,ChangeBubble,Select,1,BubbleType,303,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_THIRD_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUBBLE_TYPE_C_DESC
230106,23010,3,Death,Random,2,None,0,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DEATH_DESC
230107,23010,4,ChangeBubble,Select,1,BubbleType,304,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FOURTH_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUBBLE_TYPE_D_DESC
230108,23010,4,Death,Random,2,None,0,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DEATH_DESC
230109,23010,5,None,None,0,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_DESC
230211,23021,1,ChangeBubble,Select,1,BubbleType,301,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FIRST_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUBBLE_TYPE_A_DESC
230212,23021,1,Death,Random,3,None,0,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DEATH_DESC
230213,23021,2,ChangeBubble,Select,1,BubbleType,302,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_SECOND_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUBBLE_TYPE_B_DESC
230214,23021,2,Death,Random,3,None,0,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DEATH_DESC
230215,23021,3,ChangeBubble,Select,1,BubbleType,303,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_THIRD_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUBBLE_TYPE_C_DESC
230216,23021,3,Death,Random,3,None,0,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DEATH_DESC
230217,23021,4,None,None,0,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_DESC
230221,23022,1,ChangeBubble,Select,1,BubbleType,301,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FIRST_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUBBLE_TYPE_A_DESC
230222,23022,1,Death,Random,3,None,0,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DEATH_DESC
230223,23022,2,ChangeBubble,Select,1,BubbleType,302,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_SECOND_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUBBLE_TYPE_B_DESC
230224,23022,2,Death,Random,3,None,0,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DEATH_DESC
230225,23022,3,ChangeBubble,Select,1,BubbleType,304,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_THIRD_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUBBLE_TYPE_D_DESC
230226,23022,3,Death,Random,3,None,0,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DEATH_DESC
230227,23022,4,None,None,0,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_DESC
230231,23023,1,ChangeBubble,Select,1,BubbleType,301,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FIRST_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUBBLE_TYPE_A_DESC
230232,23023,1,Death,Random,3,None,0,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DEATH_DESC
230233,23023,2,ChangeBubble,Select,1,BubbleType,303,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_SECOND_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUBBLE_TYPE_C_DESC
230234,23023,2,Death,Random,3,None,0,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DEATH_DESC
230235,23023,3,ChangeBubble,Select,1,BubbleType,304,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_THIRD_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUBBLE_TYPE_D_DESC
230236,23023,3,Death,Random,3,None,0,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DEATH_DESC
230237,23023,4,None,None,0,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_DESC
230241,23024,1,ChangeBubble,Select,1,BubbleType,302,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FIRST_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUBBLE_TYPE_B_DESC
230242,23024,1,Death,Random,3,None,0,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DEATH_DESC
230243,23024,2,ChangeBubble,Select,1,BubbleType,303,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_SECOND_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUBBLE_TYPE_C_DESC
230244,23024,2,Death,Random,3,None,0,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DEATH_DESC
230245,23024,3,ChangeBubble,Select,1,BubbleType,304,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_THIRD_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUBBLE_TYPE_D_DESC
230246,23024,3,Death,Random,3,None,0,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DEATH_DESC
230247,23024,4,None,None,0,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_DESC
230301,23030,1,UpgradeBuff,Select,1,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FIRST_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_UPGRADE_BUFF_SELECT_DESC
230302,23030,1,DeleteBuff,Random,1,None,0,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DELETE_BUFF_RANDOM_DESC
230303,23030,2,None,None,0,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_DESC
230401,23040,1,Death,Random,3,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FIRST_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DEATH_DESC
230402,23040,1,UpgradeBuff,Select,1,None,0,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_UPGRADE_BUFF_SELECT_DESC
230403,23040,2,None,None,0,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_DESC
230501,23050,1,GainBuff,Random,1,Grade,104,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FIRST_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_GAIN_BUFF_GRADE_EPIC_DESC
230502,23050,1,Damage,All,0,Percent,3000,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DAMAGE_DESC
230503,23050,2,GainBuff,Random,1,Grade,103,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_SECOND_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_GAIN_BUFF_GRADE_SSR_DESC
230504,23050,2,Damage,All,0,Percent,1000,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DAMAGE_DESC
230505,23050,3,GainBuff,Random,1,Grade,102,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_THIRD_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_GAIN_BUFF_GRADE_SR_DESC
230506,23050,4,GainBuff,Random,1,Grade,101,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FOURTH_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_GAIN_BUFF_GRADE_R_DESC
230507,23050,4,Heal,All,0,Percent,2000,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_HEAL_DESC
230601,23060,1,ChangeBuff,Random,1,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FIRST_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUFF_RANDOM_NONE_DESC
230602,23060,1,Heal,All,0,Percent,4000,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_HEAL_DESC
230603,23060,2,Damage,All,0,Percent,3000,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_SECOND_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DAMAGE_DESC
230711,23071,1,ChangeBuff,Select,1,BubbleType,301,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FIRST_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUFF_SELECT_BUBBLE_TYPE_A_DESC
230712,23071,1,Damage,All,0,Percent,2000,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DAMAGE_DESC
230713,23071,2,ChangeBuff,Select,1,BubbleType,302,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_SECOND_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUFF_SELECT_BUBBLE_TYPE_B_DESC
230714,23071,2,Damage,All,0,Percent,2000,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DAMAGE_DESC
230715,23071,3,ChangeBuff,Select,1,BubbleType,303,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_THIRD_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUFF_SELECT_BUBBLE_TYPE_C_DESC
230716,23071,3,Damage,All,0,Percent,2000,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DAMAGE_DESC
230717,23071,4,None,None,0,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_DESC
230721,23072,1,ChangeBuff,Select,1,BubbleType,301,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FIRST_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUFF_SELECT_BUBBLE_TYPE_A_DESC
230722,23072,1,Damage,All,0,Percent,2000,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DAMAGE_DESC
230723,23072,2,ChangeBuff,Select,1,BubbleType,302,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_SECOND_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUFF_SELECT_BUBBLE_TYPE_B_DESC
230724,23072,2,Damage,All,0,Percent,2000,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DAMAGE_DESC
230725,23072,3,ChangeBuff,Select,1,BubbleType,304,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_THIRD_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUFF_SELECT_BUBBLE_TYPE_D_DESC
230726,23072,3,Damage,All,0,Percent,2000,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DAMAGE_DESC
230727,23072,4,None,None,0,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_DESC
230731,23073,1,ChangeBuff,Select,1,BubbleType,301,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FIRST_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUFF_SELECT_BUBBLE_TYPE_A_DESC
230732,23073,1,Damage,All,0,Percent,2000,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DAMAGE_DESC
230733,23073,2,ChangeBuff,Select,1,BubbleType,303,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_SECOND_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUFF_SELECT_BUBBLE_TYPE_C_DESC
230734,23073,2,Damage,All,0,Percent,2000,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DAMAGE_DESC
230735,23073,3,ChangeBuff,Select,1,BubbleType,304,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_THIRD_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUFF_SELECT_BUBBLE_TYPE_D_DESC
230736,23073,3,Damage,All,0,Percent,2000,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DAMAGE_DESC
230737,23073,4,None,None,0,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_DESC
230741,23074,1,ChangeBuff,Select,1,BubbleType,302,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FIRST_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUFF_SELECT_BUBBLE_TYPE_B_DESC
230742,23074,1,Damage,All,0,Percent,2000,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DAMAGE_DESC
230743,23074,2,ChangeBuff,Select,1,BubbleType,303,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_SECOND_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUFF_SELECT_BUBBLE_TYPE_C_DESC
230744,23074,2,Damage,All,0,Percent,2000,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DAMAGE_DESC
230745,23074,3,ChangeBuff,Select,1,BubbleType,304,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_THIRD_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUFF_SELECT_BUBBLE_TYPE_D_DESC
230746,23074,3,Damage,All,0,Percent,2000,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DAMAGE_DESC
230747,23074,4,None,None,0,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_DESC
230801,23080,1,ChangeBuff,Select,1,MainTarget,201,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FIRST_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUFF_SELECT_MAINTARGET_ATTACK_DESC
230802,23080,1,Damage,All,0,Percent,1000,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DAMAGE_DESC
230803,23080,2,ChangeBuff,Select,1,MainTarget,202,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_SECOND_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUFF_SELECT_MAINTARGET_SURVIVE_DESC
230804,23080,2,Damage,All,0,Percent,1000,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DAMAGE_DESC
230805,23080,3,ChangeBuff,Select,1,MainTarget,203,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_THIRD_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUFF_SELECT_MAINTARGET_SHOOT_DESC
230806,23080,3,Damage,All,0,Percent,1000,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DAMAGE_DESC
230807,23080,4,None,None,0,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_DESC
230901,23090,1,DeleteBuff,Random,1,None,1,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FIRST_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DELETE_BUFF_RANDOM_DESC
230902,23090,1,Resurrection,All,0,Percent,7000,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_RESURRECTION_ALL_DESC
230903,23090,2,None,None,0,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_DESC
231001,23100,1,Death,Random,3,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FIRST_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DEATH_DESC
231002,23100,1,Heal,All,0,Percent,5000,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_HEAL_DESC
231003,23100,2,None,None,0,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_DESC
231111,23111,1,UpgradeBuff,Select,1,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_RANDOM_FUNCTION_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_23111_DESC
231112,23111,2,None,None,0,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_DESC
231121,23112,1,DeleteBuff,Random,1,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_RANDOM_FUNCTION_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_23111_DESC
231122,23112,2,None,None,0,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_DESC
231211,23121,1,GainBuff,Random,1,Grade,103,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_BUFF_GRADE_SSR_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_23121_CHOICE_FIRST_DESC
231212,23121,2,GainBuff,Random,1,Grade,102,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_BUFF_GRADE_SSR_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_23121_CHOICE_SECOND_DESC
231213,23121,3,GainBuff,Random,1,Grade,101,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_BUFF_GRADE_SSR_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_23121_CHOICE_THIRD_DESC
231221,23122,1,GainBuff,Random,1,Grade,103,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_BUFF_GRADE_SSR_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_23121_CHOICE_FIRST_DESC
231222,23122,2,GainBuff,Random,1,Grade,101,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_BUFF_GRADE_SSR_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_23121_CHOICE_SECOND_DESC
231223,23122,3,GainBuff,Random,1,Grade,102,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_BUFF_GRADE_SSR_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_23121_CHOICE_THIRD_DESC
231231,23123,1,GainBuff,Random,1,Grade,102,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_BUFF_GRADE_SSR_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_23121_CHOICE_FIRST_DESC
231232,23123,2,GainBuff,Random,1,Grade,103,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_BUFF_GRADE_SSR_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_23121_CHOICE_SECOND_DESC
231233,23123,3,GainBuff,Random,1,Grade,101,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_BUFF_GRADE_SSR_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_23121_CHOICE_THIRD_DESC
231241,23124,1,GainBuff,Random,1,Grade,102,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_BUFF_GRADE_SSR_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_23121_CHOICE_FIRST_DESC
231242,23124,2,GainBuff,Random,1,Grade,101,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_BUFF_GRADE_SSR_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_23121_CHOICE_SECOND_DESC
231243,23124,3,GainBuff,Random,1,Grade,103,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_BUFF_GRADE_SSR_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_23121_CHOICE_THIRD_DESC
231251,23125,1,GainBuff,Random,1,Grade,101,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_BUFF_GRADE_SSR_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_23121_CHOICE_FIRST_DESC
231252,23125,2,GainBuff,Random,1,Grade,103,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_BUFF_GRADE_SSR_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_23121_CHOICE_SECOND_DESC
231253,23125,3,GainBuff,Random,1,Grade,102,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_BUFF_GRADE_SSR_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_23121_CHOICE_THIRD_DESC
231261,23126,1,GainBuff,Random,1,Grade,101,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_BUFF_GRADE_SSR_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_23121_CHOICE_FIRST_DESC
231262,23126,2,GainBuff,Random,1,Grade,102,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_BUFF_GRADE_SSR_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_23121_CHOICE_SECOND_DESC
231263,23126,3,GainBuff,Random,1,Grade,103,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_BUFF_GRADE_SSR_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_23121_CHOICE_THIRD_DESC
231311,23131,1,UpgradeBuff,Select,1,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_RANDOM_FUNCTION_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_23131_DESC
231312,23131,2,Damage,All,0,Percent,1500,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DAMAGE_DESC
231321,23132,1,GainBuff,Random,1,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_RANDOM_FUNCTION_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_23131_DESC
231322,23132,2,Damage,All,0,Percent,1500,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DAMAGE_DESC
231331,23133,1,Death,Random,3,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_RANDOM_FUNCTION_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_23131_DESC
231332,23133,2,Damage,All,0,Percent,1500,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DAMAGE_DESC
231401,23140,1,UpgradeBuff,All,0,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FIRST_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_UPGRADE_BUFF_ALL_DESC
231402,23140,1,Damage,All,0,Percent,5000,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DAMAGE_DESC
231403,23140,2,None,None,0,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_DESC
231511,23151,1,ChangeBubble,All,0,BubbleType,301,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FIRST_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUBBLE_ALL_TYPE_A_DESC
231512,23151,1,Damage,All,0,Percent,8000,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DAMAGE_DESC
231513,23151,2,None,None,0,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_DESC
231521,23152,1,ChangeBubble,All,0,BubbleType,302,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FIRST_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUBBLE_ALL_TYPE_B_DESC
231522,23152,1,Damage,All,0,Percent,8000,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DAMAGE_DESC
231523,23152,2,None,None,0,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_DESC
231531,23153,1,ChangeBubble,All,0,BubbleType,303,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FIRST_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUBBLE_ALL_TYPE_C_DESC
231532,23153,1,Damage,All,0,Percent,8000,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DAMAGE_DESC
231533,23153,2,None,None,0,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_DESC
231541,23154,1,ChangeBubble,All,0,BubbleType,304,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FIRST_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUBBLE_ALL_TYPE_D_DESC
231542,23154,1,Damage,All,0,Percent,8000,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DAMAGE_DESC
231543,23154,2,None,None,0,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_DESC
240101,24010,1,DeleteBuff,Random,1,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FIRST_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DELETE_BUFF_RANDOM_DESC
240102,24010,2,Death,Random,4,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_SECOND_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DEATH_DESC
240103,24010,3,Damage,All,0,Percent,4000,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_THIRD_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DAMAGE_DESC
