id,name_localkey,description_localkey,resource_id,item_type,item_sub_type,item_rare,item_value,material_type,material_value,stack_max
7061032,Locale_Item:box_gacha_event_currency_material_022,Locale_Item:box_gacha_event_currency_material_022_desc,icn_event_box_gacha_ticket_022,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7061033,Locale_Item:box_gacha_event_currency_material_023,Locale_Item:box_gacha_event_currency_material_023_desc,icn_event_box_gacha_ticket_023,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7062001,Locale_Item:gacha_board_event_currency_material_001,Locale_Item:gacha_board_event_currency_material_001_desc,icn_event_gachaboard_ticket,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7070001,Locale_Item:story_event_ticket_material_001,Locale_Item:story_event_ticket_material_001_desc,icn_event_story_ticket_nocallerid,Material,EventTicketMaterial,SSR,1,None,0,9999999
7070002,Locale_Item:story_event_ticket_material_002,Locale_Item:story_event_ticket_material_002_desc,icn_event_story_ticket_hightechtoy,Material,EventTicketMaterial,SSR,1,None,0,9999999
7070003,Locale_Item:story_event_ticket_material_003,Locale_Item:story_event_ticket_material_003_desc,icn_event_story_ticket_miraclesnow,Material,EventTicketMaterial,SSR,1,None,0,9999999
7070004,Locale_Item:story_event_ticket_material_004,Locale_Item:story_event_ticket_material_004_desc,icn_event_story_ticket_brandnewyear,Material,EventTicketMaterial,SSR,1,None,0,9999999
7070005,Locale_Item:story_event_ticket_material_005,Locale_Item:story_event_ticket_material_005_desc_archive,icn_event_story_ticket2_miraclesnow,Material,EventTicketMaterial,SSR,1,None,0,9999999
7070006,Locale_Item:story_event_ticket_material_006,Locale_Item:story_event_ticket_material_006_desc,icn_event_story_ticket_doutsiders,Material,EventTicketMaterial,SSR,1,None,0,9999999
7070007,Locale_Item:story_event_ticket_material_007,Locale_Item:story_event_ticket_material_007_desc,icn_event_story_ticket_maidinvalentine,Material,EventTicketMaterial,SSR,1,None,0,9999999
7070008,Locale_Item:story_event_ticket_material_008,Locale_Item:story_event_ticket_material_008_desc,icn_event_story_ticket_ce_01,Material,EventTicketMaterial,SSR,1,None,0,9999999
7070010,Locale_Item:story_event_ticket_material_010,Locale_Item:story_event_ticket_material_010_desc,icn_event_story_ticket_bowwowparadise,Material,EventTicketMaterial,SSR,1,None,0,9999999
7070011,Locale_Item:story_event_ticket_material_011,Locale_Item:story_event_ticket_material_011_desc,icn_event_story_ticket_cherryblossom,Material,EventTicketMaterial,SSR,1,None,0,9999999
7070012,Locale_Item:story_event_ticket_material_012,Locale_Item:story_event_ticket_material_012_desc,icn_event_story_ticket_ltk,Material,EventTicketMaterial,SSR,1,None,0,9999999
7070013,Locale_Item:story_event_ticket_material_013,Locale_Item:story_event_ticket_material_013_desc,icn_event_story_ticket_overzone,Material,EventTicketMaterial,SSR,1,None,0,9999999
7070014,Locale_Item:story_event_ticket_material_014,Locale_Item:story_event_ticket_material_014_desc,icn_event_story_ticket_bunnyx777,Material,EventTicketMaterial,SSR,1,None,0,9999999
7070015,Locale_Item:story_event_ticket_material_015,Locale_Item:story_event_ticket_material_015_desc,icn_event_story_ticket_queensorder,Material,EventTicketMaterial,SSR,1,None,0,9999999
7070020,Locale_Item:story_event_ticket_material_020,Locale_Item:story_event_ticket_material_020_desc,icn_event_story_ticket_bluewaterisland,Material,EventTicketMaterial,SSR,1,None,0,9999999
7070022,Locale_Item:story_event_ticket_material_022,Locale_Item:story_event_ticket_material_022_desc,icn_event_story_ticket_nyanyaparadise,Material,EventTicketMaterial,SSR,1,None,0,9999999
7070023,Locale_Item:story_event_ticket_material_023,Locale_Item:story_event_ticket_material_023_desc,icn_event_story_ticket_goldenship,Material,EventTicketMaterial,SSR,1,None,0,9999999
7070024,Locale_Item:story_event_ticket_material_024,Locale_Item:story_event_ticket_material_024_desc,icn_event_story_ticket_seayouagain,Material,EventTicketMaterial,SSR,1,None,0,9999999
7070026,Locale_Item:story_event_ticket_material_026,Locale_Item:story_event_ticket_material_026_desc,icn_event_story_ticket_ce002,Material,EventTicketMaterial,SSR,1,None,0,9999999
7070028,Locale_Item:story_event_ticket_material_028,Locale_Item:story_event_ticket_material_028_desc,icn_event_story_ticket_schooloflock,Material,EventTicketMaterial,SSR,1,None,0,9999999
7070029,Locale_Item:story_event_ticket_material_029,Locale_Item:story_event_ticket_material_029_desc,icn_event_story_ticket_dazzlingcupid,Material,EventTicketMaterial,SSR,1,None,0,9999999
7070030,Locale_Item:story_event_ticket_material_030,Locale_Item:story_event_ticket_material_030_desc,icn_event_story_ticket_acpufreeze,Material,EventTicketMaterial,SSR,1,None,0,9999999
7070031,Locale_Item:story_event_ticket_material_031,Locale_Item:story_event_ticket_material_031_desc,icn_event_story_ticket_redash,Material,EventTicketMaterial,SSR,1,None,0,9999999
7070033,Locale_Item:story_event_ticket_material_033,Locale_Item:story_event_ticket_material_033_desc,icn_event_story_ticket_alonesurvivor,Material,EventTicketMaterial,SSR,1,None,0,9999999
7070034,Locale_Item:story_event_ticket_material_034,Locale_Item:story_event_ticket_material_034_desc,icn_event_story_ticket_neverland,Material,EventTicketMaterial,SSR,1,None,0,9999999
7060034,Locale_Item:story_event_currency_material_034,Locale_Item:story_event_currency_material_034_desc,icn_event_story_currency_neverland,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7070036,Locale_Item:story_event_ticket_material_036,Locale_Item:story_event_ticket_material_036_desc,icn_event_story_ticket_newyearnewsword,Material,EventTicketMaterial,SSR,1,None,0,9999999
7060036,Locale_Item:story_event_currency_material_036,Locale_Item:story_event_currency_material_036_desc,icn_event_story_currency_newyearnewsword,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7070037,Locale_Item:story_event_ticket_material_037,Locale_Item:story_event_ticket_material_037_desc,icn_event_story_ticket_lionheart,Material,EventTicketMaterial,SSR,1,None,0,9999999
7060037,Locale_Item:story_event_currency_material_037,Locale_Item:story_event_currency_material_037_desc,icn_event_story_currency_lionheart,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7070038,Locale_Item:story_event_ticket_material_038,Locale_Item:story_event_ticket_material_038_desc,icn_event_story_ticket_dirtybackyard,Material,EventTicketMaterial,SSR,1,None,0,9999999
7060038,Locale_Item:story_event_currency_material_038,Locale_Item:story_event_currency_material_038_desc,icn_event_story_currency_dirtybackyard,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7070039,Locale_Item:story_event_ticket_material_039,Locale_Item:story_event_ticket_material_039_desc,icn_event_story_ticket_perfectmaid,Material,EventTicketMaterial,SSR,1,None,0,9999999
7060039,Locale_Item:story_event_currency_material_039,Locale_Item:story_event_currency_material_039_desc,icn_event_story_currency_perfectmaid,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7070040,Locale_Item:story_event_ticket_material_040,Locale_Item:story_event_ticket_material_040_desc,icn_event_story_ticket_boomsday,Material,EventTicketMaterial,SSR,1,None,0,9999999
7060040,Locale_Item:story_event_currency_material_040,Locale_Item:story_event_currency_material_040_desc,icn_event_story_currency_boomsday,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7070041,Locale_Item:story_event_ticket_material_041,Locale_Item:story_event_ticket_material_041_desc,icn_event_story_ticket_ce_003,Material,EventTicketMaterial,SSR,1,None,0,9999999
7060041,Locale_Item:story_event_currency_material_041,Locale_Item:story_event_currency_material_041_desc,icn_event_story_currency_ce_003,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7070043,Locale_Item:story_event_ticket_material_043,Locale_Item:story_event_ticket_material_043_desc,icn_event_story_ticket_killthelord,Material,EventTicketMaterial,SSR,1,None,0,9999999
7060043,Locale_Item:story_event_currency_material_043,Locale_Item:story_event_currency_material_043_desc,icn_event_story_currency_killthelord,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7070044,Locale_Item:story_event_ticket_material_044,Locale_Item:story_event_ticket_material_044_desc,icn_event_story_ticket_onemoretime,Material,EventTicketMaterial,SSR,1,None,0,9999999
7060044,Locale_Item:story_event_currency_material_044,Locale_Item:story_event_currency_material_044_desc,icn_event_story_currency_onemoretime,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7070045,Locale_Item:story_event_ticket_material_045,Locale_Item:story_event_ticket_material_045_desc,icn_event_story_ticket_lastkingdom,Material,EventTicketMaterial,SSR,1,None,0,9999999
7060045,Locale_Item:story_event_currency_material_045,Locale_Item:story_event_currency_material_045_desc,icn_event_story_currency_lastkingdom,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7070047,Locale_Item:story_event_ticket_material_047,Locale_Item:story_event_ticket_material_047_desc,icn_event_story_ticket_darkhero,Material,EventTicketMaterial,SSR,1,None,0,9999999
7060047,Locale_Item:story_event_currency_material_047,Locale_Item:story_event_currency_material_047_desc,icn_event_story_currency_darkhero,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7070048,Locale_Item:story_event_ticket_material_048,Locale_Item:story_event_ticket_material_048_desc,icn_event_story_ticket_goldencoinrush,Material,EventTicketMaterial,SSR,1,None,0,9999999
7060048,Locale_Item:story_event_currency_material_048,Locale_Item:story_event_currency_material_048_desc,icn_event_story_currency_goldencoinrush,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7070050,Locale_Item:story_event_ticket_material_050,Locale_Item:story_event_ticket_material_050_desc,icn_event_story_ticket_claymore,Material,EventTicketMaterial,SSR,1,None,0,9999999
7060050,Locale_Item:story_event_currency_material_050,Locale_Item:story_event_currency_material_050_desc,icn_event_story_currency_claymore,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7070051,Locale_Item:story_event_ticket_material_051,Locale_Item:story_event_ticket_material_051_desc,icn_event_story_ticket_beautyfullshot,Material,EventTicketMaterial,SSR,1,None,0,9999999
7060051,Locale_Item:story_event_currency_material_051,Locale_Item:story_event_currency_material_051_desc,icn_event_story_currency_beautyfullshot,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7070053,Locale_Item:story_event_ticket_material_053,Locale_Item:story_event_ticket_material_053_desc,icn_event_story_ticket_juveniledays,Material,EventTicketMaterial,SSR,1,None,0,9999999
7060053,Locale_Item:story_event_currency_material_053,Locale_Item:story_event_currency_material_053_desc,icn_event_story_currency_juveniledays,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7070054,Locale_Item:story_event_ticket_material_054,Locale_Item:story_event_ticket_material_054_desc,icn_event_story_ticket_colorless,Material,EventTicketMaterial,SSR,1,None,0,9999999
7060054,Locale_Item:story_event_currency_material_054,Locale_Item:story_event_currency_material_054_desc,icn_event_story_currency_colorless,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7070055,Locale_Item:story_event_ticket_material_055,Locale_Item:story_event_ticket_material_055_desc,icn_event_story_ticket_ce_004,Material,EventTicketMaterial,SSR,1,None,0,9999999
7060055,Locale_Item:story_event_currency_material_055,Locale_Item:story_event_currency_material_055_desc,icn_event_story_currency_ce_004,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7070058,Locale_Item:story_event_ticket_material_058,Locale_Item:story_event_ticket_material_058_desc,icn_event_story_ticket_jinxplayer,Material,EventTicketMaterial,SSR,1,None,0,9999999
7060058,Locale_Item:story_event_currency_material_058,Locale_Item:story_event_currency_material_058_desc,icn_event_story_currency_jinxplayer,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7070059,Locale_Item:story_event_ticket_material_059,Locale_Item:story_event_ticket_material_059_desc,icn_event_story_ticket_phantomthiefvsdetective,Material,EventTicketMaterial,SSR,1,None,0,9999999
7060059,Locale_Item:story_event_currency_material_059,Locale_Item:story_event_currency_material_059_desc,icn_event_story_currency_phantomthiefvsdetective,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7070060,Locale_Item:story_event_ticket_material_060,Locale_Item:story_event_ticket_material_060_desc,icn_event_story_ticket_lifeagain,Material,EventTicketMaterial,SSR,1,None,0,9999999
7060060,Locale_Item:story_event_currency_material_060,Locale_Item:story_event_currency_material_060_desc,icn_event_story_currency_lifeagain,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7070061,Locale_Item:story_event_ticket_material_061,Locale_Item:story_event_ticket_material_061_desc,icn_event_story_ticket_oldtales,Material,EventTicketMaterial,SSR,1,None,0,9999999
7060061,Locale_Item:story_event_currency_material_061,Locale_Item:story_event_currency_material_061_desc,icn_event_story_currency_oldtales,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7070063,Locale_Item:story_event_ticket_material_063,Locale_Item:story_event_ticket_material_063_desc,icn_event_story_ticket_secretgarden,Material,EventTicketMaterial,SSR,1,None,0,9999999
7060063,Locale_Item:story_event_currency_material_063,Locale_Item:story_event_currency_material_063_desc,icn_event_story_currency_secretgarden,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7070064,Locale_Item:story_event_ticket_material_064,Locale_Item:story_event_ticket_material_064_desc,icn_event_story_ticket_icedragonsaga,Material,EventTicketMaterial,SSR,1,None,0,9999999
7060064,Locale_Item:story_event_currency_material_064,Locale_Item:story_event_currency_material_064_desc,icn_event_story_currency_icedragonsaga,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7070066,Locale_Item:story_event_ticket_material_066,Locale_Item:story_event_ticket_material_066_desc,icn_event_story_ticket_footstepwalkrun,Material,EventTicketMaterial,SSR,1,None,0,9999999
7060066,Locale_Item:story_event_currency_material_066,Locale_Item:story_event_currency_material_066_desc,icn_event_story_currency_footstepwalkrun,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7070068,Locale_Item:story_event_ticket_material_068,Locale_Item:story_event_ticket_material_068_desc,icn_event_story_ticket_wisdomspring,Material,EventTicketMaterial,SSR,1,None,0,9999999
7060068,Locale_Item:story_event_currency_material_068,Locale_Item:story_event_currency_material_068_desc,icn_event_story_currency_wisdomspring,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7070069,Locale_Item:story_event_ticket_material_069,Locale_Item:story_event_ticket_material_069_desc,icn_event_story_ticket_romanticvalentine,Material,EventTicketMaterial,SSR,1,None,0,9999999
7060069,Locale_Item:story_event_currency_material_069,Locale_Item:story_event_currency_material_069_desc,icn_event_story_currency_romanticvalentine,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7070070,Locale_Item:story_event_ticket_material_070,Locale_Item:story_event_ticket_material_070_desc,icn_event_story_ticket_ce_005,Material,EventTicketMaterial,SSR,1,None,0,9999999
7060070,Locale_Item:story_event_currency_material_070,Locale_Item:story_event_currency_material_070_desc,icn_event_story_currency_ce_005,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7070072,Locale_Item:story_event_ticket_material_072,Locale_Item:story_event_ticket_material_072_desc,icn_event_story_ticket_forrest,Material,EventTicketMaterial,SSR,1,None,0,9999999
7060072,Locale_Item:story_event_currency_material_072,Locale_Item:story_event_currency_material_072_desc,icn_event_story_currency_forrest,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7070073,Locale_Item:story_event_ticket_material_073,Locale_Item:story_event_ticket_material_073_desc,icn_event_story_ticket_newflavor,Material,EventTicketMaterial,SSR,1,None,0,9999999
7060073,Locale_Item:story_event_currency_material_073,Locale_Item:story_event_currency_material_073_desc,icn_event_story_currency_newflavor,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7070074,Locale_Item:story_event_ticket_material_074,Locale_Item:story_event_ticket_material_074_desc,icn_event_story_ticket_trueflavor,Material,EventTicketMaterial,SSR,1,None,0,9999999
7060074,Locale_Item:story_event_currency_material_074,Locale_Item:story_event_currency_material_074_desc,icn_event_story_currency_trueflavor,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7070075,Locale_Item:story_event_ticket_material_075,Locale_Item:story_event_ticket_material_075_desc,icn_event_story_ticket_unbreakablesphere,Material,EventTicketMaterial,SSR,1,None,0,9999999
7060075,Locale_Item:story_event_currency_material_075,Locale_Item:story_event_currency_material_075_desc,icn_event_story_currency_unbreakablesphere,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7070077,Locale_Item:story_event_ticket_material_077,Locale_Item:story_event_ticket_material_077_desc,icn_event_story_ticket_arcanearchive,Material,EventTicketMaterial,SSR,1,None,0,9999999
7060077,Locale_Item:story_event_currency_material_077,Locale_Item:story_event_currency_material_077_desc,icn_event_story_currency_arcanearchive,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7070078,Locale_Item:story_event_ticket_material_078,Locale_Item:story_event_ticket_material_078_desc,icn_event_story_ticket_lordforjustice,Material,EventTicketMaterial,SSR,1,None,0,9999999
7060078,Locale_Item:story_event_currency_material_078,Locale_Item:story_event_currency_material_078_desc,icn_event_story_currency_lordforjustice,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7070079,Locale_Item:story_event_ticket_material_079,Locale_Item:story_event_ticket_material_079_desc,icn_event_story_ticket_ce006,Material,EventTicketMaterial,SSR,1,None,0,9999999
7060079,Locale_Item:story_event_currency_material_079,Locale_Item:story_event_currency_material_079_desc,icn_event_story_currency_ce006,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7070081,Locale_Item:story_event_ticket_material_081,Locale_Item:story_event_ticket_material_081_desc,icn_event_story_ticket_overthehorizon,Material,EventTicketMaterial,SSR,1,None,0,9999999
7060081,Locale_Item:story_event_currency_material_081,Locale_Item:story_event_currency_material_081_desc,icn_event_story_currency_overthehorizon,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7070082,Locale_Item:story_event_ticket_material_026,Locale_Item:story_event_ticket_material_026_desc,icn_event_story_ticket_ce002,Material,EventTicketMaterial,SSR,1,None,0,9999999
7060082,Locale_Item:story_event_currency_material_026,Locale_Item:story_event_currency_material_026_desc,icn_event_story_currency_ce002,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7070084,Locale_Item:story_event_ticket_material_084,Locale_Item:story_event_ticket_material_084_desc,icn_event_story_ticket_boomtheghost,Material,EventTicketMaterial,SSR,1,None,0,9999999
7060084,Locale_Item:story_event_currency_material_084,Locale_Item:story_event_currency_material_084_desc,icn_event_story_currency_boomtheghost,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7070086,Locale_Item:story_event_ticket_material_086,Locale_Item:story_event_ticket_material_086_desc,icn_event_story_ticket_absolute,Material,EventTicketMaterial,SSR,1,None,0,9999999
7060086,Locale_Item:story_event_currency_material_086,Locale_Item:story_event_currency_material_086_desc,icn_event_story_currency_absolute,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7070088,Locale_Item:story_event_ticket_material_088,Locale_Item:story_event_ticket_material_088_desc,icn_event_story_ticket_coinsinrush,Material,EventTicketMaterial,SSR,1,None,0,9999999
7060088,Locale_Item:story_event_currency_material_088,Locale_Item:story_event_currency_material_088_desc,icn_event_story_currency_coinsinrush,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7071001,Locale_Item:story_event_ticket_material_1001,Locale_Item:story_event_ticket_material_1001_desc_archive,icn_event_story_ticket_whitememory,Material,EventTicketMaterial,SSR,1,None,0,9999999
7071002,Locale_Item:story_event_currency_material_1001,Locale_Item:story_event_currency_material_1001_desc_archive,icn_event_story_currency_whitememory,Material,EventTicketMaterial,SSR,1,None,0,9999999
7071003,Locale_Item:story_event_currency_material_1003,Locale_Item:story_event_currency_material_1003_desc,icn_event_story_ticket_snowfalloasis,Material,EventTicketMaterial,SSR,1,None,0,9999999
7080001,Locale_Item:material_equipment_option,Locale_Item:material_equipment_option_desc,icn_material_equipment_option,Material,EquipmentOptionMaterial,SSR,1,None,0,9999999
7080002,Locale_Item:meterial_equipment_option_disposable_fix_name,Locale_Item:meterial_equipment_option_disposable_fix_desc,icn_material_equipment_optiondisposiblefix,Material,EquipmentOptionDisposableFixMaterial,SSR,1,None,0,9999999
7091001,Locale_Item:material_characterskill_a_r,Locale_Item:material_characterskill_a_r_desc,material_characterskill_a_r,Material,CharacterSkillMaterial,R,1,None,0,9999999
7091002,Locale_Item:material_characterskill_a_sr,Locale_Item:material_characterskill_a_sr_desc,material_characterskill_a_sr,Material,CharacterSkillMaterial,SR,1,None,0,9999999
7091003,Locale_Item:material_characterskill_a_ssr,Locale_Item:material_characterskill_a_ssr_desc,material_characterskill_a_ssr,Material,CharacterSkillMaterial,SSR,1,None,0,9999999
7092001,Locale_Item:material_characterskill_b_r,Locale_Item:material_characterskill_b_r_desc,icn_material_characterskill_b_r,Material,CharacterSkillMaterial,R,1,None,0,9999999
7092002,Locale_Item:material_characterskill_b_sr,Locale_Item:material_characterskill_b_sr_desc,icn_material_characterskill_b_sr,Material,CharacterSkillMaterial,SR,1,None,0,9999999
7092003,Locale_Item:material_characterskill_b_ssr,Locale_Item:material_characterskill_b_ssr_desc,icn_material_characterskill_b_ssr,Material,CharacterSkillMaterial,SSR,1,None,0,9999999
7093001,Locale_Item:material_characterskill_fire,Locale_Item:material_characterskill_fire_desc,icn_material_characterskill_fire,Material,CharacterSkillMaterial,SSR,1,None,0,9999999
7093002,Locale_Item:material_characterskill_water,Locale_Item:material_characterskill_water_desc,icn_material_characterskill_water,Material,CharacterSkillMaterial,SSR,1,None,0,9999999
7093003,Locale_Item:material_characterskill_wind,Locale_Item:material_characterskill_wind_desc,icn_material_characterskill_wind,Material,CharacterSkillMaterial,SSR,1,None,0,9999999
7093004,Locale_Item:material_characterskill_electronic,Locale_Item:material_characterskill_electronic_desc,icn_material_characterskill_electronic,Material,CharacterSkillMaterial,SSR,1,None,0,9999999
7093005,Locale_Item:material_characterskill_iron,Locale_Item:material_characterskill_iron_desc,icn_material_characterskill_iron,Material,CharacterSkillMaterial,SSR,1,None,0,9999999
7100001,Locale_Item:material_set_nickname_card,Locale_Item:material_set_nickname_card_desc,icn_material_set_nickname_card,Material,SetNickNameMaterial,SSR,1,None,0,9999999
7110001,Locale_Item:challenge_stage_ticket_material_001,Locale_Item:challenge_stage_ticket_material_001_desc,icn_challenge_stage_ticket_common,Material,EventTicketMaterial,SSR,1,None,0,9999999
7110002,Locale_Item:challenge_stage_ticket_material_001,Locale_Item:challenge_stage_ticket_material_001_desc,icn_challenge_stage_ticket_common,Material,EventTicketMaterial,SSR,1,None,0,9999999
7110003,Locale_Item:challenge_stage_ticket_material_001,Locale_Item:challenge_stage_ticket_material_001_desc,icn_challenge_stage_ticket_common,Material,EventTicketMaterial,SSR,1,None,0,9999999
7110020,Locale_Item:challenge_stage_ticket_material_001,Locale_Item:challenge_stage_ticket_material_001_desc,icn_challenge_stage_ticket_common,Material,EventTicketMaterial,SSR,1,None,0,9999999
7110022,Locale_Item:challenge_stage_ticket_material_001,Locale_Item:challenge_stage_ticket_material_001_desc,icn_challenge_stage_ticket_common,Material,EventTicketMaterial,SSR,1,None,0,9999999
7110023,Locale_Item:challenge_stage_ticket_material_001,Locale_Item:challenge_stage_ticket_material_001_desc,icn_challenge_stage_ticket_common,Material,EventTicketMaterial,SSR,1,None,0,9999999
7110024,Locale_Item:challenge_stage_ticket_material_001,Locale_Item:challenge_stage_ticket_material_001_desc,icn_challenge_stage_ticket_common,Material,EventTicketMaterial,SSR,1,None,0,9999999
7110026,Locale_Item:challenge_stage_ticket_material_001,Locale_Item:challenge_stage_ticket_material_001_desc,icn_challenge_stage_ticket_common,Material,EventTicketMaterial,SSR,1,None,0,9999999
7110028,Locale_Item:challenge_stage_ticket_material_001,Locale_Item:challenge_stage_ticket_material_001_desc,icn_challenge_stage_ticket_common,Material,EventTicketMaterial,SSR,1,None,0,9999999
7110029,Locale_Item:challenge_stage_ticket_material_001,Locale_Item:challenge_stage_ticket_material_001_desc,icn_challenge_stage_ticket_common,Material,EventTicketMaterial,SSR,1,None,0,9999999
7110030,Locale_Item:challenge_stage_ticket_material_001,Locale_Item:challenge_stage_ticket_material_001_desc,icn_challenge_stage_ticket_common,Material,EventTicketMaterial,SSR,1,None,0,9999999
7110031,Locale_Item:challenge_stage_ticket_material_001,Locale_Item:challenge_stage_ticket_material_001_desc_02,icn_challenge_stage_ticket_common,Material,EventTicketMaterial,SSR,1,None,0,9999999
7110033,Locale_Item:challenge_stage_ticket_material_001,Locale_Item:challenge_stage_ticket_material_001_desc_02,icn_challenge_stage_ticket_common,Material,EventTicketMaterial,SSR,1,None,0,9999999
7110034,Locale_Item:challenge_stage_ticket_material_001,Locale_Item:challenge_stage_ticket_material_001_desc_02,icn_challenge_stage_ticket_common,Material,EventTicketMaterial,SSR,1,None,0,9999999
7110036,Locale_Item:challenge_stage_ticket_material_001,Locale_Item:challenge_stage_ticket_material_001_desc_02,icn_challenge_stage_ticket_common,Material,EventTicketMaterial,SSR,1,None,0,9999999
7110037,Locale_Item:challenge_stage_ticket_material_001,Locale_Item:challenge_stage_ticket_material_001_desc_02,icn_challenge_stage_ticket_common,Material,EventTicketMaterial,SSR,1,None,0,9999999
7110038,Locale_Item:challenge_stage_ticket_material_001,Locale_Item:challenge_stage_ticket_material_001_desc_02,icn_challenge_stage_ticket_common,Material,EventTicketMaterial,SSR,1,None,0,9999999
7110039,Locale_Item:challenge_stage_ticket_material_001,Locale_Item:challenge_stage_ticket_material_001_desc_02,icn_challenge_stage_ticket_common,Material,EventTicketMaterial,SSR,1,None,0,9999999
7110040,Locale_Item:challenge_stage_ticket_material_001,Locale_Item:challenge_stage_ticket_material_001_desc_02,icn_challenge_stage_ticket_common,Material,EventTicketMaterial,SSR,1,None,0,9999999
7110041,Locale_Item:challenge_stage_ticket_material_001,Locale_Item:challenge_stage_ticket_material_001_desc_02,icn_challenge_stage_ticket_common,Material,EventTicketMaterial,SSR,1,None,0,9999999
7110043,Locale_Item:challenge_stage_ticket_material_001,Locale_Item:challenge_stage_ticket_material_001_desc_02,icn_challenge_stage_ticket_common,Material,EventTicketMaterial,SSR,1,None,0,9999999
7110044,Locale_Item:challenge_stage_ticket_material_001,Locale_Item:challenge_stage_ticket_material_001_desc_02,icn_challenge_stage_ticket_common,Material,EventTicketMaterial,SSR,1,None,0,9999999
7110045,Locale_Item:challenge_stage_ticket_material_001,Locale_Item:challenge_stage_ticket_material_001_desc_02,icn_challenge_stage_ticket_common,Material,EventTicketMaterial,SSR,1,None,0,9999999
7110047,Locale_Item:challenge_stage_ticket_material_001,Locale_Item:challenge_stage_ticket_material_001_desc_02,icn_challenge_stage_ticket_common,Material,EventTicketMaterial,SSR,1,None,0,9999999
7110048,Locale_Item:challenge_stage_ticket_material_001,Locale_Item:challenge_stage_ticket_material_001_desc_02,icn_challenge_stage_ticket_common,Material,EventTicketMaterial,SSR,1,None,0,9999999
7110050,Locale_Item:challenge_stage_ticket_material_001,Locale_Item:challenge_stage_ticket_material_001_desc_02,icn_challenge_stage_ticket_common,Material,EventTicketMaterial,SSR,1,None,0,9999999
7110051,Locale_Item:challenge_stage_ticket_material_001,Locale_Item:challenge_stage_ticket_material_001_desc_02,icn_challenge_stage_ticket_common,Material,EventTicketMaterial,SSR,1,None,0,9999999
7110053,Locale_Item:challenge_stage_ticket_material_001,Locale_Item:challenge_stage_ticket_material_001_desc_02,icn_challenge_stage_ticket_common,Material,EventTicketMaterial,SSR,1,None,0,9999999
7110054,Locale_Item:challenge_stage_ticket_material_001,Locale_Item:challenge_stage_ticket_material_001_desc_02,icn_challenge_stage_ticket_common,Material,EventTicketMaterial,SSR,1,None,0,9999999
7110055,Locale_Item:challenge_stage_ticket_material_001,Locale_Item:challenge_stage_ticket_material_001_desc_02,icn_challenge_stage_ticket_common,Material,EventTicketMaterial,SSR,1,None,0,9999999
7110058,Locale_Item:challenge_stage_ticket_material_001,Locale_Item:challenge_stage_ticket_material_001_desc_02,icn_challenge_stage_ticket_common,Material,EventTicketMaterial,SSR,1,None,0,9999999
7110059,Locale_Item:challenge_stage_ticket_material_001,Locale_Item:challenge_stage_ticket_material_001_desc_02,icn_challenge_stage_ticket_common,Material,EventTicketMaterial,SSR,1,None,0,9999999
