id,resource_id,tab_type,user_profile_type,filter_type,order,name_localkey,description_localkey,is_sub_resource_prism,sub_resource_id
10291,icn_soloraid_motherwhale_04_tier1_frame,Raid,Raid,None,22901,Locale_Profile:uf_name_soloraid_motherwhale_04_tier1,Locale_Profile:uf_description_soloraid_motherwhale_04_tier1,False,
10292,icn_soloraid_motherwhale_04_tier2_frame,Raid,Raid,None,22902,Locale_Profile:uf_name_soloraid_motherwhale_04_tier2,Locale_Profile:uf_description_soloraid_motherwhale_04_tier2,False,
10293,icn_soloraid_motherwhale_04_tier3_frame,Raid,Raid,None,22903,Locale_Profile:uf_name_soloraid_motherwhale_04_tier3,Locale_Profile:uf_description_soloraid_motherwhale_04_tier3,False,
20011,icn_soloraid_MotherWhale_tier1_frame,Raid,Raid,None,30101,Locale_Profile:uf_name_soloraid_museum_motherwhale_02_tier1,Locale_Profile:uf_description_soloraid_museum_motherwhale_02_tier1,False,icn_soloraid_museum_sub_frame_01_01
20012,icn_soloraid_MotherWhale_tier2_frame,Raid,Raid,None,30102,Locale_Profile:uf_name_soloraid_museum_motherwhale_02_tier2,Locale_Profile:uf_description_soloraid_museum_motherwhale_02_tier2,False,icn_soloraid_museum_sub_frame_01_01
20013,icn_soloraid_MotherWhale_tier3_frame,Raid,Raid,None,30103,Locale_Profile:uf_name_soloraid_museum_motherwhale_02_tier3,Locale_Profile:uf_description_soloraid_museum_motherwhale_02_tier3,False,icn_soloraid_museum_sub_frame_01_01
20021,icn_soloraid_BlackSmith_tier1_frame,Raid,Raid,None,30201,Locale_Profile:uf_name_soloraid_museum_blacksmith_01_tier1,Locale_Profile:uf_description_soloraid_museum_blacksmith_01_tier1,False,icn_soloraid_museum_sub_frame_01_01
20022,icn_soloraid_BlackSmith_tier2_frame,Raid,Raid,None,30202,Locale_Profile:uf_name_soloraid_museum_blacksmith_01_tier2,Locale_Profile:uf_description_soloraid_museum_blacksmith_01_tier2,False,icn_soloraid_museum_sub_frame_01_01
20023,icn_soloraid_BlackSmith_tier3_frame,Raid,Raid,None,30203,Locale_Profile:uf_name_soloraid_museum_blacksmith_01_tier3,Locale_Profile:uf_description_soloraid_museum_blacksmith_01_tier3,False,icn_soloraid_museum_sub_frame_01_01
20031,icn_soloraid_ultra_tier1_frame,Raid,Raid,None,30301,Locale_Profile:uf_name_soloraid_museum_ultra_04_tier1,Locale_Profile:uf_description_soloraid_museum_ultra_04_tier1,False,icn_soloraid_museum_sub_frame_01_01
20032,icn_soloraid_ultra_tier2_frame,Raid,Raid,None,30302,Locale_Profile:uf_name_soloraid_museum_ultra_04_tier2,Locale_Profile:uf_description_soloraid_museum_ultra_04_tier2,False,icn_soloraid_museum_sub_frame_01_01
20033,icn_soloraid_ultra_tier3_frame,Raid,Raid,None,30303,Locale_Profile:uf_name_soloraid_museum_ultra_04_tier3,Locale_Profile:uf_description_soloraid_museum_ultra_04_tier3,False,icn_soloraid_museum_sub_frame_01_01
30101,champion_arena_main_platinum_tier3_frame,Arena,Arena,TitleMatch,40101,Locale_Profile:champion_arena_main_platinum_tier3_frame_00_00_name,Locale_Profile:champion_arena_main_platinum_tier3_frame_00_00_description,False,
30102,champion_arena_main_platinum_tier3_frame,Arena,Arena,TitleMatch,40102,Locale_Profile:champion_arena_main_platinum_tier3_frame_01_01_name,Locale_Profile:champion_arena_main_platinum_tier3_frame_01_01_description,True,champion_arena_sub_frame_01_01
30103,champion_arena_main_platinum_tier3_frame,Arena,Arena,TitleMatch,40103,Locale_Profile:champion_arena_main_platinum_tier3_frame_01_02_name,Locale_Profile:champion_arena_main_platinum_tier3_frame_01_02_description,True,champion_arena_sub_frame_01_02
30104,champion_arena_main_platinum_tier3_frame,Arena,Arena,TitleMatch,40104,Locale_Profile:champion_arena_main_platinum_tier3_frame_01_03_name,Locale_Profile:champion_arena_main_platinum_tier3_frame_01_03_description,True,champion_arena_sub_frame_01_03
30105,champion_arena_main_platinum_tier3_frame,Arena,Arena,TitleMatch,40105,Locale_Profile:champion_arena_main_platinum_tier3_frame_01_04_name,Locale_Profile:champion_arena_main_platinum_tier3_frame_01_04_description,True,champion_arena_sub_frame_01_04
30106,champion_arena_main_platinum_tier3_frame,Arena,Arena,TitleMatch,40106,Locale_Profile:champion_arena_main_platinum_tier3_frame_01_05_name,Locale_Profile:champion_arena_main_platinum_tier3_frame_01_05_description,True,champion_arena_sub_frame_01_05
30107,champion_arena_main_platinum_tier3_frame,Arena,Arena,TitleMatch,40107,Locale_Profile:champion_arena_main_platinum_tier3_frame_01_06_name,Locale_Profile:champion_arena_main_platinum_tier3_frame_01_06_description,True,champion_arena_sub_frame_01_06
30108,champion_arena_main_platinum_tier3_frame,Arena,Arena,TitleMatch,40108,Locale_Profile:champion_arena_main_platinum_tier3_frame_01_07_name,Locale_Profile:champion_arena_main_platinum_tier3_frame_01_07_description,True,champion_arena_sub_frame_01_07
30109,champion_arena_main_platinum_tier3_frame,Arena,Arena,TitleMatch,40109,Locale_Profile:champion_arena_main_platinum_tier3_frame_01_08_name,Locale_Profile:champion_arena_main_platinum_tier3_frame_01_08_description,True,champion_arena_sub_frame_01_08
30110,champion_arena_main_platinum_tier3_frame,Arena,Arena,TitleMatch,40110,Locale_Profile:champion_arena_main_platinum_tier3_frame_01_09_name,Locale_Profile:champion_arena_main_platinum_tier3_frame_01_09_description,True,champion_arena_sub_frame_01_09
30201,champion_arena_main_gold_tier3_frame,Arena,Arena,TitleMatch,40201,Locale_Profile:champion_arena_main_gold_tier3_frame_00_00_name,Locale_Profile:champion_arena_main_gold_tier3_frame_00_00_description,False,
30202,champion_arena_main_gold_tier3_frame,Arena,Arena,TitleMatch,40202,Locale_Profile:champion_arena_main_gold_tier3_frame_01_01_name,Locale_Profile:champion_arena_main_gold_tier3_frame_01_01_description,True,champion_arena_sub_frame_01_01
30203,champion_arena_main_gold_tier3_frame,Arena,Arena,TitleMatch,40203,Locale_Profile:champion_arena_main_gold_tier3_frame_01_02_name,Locale_Profile:champion_arena_main_gold_tier3_frame_01_02_description,True,champion_arena_sub_frame_01_02
30204,champion_arena_main_gold_tier3_frame,Arena,Arena,TitleMatch,40204,Locale_Profile:champion_arena_main_gold_tier3_frame_01_03_name,Locale_Profile:champion_arena_main_gold_tier3_frame_01_03_description,True,champion_arena_sub_frame_01_03
30205,champion_arena_main_gold_tier3_frame,Arena,Arena,TitleMatch,40205,Locale_Profile:champion_arena_main_gold_tier3_frame_01_04_name,Locale_Profile:champion_arena_main_gold_tier3_frame_01_04_description,True,champion_arena_sub_frame_01_04
30206,champion_arena_main_gold_tier3_frame,Arena,Arena,TitleMatch,40206,Locale_Profile:champion_arena_main_gold_tier3_frame_01_05_name,Locale_Profile:champion_arena_main_gold_tier3_frame_01_05_description,True,champion_arena_sub_frame_01_05
30207,champion_arena_main_gold_tier3_frame,Arena,Arena,TitleMatch,40207,Locale_Profile:champion_arena_main_gold_tier3_frame_01_06_name,Locale_Profile:champion_arena_main_gold_tier3_frame_01_06_description,True,champion_arena_sub_frame_01_06
30208,champion_arena_main_gold_tier3_frame,Arena,Arena,TitleMatch,40208,Locale_Profile:champion_arena_main_gold_tier3_frame_01_07_name,Locale_Profile:champion_arena_main_gold_tier3_frame_01_07_description,True,champion_arena_sub_frame_01_07
30209,champion_arena_main_gold_tier3_frame,Arena,Arena,TitleMatch,40209,Locale_Profile:champion_arena_main_gold_tier3_frame_01_08_name,Locale_Profile:champion_arena_main_gold_tier3_frame_01_08_description,True,champion_arena_sub_frame_01_08
30210,champion_arena_main_gold_tier3_frame,Arena,Arena,TitleMatch,40210,Locale_Profile:champion_arena_main_gold_tier3_frame_01_09_name,Locale_Profile:champion_arena_main_gold_tier3_frame_01_09_description,True,champion_arena_sub_frame_01_09
30301,champion_arena_main_gold_tier2_frame,Arena,Arena,TitleMatch,40301,Locale_Profile:champion_arena_main_gold_tier2_frame_00_00_name,Locale_Profile:champion_arena_main_gold_tier2_frame_00_00_description,False,
30302,champion_arena_main_gold_tier2_frame,Arena,Arena,TitleMatch,40302,Locale_Profile:champion_arena_main_gold_tier2_frame_01_01_name,Locale_Profile:champion_arena_main_gold_tier2_frame_01_01_description,True,champion_arena_sub_frame_01_01
30303,champion_arena_main_gold_tier2_frame,Arena,Arena,TitleMatch,40303,Locale_Profile:champion_arena_main_gold_tier2_frame_01_02_name,Locale_Profile:champion_arena_main_gold_tier2_frame_01_02_description,True,champion_arena_sub_frame_01_02
30304,champion_arena_main_gold_tier2_frame,Arena,Arena,TitleMatch,40304,Locale_Profile:champion_arena_main_gold_tier2_frame_01_03_name,Locale_Profile:champion_arena_main_gold_tier2_frame_01_03_description,True,champion_arena_sub_frame_01_03
30305,champion_arena_main_gold_tier2_frame,Arena,Arena,TitleMatch,40305,Locale_Profile:champion_arena_main_gold_tier2_frame_01_04_name,Locale_Profile:champion_arena_main_gold_tier2_frame_01_04_description,True,champion_arena_sub_frame_01_04
30306,champion_arena_main_gold_tier2_frame,Arena,Arena,TitleMatch,40306,Locale_Profile:champion_arena_main_gold_tier2_frame_01_05_name,Locale_Profile:champion_arena_main_gold_tier2_frame_01_05_description,True,champion_arena_sub_frame_01_05
30307,champion_arena_main_gold_tier2_frame,Arena,Arena,TitleMatch,40307,Locale_Profile:champion_arena_main_gold_tier2_frame_01_06_name,Locale_Profile:champion_arena_main_gold_tier2_frame_01_06_description,True,champion_arena_sub_frame_01_06
30308,champion_arena_main_gold_tier2_frame,Arena,Arena,TitleMatch,40308,Locale_Profile:champion_arena_main_gold_tier2_frame_01_07_name,Locale_Profile:champion_arena_main_gold_tier2_frame_01_07_description,True,champion_arena_sub_frame_01_07
30309,champion_arena_main_gold_tier2_frame,Arena,Arena,TitleMatch,40309,Locale_Profile:champion_arena_main_gold_tier2_frame_01_08_name,Locale_Profile:champion_arena_main_gold_tier2_frame_01_08_description,True,champion_arena_sub_frame_01_08
30310,champion_arena_main_gold_tier2_frame,Arena,Arena,TitleMatch,40310,Locale_Profile:champion_arena_main_gold_tier2_frame_01_09_name,Locale_Profile:champion_arena_main_gold_tier2_frame_01_09_description,True,champion_arena_sub_frame_01_09
30401,champion_arena_main_silver_tier3_frame,Arena,Arena,TitleMatch,40401,Locale_Profile:champion_arena_main_silver_tier3_frame_00_00_name,Locale_Profile:champion_arena_main_silver_tier3_frame_00_00_description,False,
30402,champion_arena_main_silver_tier3_frame,Arena,Arena,TitleMatch,40402,Locale_Profile:champion_arena_main_silver_tier3_frame_01_01_name,Locale_Profile:champion_arena_main_silver_tier3_frame_01_01_description,True,champion_arena_sub_frame_01_01
30403,champion_arena_main_silver_tier3_frame,Arena,Arena,TitleMatch,40403,Locale_Profile:champion_arena_main_silver_tier3_frame_01_02_name,Locale_Profile:champion_arena_main_silver_tier3_frame_01_02_description,True,champion_arena_sub_frame_01_02
30404,champion_arena_main_silver_tier3_frame,Arena,Arena,TitleMatch,40404,Locale_Profile:champion_arena_main_silver_tier3_frame_01_03_name,Locale_Profile:champion_arena_main_silver_tier3_frame_01_03_description,True,champion_arena_sub_frame_01_03
30405,champion_arena_main_silver_tier3_frame,Arena,Arena,TitleMatch,40405,Locale_Profile:champion_arena_main_silver_tier3_frame_01_04_name,Locale_Profile:champion_arena_main_silver_tier3_frame_01_04_description,True,champion_arena_sub_frame_01_04
30406,champion_arena_main_silver_tier3_frame,Arena,Arena,TitleMatch,40406,Locale_Profile:champion_arena_main_silver_tier3_frame_01_05_name,Locale_Profile:champion_arena_main_silver_tier3_frame_01_05_description,True,champion_arena_sub_frame_01_05
30407,champion_arena_main_silver_tier3_frame,Arena,Arena,TitleMatch,40407,Locale_Profile:champion_arena_main_silver_tier3_frame_01_06_name,Locale_Profile:champion_arena_main_silver_tier3_frame_01_06_description,True,champion_arena_sub_frame_01_06
30408,champion_arena_main_silver_tier3_frame,Arena,Arena,TitleMatch,40408,Locale_Profile:champion_arena_main_silver_tier3_frame_01_07_name,Locale_Profile:champion_arena_main_silver_tier3_frame_01_07_description,True,champion_arena_sub_frame_01_07
30409,champion_arena_main_silver_tier3_frame,Arena,Arena,TitleMatch,40409,Locale_Profile:champion_arena_main_silver_tier3_frame_01_08_name,Locale_Profile:champion_arena_main_silver_tier3_frame_01_08_description,True,champion_arena_sub_frame_01_08
30410,champion_arena_main_silver_tier3_frame,Arena,Arena,TitleMatch,40410,Locale_Profile:champion_arena_main_silver_tier3_frame_01_09_name,Locale_Profile:champion_arena_main_silver_tier3_frame_01_09_description,True,champion_arena_sub_frame_01_09
30501,champion_arena_main_silver_tier2_frame,Arena,Arena,UpgradeMatch,40501,Locale_Profile:champion_arena_main_silver_tier2_frame_00_00_name,Locale_Profile:champion_arena_main_silver_tier2_frame_00_00_description,False,
30502,champion_arena_main_silver_tier2_frame,Arena,Arena,UpgradeMatch,40502,Locale_Profile:champion_arena_main_silver_tier2_frame_01_01_name,Locale_Profile:champion_arena_main_silver_tier2_frame_01_01_description,True,champion_arena_sub_frame_01_01
30503,champion_arena_main_silver_tier2_frame,Arena,Arena,UpgradeMatch,40503,Locale_Profile:champion_arena_main_silver_tier2_frame_01_02_name,Locale_Profile:champion_arena_main_silver_tier2_frame_01_02_description,True,champion_arena_sub_frame_01_02
30504,champion_arena_main_silver_tier2_frame,Arena,Arena,UpgradeMatch,40504,Locale_Profile:champion_arena_main_silver_tier2_frame_01_03_name,Locale_Profile:champion_arena_main_silver_tier2_frame_01_03_description,True,champion_arena_sub_frame_01_03
30505,champion_arena_main_silver_tier2_frame,Arena,Arena,UpgradeMatch,40505,Locale_Profile:champion_arena_main_silver_tier2_frame_01_04_name,Locale_Profile:champion_arena_main_silver_tier2_frame_01_04_description,True,champion_arena_sub_frame_01_04
30506,champion_arena_main_silver_tier2_frame,Arena,Arena,UpgradeMatch,40506,Locale_Profile:champion_arena_main_silver_tier2_frame_01_05_name,Locale_Profile:champion_arena_main_silver_tier2_frame_01_05_description,True,champion_arena_sub_frame_01_05
30507,champion_arena_main_silver_tier2_frame,Arena,Arena,UpgradeMatch,40507,Locale_Profile:champion_arena_main_silver_tier2_frame_01_06_name,Locale_Profile:champion_arena_main_silver_tier2_frame_01_06_description,True,champion_arena_sub_frame_01_06
30508,champion_arena_main_silver_tier2_frame,Arena,Arena,UpgradeMatch,40508,Locale_Profile:champion_arena_main_silver_tier2_frame_01_07_name,Locale_Profile:champion_arena_main_silver_tier2_frame_01_07_description,True,champion_arena_sub_frame_01_07
30509,champion_arena_main_silver_tier2_frame,Arena,Arena,UpgradeMatch,40509,Locale_Profile:champion_arena_main_silver_tier2_frame_01_08_name,Locale_Profile:champion_arena_main_silver_tier2_frame_01_08_description,True,champion_arena_sub_frame_01_08
30510,champion_arena_main_silver_tier2_frame,Arena,Arena,UpgradeMatch,40510,Locale_Profile:champion_arena_main_silver_tier2_frame_01_09_name,Locale_Profile:champion_arena_main_silver_tier2_frame_01_09_description,True,champion_arena_sub_frame_01_09
30601,champion_arena_main_silver_tier1_frame,Arena,Arena,UpgradeMatch,40601,Locale_Profile:champion_arena_main_silver_tier1_frame_00_00_name,Locale_Profile:champion_arena_main_silver_tier1_frame_00_00_description,False,
30602,champion_arena_main_silver_tier1_frame,Arena,Arena,UpgradeMatch,40602,Locale_Profile:champion_arena_main_silver_tier1_frame_01_01_name,Locale_Profile:champion_arena_main_silver_tier1_frame_01_01_description,True,champion_arena_sub_frame_01_01
30603,champion_arena_main_silver_tier1_frame,Arena,Arena,UpgradeMatch,40603,Locale_Profile:champion_arena_main_silver_tier1_frame_01_02_name,Locale_Profile:champion_arena_main_silver_tier1_frame_01_02_description,True,champion_arena_sub_frame_01_02
30604,champion_arena_main_silver_tier1_frame,Arena,Arena,UpgradeMatch,40604,Locale_Profile:champion_arena_main_silver_tier1_frame_01_03_name,Locale_Profile:champion_arena_main_silver_tier1_frame_01_03_description,True,champion_arena_sub_frame_01_03
30605,champion_arena_main_silver_tier1_frame,Arena,Arena,UpgradeMatch,40605,Locale_Profile:champion_arena_main_silver_tier1_frame_01_04_name,Locale_Profile:champion_arena_main_silver_tier1_frame_01_04_description,True,champion_arena_sub_frame_01_04
30606,champion_arena_main_silver_tier1_frame,Arena,Arena,UpgradeMatch,40606,Locale_Profile:champion_arena_main_silver_tier1_frame_01_05_name,Locale_Profile:champion_arena_main_silver_tier1_frame_01_05_description,True,champion_arena_sub_frame_01_05
30607,champion_arena_main_silver_tier1_frame,Arena,Arena,UpgradeMatch,40607,Locale_Profile:champion_arena_main_silver_tier1_frame_01_06_name,Locale_Profile:champion_arena_main_silver_tier1_frame_01_06_description,True,champion_arena_sub_frame_01_06
30608,champion_arena_main_silver_tier1_frame,Arena,Arena,UpgradeMatch,40608,Locale_Profile:champion_arena_main_silver_tier1_frame_01_07_name,Locale_Profile:champion_arena_main_silver_tier1_frame_01_07_description,True,champion_arena_sub_frame_01_07
30609,champion_arena_main_silver_tier1_frame,Arena,Arena,UpgradeMatch,40609,Locale_Profile:champion_arena_main_silver_tier1_frame_01_08_name,Locale_Profile:champion_arena_main_silver_tier1_frame_01_08_description,True,champion_arena_sub_frame_01_08
30610,champion_arena_main_silver_tier1_frame,Arena,Arena,UpgradeMatch,40610,Locale_Profile:champion_arena_main_silver_tier1_frame_01_09_name,Locale_Profile:champion_arena_main_silver_tier1_frame_01_09_description,True,champion_arena_sub_frame_01_09
30701,champion_arena_main_bronze_tier2_frame,Arena,Arena,UpgradeMatch,40701,Locale_Profile:champion_arena_main_bronze_tier2_frame_00_00_name,Locale_Profile:champion_arena_main_bronze_tier2_frame_00_00_description,False,
30702,champion_arena_main_bronze_tier2_frame,Arena,Arena,UpgradeMatch,40702,Locale_Profile:champion_arena_main_bronze_tier2_frame_01_01_name,Locale_Profile:champion_arena_main_bronze_tier2_frame_01_01_description,True,champion_arena_sub_frame_01_01
30703,champion_arena_main_bronze_tier2_frame,Arena,Arena,UpgradeMatch,40703,Locale_Profile:champion_arena_main_bronze_tier2_frame_01_02_name,Locale_Profile:champion_arena_main_bronze_tier2_frame_01_02_description,True,champion_arena_sub_frame_01_02
30704,champion_arena_main_bronze_tier2_frame,Arena,Arena,UpgradeMatch,40704,Locale_Profile:champion_arena_main_bronze_tier2_frame_01_03_name,Locale_Profile:champion_arena_main_bronze_tier2_frame_01_03_description,True,champion_arena_sub_frame_01_03
30705,champion_arena_main_bronze_tier2_frame,Arena,Arena,UpgradeMatch,40705,Locale_Profile:champion_arena_main_bronze_tier2_frame_01_04_name,Locale_Profile:champion_arena_main_bronze_tier2_frame_01_04_description,True,champion_arena_sub_frame_01_04
30706,champion_arena_main_bronze_tier2_frame,Arena,Arena,UpgradeMatch,40706,Locale_Profile:champion_arena_main_bronze_tier2_frame_01_05_name,Locale_Profile:champion_arena_main_bronze_tier2_frame_01_05_description,True,champion_arena_sub_frame_01_05
30707,champion_arena_main_bronze_tier2_frame,Arena,Arena,UpgradeMatch,40707,Locale_Profile:champion_arena_main_bronze_tier2_frame_01_06_name,Locale_Profile:champion_arena_main_bronze_tier2_frame_01_06_description,True,champion_arena_sub_frame_01_06
30708,champion_arena_main_bronze_tier2_frame,Arena,Arena,UpgradeMatch,40708,Locale_Profile:champion_arena_main_bronze_tier2_frame_01_07_name,Locale_Profile:champion_arena_main_bronze_tier2_frame_01_07_description,True,champion_arena_sub_frame_01_07
30709,champion_arena_main_bronze_tier2_frame,Arena,Arena,UpgradeMatch,40709,Locale_Profile:champion_arena_main_bronze_tier2_frame_01_08_name,Locale_Profile:champion_arena_main_bronze_tier2_frame_01_08_description,True,champion_arena_sub_frame_01_08
30710,champion_arena_main_bronze_tier2_frame,Arena,Arena,UpgradeMatch,40710,Locale_Profile:champion_arena_main_bronze_tier2_frame_01_09_name,Locale_Profile:champion_arena_main_bronze_tier2_frame_01_09_description,True,champion_arena_sub_frame_01_09
30801,champion_arena_main_bronze_tier1_frame,Arena,Arena,Etc,40801,Locale_Profile:champion_arena_main_bronze_tier1_frame_00_00_name,Locale_Profile:champion_arena_main_bronze_tier1_frame_00_00_description,False,
