id,trigger_list/0/trigger,trigger_list/0/condition_id,trigger_list/0/condition_value,trigger_list/1/trigger,trigger_list/1/condition_id,trigger_list/1/condition_value,trigger_list/2/trigger,trigger_list/2/condition_id,trigger_list/2/condition_value,trigger_list/3/trigger,trigger_list/3/condition_id,trigger_list/3/condition_value,trigger_list/4/trigger,trigger_list/4/condition_id,trigger_list/4/condition_value,trigger_list/5/trigger,trigger_list/5/condition_id,trigger_list/5/condition_value,event_type,tid,resource_id,name_localkey,enter_scenario_id,stamina_value,reward_id
1100105,ObtainCharacter,5008,1,ObtainCharacter,5027,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,11001,5008,Locale_SuddenStory:d_ex_modernbar_05_title,d_ex_modernbar_05,1,3000003
1190106,ObtainCharacter,5008,1,ObtainCharacter,5024,1,ObtainCharacter,5020,1,ObtainCharacter,5018,1,ObtainCharacter,5051,1,None,0,0,Outpost,11901,5008,Locale_SuddenStory:d_ex_shopping_06_title,d_ex_shopping_06,1,3000003
1140106,ObtainCharacter,5008,1,ObtainCharacter,5009,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,11401,5008,Locale_SuddenStory:d_ex_theater_06_title,d_ex_theater_06,1,3000003
1150105,ObtainCharacter,5009,1,ObtainCharacter,5051,1,ObtainCharacter,3006,1,None,0,0,None,0,0,None,0,0,Outpost,11501,5009,Locale_SuddenStory:d_ex_mysteryclub_05_title,d_ex_mysteryclub_05,1,3000003
1230105,ObtainCharacter,5009,1,ObtainCharacter,5007,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,12301,5009,Locale_SuddenStory:d_ex_gym_05_title,d_ex_gym_05,1,3000003
2240106,CharacterAttractiveLevelMax,5009,10,CharacterAttractiveLevelMax,5008,10,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,22401,5009,Locale_SuddenStory:d_ex_command_06_title,d_ex_command_06,1,3000003
1010105,ObtainCharacter,5045,1,ObtainCharacter,5015,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,10101,5045,Locale_SuddenStory:d_ex_observationpost_05_title,d_ex_observationpost_05,1,3000003
1040105,ObtainCharacter,5045,1,ObtainCharacter,5050,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,10401,5045,Locale_SuddenStory:d_ex_maidcafe_05_title,d_ex_maidcafe_05,1,3000003
2310105,ObtainCharacter,5045,1,ObtainCharacter,5021,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,23101,5045,Locale_SuddenStory:d_ex_elevator_05_title,d_ex_elevator_05,1,3000003
2340101,ObtainCharacter,5071,1,ObtainCharacter,5066,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,23401,5071,Locale_SuddenStory:d_ex_outdoorpool_01_title,d_ex_outdoorpool_01,1,3000003
2340102,ObtainCharacter,5071,1,ObtainCharacter,5064,1,ObtainCharacter,5075,1,None,0,0,None,0,0,None,0,0,Outpost,23401,5071,Locale_SuddenStory:d_ex_outdoorpool_02_title,d_ex_outdoorpool_02,1,3000003
2340103,ObtainCharacter,5071,1,ObtainCharacter,5064,1,ObtainCharacter,5070,1,None,0,0,None,0,0,None,0,0,Outpost,23401,5064,Locale_SuddenStory:d_ex_outdoorpool_03_title,d_ex_outdoorpool_03,1,3000003
2340104,ObtainCharacter,5064,1,ObtainCharacter,5027,1,ObtainCharacter,5074,1,None,0,0,None,0,0,None,0,0,Outpost,23401,5064,Locale_SuddenStory:d_ex_outdoorpool_04_title,d_ex_outdoorpool_04,1,3000003
1050106,ObtainCharacter,5068,1,ObtainCharacter,5030,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,10501,5068,Locale_SuddenStory:d_ex_toyshop_06_title,d_ex_toyshop_06,1,3000003
1120106,ObtainCharacter,5068,1,ObtainCharacter,5020,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,11201,5068,Locale_SuddenStory:d_ex_hospital_06_title,d_ex_hospital_06,1,3000003
1180106,ObtainCharacter,5068,1,ObtainCharacter,5034,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,11801,5068,Locale_SuddenStory:d_ex_clothingstore_06_title,d_ex_clothingstore_06,1,3000003
1060106,ObtainCharacter,5079,1,ObtainCharacter,5019,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,10601,5079,Locale_SuddenStory:d_ex_trainstation_06_title,d_ex_trainstation_06,1,3000003
1070106,ObtainCharacter,5079,1,ObtainCharacter,5011,1,ObtainCharacter,5035,1,None,0,0,None,0,0,None,0,0,Outpost,10701,5079,Locale_SuddenStory:d_ex_workshop_06_title,d_ex_workshop_06,1,3000003
1170106,ObtainCharacter,5079,1,ObtainCharacter,5070,1,ObtainCharacter,5031,1,None,0,0,None,0,0,None,0,0,Outpost,11701,5079,Locale_SuddenStory:d_ex_church_06_title,d_ex_church_06,1,3000003
2340105,ObtainCharacter,5097,1,ObtainCharacter,5098,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,23401,5098,Locale_SuddenStory:d_ex_outdoorpool_05_title,d_ex_outdoorpool_05,1,3000003
2340106,ObtainCharacter,5097,1,ObtainCharacter,5079,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,23401,5097,Locale_SuddenStory:d_ex_outdoorpool_06_title,d_ex_outdoorpool_06,1,3000003
2340107,ObtainCharacter,5097,1,ObtainCharacter,5063,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,23401,5097,Locale_SuddenStory:d_ex_outdoorpool_07_title,d_ex_outdoorpool_07,1,3000003
2340108,ObtainCharacter,5098,1,ObtainCharacter,5063,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,23401,5063,Locale_SuddenStory:d_ex_outdoorpool_08_title,d_ex_outdoorpool_08,1,3000003
1080106,ObtainCharacter,5098,1,ObtainCharacter,3002,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,10801,5098,Locale_SuddenStory:d_ex_armory_06_title,d_ex_armory_06,1,3000003
1010106,ObtainCharacter,5063,1,ObtainCharacter,5054,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,10101,5063,Locale_SuddenStory:d_ex_observationpost_06_title,d_ex_observationpost_06,1,3000003
1040106,ObtainCharacter,5048,1,ObtainCharacter,5050,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,10401,5048,Locale_SuddenStory:d_ex_maidcafe_06_title,d_ex_maidcafe_06,1,3000003
1110106,ObtainCharacter,5048,1,ObtainCharacter,3009,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,11101,5048,Locale_SuddenStory:d_ex_library_06_title,d_ex_library_06,1,3000003
1220106,ObtainCharacter,5048,1,ObtainCharacter,5054,1,ObtainCharacter,5068,1,None,0,0,None,0,0,None,0,0,Outpost,12201,5048,Locale_SuddenStory:d_ex_wingofvictory_06_title,d_ex_wingofvictory_06,1,3000003
2310106,ObtainCharacter,5099,1,ObtainCharacter,5100,1,ObtainCharacter,1022,1,None,0,0,None,0,0,None,0,0,Outpost,23101,5099,Locale_SuddenStory:d_ex_elevator_06_title,d_ex_elevator_06,1,3000003
1210106,ObtainCharacter,5100,1,ObtainCharacter,5063,1,ObtainCharacter,5079,1,None,0,0,None,0,0,None,0,0,Outpost,12101,5100,Locale_SuddenStory:d_ex_goddessofvictory_06_title,d_ex_goddessofvictory_06,1,3000003
1190107,ObtainCharacter,5099,1,ObtainCharacter,5048,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,11901,5099,Locale_SuddenStory:d_ex_shopping_07_title,d_ex_shopping_07,1,3000003
1130106,ObtainCharacter,5099,1,ObtainCharacter,5100,1,ObtainCharacter,5010,1,ObtainCharacter,5028,1,None,0,0,None,0,0,Outpost,11301,5099,Locale_SuddenStory:d_ex_cafe_06_title,d_ex_cafe_06,1,3000003
1040107,ObtainCharacter,5100,1,ObtainCharacter,5048,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,10401,5100,Locale_SuddenStory:d_ex_maidcafe_07_title,d_ex_maidcafe_07,1,3000003
1200106,ObtainCharacter,5100,1,ObtainCharacter,5003,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,12001,5100,Locale_SuddenStory:d_ex_tower_06_title,d_ex_tower_06,1,3000003
1090105,ObtainCharacter,5082,1,ObtainCharacter,5001,1,ObtainCharacter,5024,1,None,0,0,None,0,0,None,0,0,Outpost,10901,5082,Locale_SuddenStory:d_ex_powerplant_05_title,d_ex_powerplant_05,1,3000003
1020106,ObtainCharacter,5082,1,ObtainCharacter,5037,1,ObtainCharacter,1020,1,None,0,0,None,0,0,None,0,0,Outpost,10201,5082,Locale_SuddenStory:d_ex_police_06_title,d_ex_police_06,1,3000003
1230106,ObtainCharacter,5082,1,ObtainCharacter,5016,1,ObtainCharacter,5017,1,None,0,0,None,0,0,None,0,0,Outpost,12301,5082,Locale_SuddenStory:d_ex_gym_06_title,d_ex_gym_06,1,3000003
1180108,ObtainCharacter,5099,1,ObtainCharacter,5033,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,11801,5099,Locale_SuddenStory:d_ex_clothingstore_08_title,d_ex_clothingstore_08,1,3000003
1090106,ObtainCharacter,5081,1,ObtainCharacter,5001,1,ObtainCharacter,5024,1,ObtainCharacter,1010,1,None,0,0,None,0,0,Outpost,10901,5081,Locale_SuddenStory:d_ex_powerplant_06_title,d_ex_powerplant_06,1,3000003
1070107,ObtainCharacter,5081,1,ObtainCharacter,5035,1,ObtainCharacter,5036,1,ObtainCharacter,5011,1,None,0,0,None,0,0,Outpost,10701,5081,Locale_SuddenStory:d_ex_workshop_07_title,d_ex_workshop_07,1,3000003
1110107,ObtainCharacter,5081,1,ObtainCharacter,5099,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,11101,5081,Locale_SuddenStory:d_ex_library_07_title,d_ex_library_07,1,3000003
1130107,ObtainCharacter,5104,1,ObtainCharacter,5103,1,ObtainCharacter,5010,1,ObtainCharacter,5002,1,ObtainCharacter,5028,1,None,0,0,Outpost,11301,5104,Locale_SuddenStory:d_ex_cafe_07_title,d_ex_cafe_07,1,3000003
2240107,ObtainCharacter,5104,1,ObtainCharacter,5005,1,ObtainCharacter,5082,1,None,0,0,None,0,0,None,0,0,Outpost,22401,5104,Locale_SuddenStory:d_ex_command_07_title,d_ex_command_07,1,3000003
1050107,ObtainCharacter,5104,1,ObtainCharacter,3007,1,ObtainCharacter,5008,1,ObtainCharacter,5009,1,None,0,0,None,0,0,Outpost,10501,5104,Locale_SuddenStory:d_ex_toyshop_07_title,d_ex_toyshop_07,1,3000003
1030107,ObtainCharacter,5103,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,10301,5103,Locale_SuddenStory:d_ex_hotel_07_title,d_ex_hotel_07,1,3000003
1200107,ObtainCharacter,5103,1,ObtainCharacter,5015,1,ObtainCharacter,5003,1,ObtainCharacter,5081,1,None,0,0,None,0,0,Outpost,12001,5103,Locale_SuddenStory:d_ex_tower_07_title,d_ex_tower_07,1,3000003
1140107,ObtainCharacter,5092,1,ObtainCharacter,5014,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,11401,5092,Locale_SuddenStory:d_ex_theater_07_title,d_ex_theater_07,1,3000003
1210107,ObtainCharacter,5092,1,ObtainCharacter,5002,1,ObtainCharacter,5038,1,None,0,0,None,0,0,None,0,0,Outpost,12101,5092,Locale_SuddenStory:d_ex_goddessofvictory_07_title,d_ex_goddessofvictory_07,1,3000003
1020107,ObtainCharacter,5092,1,ObtainCharacter,5082,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,10201,5092,Locale_SuddenStory:d_ex_police_07_title,d_ex_police_07,1,3000003
1100106,ObtainCharacter,1021,1,ObtainCharacter,5045,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,11001,1021,Locale_SuddenStory:d_ex_modernbar_06_title,d_ex_modernbar_06,1,3000003
1220107,ObtainCharacter,1021,1,ObtainCharacter,5054,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,12201,1021,Locale_SuddenStory:d_ex_wingofvictory_07_title,d_ex_wingofvictory_07,1,3000003
1160106,ObtainCharacter,1021,1,ObtainCharacter,5030,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,11601,1021,Locale_SuddenStory:d_ex_court_06_title,d_ex_court_06,1,3000003
1160107,ObtainCharacter,5106,1,ObtainCharacter,5029,1,ObtainCharacter,5030,1,None,0,0,None,0,0,None,0,0,Outpost,11601,5106,Locale_SuddenStory:d_ex_court_07_title,d_ex_court_07,1,3000003
1060107,ObtainCharacter,5106,1,ObtainCharacter,5020,1,ObtainCharacter,5019,1,None,0,0,None,0,0,None,0,0,Outpost,10601,5106,Locale_SuddenStory:d_ex_trainstation_07_title,d_ex_trainstation_07,1,3000003
1210108,ObtainCharacter,5106,1,ObtainCharacter,5050,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,12101,5106,Locale_SuddenStory:d_ex_goddessofvictory_08_title,d_ex_goddessofvictory_08,1,3000003
1100107,ObtainCharacter,5046,1,ObtainCharacter,5009,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,11001,5046,Locale_SuddenStory:d_ex_modernbar_07_title,d_ex_modernbar_07,1,3000003
1040108,ObtainCharacter,5046,1,ObtainCharacter,5002,1,ObtainCharacter,5028,1,None,0,0,None,0,0,None,0,0,Outpost,10401,5046,Locale_SuddenStory:d_ex_maidcafe_08_title,d_ex_maidcafe_08,1,3000003
1180107,ObtainCharacter,5046,1,ObtainCharacter,5051,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,11801,5046,Locale_SuddenStory:d_ex_clothingstore_07_title,d_ex_clothingstore_07,1,3000003
1070108,ObtainCharacter,5107,1,ObtainCharacter,5011,1,ObtainCharacter,5021,1,None,0,0,None,0,0,None,0,0,Outpost,10701,5107,Locale_SuddenStory:d_ex_workshop_08_title,d_ex_workshop_08,1,3000003
1150106,ObtainCharacter,5107,1,ObtainCharacter,5051,1,MainQuestClear,293,1,None,0,0,None,0,0,None,0,0,Outpost,11501,5107,Locale_SuddenStory:d_ex_mysteryclub_06_title,d_ex_mysteryclub_06,1,3000003
1180109,ObtainCharacter,5107,1,ObtainCharacter,5033,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,11801,5107,Locale_SuddenStory:d_ex_clothingstore_09_title,d_ex_clothingstore_09,1,3000003
1010107,ObtainCharacter,5003,1,ObtainCharacter,5015,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,10101,5003,Locale_SuddenStory:d_ex_observationpost_07_title,d_ex_observationpost_07,1,3000003
1030108,ObtainCharacter,5110,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,10301,5110,Locale_SuddenStory:d_ex_hotel_08_title,d_ex_hotel_08,1,3000003
1010108,ObtainCharacter,5110,1,ObtainCharacter,5015,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,10101,5110,Locale_SuddenStory:d_ex_observationpost_08_title,d_ex_observationpost_08,1,3000003
1140108,ObtainCharacter,5110,1,ObtainCharacter,5092,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,11401,5110,Locale_SuddenStory:d_ex_theater_08_title,d_ex_theater_08,1,3000003
1130108,ObtainCharacter,5111,1,ObtainCharacter,5005,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,11301,5111,Locale_SuddenStory:d_ex_cafe_08_title,d_ex_cafe_08,1,3000003
1120107,ObtainCharacter,5111,1,ObtainCharacter,5027,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,11201,5111,Locale_SuddenStory:d_ex_hospital_07_title,d_ex_hospital_07,1,3000003
1050108,ObtainCharacter,5111,1,ObtainCharacter,3008,1,ObtainCharacter,3007,1,None,0,0,None,0,0,None,0,0,Outpost,10501,5111,Locale_SuddenStory:d_ex_toyshop_08_title,d_ex_toyshop_08,1,3000003
1020108,ObtainCharacter,5053,1,ObtainCharacter,5017,1,ObtainCharacter,5016,1,None,0,0,None,0,0,None,0,0,Outpost,10201,5053,Locale_SuddenStory:d_ex_police_08_title,d_ex_police_08,1,3000003
1080107,ObtainCharacter,5053,1,ObtainCharacter,5023,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,10801,5053,Locale_SuddenStory:d_ex_armory_07_title,d_ex_armory_07,1,3000003
1110108,ObtainCharacter,5053,1,ObtainCharacter,5031,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,11101,5053,Locale_SuddenStory:d_ex_library_08_title,d_ex_library_08,1,3000003
1090107,ObtainCharacter,5112,1,ObtainCharacter,1010,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,10901,5112,Locale_SuddenStory:d_ex_powerplant_07_title,d_ex_powerplant_07,1,3000003
2310107,ObtainCharacter,5112,1,ObtainCharacter,5002,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,23101,5112,Locale_SuddenStory:d_ex_elevator_07_title,d_ex_elevator_07,1,3000003
1070109,ObtainCharacter,5112,1,ObtainCharacter,5011,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,10701,5112,Locale_SuddenStory:d_ex_workshop_09_title,d_ex_workshop_09,1,3000003
1230107,ObtainCharacter,5114,1,ObtainCharacter,5092,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,12301,5114,Locale_SuddenStory:d_ex_gym_07_title,d_ex_gym_07,1,3000003
1030109,ObtainCharacter,5114,1,ObtainCharacter,5110,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,10301,5114,Locale_SuddenStory:d_ex_hotel_09_title,d_ex_hotel_09,1,3000003
1080108,ObtainCharacter,5114,1,ObtainCharacter,5023,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,10801,5114,Locale_SuddenStory:d_ex_armory_08_title,d_ex_armory_08,1,3000003
1020109,ObtainCharacter,5113,1,ObtainCharacter,5082,1,ObtainCharacter,5017,1,None,0,0,None,0,0,None,0,0,Outpost,10201,5113,Locale_SuddenStory:d_ex_police_09_title,d_ex_police_09,1,3000003
1100108,ObtainCharacter,5113,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,11001,5113,Locale_SuddenStory:d_ex_modernbar_08_title,d_ex_modernbar_08,1,3000003
1040109,ObtainCharacter,5113,1,ObtainCharacter,5009,1,ObtainCharacter,5008,1,None,0,0,None,0,0,None,0,0,Outpost,10401,5113,Locale_SuddenStory:d_ex_maidcafe_09_title,d_ex_maidcafe_09,1,3000003
1210109,ObtainCharacter,5115,1,ObtainCharacter,5034,1,ObtainCharacter,5031,1,ObtainCharacter,1010,1,None,0,0,None,0,0,Outpost,12101,5115,Locale_SuddenStory:d_ex_goddessofvictory_09_title,d_ex_goddessofvictory_09,1,3000003
1190108,ObtainCharacter,5115,1,ObtainCharacter,5035,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,11901,5115,Locale_SuddenStory:d_ex_shopping_08_title,d_ex_shopping_08,1,3000003
1140109,ObtainCharacter,5115,1,ObtainCharacter,5111,1,ObtainCharacter,5075,1,None,0,0,None,0,0,None,0,0,Outpost,11401,5115,Locale_SuddenStory:d_ex_theater_09_title,d_ex_theater_09,1,3000003
1190109,ObtainCharacter,5077,1,ObtainCharacter,5099,1,ObtainCharacter,5100,1,None,0,0,None,0,0,None,0,0,Outpost,11901,5077,Locale_SuddenStory:d_ex_shopping_09_title,d_ex_shopping_09,1,3000003
1060108,ObtainCharacter,5077,1,ObtainCharacter,5020,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,10601,5077,Locale_SuddenStory:d_ex_trainstation_08_title,d_ex_trainstation_08,1,3000003
1110109,ObtainCharacter,5077,1,ObtainCharacter,5048,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,11101,5077,Locale_SuddenStory:d_ex_library_09_title,d_ex_library_09,1,3000003
1050109,ObtainCharacter,5088,1,ObtainCharacter,3008,1,ObtainCharacter,3007,1,None,0,0,None,0,0,None,0,0,Outpost,10501,5088,Locale_SuddenStory:d_ex_toyshop_09_title,d_ex_toyshop_09,1,3000003
1120108,ObtainCharacter,5088,1,ObtainCharacter,5077,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,11201,5088,Locale_SuddenStory:d_ex_hospital_08_title,d_ex_hospital_08,1,3000003
1230108,ObtainCharacter,5088,1,ObtainCharacter,5021,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,12301,5088,Locale_SuddenStory:d_ex_gym_08_title,d_ex_gym_08,1,3000003
1130109,ObtainCharacter,5049,1,ObtainCharacter,5010,1,ObtainCharacter,1012,1,None,0,0,None,0,0,None,0,0,Outpost,11301,5049,Locale_SuddenStory:d_ex_cafe_09_title,d_ex_cafe_09,1,3000003
1100109,ObtainCharacter,5049,1,ObtainCharacter,1021,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,11001,5049,Locale_SuddenStory:d_ex_modernbar_09_title,d_ex_modernbar_09,1,3000003
1170107,ObtainCharacter,5049,1,ObtainCharacter,5032,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,11701,5049,Locale_SuddenStory:d_ex_church_07_title,d_ex_church_07,1,3000003
1110110,ObtainCharacter,5121,1,ObtainCharacter,5004,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,11101,5121,Locale_SuddenStory:d_ex_library_10_title,d_ex_library_10,1,3000003
1100110,ObtainCharacter,5121,1,ObtainCharacter,5036,1,ObtainCharacter,1010,1,None,0,0,None,0,0,None,0,0,Outpost,11001,5121,Locale_SuddenStory:d_ex_modernbar_10_title,d_ex_modernbar_10,1,3000003
1090108,ObtainCharacter,5121,1,ObtainCharacter,5081,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,10901,5121,Locale_SuddenStory:d_ex_powerplant_08_title,d_ex_powerplant_08,1,3000003
1140110,ObtainCharacter,5122,1,ObtainCharacter,5079,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,11401,5122,Locale_SuddenStory:d_ex_theater_10_title,d_ex_theater_10,1,3000003
1010109,ObtainCharacter,5122,1,ObtainCharacter,5015,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,10101,5122,Locale_SuddenStory:d_ex_observationpost_09_title,d_ex_observationpost_09,1,3000003
1180110,ObtainCharacter,5122,1,ObtainCharacter,5004,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,11801,5122,Locale_SuddenStory:d_ex_clothingstore_10_title,d_ex_clothingstore_10,1,3000003
1090109,ObtainCharacter,3004,1,ObtainCharacter,5107,1,ObtainCharacter,5112,1,None,0,0,None,0,0,None,0,0,Outpost,10901,3004,Locale_SuddenStory:d_ex_powerplant_09_title,d_ex_powerplant_09,1,3000003
1230109,ObtainCharacter,3004,1,ObtainCharacter,5039,1,ObtainCharacter,5038,1,None,0,0,None,0,0,None,0,0,Outpost,12301,3004,Locale_SuddenStory:d_ex_gym_09_title,d_ex_gym_09,1,3000003
1220108,ObtainCharacter,3004,1,ObtainCharacter,5121,1,ObtainCharacter,5068,1,None,0,0,None,0,0,None,0,0,Outpost,12201,3004,Locale_SuddenStory:d_ex_wingofvictory_08_title,d_ex_wingofvictory_08,1,3000003
1120109,ObtainCharacter,5126,1,ObtainCharacter,5027,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,11201,5126,Locale_SuddenStory:d_ex_hospital_09_title,d_ex_hospital_09,1,3000003
1040110,ObtainCharacter,5126,1,ObtainCharacter,5046,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,10401,5126,Locale_SuddenStory:d_ex_maidcafe_10_title,d_ex_maidcafe_10,1,3000003
1190110,ObtainCharacter,5126,1,ObtainCharacter,5034,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,11901,5126,Locale_SuddenStory:d_ex_shopping_10_title,d_ex_shopping_10,1,3000003
1080109,ObtainCharacter,5129,1,MainQuestClear,406,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,10801,5129,Locale_SuddenStory:d_ex_armory_09_title,d_ex_armory_09,1,3000003
2240108,ObtainCharacter,5129,1,MainQuestClear,406,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,22401,5129,Locale_SuddenStory:d_ex_command_08_title,d_ex_command_08,1,3000003
1230110,ObtainCharacter,1019,1,ObtainCharacter,3004,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,12301,1019,Locale_SuddenStory:d_ex_gym_10_title,d_ex_gym_10,1,3000003
1100111,ObtainCharacter,1019,1,ObtainCharacter,5029,1,ObtainCharacter,5018,1,ObtainCharacter,5041,1,None,0,0,None,0,0,Outpost,11001,1019,Locale_SuddenStory:d_ex_modernbar_11_title,d_ex_modernbar_11,1,3000003
1050110,ObtainCharacter,5130,1,ObtainCharacter,5054,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,10501,5130,Locale_SuddenStory:d_ex_toyshop_10_title,d_ex_toyshop_10,1,3000003
1150107,ObtainCharacter,5130,1,ObtainCharacter,5131,1,ObtainCharacter,5059,1,MainQuestClear,293,1,None,0,0,None,0,0,Outpost,11501,5130,Locale_SuddenStory:d_ex_mysteryclub_07_title,d_ex_mysteryclub_07,1,3000003
2240109,ObtainCharacter,5130,1,ObtainCharacter,5046,1,ObtainCharacter,5007,1,None,0,0,None,0,0,None,0,0,Outpost,22401,5130,Locale_SuddenStory:d_ex_command_09_title,d_ex_command_09,1,3000003
1200108,ObtainCharacter,5131,1,ObtainCharacter,5112,1,ObtainCharacter,5107,1,None,0,0,None,0,0,None,0,0,Outpost,12001,5131,Locale_SuddenStory:d_ex_tower_08_title,d_ex_tower_08,1,3000003
1220109,ObtainCharacter,5131,1,ObtainCharacter,5092,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,12201,5131,Locale_SuddenStory:d_ex_wingofvictory_09_title,d_ex_wingofvictory_09,1,3000003
2350101,ObtainCharacter,5134,1,ObtainCharacter,5126,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,23501,5134,Locale_SuddenStory:d_ex_flowerpark_01_title,d_ex_flowerpark_01,1,3000003
2350102,ObtainCharacter,5134,1,ObtainCharacter,5077,1,ObtainCharacter,5088,1,None,0,0,None,0,0,None,0,0,Outpost,23501,5134,Locale_SuddenStory:d_ex_flowerpark_02_title,d_ex_flowerpark_02,1,3000003
1030110,ObtainCharacter,5134,1,ObtainCharacter,5005,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,10301,5134,Locale_SuddenStory:d_ex_hotel_10_title,d_ex_hotel_10,1,3000003
1030111,ObtainCharacter,5135,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,10301,5135,Locale_SuddenStory:d_ex_hotel_11_title,d_ex_hotel_11,1,3000003
2350103,ObtainCharacter,5135,1,ObtainCharacter,5126,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,23501,5135,Locale_SuddenStory:d_ex_flowerpark_03_title,d_ex_flowerpark_03,1,3000003
1060109,ObtainCharacter,5135,1,ObtainCharacter,5136,1,ObtainCharacter,5020,1,ObtainCharacter,5019,1,None,0,0,None,0,0,Outpost,10601,5136,Locale_SuddenStory:d_ex_trainstation_09_title,d_ex_trainstation_09,1,3000003
1110111,ObtainCharacter,5136,1,ObtainCharacter,5122,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,11101,5136,Locale_SuddenStory:d_ex_library_11_title,d_ex_library_11,1,3000003
1200109,ObtainCharacter,5136,1,ObtainCharacter,1021,1,ObtainCharacter,5045,1,None,0,0,None,0,0,None,0,0,Outpost,12001,5136,Locale_SuddenStory:d_ex_tower_09_title,d_ex_tower_09,1,3000003
