id,grade,lv,level_hp,level_defence
20407,medium,407,1349650,25858
20408,medium,408,1353390,25924
20409,medium,409,1357120,25991
20410,medium,410,1360860,26057
20411,medium,411,1364600,26124
20412,medium,412,1368330,26190
20413,medium,413,1372070,26257
20414,medium,414,1375810,26323
20415,medium,415,1379540,26390
20416,medium,416,1383280,26456
20417,medium,417,1387020,26523
20418,medium,418,1390990,26601
20419,medium,419,1394730,26667
20420,medium,420,1398470,26733
20421,medium,421,1402200,26800
20422,medium,422,1405940,26866
20423,medium,423,1463180,27885
20424,medium,424,1466910,27951
20425,medium,425,1470650,28018
20426,medium,426,1474390,28084
20427,medium,427,1478120,28151
20428,medium,428,1481860,28217
20429,medium,429,1485600,28284
20430,medium,430,1489330,28350
20431,medium,431,1493070,28417
20432,medium,432,1496800,28483
20433,medium,433,1500540,28550
20434,medium,434,1504520,28628
20435,medium,435,1508250,28694
20436,medium,436,1511990,28760
20437,medium,437,1515730,28827
20438,medium,438,1519460,28893
20439,medium,439,1523200,28960
20440,medium,440,1526940,29026
20441,medium,441,1530670,29093
20442,medium,442,1534410,29159
20443,medium,443,1598070,30291
20444,medium,444,1602140,30364
20445,medium,445,1606220,30436
20446,medium,446,1610300,30509
20447,medium,447,1614370,30581
20448,medium,448,1618450,30654
20449,medium,449,1622520,30727
20450,medium,450,1626600,30799
20451,medium,451,1630920,30883
20452,medium,452,1634990,30955
20453,medium,453,1639070,31028
20454,medium,454,1643150,31100
20455,medium,455,1647220,31173
20456,medium,456,1651300,31245
20457,medium,457,1655370,31318
20458,medium,458,1659450,31390
20459,medium,459,1663530,31463
20460,medium,460,1667600,31535
20461,medium,461,1671680,31608
20462,medium,462,1675760,31680
20463,medium,463,1746460,32938
20464,medium,464,1750540,33011
20465,medium,465,1754610,33083
20466,medium,466,1758690,33156
20467,medium,467,1762760,33228
20468,medium,468,1766840,33301
20469,medium,469,1771160,33385
20470,medium,470,1775230,33457
20471,medium,471,1779310,33530
20472,medium,472,1783390,33602
20473,medium,473,1787460,33675
20474,medium,474,1791540,33747
20475,medium,475,1795610,33820
20476,medium,476,1799690,33892
20477,medium,477,1803770,33965
20478,medium,478,1807840,34037
20479,medium,479,1811920,34110
20480,medium,480,1816000,34182
20481,medium,481,1820070,34255
20482,medium,482,1824150,34327
20483,medium,483,1902260,35717
20484,medium,484,1906670,35796
20485,medium,485,1911090,35874
20486,medium,486,1915510,35953
20487,medium,487,1919920,36031
20488,medium,488,1924340,36110
20489,medium,489,1928750,36188
20490,medium,490,1933410,36278
20491,medium,491,1937830,36357
20492,medium,492,1942240,36435
20493,medium,493,1946660,36514
20494,medium,494,1951070,36592
20495,medium,495,1955490,36671
20496,medium,496,1959910,36750
20497,medium,497,1964320,36828
20498,medium,498,1968740,36907
20499,medium,499,1973150,36985
20500,medium,500,1977570,37064
20501,medium,501,1981980,37142
20502,medium,502,1986400,37221
20503,medium,503,2072610,38754
20504,medium,504,2077030,38833
20505,medium,505,2081440,38911
20506,medium,506,2085860,38990
20507,medium,507,2090280,39068
20508,medium,508,2094690,39147
20509,medium,509,2099110,39226
20510,medium,510,2103520,39304
20511,medium,511,2107940,39383
20512,medium,512,2112360,39461
20513,medium,513,2116770,39540
20514,medium,514,2121430,39630
20515,medium,515,2125840,39708
20516,medium,516,2130260,39787
20517,medium,517,2134670,39865
20518,medium,518,2139090,39944
20519,medium,519,2143510,40022
20520,medium,520,2147920,40101
20521,medium,521,2152340,40179
20522,medium,522,2156750,40258
20523,medium,523,2251470,41943
20524,medium,524,2256230,42027
20525,medium,525,2260990,42112
20526,medium,526,2265740,42196
20527,medium,527,2270500,42281
20528,medium,528,2275250,42365
20529,medium,529,2280010,42450
20530,medium,530,2284760,42535
20531,medium,531,2289520,42619
20532,medium,532,2294280,42704
20533,medium,533,2299030,42788
20534,medium,534,2303790,42873
20535,medium,535,2308540,42958
20536,medium,536,2313300,43042
20537,medium,537,2318050,43127
20538,medium,538,2322810,43211
20539,medium,539,2327560,43296
20540,medium,540,2332320,43381
20541,medium,541,2337320,43477
20542,medium,542,2342070,43561
20543,medium,543,2446030,45411
20544,medium,544,2450790,45496
20545,medium,545,2455540,45580
20546,medium,546,2460300,45665
20547,medium,547,2465050,45750
20548,medium,548,2469810,45834
20549,medium,549,2474560,45919
20550,medium,550,2479320,46003
20551,medium,551,2484080,46088
20552,medium,552,2488830,46172
20553,medium,553,2493590,46257
20554,medium,554,2498340,46342
20555,medium,555,2503100,46426
20556,medium,556,2507850,46511
20557,medium,557,2512610,46595
20558,medium,558,2517360,46680
20559,medium,559,2522120,46765
20560,medium,560,2526880,46849
20561,medium,561,2531630,46934
20562,medium,562,2536390,47018
20563,medium,563,2650060,49041
20564,medium,564,2655160,49132
20565,medium,565,2660250,49222
20566,medium,566,2665350,49313
20567,medium,567,2670440,49404
20568,medium,568,2675540,49494
20569,medium,569,2680630,49585
20570,medium,570,2685730,49676
20571,medium,571,2690820,49766
20572,medium,572,2696160,49868
20573,medium,573,2701250,49959
20574,medium,574,2706350,50050
20575,medium,575,2711450,50140
20576,medium,576,2716540,50231
20577,medium,577,2721640,50321
20578,medium,578,2726730,50412
20579,medium,579,2731830,50503
20580,medium,580,2736920,50593
20581,medium,581,2742020,50684
20582,medium,582,2747110,50775
20583,medium,583,2871320,52985
20584,medium,584,2876410,53075
20585,medium,585,2881510,53166
20586,medium,586,2886600,53257
20587,medium,587,2891700,53347
20588,medium,588,2896790,53438
20589,medium,589,2901890,53529
20590,medium,590,2906980,53619
20591,medium,591,2912080,53710
20592,medium,592,2917170,53800
20593,medium,593,2922270,53891
20594,medium,594,2927360,53982
20595,medium,595,2932460,54072
20596,medium,596,2937560,54163
20597,medium,597,2942650,54254
20598,medium,598,2947750,54344
20599,medium,599,2952840,54435
20600,medium,600,2957940,54525
30001,hard,1,6450,100
30002,hard,2,6450,100
30003,hard,3,6450,100
30004,hard,4,6450,100
30005,hard,5,6450,100
30006,hard,6,6775,105
30007,hard,7,7425,115
30008,hard,8,8050,125
30009,hard,9,8375,130
30010,hard,10,8700,135
30011,hard,11,9025,140
30012,hard,12,10775,165
30013,hard,13,12925,175
30014,hard,14,13250,180
30015,hard,15,13575,185
30016,hard,16,13900,190
30017,hard,17,14225,195
30018,hard,18,14550,200
30019,hard,19,14900,205
30020,hard,20,15225,210
30021,hard,21,15550,215
30022,hard,22,15875,220
30023,hard,23,18100,230
30024,hard,24,18425,235
30025,hard,25,18775,240
30026,hard,26,19100,245
30027,hard,27,19425,250
30028,hard,28,20225,261
30029,hard,29,20550,266
30030,hard,30,20900,271
30031,hard,31,21225,276
30032,hard,32,21550,281
30033,hard,33,21900,286
30034,hard,34,22225,291
30035,hard,35,22575,296
30036,hard,36,22900,301
30037,hard,37,23250,306
30038,hard,38,23575,311
30039,hard,39,23900,316
30040,hard,40,24250,321
30041,hard,41,25200,326
30042,hard,42,25900,336
30043,hard,43,26950,429
30044,hard,44,27650,439
30045,hard,45,28325,449
30046,hard,46,29625,467
30047,hard,47,30300,477
30048,hard,48,31000,487
30049,hard,49,31675,497
30050,hard,50,32375,507
30051,hard,51,33325,521
30052,hard,52,34025,531
30053,hard,53,35625,541
30054,hard,54,36400,551
30055,hard,55,37175,561
30056,hard,56,38250,574
30057,hard,57,39025,584
30058,hard,58,43675,594
30059,hard,59,44500,604
30060,hard,60,45350,614
30061,hard,61,46500,628
30062,hard,62,47875,644
30063,hard,63,50025,670
30064,hard,64,50875,680
30065,hard,65,51725,690
30066,hard,66,52575,700
30067,hard,67,54300,721
30068,hard,68,55150,731
30069,hard,69,56000,741
30070,hard,70,56825,751
30071,hard,71,57675,761
30072,hard,72,59050,777
30073,hard,73,59900,787
30074,hard,74,60725,797
30075,hard,75,61575,807
30076,hard,76,62425,817
30077,hard,77,63275,827
30078,hard,78,64650,843
30079,hard,79,65475,853
30080,hard,80,66325,863
30081,hard,81,67175,873
30082,hard,82,68600,890
30083,hard,83,74650,961
30084,hard,84,76450,983
30085,hard,85,77750,998
30086,hard,86,79050,1013
30087,hard,87,80325,1028
30088,hard,88,81625,1044
30089,hard,89,82925,1059
30090,hard,90,84200,1074
30091,hard,91,86950,1108
30092,hard,92,88875,1130
30093,hard,93,90175,1145
30094,hard,94,91475,1161
30095,hard,95,92750,1176
30096,hard,96,94925,1213
30097,hard,97,96200,1228
30098,hard,98,98150,1252
30099,hard,99,99750,1277
30100,hard,100,101050,1292
30101,hard,101,102350,1308
30102,hard,102,104825,1343
30103,hard,103,148650,2568
30104,hard,104,115150,1484
30105,hard,105,117150,1507
30106,hard,106,118775,1533
30107,hard,107,120925,1558
30108,hard,108,122950,1583
30109,hard,109,124575,1609
30110,hard,110,125900,1624
30111,hard,111,127225,1640
30112,hard,112,128850,1665
30113,hard,113,131025,1691
30114,hard,114,132350,1707
30115,hard,115,133975,1732
30116,hard,116,136825,1748
30117,hard,117,138175,1763
30118,hard,118,140150,1812
30119,hard,119,143925,1857
30120,hard,120,146000,1880
30121,hard,121,147650,1906
30122,hard,122,149000,1921
30123,hard,123,188125,3023
30124,hard,124,194125,3093
30125,hard,125,197450,3133
30126,hard,126,169100,2182
30127,hard,127,171225,2213
30128,hard,128,173350,2244
30129,hard,129,175475,2275
30130,hard,130,178075,2306
30131,hard,131,180200,2337
30132,hard,132,184675,2411
30133,hard,133,186800,2442
30134,hard,134,188925,2473
30135,hard,135,191050,2505
30136,hard,136,194025,2545
30137,hard,137,195825,2566
30138,hard,138,200275,2625
30139,hard,139,202425,2656
30140,hard,140,204550,2688
30141,hard,141,206675,2719
30142,hard,142,208475,2740
30143,hard,143,238475,2908
30144,hard,144,240800,2940
30145,hard,145,245675,3017
30146,hard,146,247650,3038
30147,hard,147,250000,3070
30148,hard,148,252325,3102
30149,hard,149,254300,3124
30150,hard,150,257600,3166
30151,hard,151,259925,3198
30152,hard,152,274325,3354
30153,hard,153,277625,3396
30154,hard,154,279950,3428
30155,hard,155,281950,3449
30156,hard,156,284275,3481
30157,hard,157,286625,3513
30158,hard,158,293275,3586
30159,hard,159,295625,3618
30160,hard,160,297600,3661
30161,hard,161,300925,3703
30162,hard,162,302900,3724
30163,hard,163,339950,4593
30164,hard,164,352125,4740
30165,hard,165,354650,4768
30166,hard,166,357175,4795
30167,hard,167,335675,4106
30168,hard,168,338550,4144
30169,hard,169,342125,4182
30170,hard,170,345000,4220
30171,hard,171,351225,4288
30172,hard,172,354100,4326
30173,hard,173,357675,4365
30174,hard,174,360550,4403
30175,hard,175,363075,4430
30176,hard,176,365975,4468
30177,hard,177,376125,4536
30178,hard,178,379025,4574
30179,hard,179,382625,4636
30180,hard,180,385525,4674
30181,hard,181,388100,4702
30182,hard,182,390650,4729
30183,hard,183,428225,5544
30184,hard,184,434525,5612
30185,hard,185,444475,5734
30186,hard,186,447075,5762
30187,hard,187,449675,5790
30188,hard,188,452275,5818
30189,hard,189,434950,5233
30190,hard,190,437925,5272
30191,hard,191,451100,5415
30192,hard,192,454075,5453
30193,hard,193,457750,5493
30194,hard,194,460350,5521
30195,hard,195,463325,5560
30196,hard,196,465925,5588
30197,hard,197,470000,5638
30198,hard,198,479600,5742
30199,hard,199,482200,5770
30200,hard,200,485175,5808
30201,hard,201,487775,5837
30202,hard,202,491525,5876
30203,hard,203,510175,6112
30204,hard,204,513300,6145
30205,hard,205,516800,6190
30206,hard,206,536850,6422
30207,hard,207,540025,6456
30208,hard,208,543575,6501
30209,hard,209,546775,6536
30210,hard,210,551100,6582
30211,hard,211,554675,6627
30212,hard,212,557850,6661
30213,hard,213,561025,6696
30214,hard,214,571600,6815
30215,hard,215,575950,6862
30216,hard,216,579125,6897
30217,hard,217,582300,6931
30218,hard,218,585875,6976
30219,hard,219,589050,7010
30220,hard,220,593800,7067
30221,hard,221,596975,7102
30222,hard,222,608675,7235
30223,hard,223,642100,7479
30224,hard,224,645725,7524
30225,hard,225,650525,7614
30226,hard,226,653775,7649
30227,hard,227,667850,7814
30228,hard,228,671150,7849
30229,hard,229,675650,7896
30230,hard,230,686450,8017
30231,hard,231,689750,8052
30232,hard,232,694675,8111
30233,hard,233,697975,8146
30234,hard,234,701675,8192
30235,hard,235,704975,8227
30236,hard,236,709875,8286
30237,hard,237,713175,8321
30238,hard,238,716475,8356
30239,hard,239,741400,8627
30240,hard,240,744700,8662
30241,hard,241,748400,8708
30242,hard,242,751700,8743
30243,hard,243,779425,9037
30244,hard,244,796875,9089
30245,hard,245,800800,9130
30246,hard,246,805100,9217
30247,hard,247,809000,9257
30248,hard,248,838950,9620
30249,hard,249,843325,9673
30250,hard,250,847300,9715
30251,hard,251,851300,9756
30252,hard,252,855675,9856
30253,hard,253,859675,9898
30254,hard,254,863650,9939
30255,hard,255,882425,9992
30256,hard,256,886475,10033
30257,hard,257,890525,10129
30258,hard,258,908225,10311
30259,hard,259,912700,10364
30260,hard,260,916750,10405
30261,hard,261,920800,10447
30262,hard,262,925250,10562
30263,hard,263,959725,10916
30264,hard,264,963775,10958
30265,hard,265,967825,10999
30266,hard,266,972300,11052
30267,hard,267,1019275,11233
30268,hard,268,1023450,11274
30269,hard,269,1043350,11563
30270,hard,270,1047600,11605
30271,hard,271,1051850,11647
30272,hard,272,1056100,11690
30273,hard,273,1060750,11743
30274,hard,274,1065000,11786
30275,hard,275,1069250,11828
30276,hard,276,1073500,11870
30277,hard,277,1092225,12147
30278,hard,278,1096475,12189
30279,hard,279,1100700,12232
30280,hard,280,1104950,12274
30281,hard,281,1109200,12316
30282,hard,282,1113875,12370
30283,hard,283,1155850,12788
30284,hard,284,1160700,12837
30285,hard,285,1184025,12885
30286,hard,286,1189375,12945
30287,hard,287,1208600,13227
30288,hard,288,1213525,13275
30289,hard,289,1218450,13324
30290,hard,290,1223375,13372
30291,hard,291,1228725,13432
30292,hard,292,1233650,13480
30293,hard,293,1238600,13528
30294,hard,294,1243525,13577
30295,hard,295,1336075,13625
30296,hard,296,1341800,13685
30297,hard,297,1390200,14127
30298,hard,298,1395475,14175
30299,hard,299,1400750,14333
30300,hard,300,1406000,14381
30301,hard,301,1411750,14441
30302,hard,302,1417025,14489
30303,hard,303,1469950,14975
30304,hard,304,1475225,15023
30305,hard,305,1480500,15072
30306,hard,306,1485775,15120
30307,hard,307,1521050,15180
30308,hard,308,1526425,15228
30309,hard,309,1560800,15536
30310,hard,310,1566175,15585
30311,hard,311,1571550,15633
30312,hard,312,1576925,15681
30313,hard,313,1582775,15741
30314,hard,314,1601850,15789
30315,hard,315,1607275,15838
30316,hard,316,1612700,16012
30317,hard,317,1618125,16060
30318,hard,318,1623550,16109
30319,hard,319,1628975,16157
30320,hard,320,1770575,16217
30321,hard,321,1776450,16265
30322,hard,322,1814050,16574
30323,hard,323,1881525,17129
30324,hard,324,1888125,17184
30325,hard,325,1894750,17238
30326,hard,326,1901350,17293
30327,hard,327,1908475,17358
30328,hard,328,1915075,17413
30329,hard,329,1921700,17467
30330,hard,330,1928300,17521
30331,hard,331,1934900,17576
30332,hard,332,2010525,17630
30333,hard,333,2017375,17685
30334,hard,334,2057550,18010
30335,hard,335,2064400,18065
30336,hard,336,2113200,18119
30337,hard,337,2120200,18173
30338,hard,338,2127175,18373
30339,hard,339,2134150,18427
30340,hard,340,2141150,18482
30341,hard,341,2148125,18536
30342,hard,342,2155650,18602
30343,hard,343,2237175,19236
30344,hard,344,2244150,19291
30345,hard,345,2464350,19345
30346,hard,346,2471975,19399
30347,hard,347,2516300,19712
30348,hard,348,2523950,19767
30349,hard,349,2531600,19821
30350,hard,350,2539850,19887
30351,hard,351,2547475,19941
30352,hard,352,2555125,19996
30353,hard,353,2562775,20050
30354,hard,354,2570400,20104
30355,hard,355,2578050,20159
30356,hard,356,2585700,20213
30357,hard,357,2593350,20268
30358,hard,358,2600975,20322
30359,hard,359,2645900,20648
30360,hard,360,2653550,20702
30361,hard,361,2661200,20756
30362,hard,362,2668825,20811
30363,hard,363,2769800,21529
30364,hard,364,2778300,21589
30365,hard,365,2786800,21649
30366,hard,366,2795275,21710
30367,hard,367,2803775,21770
30368,hard,368,2812275,21831
30369,hard,369,2821350,21903
30370,hard,370,2829850,21963
30371,hard,371,2838350,22023
30372,hard,372,2846825,22084
30373,hard,373,2855325,22144
30374,hard,374,2863825,22205
30375,hard,375,2872300,22265
30376,hard,376,2880800,22326
30377,hard,377,2889300,22386
30378,hard,378,2897800,22446
30379,hard,379,2906275,22507
30380,hard,380,2915375,22579
30381,hard,381,2923875,22639
30382,hard,382,2932350,22699
30383,hard,383,3046400,23511
30384,hard,384,3054900,23572
30385,hard,385,3063400,23632
30386,hard,386,3071875,23693
30387,hard,387,3080375,23753
30388,hard,388,3088875,23814
30389,hard,389,3097350,23874
30390,hard,390,3105850,23934
30391,hard,391,3114350,23995
30392,hard,392,3123425,24067
30393,hard,393,3131925,24127
30394,hard,394,3140425,24187
30395,hard,395,3148900,24248
30396,hard,396,3157400,24308
30397,hard,397,3165900,24369
30398,hard,398,3174400,24429
30399,hard,399,3182875,24490
30400,hard,400,3191375,24550
30401,hard,401,3199875,24610
30402,hard,402,3208350,24671
30403,hard,403,3336175,25581
30404,hard,404,3346100,25659
30405,hard,405,3355450,25725
30406,hard,406,3364775,25792
30407,hard,407,3374125,25858
30408,hard,408,3383475,25924
30409,hard,409,3392800,25991
30410,hard,410,3402150,26057
30411,hard,411,3411500,26124
30412,hard,412,3420825,26190
30413,hard,413,3430175,26257
30414,hard,414,3439525,26323
30415,hard,415,3448850,26390
30416,hard,416,3458200,26456
30417,hard,417,3467550,26523
30418,hard,418,3477475,26601
30419,hard,419,3486825,26667
30420,hard,420,3496175,26733
30421,hard,421,3505500,26800
30422,hard,422,3514850,26866
30423,hard,423,3657950,27885
30424,hard,424,3667275,27951
30425,hard,425,3676625,28018
30426,hard,426,3685975,28084
30427,hard,427,3695300,28151
30428,hard,428,3704650,28217
30429,hard,429,3714000,28284
30430,hard,430,3723325,28350
30431,hard,431,3732675,28417
30432,hard,432,3742000,28483
30433,hard,433,3751350,28550
30434,hard,434,3761300,28628
30435,hard,435,3770625,28694
30436,hard,436,3779975,28760
30437,hard,437,3789325,28827
30438,hard,438,3798650,28893
30439,hard,439,3808000,28960
30440,hard,440,3817350,29026
30441,hard,441,3826675,29093
30442,hard,442,3836025,29159
30443,hard,443,3995175,30291
30444,hard,444,4005350,30364
30445,hard,445,4015550,30436
30446,hard,446,4025750,30509
30447,hard,447,4035925,30581
30448,hard,448,4046125,30654
30449,hard,449,4056300,30727
30450,hard,450,4066500,30799
30451,hard,451,4077300,30883
30452,hard,452,4087475,30955
30453,hard,453,4097675,31028
30454,hard,454,4107875,31100
30455,hard,455,4118050,31173
30456,hard,456,4128250,31245
30457,hard,457,4138425,31318
30458,hard,458,4148625,31390
30459,hard,459,4158825,31463
30460,hard,460,4169000,31535
30461,hard,461,4179200,31608
30462,hard,462,4189400,31680
30463,hard,463,4366150,32938
30464,hard,464,4376350,33011
30465,hard,465,4386525,33083
30466,hard,466,4396725,33156
30467,hard,467,4406900,33228
30468,hard,468,4417100,33301
30469,hard,469,4427900,33385
30470,hard,470,4438075,33457
30471,hard,471,4448275,33530
30472,hard,472,4458475,33602
30473,hard,473,4468650,33675
30474,hard,474,4478850,33747
30475,hard,475,4489025,33820
30476,hard,476,4499225,33892
30477,hard,477,4509425,33965
30478,hard,478,4519600,34037
30479,hard,479,4529800,34110
30480,hard,480,4540000,34182
30481,hard,481,4550175,34255
30482,hard,482,4560375,34327
30483,hard,483,4755650,35717
30484,hard,484,4766675,35796
30485,hard,485,4777725,35874
30486,hard,486,4788775,35953
30487,hard,487,4799800,36031
30488,hard,488,4810850,36110
30489,hard,489,4821875,36188
30490,hard,490,4833525,36278
30491,hard,491,4844575,36357
30492,hard,492,4855600,36435
30493,hard,493,4866650,36514
30494,hard,494,4877675,36592
30495,hard,495,4888725,36671
30496,hard,496,4899775,36750
30497,hard,497,4910800,36828
30498,hard,498,4921850,36907
30499,hard,499,4932875,36985
30500,hard,500,4943925,37064
30501,hard,501,4954950,37142
30502,hard,502,4966000,37221
30503,hard,503,5181525,38754
30504,hard,504,5192575,38833
30505,hard,505,5203600,38911
30506,hard,506,5214650,38990
30507,hard,507,5225700,39068
30508,hard,508,5236725,39147
30509,hard,509,5247775,39226
30510,hard,510,5258800,39304
30511,hard,511,5269850,39383
30512,hard,512,5280900,39461
30513,hard,513,5291925,39540
30514,hard,514,5303575,39630
30515,hard,515,5314600,39708
30516,hard,516,5325650,39787
30517,hard,517,5336675,39865
30518,hard,518,5347725,39944
30519,hard,519,5358775,40022
30520,hard,520,5369800,40101
30521,hard,521,5380850,40179
30522,hard,522,5391875,40258
30523,hard,523,5628675,41943
30524,hard,524,5640575,42027
30525,hard,525,5652475,42112
30526,hard,526,5664350,42196
30527,hard,527,5676250,42281
30528,hard,528,5688125,42365
30529,hard,529,5700025,42450
30530,hard,530,5711900,42535
30531,hard,531,5723800,42619
30532,hard,532,5735700,42704
30533,hard,533,5747575,42788
30534,hard,534,5759475,42873
30535,hard,535,5771350,42958
30536,hard,536,5783250,43042
30537,hard,537,5795125,43127
30538,hard,538,5807025,43211
30539,hard,539,5818900,43296
30540,hard,540,5830800,43381
30541,hard,541,5843300,43477
30542,hard,542,5855175,43561
30543,hard,543,6115075,45411
30544,hard,544,6126975,45496
30545,hard,545,6138850,45580
30546,hard,546,6150750,45665
30547,hard,547,6162625,45750
30548,hard,548,6174525,45834
30549,hard,549,6186400,45919
30550,hard,550,6198300,46003
30551,hard,551,6210200,46088
30552,hard,552,6222075,46172
30553,hard,553,6233975,46257
30554,hard,554,6245850,46342
30555,hard,555,6257750,46426
30556,hard,556,6269625,46511
30557,hard,557,6281525,46595
30558,hard,558,6293400,46680
30559,hard,559,6305300,46765
30560,hard,560,6317200,46849
30561,hard,561,6329075,46934
30562,hard,562,6340975,47018
30563,hard,563,6625150,49041
30564,hard,564,6637900,49132
30565,hard,565,6650625,49222
30566,hard,566,6663375,49313
30567,hard,567,6676100,49404
30568,hard,568,6688850,49494
30569,hard,569,6701575,49585
30570,hard,570,6714325,49676
30571,hard,571,6727050,49766
30572,hard,572,6740400,49868
30573,hard,573,6753125,49959
30574,hard,574,6765875,50050
30575,hard,575,6778625,50140
30576,hard,576,6791350,50231
30577,hard,577,6804100,50321
30578,hard,578,6816825,50412
30579,hard,579,6829575,50503
30580,hard,580,6842300,50593
30581,hard,581,6855050,50684
30582,hard,582,6867775,50775
30583,hard,583,7178300,52985
30584,hard,584,7191025,53075
30585,hard,585,7203775,53166
30586,hard,586,7216500,53257
30587,hard,587,7229250,53347
30588,hard,588,7241975,53438
30589,hard,589,7254725,53529
30590,hard,590,7267450,53619
30591,hard,591,7280200,53710
30592,hard,592,7292925,53800
30593,hard,593,7305675,53891
30594,hard,594,7318400,53982
30595,hard,595,7331150,54072
30596,hard,596,7343900,54163
30597,hard,597,7356625,54254
30598,hard,598,7369375,54344
30599,hard,599,7382100,54435
30600,hard,600,7394850,54525
10601,soft,601,840840,52935
10602,soft,602,842307,53026
10603,soft,603,881320,55432
10604,soft,604,882887,55529
10605,soft,605,884455,55625
10606,soft,606,886022,55722
10607,soft,607,887660,55830
10608,soft,608,889227,55927
10609,soft,609,890795,56023
10610,soft,610,892362,56120
10611,soft,611,893930,56217
10612,soft,612,895497,56313
10613,soft,613,897065,56410
10614,soft,614,898632,56507
10615,soft,615,900200,56603
10616,soft,616,901767,56700
10617,soft,617,903335,56797
10618,soft,618,904902,56893
10619,soft,619,906470,56990
10620,soft,620,908037,57087
10621,soft,621,909605,57183
10622,soft,622,911172,57280
10623,soft,623,953622,59899
10624,soft,624,955190,59995
10625,soft,625,956757,60092
10626,soft,626,958325,60189
10627,soft,627,959892,60285
10628,soft,628,961460,60382
10629,soft,629,963027,60479
10630,soft,630,964597,60575
10631,soft,631,966165,60672
10632,soft,632,967732,60769
10633,soft,633,969300,60865
10634,soft,634,970867,60962
10635,soft,635,972435,61059
10636,soft,636,974002,61155
10637,soft,637,975570,61252
10638,soft,638,977137,61349
10639,soft,639,978705,61445
10640,soft,640,980272,61542
10641,soft,641,981840,61639
10642,soft,642,983407,61735
10643,soft,643,1029472,64576
10644,soft,644,1031137,64679
10645,soft,645,1032802,64782
10646,soft,646,1034470,64884
10647,soft,647,1036135,64987
10648,soft,648,1037800,65090
10649,soft,649,1039535,65204
10650,soft,650,1041200,65307
10651,soft,651,1042865,65409
10652,soft,652,1044532,65512
10653,soft,653,1046197,65615
10654,soft,654,1047862,65718
10655,soft,655,1049527,65820
10656,soft,656,1051192,65923
10657,soft,657,1052860,66026
10658,soft,658,1054525,66128
10659,soft,659,1056190,66231
10660,soft,660,1057855,66334
10661,soft,661,1059520,66437
10662,soft,662,1061187,66539
10663,soft,663,1111137,69620
10664,soft,664,1112802,69722
10665,soft,665,1114467,69825
10666,soft,666,1116132,69928
10667,soft,667,1117797,70030
10668,soft,668,1119465,70133
10669,soft,669,1121130,70236
10670,soft,670,1122795,70339
10671,soft,671,1124460,70441
10672,soft,672,1126125,70544
10673,soft,673,1127792,70647
10674,soft,674,1129457,70749
10675,soft,675,1131122,70852
10676,soft,676,1132787,70955
10677,soft,677,1134452,71058
10678,soft,678,1136120,71160
10679,soft,679,1137785,71263
10680,soft,680,1139450,71366
10681,soft,681,1141115,71468
10682,soft,682,1142780,71571
10683,soft,683,1196807,74904
10684,soft,684,1198570,75013
10685,soft,685,1200335,75121
10686,soft,686,1202097,75230
10687,soft,687,1203860,75339
10688,soft,688,1205625,75448
10689,soft,689,1207387,75556
10690,soft,690,1209152,75665
10691,soft,691,1210915,75774
10692,soft,692,1212677,75883
10693,soft,693,1214442,75991
10694,soft,694,1216205,76100
10695,soft,695,1217970,76209
10696,soft,696,1219732,76318
10697,soft,697,1221495,76426
10698,soft,698,1223327,76547
10699,soft,699,1225092,76655
10700,soft,700,1226855,76764
10701,soft,701,1228620,76873
10702,soft,702,1230382,76982
10703,soft,703,1288787,80584
10704,soft,704,1290550,80693
10705,soft,705,1292315,80801
10706,soft,706,1294077,80910
10707,soft,707,1295842,81019
10708,soft,708,1297605,81128
10709,soft,709,1299367,81236
10710,soft,710,1301132,81345
10711,soft,711,1302895,81454
10712,soft,712,1304660,81563
10713,soft,713,1306422,81671
10714,soft,714,1308185,81780
10715,soft,715,1309950,81889
10716,soft,716,1311712,81998
10717,soft,717,1313475,82106
10718,soft,718,1315240,82215
10719,soft,719,1317002,82324
10720,soft,720,1318767,82433
10721,soft,721,1320530,82541
10722,soft,722,1322292,82650
10723,soft,723,1385292,86536
10724,soft,724,1387155,86651
10725,soft,725,1389017,86766
10726,soft,726,1390877,86881
10727,soft,727,1392740,86996
10728,soft,728,1394600,87110
10729,soft,729,1396462,87225
10730,soft,730,1398322,87340
10731,soft,731,1400185,87455
10732,soft,732,1402047,87570
10733,soft,733,1403907,87684
10734,soft,734,1405770,87799
10735,soft,735,1407630,87914
10736,soft,736,1409492,88029
10737,soft,737,1411355,88144
10738,soft,738,1413215,88258
10739,soft,739,1415077,88373
10740,soft,740,1416937,88488
10741,soft,741,1418800,88603
10742,soft,742,1420660,88718
10743,soft,743,1488580,92907
10744,soft,744,1490440,93022
10745,soft,745,1492302,93137
10746,soft,746,1494162,93252
10747,soft,747,1496025,93366
10748,soft,748,1497887,93481
10749,soft,749,1499747,93596
10750,soft,750,1501610,93711
10751,soft,751,1503470,93825
10752,soft,752,1505332,93940
10753,soft,753,1507192,94055
10754,soft,754,1509055,94170
10755,soft,755,1510917,94285
10756,soft,756,1512777,94399
10757,soft,757,1514707,94526
10758,soft,758,1516570,94640
10759,soft,759,1518432,94755
10760,soft,760,1520292,94870
10761,soft,761,1522155,94985
10762,soft,762,1524015,95100
10763,soft,763,1597102,99607
10764,soft,764,1599062,99728
