id,name_localkey,description_localkey,resource_id,item_type,item_sub_type,class,item_rare,grade_core_id,grow_grade,stat/0/stat_type,stat/0/stat_value,stat/1/stat_type,stat/1/stat_value,stat/2/stat_type,stat/2/stat_value,stat/3/stat_type,stat/3/stat_value,stat/4/stat_type,stat/4/stat_value,stat/5/stat_type,stat/5/stat_value,option_slot/0/option_slot,option_slot/0/option_slot_success_ratio,option_slot/1/option_slot,option_slot/1/option_slot_success_ratio,option_slot/2/option_slot,option_slot/2/option_slot_success_ratio,option_cost,option_change_cost,option_lock_cost
3420601,Locale_Item:EquipName_3420601,Locale_Item:EquipDescription_3420601,icn_equipment_leg_defender_t5,Equip,Module_D,Defender,T6,6,0,Defence,107,Hp,4003,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3420701,Locale_Item:EquipName_3420701,Locale_Item:EquipDescription_3420701,icn_equipment_leg_defender_t7,Equip,Module_D,Defender,T7,7,0,Defence,186,Hp,7006,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3420801,Locale_Item:EquipName_3420801,Locale_Item:EquipDescription_3420801,icn_equipment_leg_defender_t7,Equip,Module_D,Defender,T8,8,0,Defence,347,Hp,13032,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3420901,Locale_Item:EquipName_3420901,Locale_Item:EquipDescription_3420901,icn_equipment_leg_defender_t9_1,Equip,Module_D,Defender,T9,9,3421001,Defence,645,Hp,24239,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3421001,Locale_Item:EquipName_3421001,Locale_Item:EquipDescription_3421001,icn_equipment_leg_defender_t9_3,Equip,Module_D,Defender,T10,10,0,Defence,1199,Hp,45084,None,0,None,0,None,0,None,0,100000,10000,100000,5000,100000,3000,10,200,100
3430101,Locale_Item:EquipName_3430101,Locale_Item:EquipDescription_3430101,icn_equipment_leg_supporter_t1,Equip,Module_D,Supporter,T1,1,0,Defence,12,Hp,450,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3430201,Locale_Item:EquipName_3430201,Locale_Item:EquipDescription_3430201,icn_equipment_leg_supporter_t1,Equip,Module_D,Supporter,T2,2,0,Defence,16,Hp,590,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3430301,Locale_Item:EquipName_3430301,Locale_Item:EquipDescription_3430301,icn_equipment_leg_supporter_t3,Equip,Module_D,Supporter,T3,3,0,Defence,20,Hp,773,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3430401,Locale_Item:EquipName_3430401,Locale_Item:EquipDescription_3430401,icn_equipment_leg_supporter_t3,Equip,Module_D,Supporter,T4,4,0,Defence,34,Hp,1268,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3430501,Locale_Item:EquipName_3430501,Locale_Item:EquipDescription_3430501,icn_equipment_leg_supporter_t5,Equip,Module_D,Supporter,T5,5,0,Defence,55,Hp,2079,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3430601,Locale_Item:EquipName_3430601,Locale_Item:EquipDescription_3430601,icn_equipment_leg_supporter_t5,Equip,Module_D,Supporter,T6,6,0,Defence,97,Hp,3639,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3430701,Locale_Item:EquipName_3430701,Locale_Item:EquipDescription_3430701,icn_equipment_leg_supporter_t7,Equip,Module_D,Supporter,T7,7,0,Defence,169,Hp,6369,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3430801,Locale_Item:EquipName_3430801,Locale_Item:EquipDescription_3430801,icn_equipment_leg_supporter_t7,Equip,Module_D,Supporter,T8,8,0,Defence,315,Hp,11847,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3430901,Locale_Item:EquipName_3430901,Locale_Item:EquipDescription_3430901,icn_equipment_leg_supporter_t9_1,Equip,Module_D,Supporter,T9,9,3431001,Defence,586,Hp,22035,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3431001,Locale_Item:EquipName_3431001,Locale_Item:EquipDescription_3431001,icn_equipment_leg_supporter_t9_3,Equip,Module_D,Supporter,T10,10,0,Defence,1090,Hp,40985,None,0,None,0,None,0,None,0,100000,10000,100000,5000,100000,3000,10,200,100
