id,preset_group_id,difficulty_type,quick_battle_type,character_lv,wave_open_condition,wave_order,wave,monster_stage_lv,monster_stage_lv_change_group,dynamic_object_stage_lv,cover_stage_lv,spot_autocontrol,wave_name,wave_description,monster_image_si,monster_image,first_clear_reward_id,reward_id
10020004,10020,Common,StageClear,0,10020003,4,6702001,145,0,142,1,True,Locale_System:mba002_whiteice_name,Locale_System:mba002_whiteice_description,si_mba002_whiteice_psid,full_mba002_whiteice_psid,3640104,3640204
10020005,10020,Common,StageClear,0,10020004,5,6702001,175,0,169,1,True,Locale_System:mba002_whiteice_name,Locale_System:mba002_whiteice_description,si_mba002_whiteice_psid,full_mba002_whiteice_psid,3640105,3640205
10020006,10020,Common,StageClear,0,10020005,6,6702001,185,0,184,1,True,Locale_System:mba002_whiteice_name,Locale_System:mba002_whiteice_description,si_mba002_whiteice_psid,full_mba002_whiteice_psid,3640106,3640206
10020007,10020,Common,StageClear,0,10020006,7,6702001,200,0,195,1,True,Locale_System:mba002_whiteice_name,Locale_System:mba002_whiteice_description,si_mba002_whiteice_psid,full_mba002_whiteice_psid,3640107,3640207
10020008,10020,Trial,StageClear,400,10020007,8,6702002,390,904,400,1,True,Locale_System:mba002_whiteice_name,Locale_System:mba002_whiteice_description,si_mba002_whiteice_psid,full_mba002_whiteice_psid,0,0
10021001,10021,Common,StageClear,0,0,1,6702101,45,0,54,1,True,Locale_System:mbg004_name,Locale_System:mbg004_description,si_mbg004_anmi,full_mbg004_anmi,3640101,3640201
10021002,10021,Common,StageClear,0,10021001,2,6702101,85,0,92,1,True,Locale_System:mbg004_name,Locale_System:mbg004_description,si_mbg004_anmi,full_mbg004_anmi,3640102,3640202
10021003,10021,Common,StageClear,0,10021002,3,6702101,120,0,125,1,True,Locale_System:mbg004_name,Locale_System:mbg004_description,si_mbg004_anmi,full_mbg004_anmi,3640103,3640203
10021004,10021,Common,StageClear,0,10021003,4,6702101,145,0,142,1,True,Locale_System:mbg004_name,Locale_System:mbg004_description,si_mbg004_anmi,full_mbg004_anmi,3640104,3640204
10021005,10021,Common,StageClear,0,10021004,5,6702101,175,0,169,1,True,Locale_System:mbg004_name,Locale_System:mbg004_description,si_mbg004_anmi,full_mbg004_anmi,3640105,3640205
10021006,10021,Common,StageClear,0,10021005,6,6702101,185,0,184,1,True,Locale_System:mbg004_name,Locale_System:mbg004_description,si_mbg004_anmi,full_mbg004_anmi,3640106,3640206
10021007,10021,Common,StageClear,0,10021006,7,6702101,200,0,195,1,True,Locale_System:mbg004_name,Locale_System:mbg004_description,si_mbg004_anmi,full_mbg004_anmi,3640107,3640207
10021008,10021,Trial,StageClear,400,10021007,8,6702102,390,904,400,1,True,Locale_System:mbg004_name,Locale_System:mbg004_description,si_mbg004_anmi,full_mbg004_anmi,0,0
10022001,10022,Common,StageClear,0,0,1,6702201,45,0,54,1,True,Locale_System:ebg002_name,Locale_System:ebg002_description,si_ebg002_hsta,full_ebg002_hsta,3641101,3640201
10022002,10022,Common,StageClear,0,10022001,2,6702201,85,0,92,1,True,Locale_System:ebg002_name,Locale_System:ebg002_description,si_ebg002_hsta,full_ebg002_hsta,3641102,3640202
10022003,10022,Common,StageClear,0,10022002,3,6702201,120,0,125,1,True,Locale_System:ebg002_name,Locale_System:ebg002_description,si_ebg002_hsta,full_ebg002_hsta,3641103,3640203
10022004,10022,Common,StageClear,0,10022003,4,6702201,145,0,142,1,True,Locale_System:ebg002_name,Locale_System:ebg002_description,si_ebg002_hsta,full_ebg002_hsta,3641104,3640204
10022005,10022,Common,StageClear,0,10022004,5,6702201,175,0,169,1,True,Locale_System:ebg002_name,Locale_System:ebg002_description,si_ebg002_hsta,full_ebg002_hsta,3641105,3640205
10022006,10022,Common,StageClear,0,10022005,6,6702201,185,0,184,1,True,Locale_System:ebg002_name,Locale_System:ebg002_description,si_ebg002_hsta,full_ebg002_hsta,3641106,3640206
10022007,10022,Common,StageClear,0,10022006,7,6702201,200,0,195,1,True,Locale_System:ebg002_name,Locale_System:ebg002_description,si_ebg002_hsta,full_ebg002_hsta,3641107,3640207
10022008,10022,Trial,StageClear,400,10022007,8,6702202,390,904,400,1,True,Locale_System:ebg002_name,Locale_System:ebg002_description,si_ebg002_hsta,full_ebg002_hsta,0,0
10023001,10023,Common,StageClear,0,0,1,6702301,45,0,54,1,True,Locale_System:eba004_dmtr_name,Locale_System:eba004_dmtr_description,si_eba004_dmtr,full_eba004_dmtr,3641101,3640201
10023002,10023,Common,StageClear,0,10023001,2,6702301,85,0,92,1,True,Locale_System:eba004_dmtr_name,Locale_System:eba004_dmtr_description,si_eba004_dmtr,full_eba004_dmtr,3641102,3640202
10023003,10023,Common,StageClear,0,10023002,3,6702301,120,0,125,1,True,Locale_System:eba004_dmtr_name,Locale_System:eba004_dmtr_description,si_eba004_dmtr,full_eba004_dmtr,3641103,3640203
10023004,10023,Common,StageClear,0,10023003,4,6702301,145,0,142,1,True,Locale_System:eba004_dmtr_name,Locale_System:eba004_dmtr_description,si_eba004_dmtr,full_eba004_dmtr,3641104,3640204
10023005,10023,Common,StageClear,0,10023004,5,6702301,175,0,169,1,True,Locale_System:eba004_dmtr_name,Locale_System:eba004_dmtr_description,si_eba004_dmtr,full_eba004_dmtr,3641105,3640205
10023006,10023,Common,StageClear,0,10023005,6,6702301,185,0,184,1,True,Locale_System:eba004_dmtr_name,Locale_System:eba004_dmtr_description,si_eba004_dmtr,full_eba004_dmtr,3641106,3640206
10023007,10023,Common,StageClear,0,10023006,7,6702301,200,0,195,1,True,Locale_System:eba004_dmtr_name,Locale_System:eba004_dmtr_description,si_eba004_dmtr,full_eba004_dmtr,3641107,3640207
10023008,10023,Trial,StageClear,400,10023007,8,6702302,390,904,400,1,True,Locale_System:eba004_dmtr_name,Locale_System:eba004_dmtr_description,si_eba004_dmtr,full_eba004_dmtr,0,0
10024001,10024,Common,StageClear,0,0,1,6702401,45,0,54,1,True,Locale_System:bbg008_hsta_name,Locale_System:bbg008_hsta_description,si_bbg008_hsta,full_bbg008_hsta,3641101,3640201
10024002,10024,Common,StageClear,0,10024001,2,6702401,85,0,92,1,True,Locale_System:bbg008_hsta_name,Locale_System:bbg008_hsta_description,si_bbg008_hsta,full_bbg008_hsta,3641102,3640202
10024003,10024,Common,StageClear,0,10024002,3,6702401,120,0,125,1,True,Locale_System:bbg008_hsta_name,Locale_System:bbg008_hsta_description,si_bbg008_hsta,full_bbg008_hsta,3641103,3640203
10024004,10024,Common,StageClear,0,10024003,4,6702401,145,0,142,1,True,Locale_System:bbg008_hsta_name,Locale_System:bbg008_hsta_description,si_bbg008_hsta,full_bbg008_hsta,3641104,3640204
10024005,10024,Common,StageClear,0,10024004,5,6702401,175,0,169,1,True,Locale_System:bbg008_hsta_name,Locale_System:bbg008_hsta_description,si_bbg008_hsta,full_bbg008_hsta,3641105,3640205
10024006,10024,Common,StageClear,0,10024005,6,6702401,185,0,184,1,True,Locale_System:bbg008_hsta_name,Locale_System:bbg008_hsta_description,si_bbg008_hsta,full_bbg008_hsta,3641106,3640206
10024007,10024,Common,StageClear,0,10024006,7,6702401,200,0,195,1,True,Locale_System:bbg008_hsta_name,Locale_System:bbg008_hsta_description,si_bbg008_hsta,full_bbg008_hsta,3641107,3640207
10024008,10024,Trial,StageClear,400,10024007,8,6702402,390,904,400,1,True,Locale_System:bbg008_hsta_name,Locale_System:bbg008_hsta_description,si_bbg008_hsta,full_bbg008_hsta,0,0
10025001,10025,Common,StageClear,0,0,1,6702501,45,0,54,1,True,Locale_System:bbg009_anmi_name,Locale_System:bbg009_anmi_description,si_bbg009_anmi,full_bbg009_anmi,3641101,3641201
10025002,10025,Common,StageClear,0,10025001,2,6702501,85,0,92,1,True,Locale_System:bbg009_anmi_name,Locale_System:bbg009_anmi_description,si_bbg009_anmi,full_bbg009_anmi,3641102,3641202
10025003,10025,Common,StageClear,0,10025002,3,6702501,120,0,125,1,True,Locale_System:bbg009_anmi_name,Locale_System:bbg009_anmi_description,si_bbg009_anmi,full_bbg009_anmi,3641103,3641203
10025004,10025,Common,StageClear,0,10025003,4,6702501,145,0,142,1,True,Locale_System:bbg009_anmi_name,Locale_System:bbg009_anmi_description,si_bbg009_anmi,full_bbg009_anmi,3641104,3641204
10025005,10025,Common,StageClear,0,10025004,5,6702501,175,0,169,1,True,Locale_System:bbg009_anmi_name,Locale_System:bbg009_anmi_description,si_bbg009_anmi,full_bbg009_anmi,3641105,3641205
10025006,10025,Common,StageClear,0,10025005,6,6702501,185,0,184,1,True,Locale_System:bbg009_anmi_name,Locale_System:bbg009_anmi_description,si_bbg009_anmi,full_bbg009_anmi,3641106,3641206
10025007,10025,Common,StageClear,0,10025006,7,6702501,200,0,195,1,True,Locale_System:bbg009_anmi_name,Locale_System:bbg009_anmi_description,si_bbg009_anmi,full_bbg009_anmi,3641107,3641207
10025008,10025,Trial,StageClear,400,10025007,8,6702502,390,904,400,1,True,Locale_System:bbg009_anmi_name,Locale_System:bbg009_anmi_description,si_bbg009_anmi,full_bbg009_anmi,0,0
10026001,10026,Common,StageClear,0,0,1,6702601,45,0,54,1,True,Locale_System:xbg002_zeus_name,Locale_System:xbg002_zeus_description,si_xbg002_zeus,full_xbg002_zeus,3641101,3641201
10026002,10026,Common,StageClear,0,10026001,2,6702601,85,0,92,1,True,Locale_System:xbg002_zeus_name,Locale_System:xbg002_zeus_description,si_xbg002_zeus,full_xbg002_zeus,3641102,3641202
10026003,10026,Common,StageClear,0,10026002,3,6702601,120,0,125,1,True,Locale_System:xbg002_zeus_name,Locale_System:xbg002_zeus_description,si_xbg002_zeus,full_xbg002_zeus,3641103,3641203
10026004,10026,Common,StageClear,0,10026003,4,6702601,145,0,142,1,True,Locale_System:xbg002_zeus_name,Locale_System:xbg002_zeus_description,si_xbg002_zeus,full_xbg002_zeus,3641104,3641204
10026005,10026,Common,StageClear,0,10026004,5,6702601,175,0,169,1,True,Locale_System:xbg002_zeus_name,Locale_System:xbg002_zeus_description,si_xbg002_zeus,full_xbg002_zeus,3641105,3641205
10026006,10026,Common,StageClear,0,10026005,6,6702601,185,0,184,1,True,Locale_System:xbg002_zeus_name,Locale_System:xbg002_zeus_description,si_xbg002_zeus,full_xbg002_zeus,3641106,3641206
10026007,10026,Common,StageClear,0,10026006,7,6702601,200,0,195,1,True,Locale_System:xbg002_zeus_name,Locale_System:xbg002_zeus_description,si_xbg002_zeus,full_xbg002_zeus,3641107,3641207
10026008,10026,Trial,StageClear,400,10026007,8,6702602,390,904,400,1,True,Locale_System:xbg002_zeus_name,Locale_System:xbg002_zeus_description,si_xbg002_zeus,full_xbg002_zeus,0,0
10027001,10027,Common,StageClear,0,0,1,6702701,45,0,54,1,True,Locale_System:bbg004_hologram_name,Locale_System:bbg004_hologram_description,si_bbg004_hologram_hsta,full_bbg004_hologram_hsta,3641301,3641201
10027002,10027,Common,StageClear,0,10027001,2,6702701,85,0,92,1,True,Locale_System:bbg004_hologram_name,Locale_System:bbg004_hologram_description,si_bbg004_hologram_hsta,full_bbg004_hologram_hsta,3641302,3641202
10027003,10027,Common,StageClear,0,10027002,3,6702701,120,0,125,1,True,Locale_System:bbg004_hologram_name,Locale_System:bbg004_hologram_description,si_bbg004_hologram_hsta,full_bbg004_hologram_hsta,3641303,3641203
10027004,10027,Common,StageClear,0,10027003,4,6702701,145,0,142,1,True,Locale_System:bbg004_hologram_name,Locale_System:bbg004_hologram_description,si_bbg004_hologram_hsta,full_bbg004_hologram_hsta,3641304,3641204
10027005,10027,Common,StageClear,0,10027004,5,6702701,175,0,169,1,True,Locale_System:bbg004_hologram_name,Locale_System:bbg004_hologram_description,si_bbg004_hologram_hsta,full_bbg004_hologram_hsta,3641305,3641205
10027006,10027,Common,StageClear,0,10027005,6,6702701,185,0,184,1,True,Locale_System:bbg004_hologram_name,Locale_System:bbg004_hologram_description,si_bbg004_hologram_hsta,full_bbg004_hologram_hsta,3641306,3641206
10027007,10027,Common,StageClear,0,10027006,7,6702701,200,0,195,1,True,Locale_System:bbg004_hologram_name,Locale_System:bbg004_hologram_description,si_bbg004_hologram_hsta,full_bbg004_hologram_hsta,3641307,3641207
10027008,10027,Trial,StageClear,400,10027007,8,6702702,390,904,400,1,True,Locale_System:bbg004_hologram_name,Locale_System:bbg004_hologram_description,si_bbg004_hologram_hsta,full_bbg004_hologram_hsta,0,0
10028001,10028,Common,StageClear,0,0,1,6702801,45,0,54,1,True,Locale_System:eba005_anmi_name,Locale_System:eba005_anmi_description,si_eba005_anmi,full_eba005_anmi,3641301,3641201
10028002,10028,Common,StageClear,0,10028001,2,6702801,85,0,92,1,True,Locale_System:eba005_anmi_name,Locale_System:eba005_anmi_description,si_eba005_anmi,full_eba005_anmi,3641302,3641202
10028003,10028,Common,StageClear,0,10028002,3,6702801,120,0,125,1,True,Locale_System:eba005_anmi_name,Locale_System:eba005_anmi_description,si_eba005_anmi,full_eba005_anmi,3641303,3641203
10028004,10028,Common,StageClear,0,10028003,4,6702801,145,0,142,1,True,Locale_System:eba005_anmi_name,Locale_System:eba005_anmi_description,si_eba005_anmi,full_eba005_anmi,3641304,3641204
10028005,10028,Common,StageClear,0,10028004,5,6702801,175,0,169,1,True,Locale_System:eba005_anmi_name,Locale_System:eba005_anmi_description,si_eba005_anmi,full_eba005_anmi,3641305,3641205
10028006,10028,Common,StageClear,0,10028005,6,6702801,185,0,184,1,True,Locale_System:eba005_anmi_name,Locale_System:eba005_anmi_description,si_eba005_anmi,full_eba005_anmi,3641306,3641206
10028007,10028,Common,StageClear,0,10028006,7,6702801,200,0,195,1,True,Locale_System:eba005_anmi_name,Locale_System:eba005_anmi_description,si_eba005_anmi,full_eba005_anmi,3641307,3641207
10028008,10028,Trial,StageClear,400,10028007,8,6702802,390,904,400,1,True,Locale_System:eba005_anmi_name,Locale_System:eba005_anmi_description,si_eba005_anmi,full_eba005_anmi,0,0
10029001,10029,Common,StageClear,0,0,1,6702901,45,0,54,1,True,Locale_System:bba001_name,Locale_System:bba001_description,si_bba001_zeus,full_bba001_zeus,3641301,3641201
10029002,10029,Common,StageClear,0,10029001,2,6702901,85,0,92,1,True,Locale_System:bba001_name,Locale_System:bba001_description,si_bba001_zeus,full_bba001_zeus,3641302,3641202
10029003,10029,Common,StageClear,0,10029002,3,6702901,120,0,125,1,True,Locale_System:bba001_name,Locale_System:bba001_description,si_bba001_zeus,full_bba001_zeus,3641303,3641203
10029004,10029,Common,StageClear,0,10029003,4,6702901,145,0,142,1,True,Locale_System:bba001_name,Locale_System:bba001_description,si_bba001_zeus,full_bba001_zeus,3641304,3641204
10029005,10029,Common,StageClear,0,10029004,5,6702901,175,0,169,1,True,Locale_System:bba001_name,Locale_System:bba001_description,si_bba001_zeus,full_bba001_zeus,3641305,3641205
10029006,10029,Common,StageClear,0,10029005,6,6702901,185,0,184,1,True,Locale_System:bba001_name,Locale_System:bba001_description,si_bba001_zeus,full_bba001_zeus,3641306,3641206
10029007,10029,Common,StageClear,0,10029006,7,6702901,200,0,195,1,True,Locale_System:bba001_name,Locale_System:bba001_description,si_bba001_zeus,full_bba001_zeus,3641307,3641207
10029008,10029,Trial,StageClear,400,10029007,8,6702902,390,904,400,1,True,Locale_System:bba001_name,Locale_System:bba001_description,si_bba001_zeus,full_bba001_zeus,0,0
