id,type,unlock_condition_squad,unlock_condition_character,name_locale,thumbnail_image,members/0,members/1,members/2,members/3,members/4,members/5
maidforyou_s,None,None,0,Locale_Character:maidforyou_name,icon_messenger_logo_profile,soda,ade,cocoa,,,
siegeperilous_s,None,None,0,Locale_Character:siegeperilous_name,icon_messenger_logo_profile,d,k,,,,
cafesweety_q_s,None,None,0,Locale_Character:cafesweety_q_name,icon_messenger_logo_profile,sugar,milk,frima,,,
dazzlingpearl_s,None,None,0,Locale_Character:dazzlingpearl_name,icon_messenger_logo_profile,naga,tia,,,,
underworldqueen_s,None,None,0,Locale_Character:underworldqueen_name,icon_messenger_logo_profile,rosanna,sakura,moran,,,
schoolcircle_s,None,None,0,Locale_Character:schoolcircle_name,icon_messenger_logo_profile,zwei,rei,ein,,,
unbreakablesphere_s,None,None,0,Locale_Character:973_name,icon_messenger_logo_profile,jien,mori,,,,
memoriesteller_s,None,None,0,Locale_Character:npc_172_name,icon_messenger_logo_profile,roam,,,,,
andersen_s,None,None,0,Locale_Character:903_name,mi_c903_00_s,andersen,,,,,
syuen_s,None,None,0,Locale_Character:901_name,mi_c901_00_s,syuen,,,,,
ingrid_s,None,None,0,Locale_Character:900_name,mi_c900_00_s,ingrid,,,,,
mustang_s,None,None,0,Locale_Character:902_name,mi_c902_00_s,mustang,,,,,
johan_s,None,None,0,Locale_Character:925_name,mi_c925_00_s,johan,,,,,
einkk_s,None,None,0,Locale_Character:928_name,mi_c928_00_s,einkk,,,,,
cecil_s,None,None,0,Locale_Character:929_name,mi_c929_00_s,cecil,,,,,
shifty_s,None,None,0,Locale_Character:907_name,mi_c907_00_s,shifty,,,,,
jien_s,None,None,0,Locale_Character:973_name,mi_c973_00_s,jien,,,,,
lucy,None,None,0,Locale_Character:npc_07_name,icon_messenger_logo_profile,lucy,,,,,
g_npc_01,None,None,0,Locale_Character:g_npc_01_name,icon_messenger_logo_profile,nightmare,host,darkness,louisaofdawn,guillotine,
blackbox,None,None,0,Locale_Character:npc_17_name,icon_messenger_logo_profile,blackbox,,,,,
g_npc_02,None,None,0,Locale_Character:g_npc_02_name,icon_messenger_logo_profile,prisoldier05,prisoldier06,prisoldier07,prisoldier08,,
g_npc_03,None,None,0,Locale_Character:g_npc_03_name,icon_messenger_logo_profile,yesman,keuoaang,ruruphee,wjd0684,braindead,
Royaldolla,None,None,0,Locale_Character:npc_63_name,icon_messenger_logo_profile,Royaldolla,,,,,
mr0,None,None,0,Locale_Character:npc_70_name,icon_messenger_logo_profile,mr0,,,,,
ms0,None,None,0,Locale_Character:npc_71_name,icon_messenger_logo_profile,ms0,,,,,
9s2ba2,None,None,0,Locale_Character:npc_81_name,icon_messenger_logo_profile,9s2ba2,,,,,
g_npc_05,None,None,0,Locale_Character:g_npc_05_name,icon_messenger_logo_profile,yan,folkwang,,,,
kitsune,None,None,0,Locale_Character:npc_273_name,icon_messenger_logo_profile,kitsune,,,,,
edennotice_s,None,None,0,Locale_Character:npc_296_name,icon_messenger_logo_profile,cecil,noah,isabel,johan,harran,dorothy
tacticaltitac_s,None,None,0,Locale_Character:npc_354_name,icon_messenger_logo_profile,tacticaltitac,,,,,
raptilion_s,None,None,0,Locale_Character:npc_149_name,icon_messenger_logo_profile,raptilion,,,,,
six0_s,None,None,0,Locale_Character:npc_374_name,icon_messenger_logo_profile,six0,,,,,
unknown_s,None,None,0,Locale_Character:npc_318_name,icon_messenger_logo_profile,unknown,,,,,
urgentnotice_s,None,None,0,Locale_Character:npc_564_name,icon_messenger_logo_profile,mustang,anis,volume,noise,aria,
chilipepper,Quest,None,0,Locale_Character:npc_108_name,icon_messenger_logo_profile,chilipepper,,,,,
collector,Quest,None,0,Locale_Character:npc_109_name,icon_messenger_logo_profile,collector,,,,,
government,Quest,None,0,Locale_Character:npc_110_name,icon_messenger_logo_profile,government,,,,,
tetraconnect,Quest,None,0,Locale_Character:npc_111_name,icon_messenger_logo_profile,tetraconnect,,,,,
ghost,Quest,None,0,Locale_Character:npc_112_name,icon_messenger_logo_profile,ghost,,,,,
treasurehunter,Quest,None,0,Locale_Character:npc_113_name,icon_messenger_logo_profile,treasurehunter,,,,,
nippur,Quest,None,0,Locale_Character:npc_114_name,icon_messenger_logo_profile,nippur,,,,,
cervan,Quest,None,0,Locale_Character:npc_148_name,icon_messenger_logo_profile,cervan,,,,,
raptilion,Quest,None,0,Locale_Character:npc_149_name,icon_messenger_logo_profile,raptilion,,,,,
coree,Quest,None,0,Locale_Character:npc_150_name,icon_messenger_logo_profile,coree,,,,,
blackrose,None,None,0,Locale_Character:npc_115_name,icon_messenger_logo_profile,blackrose,,,,,
orangeperfect,None,None,0,Locale_Character:npc_125_name,icon_messenger_logo_profile,orangeperfect,,,,,
cali,None,None,0,Locale_Character:npc_142_name,icon_messenger_logo_profile,cali,,,,,
g_npc_04,None,None,0,Locale_Character:g_npc_04_name,icon_messenger_logo_profile,crooked,duck,fanfan,lovelove,spicy,bangle
grandpa,Quest,None,0,Locale_Character:npc_167_name,icon_messenger_logo_profile,grandpa,,,,,
writer,Quest,None,0,Locale_Character:npc_169_name,icon_messenger_logo_profile,writer,,,,,
serial,Quest,None,0,Locale_Character:npc_170_name,icon_messenger_logo_profile,serial,,,,,
spade,Quest,None,0,Locale_Character:npc_171_name,icon_messenger_logo_profile,spade,,,,,
roam,Quest,None,0,Locale_Character:npc_172_name,icon_messenger_logo_profile,roam,,,,,
regale,Quest,None,0,Locale_Character:npc_173_name,icon_messenger_logo_profile,regale,,,,,
justin,Quest,None,0,Locale_Character:npc_174_name,icon_messenger_logo_profile,justin,,,,,
lovelydream,Quest,None,0,Locale_Character:npc_175_name,icon_messenger_logo_profile,lovelydream,,,,,
jade,Quest,None,0,Locale_Character:npc_176_name,icon_messenger_logo_profile,jade,,,,,
teddy,Quest,None,0,Locale_Character:npc_177_name,icon_messenger_logo_profile,teddy,,,,,
missilysresearch,Quest,None,0,Locale_Character:npc_178_name,icon_messenger_logo_profile,missilysresearch,,,,,
musiclover,Quest,None,0,Locale_Character:npc_180_name,icon_messenger_logo_profile,musiclover,,,,,
forestfairy,Quest,None,0,Locale_Character:npc_181_name,icon_messenger_logo_profile,forestfairy,,,,,
traingo,Quest,None,0,Locale_Character:npc_182_name,icon_messenger_logo_profile,traingo,,,,,
alchollover,Quest,None,0,Locale_Character:npc_183_name,icon_messenger_logo_profile,alchollover,,,,,
refugee,Quest,None,0,Locale_Character:npc_184_name,icon_messenger_logo_profile,refugee,,,,,
jennifer,Quest,None,0,Locale_Character:npc_185_name,icon_messenger_logo_profile,jennifer,,,,,
deipara,Quest,None,0,Locale_Character:npc_245_name,icon_messenger_logo_profile,deipara,,,,,
romantist,Quest,None,0,Locale_Character:npc_246_name,icon_messenger_logo_profile,romantist,,,,,
edennotice,Quest,None,0,Locale_Character:npc_296_name,icon_messenger_logo_profile,cecil,noah,isabel,johan,harran,dorothy
stationery,Quest,None,0,Locale_Character:npc_297_name,icon_messenger_logo_profile,stationery,,,,,
shelter2admin,Quest,None,0,Locale_Character:npc_298_name,icon_messenger_logo_profile,shelter2admin,,,,,
tacticaltitac,Quest,None,0,Locale_Character:npc_354_name,icon_messenger_logo_profile,tacticaltitac,,,,,
pira,Quest,None,0,Locale_Character:npc_355_name,icon_messenger_logo_profile,pira,,,,,
triangle_q,Quest,None,0,Locale_Character:triangle_q_name,icon_messenger_logo_profile,privaty,yulha,admi,,,
talentum_q,Quest,None,0,Locale_Character:talentum_q_name,icon_messenger_logo_profile,rupee,yan,dolla,,,
cafesweety_q,Quest,None,0,Locale_Character:cafesweety_q_name,icon_messenger_logo_profile,sugar,milk,frima,,,
protocol_q,Quest,None,0,Locale_Character:protocol_q_name,icon_messenger_logo_profile,exia,novel,,,,
777_q,Quest,None,0,Locale_Character:777_q_name,icon_messenger_logo_profile,blanc,noir,,,,
twinkle,Quest,None,0,Locale_Character:npc_400_name,icon_messenger_logo_profile,twinkle,,,,,
handsomecommander,Quest,None,0,Locale_Character:npc_401_name,icon_messenger_logo_profile,handsomecommander,,,,,
mmrguardian,Quest,None,0,Locale_Character:npc_402_name,icon_messenger_logo_profile,mmrguardian,,,,,
coffin,Quest,None,0,Locale_Character:npc_452_name,icon_messenger_logo_profile,coffin,,,,,
mirrorprincess,Quest,None,0,Locale_Character:npc_453_name,icon_messenger_logo_profile,mirrorprincess,,,,,
