id,reaction_type,attractive_level_min,attractive_level_max,resource_id,costume_index,eventlobby_id,animation_clip,speech_localkey,rection_voice,probability,special_lobby_change_step,camera_shake
603,touch,1.0,9.0,282,0,0,expression_0,Locale_Character:282_speech_03,c282_Lobby_Touch_3,0.4,,
604,touch,10.0,0.0,282,0,0,expression_0,Locale_Character:282_speech_04,c282_Lobby_Touch_Love_1,0.3,,
605,touch,10.0,0.0,282,0,0,expression_0,Locale_Character:282_speech_05,c282_Lobby_Touch_Love_2,0.3,,
606,touch,10.0,0.0,282,0,0,expression_0,Locale_Character:282_speech_06,c282_Lobby_Touch_Love_3,0.4,,
607,stay,1.0,9.0,282,0,0,expression_0,Locale_Character:282_stay_01,c282_Lobby_Stay_1,1.0,,
608,stay,10.0,0.0,282,0,0,expression_0,Locale_Character:282_stay_02,c282_Lobby_Stay_Love_1,1.0,,
609,touch,1.0,10.0,907,0,0,expression_0,Locale_Character:907_speech_01,c907_Lobby_Touch_1,0.2,,
610,touch,1.0,10.0,907,0,0,expression_0,Locale_Character:907_speech_02,c907_Lobby_Touch_2,0.2,,
611,touch,1.0,10.0,907,0,0,expression_0,Locale_Character:907_speech_03,c907_Lobby_Touch_3,0.2,,
612,touch,1.0,10.0,907,0,0,expression_0,Locale_Character:907_speech_04,c907_Lobby_Touch_Love_1,0.2,,
613,touch,1.0,10.0,907,0,0,expression_0,Locale_Character:907_speech_05,c907_Lobby_Touch_Love_2,0.1,,
614,touch,1.0,10.0,907,0,0,expression_0,Locale_Character:907_speech_06,c907_Lobby_Touch_Love_3,0.1,,
615,stay,1.0,10.0,907,0,0,expression_0,Locale_Character:907_stay_01,c907_Lobby_Stay_1,0.5,,
616,stay,1.0,10.0,907,0,0,expression_0,Locale_Character:907_stay_02,c907_Lobby_Stay_Love_1,0.5,,
617,touch,1.0,9.0,233,0,0,expression_0,Locale_Character:233_speech_01,c233_Lobby_Touch_1,0.3,,
618,touch,1.0,9.0,233,0,0,expression_0,Locale_Character:233_speech_02,c233_Lobby_Touch_2,0.3,,
619,touch,1.0,9.0,233,0,0,expression_0,Locale_Character:233_speech_03,c233_Lobby_Touch_3,0.4,,
620,touch,10.0,0.0,233,0,0,expression_0,Locale_Character:233_speech_04,c233_Lobby_Touch_Love_1,0.3,,
621,touch,10.0,0.0,233,0,0,expression_0,Locale_Character:233_speech_05,c233_Lobby_Touch_Love_2,0.3,,
622,touch,10.0,0.0,233,0,0,expression_0,Locale_Character:233_speech_06,c233_Lobby_Touch_Love_3,0.4,,
623,stay,1.0,9.0,233,0,0,expression_0,Locale_Character:233_stay_01,c233_Lobby_Stay_1,1.0,,
624,stay,10.0,0.0,233,0,0,expression_0,Locale_Character:233_stay_02,c233_Lobby_Stay_Love_1,1.0,,
625,touch,1.0,9.0,270,0,0,expression_0,Locale_Character:270_speech_01,c270_Lobby_Touch_1,0.3,,
626,touch,1.0,9.0,270,0,0,expression_0,Locale_Character:270_speech_02,c270_Lobby_Touch_2,0.3,,
627,touch,1.0,9.0,270,0,0,expression_0,Locale_Character:270_speech_03,c270_Lobby_Touch_3,0.4,,
628,touch,10.0,0.0,270,0,0,expression_0,Locale_Character:270_speech_04,c270_Lobby_Touch_Love_1,0.3,,
629,touch,10.0,0.0,270,0,0,expression_0,Locale_Character:270_speech_05,c270_Lobby_Touch_Love_2,0.3,,
630,touch,10.0,0.0,270,0,0,expression_0,Locale_Character:270_speech_06,c270_Lobby_Touch_Love_3,0.4,,
631,stay,1.0,9.0,270,0,0,expression_0,Locale_Character:270_stay_01,c270_Lobby_Stay_1,1.0,,
632,stay,10.0,0.0,270,0,0,expression_0,Locale_Character:270_stay_02,c270_Lobby_Stay_Love_1,1.0,,
633,touch,1.0,9.0,271,0,0,expression_0,Locale_Character:271_speech_01,c271_Lobby_Touch_1,0.3,,
634,touch,1.0,9.0,271,0,0,expression_0,Locale_Character:271_speech_02,c271_Lobby_Touch_2,0.3,,
635,touch,1.0,9.0,271,0,0,expression_0,Locale_Character:271_speech_03,c271_Lobby_Touch_3,0.4,,
636,touch,10.0,0.0,271,0,0,expression_0,Locale_Character:271_speech_04,c271_Lobby_Touch_Love_1,0.3,,
637,touch,10.0,0.0,271,0,0,expression_0,Locale_Character:271_speech_05,c271_Lobby_Touch_Love_2,0.3,,
638,touch,10.0,0.0,271,0,0,expression_0,Locale_Character:271_speech_06,c271_Lobby_Touch_Love_3,0.4,,
639,stay,1.0,9.0,271,0,0,expression_0,Locale_Character:271_stay_01,c271_Lobby_Stay_1,1.0,,
640,stay,10.0,0.0,271,0,0,expression_0,Locale_Character:271_stay_02,c271_Lobby_Stay_Love_1,1.0,,
641,touch,1.0,9.0,280,0,0,expression_0,Locale_Character:280_speech_01,c280_Lobby_Touch_1,0.3,,
642,touch,1.0,9.0,280,0,0,expression_0,Locale_Character:280_speech_02,c280_Lobby_Touch_2,0.3,,
643,touch,1.0,9.0,280,0,0,expression_0,Locale_Character:280_speech_03,c280_Lobby_Touch_3,0.4,,
644,touch,10.0,0.0,280,0,0,expression_0,Locale_Character:280_speech_04,c280_Lobby_Touch_Love_1,0.3,,
645,touch,10.0,0.0,280,0,0,expression_0,Locale_Character:280_speech_05,c280_Lobby_Touch_Love_2,0.3,,
646,touch,10.0,0.0,280,0,0,expression_0,Locale_Character:280_speech_06,c280_Lobby_Touch_Love_3,0.4,,
647,stay,1.0,9.0,280,0,0,expression_0,Locale_Character:280_stay_01,c280_Lobby_Stay_1,1.0,,
648,stay,10.0,0.0,280,0,0,expression_0,Locale_Character:280_stay_02,c280_Lobby_Stay_Love_1,1.0,,
649,touch,1.0,9.0,14,0,0,expression_0,Locale_Character:14_speech_01,c014_Lobby_Touch_1,0.3,,
650,touch,1.0,9.0,14,0,0,expression_0,Locale_Character:14_speech_02,c014_Lobby_Touch_2,0.3,,
651,touch,1.0,9.0,14,0,0,expression_0,Locale_Character:14_speech_03,c014_Lobby_Touch_3,0.4,,
652,touch,10.0,0.0,14,0,0,expression_0,Locale_Character:14_speech_04,c014_Lobby_Touch_Love_1,0.3,,
653,touch,10.0,0.0,14,0,0,expression_0,Locale_Character:14_speech_05,c014_Lobby_Touch_Love_2,0.3,,
654,touch,10.0,0.0,14,0,0,expression_0,Locale_Character:14_speech_06,c014_Lobby_Touch_Love_3,0.4,,
655,stay,1.0,9.0,14,0,0,expression_0,Locale_Character:14_stay_01,c014_Lobby_Stay_1,1.0,,
656,stay,10.0,0.0,14,0,0,expression_0,Locale_Character:14_stay_02,c014_Lobby_Stay_Love_1,1.0,,
657,touch,1.0,9.0,132,0,0,expression_0,Locale_Character:132_speech_01,c132_Lobby_Touch_1,0.3,,
658,touch,1.0,9.0,132,0,0,expression_0,Locale_Character:132_speech_02,c132_Lobby_Touch_2,0.3,,
659,touch,1.0,9.0,132,0,0,expression_0,Locale_Character:132_speech_03,c132_Lobby_Touch_3,0.4,,
660,touch,10.0,0.0,132,0,0,expression_0,Locale_Character:132_speech_04,c132_Lobby_Touch_Love_1,0.3,,
661,touch,10.0,0.0,132,0,0,expression_0,Locale_Character:132_speech_05,c132_Lobby_Touch_Love_2,0.3,,
662,touch,10.0,0.0,132,0,0,expression_0,Locale_Character:132_speech_06,c132_Lobby_Touch_Love_3,0.4,,
663,stay,1.0,9.0,132,0,0,expression_0,Locale_Character:132_stay_01,c132_Lobby_Stay_1,1.0,,
664,stay,10.0,0.0,132,0,0,expression_0,Locale_Character:132_stay_02,c132_Lobby_Stay_Love_1,1.0,,
665,touch,1.0,9.0,380,0,0,expression_0,Locale_Character:380_speech_01,c380_Lobby_Touch_1,0.3,,
666,touch,1.0,9.0,380,0,0,expression_0,Locale_Character:380_speech_02,c380_Lobby_Touch_2,0.3,,
667,touch,1.0,9.0,380,0,0,expression_0,Locale_Character:380_speech_03,c380_Lobby_Touch_3,0.4,,
668,touch,10.0,0.0,380,0,0,expression_0,Locale_Character:380_speech_04,c380_Lobby_Touch_Love_1,0.3,,
669,touch,10.0,0.0,380,0,0,expression_0,Locale_Character:380_speech_05,c380_Lobby_Touch_Love_2,0.3,,
670,touch,10.0,0.0,380,0,0,expression_0,Locale_Character:380_speech_06,c380_Lobby_Touch_Love_3,0.4,,
671,stay,1.0,9.0,380,0,0,expression_0,Locale_Character:380_stay_01,c380_Lobby_Stay_1,1.0,,
672,stay,10.0,0.0,380,0,0,expression_0,Locale_Character:380_stay_02,c380_Lobby_Stay_Love_1,1.0,,
673,touch,1.0,9.0,350,0,0,expression_0,Locale_Character:350_speech_01,c350_Lobby_Touch_1,0.3,,
674,touch,1.0,9.0,350,0,0,expression_0,Locale_Character:350_speech_02,c350_Lobby_Touch_2,0.3,,
675,touch,1.0,9.0,350,0,0,expression_0,Locale_Character:350_speech_03,c350_Lobby_Touch_3,0.4,,
676,touch,10.0,0.0,350,0,0,expression_0,Locale_Character:350_speech_04,c350_Lobby_Touch_Love_1,0.3,,
677,touch,10.0,0.0,350,0,0,expression_0,Locale_Character:350_speech_05,c350_Lobby_Touch_Love_2,0.3,,
678,touch,10.0,0.0,350,0,0,expression_0,Locale_Character:350_speech_06,c350_Lobby_Touch_Love_3,0.4,,
679,stay,1.0,9.0,350,0,0,expression_0,Locale_Character:350_stay_01,c350_Lobby_Stay_1,1.0,,
680,stay,10.0,0.0,350,0,0,expression_0,Locale_Character:350_stay_02,c350_Lobby_Stay_Love_1,1.0,,
681,touch,1.0,9.0,351,0,0,expression_0,Locale_Character:351_speech_01,c351_Lobby_Touch_1,0.3,,
682,touch,1.0,9.0,351,0,0,expression_0,Locale_Character:351_speech_02,c351_Lobby_Touch_2,0.3,,
683,touch,1.0,9.0,351,0,0,expression_0,Locale_Character:351_speech_03,c351_Lobby_Touch_3,0.4,,
684,touch,10.0,0.0,351,0,0,expression_0,Locale_Character:351_speech_04,c351_Lobby_Touch_Love_1,0.3,,
685,touch,10.0,0.0,351,0,0,expression_0,Locale_Character:351_speech_05,c351_Lobby_Touch_Love_2,0.3,,
686,touch,10.0,0.0,351,0,0,expression_0,Locale_Character:351_speech_06,c351_Lobby_Touch_Love_3,0.4,,
687,stay,1.0,9.0,351,0,0,expression_0,Locale_Character:351_stay_01,c351_Lobby_Stay_1,1.0,,
688,stay,10.0,0.0,351,0,0,expression_0,Locale_Character:351_stay_02,c351_Lobby_Stay_Love_1,1.0,,
689,touch,1.0,9.0,15,0,0,expression_0,Locale_Character:15_speech_01,c015_Lobby_Touch_1,0.3,,
690,touch,1.0,9.0,15,0,0,expression_0,Locale_Character:15_speech_02,c015_Lobby_Touch_2,0.3,,
691,touch,1.0,9.0,15,0,0,expression_0,Locale_Character:15_speech_03,c015_Lobby_Touch_3,0.4,,
692,touch,10.0,0.0,15,0,0,expression_0,Locale_Character:15_speech_04,c015_Lobby_Touch_Love_1,0.3,,
693,touch,10.0,0.0,15,0,0,expression_0,Locale_Character:15_speech_05,c015_Lobby_Touch_Love_2,0.3,,
694,touch,10.0,0.0,15,0,0,expression_0,Locale_Character:15_speech_06,c015_Lobby_Touch_Love_3,0.4,,
695,stay,1.0,9.0,15,0,0,expression_0,Locale_Character:15_stay_01,c015_Lobby_Stay_1,1.0,,
696,stay,10.0,0.0,15,0,0,expression_0,Locale_Character:15_stay_02,c015_Lobby_Stay_Love_1,1.0,,
697,touch,1.0,9.0,353,0,0,expression_0,Locale_Character:353_speech_01,c353_Lobby_Touch_1,0.3,,
698,touch,1.0,9.0,353,0,0,expression_0,Locale_Character:353_speech_02,c353_Lobby_Touch_2,0.3,,
699,touch,1.0,9.0,353,0,0,expression_0,Locale_Character:353_speech_03,c353_Lobby_Touch_3,0.4,,
700,touch,10.0,0.0,353,0,0,expression_0,Locale_Character:353_speech_04,c353_Lobby_Touch_Love_1,0.3,,
701,touch,10.0,0.0,353,0,0,expression_0,Locale_Character:353_speech_05,c353_Lobby_Touch_Love_2,0.3,,
702,touch,10.0,0.0,353,0,0,expression_0,Locale_Character:353_speech_06,c353_Lobby_Touch_Love_3,0.4,,
703,stay,1.0,9.0,353,0,0,expression_0,Locale_Character:353_stay_01,c353_Lobby_Stay_1,1.0,,
704,stay,10.0,0.0,353,0,0,expression_0,Locale_Character:353_stay_02,c353_Lobby_Stay_Love_1,1.0,,
705,touch,1.0,9.0,810,0,0,expression_0,Locale_Character:810_speech_01,c810_Lobby_Touch_1,0.3,,
706,touch,1.0,9.0,810,0,0,expression_0,Locale_Character:810_speech_02,c810_Lobby_Touch_2,0.3,,
707,touch,1.0,9.0,810,0,0,expression_0,Locale_Character:810_speech_03,c810_Lobby_Touch_3,0.4,,
708,touch,10.0,0.0,810,0,0,expression_0,Locale_Character:810_speech_04,c810_Lobby_Touch_Love_1,0.3,,
709,touch,10.0,0.0,810,0,0,expression_0,Locale_Character:810_speech_05,c810_Lobby_Touch_Love_2,0.3,,
710,touch,10.0,0.0,810,0,0,expression_0,Locale_Character:810_speech_06,c810_Lobby_Touch_Love_3,0.4,,
711,stay,1.0,9.0,810,0,0,expression_0,Locale_Character:810_stay_01,c810_Lobby_Stay_1,1.0,,
712,stay,10.0,0.0,810,0,0,expression_0,Locale_Character:810_stay_02,c810_Lobby_Stay_Love_1,1.0,,
713,touch,1.0,9.0,811,0,0,expression_0,Locale_Character:811_speech_01,c811_Lobby_Touch_1,0.3,,
714,touch,1.0,9.0,811,0,0,expression_0,Locale_Character:811_speech_02,c811_Lobby_Touch_2,0.3,,
715,touch,1.0,9.0,811,0,0,expression_0,Locale_Character:811_speech_03,c811_Lobby_Touch_3,0.4,,
716,touch,10.0,0.0,811,0,0,expression_0,Locale_Character:811_speech_04,c811_Lobby_Touch_Love_1,0.3,,
717,touch,10.0,0.0,811,0,0,expression_0,Locale_Character:811_speech_05,c811_Lobby_Touch_Love_2,0.3,,
718,touch,10.0,0.0,811,0,0,expression_0,Locale_Character:811_speech_06,c811_Lobby_Touch_Love_3,0.4,,
719,stay,1.0,9.0,811,0,0,expression_0,Locale_Character:811_stay_01,c811_Lobby_Stay_1,1.0,,
720,stay,10.0,0.0,811,0,0,expression_0,Locale_Character:811_stay_02,c811_Lobby_Stay_Love_1,1.0,,
721,touch,1.0,9.0,812,0,0,expression_0,Locale_Character:812_speech_01,c812_Lobby_Touch_1,0.3,,
722,touch,1.0,9.0,812,0,0,expression_0,Locale_Character:812_speech_02,c812_Lobby_Touch_2,0.3,,
723,touch,1.0,9.0,812,0,0,expression_0,Locale_Character:812_speech_03,c812_Lobby_Touch_3,0.4,,
724,touch,10.0,0.0,812,0,0,expression_0,Locale_Character:812_speech_04,c812_Lobby_Touch_Love_1,0.3,,
725,touch,10.0,0.0,812,0,0,expression_0,Locale_Character:812_speech_05,c812_Lobby_Touch_Love_2,0.3,,
726,touch,10.0,0.0,812,0,0,expression_0,Locale_Character:812_speech_06,c812_Lobby_Touch_Love_3,0.4,,
727,stay,1.0,9.0,812,0,0,expression_0,Locale_Character:812_stay_01,c812_Lobby_Stay_1,1.0,,
728,stay,10.0,0.0,812,0,0,expression_0,Locale_Character:812_stay_02,c812_Lobby_Stay_Love_1,1.0,,
729,touch,1.0,9.0,321,0,0,expression_0,Locale_Character:321_speech_01,c321_Lobby_Touch_1,0.3,,
730,touch,1.0,9.0,321,0,0,expression_0,Locale_Character:321_speech_02,c321_Lobby_Touch_2,0.3,,
731,touch,1.0,9.0,321,0,0,expression_0,Locale_Character:321_speech_03,c321_Lobby_Touch_3,0.4,,
732,touch,10.0,0.0,321,0,0,expression_0,Locale_Character:321_speech_04,c321_Lobby_Touch_Love_1,0.3,,
733,touch,10.0,0.0,321,0,0,expression_0,Locale_Character:321_speech_05,c321_Lobby_Touch_Love_2,0.3,,
734,touch,10.0,0.0,321,0,0,expression_0,Locale_Character:321_speech_06,c321_Lobby_Touch_Love_3,0.4,,
735,stay,1.0,9.0,321,0,0,expression_0,Locale_Character:321_stay_01,c321_Lobby_Stay_1,1.0,,
736,stay,10.0,0.0,321,0,0,expression_0,Locale_Character:321_stay_02,c321_Lobby_Stay_Love_1,1.0,,
737,touch,1.0,9.0,450,0,0,expression_0,Locale_Character:450_speech_01,c450_Lobby_Touch_1,0.3,,
738,touch,1.0,9.0,450,0,0,expression_0,Locale_Character:450_speech_02,c450_Lobby_Touch_2,0.3,,
739,touch,1.0,9.0,450,0,0,expression_0,Locale_Character:450_speech_03,c450_Lobby_Touch_3,0.4,,
740,touch,10.0,0.0,450,0,0,expression_0,Locale_Character:450_speech_04,c450_Lobby_Touch_Love_1,0.3,,
741,touch,10.0,0.0,450,0,0,expression_0,Locale_Character:450_speech_05,c450_Lobby_Touch_Love_2,0.3,,
742,touch,10.0,0.0,450,0,0,expression_0,Locale_Character:450_speech_06,c450_Lobby_Touch_Love_3,0.4,,
743,stay,1.0,9.0,450,0,0,expression_0,Locale_Character:450_stay_01,c450_Lobby_Stay_1,1.0,,
744,stay,10.0,0.0,450,0,0,expression_0,Locale_Character:450_stay_02,c450_Lobby_Stay_Love_1,1.0,,
745,touch,1.0,9.0,451,0,0,expression_0,Locale_Character:451_speech_01,c451_Lobby_Touch_1,0.3,,
746,touch,1.0,9.0,451,0,0,expression_0,Locale_Character:451_speech_02,c451_Lobby_Touch_2,0.3,,
747,touch,1.0,9.0,451,0,0,expression_0,Locale_Character:451_speech_03,c451_Lobby_Touch_3,0.4,,
748,touch,10.0,0.0,451,0,0,expression_0,Locale_Character:451_speech_04,c451_Lobby_Touch_Love_1,0.3,,
749,touch,10.0,0.0,451,0,0,expression_0,Locale_Character:451_speech_05,c451_Lobby_Touch_Love_2,0.3,,
750,touch,10.0,0.0,451,0,0,expression_0,Locale_Character:451_speech_06,c451_Lobby_Touch_Love_3,0.4,,
751,stay,1.0,9.0,451,0,0,expression_0,Locale_Character:451_stay_01,c451_Lobby_Stay_1,1.0,,
752,stay,10.0,0.0,451,0,0,expression_0,Locale_Character:451_stay_02,c451_Lobby_Stay_Love_1,1.0,,
753,touch,1.0,9.0,33,0,0,expression_0,Locale_Character:33_speech_01,c033_Lobby_Touch_1,0.3,,
754,touch,1.0,9.0,33,0,0,expression_0,Locale_Character:33_speech_02,c033_Lobby_Touch_2,0.3,,
755,touch,1.0,9.0,33,0,0,expression_0,Locale_Character:33_speech_03,c033_Lobby_Touch_3,0.4,,
756,touch,10.0,0.0,33,0,0,expression_0,Locale_Character:33_speech_04,c033_Lobby_Touch_Love_1,0.3,,
757,touch,10.0,0.0,33,0,0,expression_0,Locale_Character:33_speech_05,c033_Lobby_Touch_Love_2,0.3,,
758,touch,10.0,0.0,33,0,0,expression_0,Locale_Character:33_speech_06,c033_Lobby_Touch_Love_3,0.4,,
759,stay,1.0,9.0,33,0,0,expression_0,Locale_Character:33_stay_01,c033_Lobby_Stay_1,1.0,,
760,stay,10.0,0.0,33,0,0,expression_0,Locale_Character:33_stay_02,c033_Lobby_Stay_Love_1,1.0,,
761,touch,1.0,9.0,470,0,0,expression_0,Locale_Character:470_speech_01,c470_Lobby_Touch_1,0.3,,
762,touch,1.0,9.0,470,0,0,expression_0,Locale_Character:470_speech_02,c470_Lobby_Touch_2,0.3,,
763,touch,1.0,9.0,470,0,0,expression_0,Locale_Character:470_speech_03,c470_Lobby_Touch_3,0.4,,
764,touch,10.0,0.0,470,0,0,expression_0,Locale_Character:470_speech_04,c470_Lobby_Touch_Love_1,0.3,,
765,touch,10.0,0.0,470,0,0,expression_0,Locale_Character:470_speech_05,c470_Lobby_Touch_Love_2,0.3,,
766,touch,10.0,0.0,470,0,0,expression_0,Locale_Character:470_speech_06,c470_Lobby_Touch_Love_3,0.4,,
767,stay,1.0,9.0,470,0,0,expression_0,Locale_Character:470_stay_01,c470_Lobby_Stay_1,1.0,,
768,stay,10.0,0.0,470,0,0,expression_0,Locale_Character:470_stay_02,c470_Lobby_Stay_Love_1,1.0,,
769,touch,1.0,9.0,224,0,0,expression_0,Locale_Character:224_speech_01,c224_Lobby_Touch_1,0.3,,
770,touch,1.0,9.0,224,0,0,expression_0,Locale_Character:224_speech_02,c224_Lobby_Touch_2,0.3,,
771,touch,1.0,9.0,224,0,0,expression_0,Locale_Character:224_speech_03,c224_Lobby_Touch_3,0.4,,
772,touch,10.0,0.0,224,0,0,expression_0,Locale_Character:224_speech_04,c224_Lobby_Touch_Love_1,0.3,,
773,touch,10.0,0.0,224,0,0,expression_0,Locale_Character:224_speech_05,c224_Lobby_Touch_Love_2,0.3,,
774,touch,10.0,0.0,224,0,0,expression_0,Locale_Character:224_speech_06,c224_Lobby_Touch_Love_3,0.4,,
775,stay,1.0,9.0,224,0,0,expression_0,Locale_Character:224_stay_01,c224_Lobby_Stay_1,1.0,,
776,stay,10.0,0.0,224,0,0,expression_0,Locale_Character:224_stay_02,c224_Lobby_Stay_Love_1,1.0,,
777,touch,1.0,9.0,192,0,0,expression_0,Locale_Character:192_speech_01,c192_Lobby_Touch_1,0.3,,
778,touch,1.0,9.0,192,0,0,expression_0,Locale_Character:192_speech_02,c192_Lobby_Touch_2,0.3,,
779,touch,1.0,9.0,192,0,0,expression_0,Locale_Character:192_speech_03,c192_Lobby_Touch_3,0.4,,
780,touch,10.0,0.0,192,0,0,expression_0,Locale_Character:192_speech_04,c192_Lobby_Touch_Love_1,0.3,,
781,touch,10.0,0.0,192,0,0,expression_0,Locale_Character:192_speech_05,c192_Lobby_Touch_Love_2,0.3,,
782,touch,10.0,0.0,192,0,0,expression_0,Locale_Character:192_speech_06,c192_Lobby_Touch_Love_3,0.4,,
783,stay,1.0,9.0,192,0,0,expression_0,Locale_Character:192_stay_01,c192_Lobby_Stay_1,1.0,,
784,stay,10.0,0.0,192,0,0,expression_0,Locale_Character:192_stay_02,c192_Lobby_Stay_Love_1,1.0,,
785,touch,1.0,9.0,194,0,0,expression_0,Locale_Character:194_speech_01,c194_Lobby_Touch_1,0.3,,
786,touch,1.0,9.0,194,0,0,expression_0,Locale_Character:194_speech_02,c194_Lobby_Touch_2,0.3,,
787,touch,1.0,9.0,194,0,0,expression_0,Locale_Character:194_speech_03,c194_Lobby_Touch_3,0.4,,
788,touch,10.0,0.0,194,0,0,expression_0,Locale_Character:194_speech_04,c194_Lobby_Touch_Love_1,0.3,,
789,touch,10.0,0.0,194,0,0,expression_0,Locale_Character:194_speech_05,c194_Lobby_Touch_Love_2,0.3,,
790,touch,10.0,0.0,194,0,0,expression_0,Locale_Character:194_speech_06,c194_Lobby_Touch_Love_3,0.4,,
791,stay,1.0,9.0,194,0,0,expression_0,Locale_Character:194_stay_01,c194_Lobby_Stay_1,1.0,,
792,stay,10.0,0.0,194,0,0,expression_0,Locale_Character:194_stay_02,c194_Lobby_Stay_Love_1,1.0,,
793,touch,1.0,9.0,62,0,0,expression_0,Locale_Character:62_speech_01,c062_Lobby_Touch_1,0.3,,
794,touch,1.0,9.0,62,0,0,expression_0,Locale_Character:62_speech_02,c062_Lobby_Touch_2,0.3,,
795,touch,1.0,9.0,62,0,0,expression_0,Locale_Character:62_speech_03,c062_Lobby_Touch_3,0.4,,
796,touch,10.0,0.0,62,0,0,expression_0,Locale_Character:62_speech_04,c062_Lobby_Touch_Love_1,0.3,,
797,touch,10.0,0.0,62,0,0,expression_0,Locale_Character:62_speech_05,c062_Lobby_Touch_Love_2,0.3,,
798,touch,10.0,0.0,62,0,0,expression_0,Locale_Character:62_speech_06,c062_Lobby_Touch_Love_3,0.4,,
799,stay,1.0,9.0,62,0,0,expression_0,Locale_Character:62_stay_01,c062_Lobby_Stay_1,1.0,,
800,stay,10.0,0.0,62,0,0,expression_0,Locale_Character:62_stay_02,c062_Lobby_Stay_Love_1,1.0,,
801,touch,1.0,9.0,225,0,0,expression_0,Locale_Character:225_speech_01,c225_Lobby_Touch_1,0.3,,
802,touch,1.0,9.0,225,0,0,expression_0,Locale_Character:225_speech_02,c225_Lobby_Touch_2,0.3,,
803,touch,1.0,9.0,225,0,0,expression_0,Locale_Character:225_speech_03,c225_Lobby_Touch_3,0.4,,
804,touch,10.0,0.0,225,0,0,expression_0,Locale_Character:225_speech_04,c225_Lobby_Touch_Love_1,0.3,,
805,touch,10.0,0.0,225,0,0,expression_0,Locale_Character:225_speech_05,c225_Lobby_Touch_Love_2,0.3,,
806,touch,10.0,0.0,225,0,0,expression_0,Locale_Character:225_speech_06,c225_Lobby_Touch_Love_3,0.4,,
807,stay,1.0,9.0,225,0,0,expression_0,Locale_Character:225_stay_01,c225_Lobby_Stay_1,1.0,,
808,stay,10.0,0.0,225,0,0,expression_0,Locale_Character:225_stay_02,c225_Lobby_Stay_Love_1,1.0,,
809,touch,1.0,9.0,382,0,0,expression_0,Locale_Character:382_speech_01,c382_Lobby_Touch_1,0.3,,
810,touch,1.0,9.0,382,0,0,expression_0,Locale_Character:382_speech_02,c382_Lobby_Touch_2,0.3,,
811,touch,1.0,9.0,382,0,0,expression_0,Locale_Character:382_speech_03,c382_Lobby_Touch_3,0.4,,
812,touch,10.0,0.0,382,0,0,expression_0,Locale_Character:382_speech_04,c382_Lobby_Touch_Love_1,0.3,,
813,touch,10.0,0.0,382,0,0,expression_0,Locale_Character:382_speech_05,c382_Lobby_Touch_Love_2,0.3,,
814,touch,10.0,0.0,382,0,0,expression_0,Locale_Character:382_speech_06,c382_Lobby_Touch_Love_3,0.4,,
815,stay,1.0,9.0,382,0,0,expression_0,Locale_Character:382_stay_01,c382_Lobby_Stay_1,1.0,,
816,stay,10.0,0.0,382,0,0,expression_0,Locale_Character:382_stay_02,c382_Lobby_Stay_Love_1,1.0,,
817,touch,1.0,9.0,281,0,0,expression_0,Locale_Character:281_speech_01,c281_Lobby_Touch_1,0.3,,
818,touch,1.0,9.0,281,0,0,expression_0,Locale_Character:281_speech_02,c281_Lobby_Touch_2,0.3,,
819,touch,1.0,9.0,281,0,0,expression_0,Locale_Character:281_speech_03,c281_Lobby_Touch_3,0.4,,
820,touch,10.0,0.0,281,0,0,expression_0,Locale_Character:281_speech_04,c281_Lobby_Touch_Love_1,0.3,,
821,touch,10.0,0.0,281,0,0,expression_0,Locale_Character:281_speech_05,c281_Lobby_Touch_Love_2,0.3,,
822,touch,10.0,0.0,281,0,0,expression_0,Locale_Character:281_speech_06,c281_Lobby_Touch_Love_3,0.4,,
823,stay,1.0,9.0,281,0,0,expression_0,Locale_Character:281_stay_01,c281_Lobby_Stay_1,1.0,,
824,stay,10.0,0.0,281,0,0,expression_0,Locale_Character:281_stay_02,c281_Lobby_Stay_Love_1,1.0,,
825,touch,1.0,9.0,313,0,0,expression_0,Locale_Character:313_speech_01,c313_Lobby_Touch_1,0.3,,
826,touch,1.0,9.0,313,0,0,expression_0,Locale_Character:313_speech_02,c313_Lobby_Touch_2,0.3,,
827,touch,1.0,9.0,313,0,0,expression_0,Locale_Character:313_speech_03,c313_Lobby_Touch_3,0.4,,
828,touch,10.0,0.0,313,0,0,expression_0,Locale_Character:313_speech_04,c313_Lobby_Touch_Love_1,0.3,,
829,touch,10.0,0.0,313,0,0,expression_0,Locale_Character:313_speech_05,c313_Lobby_Touch_Love_2,0.3,,
830,touch,10.0,0.0,313,0,0,expression_0,Locale_Character:313_speech_06,c313_Lobby_Touch_Love_3,0.4,,
831,stay,1.0,9.0,313,0,0,expression_0,Locale_Character:313_stay_01,c313_Lobby_Stay_1,1.0,,
832,stay,10.0,0.0,313,0,0,expression_0,Locale_Character:313_stay_02,c313_Lobby_Stay_Love_1,1.0,,
833,touch,1.0,9.0,310,0,0,expression_0,Locale_Character:310_speech_01,c310_Lobby_Touch_1,0.3,,
834,touch,1.0,9.0,310,0,0,expression_0,Locale_Character:310_speech_02,c310_Lobby_Touch_2,0.3,,
835,touch,1.0,9.0,310,0,0,expression_0,Locale_Character:310_speech_03,c310_Lobby_Touch_3,0.4,,
