id,group_id,balloon_type,speaker,scenario_localkey
event_redash_balloon_17_01,event_redash_balloon_17,Normal,snowwhite,Locale_SubScenario:event_redash_balloon_17_01
event_redash_balloon_17_02,event_redash_balloon_17,Normal,snowwhite,Locale_SubScenario:event_redash_balloon_17_02
event_redash_balloon_18_01,event_redash_balloon_18,Normal,commander,Locale_SubScenario:event_redash_balloon_18_01
event_redash_balloon_18_02,event_redash_balloon_18,Normal,commander,Locale_SubScenario:event_redash_balloon_18_02
event_redash_balloon_19_01,event_redash_balloon_19,Normal,liliweiss,Locale_SubScenario:event_redash_balloon_19_01
event_redash_balloon_19_02,event_redash_balloon_19,Normal,liliweiss,Locale_SubScenario:event_redash_balloon_19_02
event_redash_balloon_20_01,event_redash_balloon_20,Normal,dorothy,Locale_SubScenario:event_redash_balloon_20_01
event_redash_balloon_20_02,event_redash_balloon_20,Normal,dorothy,Locale_SubScenario:event_redash_balloon_20_02
event_redash_balloon_21_01,event_redash_balloon_21,Normal,hongryeon,Locale_SubScenario:event_redash_balloon_21_01
event_redash_balloon_21_02,event_redash_balloon_21,Normal,hongryeon,Locale_SubScenario:event_redash_balloon_21_02
event_redash_balloon_22_01,event_redash_balloon_22,Normal,rapunzel,Locale_SubScenario:event_redash_balloon_22_01
event_redash_balloon_22_02,event_redash_balloon_22,Normal,rapunzel,Locale_SubScenario:event_redash_balloon_22_02
event_redash_balloon_71_01,event_redash_balloon_71,Normal,snowwhite,Locale_SubScenario:event_redash_balloon_71_01
event_redash_balloon_71_02,event_redash_balloon_71,Normal,snowwhite,Locale_SubScenario:event_redash_balloon_71_02
event_redash_balloon_72_01,event_redash_balloon_72,Normal,commander,Locale_SubScenario:event_redash_balloon_72_01
event_redash_balloon_72_02,event_redash_balloon_72,Normal,commander,Locale_SubScenario:event_redash_balloon_72_02
event_redash_balloon_73_01,event_redash_balloon_73,Normal,liliweiss,Locale_SubScenario:event_redash_balloon_73_01
event_redash_balloon_73_02,event_redash_balloon_73,Normal,liliweiss,Locale_SubScenario:event_redash_balloon_73_02
event_redash_balloon_74_01,event_redash_balloon_74,Normal,dorothy,Locale_SubScenario:event_redash_balloon_74_01
event_redash_balloon_74_02,event_redash_balloon_74,Normal,dorothy,Locale_SubScenario:event_redash_balloon_74_02
event_redash_balloon_23_01,event_redash_balloon_23,Normal,hongryeon,Locale_SubScenario:event_redash_balloon_23_01
event_redash_balloon_23_02,event_redash_balloon_23,Normal,hongryeon,Locale_SubScenario:event_redash_balloon_23_02
event_redash_balloon_25_01,event_redash_balloon_25,Shouting,massproduction01,Locale_SubScenario:event_redash_balloon_25_01
event_redash_balloon_25_02,event_redash_balloon_25,Shouting,massproduction01,Locale_SubScenario:event_redash_balloon_25_02
event_redash_balloon_26_01,event_redash_balloon_26,Shouting,massproduction01,Locale_SubScenario:event_redash_balloon_26_01
event_redash_balloon_26_02,event_redash_balloon_26,Shouting,massproduction01,Locale_SubScenario:event_redash_balloon_26_02
event_redash_balloon_27_01,event_redash_balloon_27,Shouting,massproduction01,Locale_SubScenario:event_redash_balloon_27_01
event_redash_balloon_27_02,event_redash_balloon_27,Shouting,massproduction01,Locale_SubScenario:event_redash_balloon_27_02
event_redash_balloon_28_01,event_redash_balloon_28,Normal,massproduction01,Locale_SubScenario:event_redash_balloon_28_01
event_redash_balloon_28_02,event_redash_balloon_28,Normal,massproduction01,Locale_SubScenario:event_redash_balloon_28_02
event_redash_balloon_29_01,event_redash_balloon_29,Shouting,massproduction01,Locale_SubScenario:event_redash_balloon_29_01
event_redash_balloon_29_02,event_redash_balloon_29,Shouting,massproduction01,Locale_SubScenario:event_redash_balloon_29_02
event_redash_balloon_30_01,event_redash_balloon_30,Normal,commander,Locale_SubScenario:event_redash_balloon_30_01
event_redash_balloon_30_02,event_redash_balloon_30,Normal,commander,Locale_SubScenario:event_redash_balloon_30_02
event_redash_balloon_32_01,event_redash_balloon_32,Normal,dorothy,Locale_SubScenario:event_redash_balloon_32_01
event_redash_balloon_32_02,event_redash_balloon_32,Normal,dorothy,Locale_SubScenario:event_redash_balloon_32_02
event_redash_balloon_33_01,event_redash_balloon_33,Normal,hongryeon,Locale_SubScenario:event_redash_balloon_33_01
event_redash_balloon_33_02,event_redash_balloon_33,Normal,hongryeon,Locale_SubScenario:event_redash_balloon_33_02
event_redash_balloon_34_01,event_redash_balloon_34,Normal,rapunzel,Locale_SubScenario:event_redash_balloon_34_01
event_redash_balloon_34_02,event_redash_balloon_34,Normal,rapunzel,Locale_SubScenario:event_redash_balloon_34_02
event_redash_balloon_35_01,event_redash_balloon_35,Normal,commander,Locale_SubScenario:event_redash_balloon_35_01
event_redash_balloon_35_02,event_redash_balloon_35,Normal,commander,Locale_SubScenario:event_redash_balloon_35_02
event_redash_balloon_36_01,event_redash_balloon_36,Normal,liliweiss,Locale_SubScenario:event_redash_balloon_36_01
event_redash_balloon_36_02,event_redash_balloon_36,Normal,liliweiss,Locale_SubScenario:event_redash_balloon_36_02
event_redash_balloon_37_01,event_redash_balloon_37,Normal,dorothy,Locale_SubScenario:event_redash_balloon_37_01
event_redash_balloon_37_02,event_redash_balloon_37,Normal,dorothy,Locale_SubScenario:event_redash_balloon_37_02
event_redash_balloon_38_01,event_redash_balloon_38,Normal,hongryeon,Locale_SubScenario:event_redash_balloon_38_01
event_redash_balloon_38_02,event_redash_balloon_38,Normal,hongryeon,Locale_SubScenario:event_redash_balloon_38_02
event_redash_balloon_39_01,event_redash_balloon_39,Normal,rapunzel,Locale_SubScenario:event_redash_balloon_39_01
event_redash_balloon_39_02,event_redash_balloon_39,Normal,rapunzel,Locale_SubScenario:event_redash_balloon_39_02
event_redash_balloon_40_01,event_redash_balloon_40,Normal,commander,Locale_SubScenario:event_redash_balloon_40_01
event_redash_balloon_40_02,event_redash_balloon_40,Normal,commander,Locale_SubScenario:event_redash_balloon_40_02
event_redash_balloon_41_01,event_redash_balloon_41,Normal,liliweiss,Locale_SubScenario:event_redash_balloon_41_01
event_redash_balloon_41_02,event_redash_balloon_41,Normal,liliweiss,Locale_SubScenario:event_redash_balloon_41_02
event_redash_balloon_42_01,event_redash_balloon_42,Normal,dorothy,Locale_SubScenario:event_redash_balloon_42_01
event_redash_balloon_42_02,event_redash_balloon_42,Normal,dorothy,Locale_SubScenario:event_redash_balloon_42_02
event_redash_balloon_43_01,event_redash_balloon_43,Normal,hongryeon,Locale_SubScenario:event_redash_balloon_43_01
event_redash_balloon_43_02,event_redash_balloon_43,Normal,hongryeon,Locale_SubScenario:event_redash_balloon_43_02
event_redash_balloon_44_01,event_redash_balloon_44,Normal,rapunzel,Locale_SubScenario:event_redash_balloon_44_01
event_redash_balloon_44_02,event_redash_balloon_44,Normal,rapunzel,Locale_SubScenario:event_redash_balloon_44_02
event_redash_balloon_45_01,event_redash_balloon_45,Normal,dorothy,Locale_SubScenario:event_redash_balloon_45_01
event_redash_balloon_45_02,event_redash_balloon_45,Normal,dorothy,Locale_SubScenario:event_redash_balloon_45_02
event_redash_balloon_46_01,event_redash_balloon_46,Normal,hongryeon,Locale_SubScenario:event_redash_balloon_46_01
event_redash_balloon_46_02,event_redash_balloon_46,Normal,hongryeon,Locale_SubScenario:event_redash_balloon_46_02
event_redash_balloon_47_01,event_redash_balloon_47,Shouting,massproduction01,Locale_SubScenario:event_redash_balloon_47_01
event_redash_balloon_47_02,event_redash_balloon_47,Shouting,massproduction01,Locale_SubScenario:event_redash_balloon_47_02
event_redash_balloon_48_01,event_redash_balloon_48,Shouting,massproduction01,Locale_SubScenario:event_redash_balloon_48_01
event_redash_balloon_48_02,event_redash_balloon_48,Shouting,massproduction01,Locale_SubScenario:event_redash_balloon_48_02
event_redash_balloon_49_01,event_redash_balloon_49,Normal,massproduction01,Locale_SubScenario:event_redash_balloon_49_01
event_redash_balloon_49_02,event_redash_balloon_49,Normal,massproduction01,Locale_SubScenario:event_redash_balloon_49_02
event_redash_balloon_50_01,event_redash_balloon_50,Shouting,massproduction01,Locale_SubScenario:event_redash_balloon_50_01
event_redash_balloon_50_02,event_redash_balloon_50,Shouting,massproduction01,Locale_SubScenario:event_redash_balloon_50_02
event_redash_balloon_51_01,event_redash_balloon_51,Normal,dorothy,Locale_SubScenario:event_redash_balloon_51_01
event_redash_balloon_51_02,event_redash_balloon_51,Normal,dorothy,Locale_SubScenario:event_redash_balloon_51_02
event_redash_balloon_52_01,event_redash_balloon_52,Normal,hongryeon,Locale_SubScenario:event_redash_balloon_52_01
event_redash_balloon_52_02,event_redash_balloon_52,Normal,hongryeon,Locale_SubScenario:event_redash_balloon_52_02
event_redash_balloon_53_01,event_redash_balloon_53,Normal,rapunzel,Locale_SubScenario:event_redash_balloon_53_01
event_redash_balloon_53_02,event_redash_balloon_53,Normal,rapunzel,Locale_SubScenario:event_redash_balloon_53_02
event_redash_balloon_75_01,event_redash_balloon_75,Normal,massproduction01,Locale_SubScenario:event_redash_balloon_75_01
event_redash_balloon_75_02,event_redash_balloon_75,Normal,massproduction01,Locale_SubScenario:event_redash_balloon_75_02
event_redash_balloon_76_01,event_redash_balloon_76,Normal,massproduction01,Locale_SubScenario:event_redash_balloon_76_01
event_redash_balloon_76_02,event_redash_balloon_76,Normal,massproduction01,Locale_SubScenario:event_redash_balloon_76_02
event_redash_balloon_54_01,event_redash_balloon_54,Shouting,dorothy,Locale_SubScenario:event_redash_balloon_54_01
event_redash_balloon_54_02,event_redash_balloon_54,Shouting,dorothy,Locale_SubScenario:event_redash_balloon_54_02
event_redash_balloon_55_01,event_redash_balloon_55,Shouting,hongryeon,Locale_SubScenario:event_redash_balloon_55_01
event_redash_balloon_55_02,event_redash_balloon_55,Shouting,hongryeon,Locale_SubScenario:event_redash_balloon_55_02
event_redash_balloon_56_01,event_redash_balloon_56,Shouting,rapunzel,Locale_SubScenario:event_redash_balloon_56_01
event_redash_balloon_56_02,event_redash_balloon_56,Shouting,rapunzel,Locale_SubScenario:event_redash_balloon_56_02
event_redash_balloon_77_01,event_redash_balloon_77,Normal,massproduction01,Locale_SubScenario:event_redash_balloon_77_01
event_redash_balloon_77_02,event_redash_balloon_77,Normal,massproduction01,Locale_SubScenario:event_redash_balloon_77_02
event_redash_balloon_78_01,event_redash_balloon_78,Shouting,massproduction01,Locale_SubScenario:event_redash_balloon_78_01
event_redash_balloon_78_02,event_redash_balloon_78,Shouting,massproduction01,Locale_SubScenario:event_redash_balloon_78_02
event_redash_balloon_60_01,event_redash_balloon_60,Shouting,massproduction01,Locale_SubScenario:event_redash_balloon_60_01
event_redash_balloon_60_02,event_redash_balloon_60,Shouting,massproduction01,Locale_SubScenario:event_redash_balloon_60_02
event_redash_balloon_61_01,event_redash_balloon_61,Shouting,massproduction01,Locale_SubScenario:event_redash_balloon_61_01
event_redash_balloon_61_02,event_redash_balloon_61,Shouting,massproduction01,Locale_SubScenario:event_redash_balloon_61_02
event_redash_balloon_65_01,event_redash_balloon_65,Shouting,massproduction01,Locale_SubScenario:event_redash_balloon_65_01
event_redash_balloon_65_02,event_redash_balloon_65,Shouting,massproduction01,Locale_SubScenario:event_redash_balloon_65_02
event_redash_balloon_66_01,event_redash_balloon_66,Shouting,massproduction01,Locale_SubScenario:event_redash_balloon_66_01
event_redash_balloon_66_02,event_redash_balloon_66,Shouting,massproduction01,Locale_SubScenario:event_redash_balloon_66_02
event_redash_balloon_67_01,event_redash_balloon_67,Normal,dorothy,Locale_SubScenario:event_redash_balloon_67_01
event_redash_balloon_67_02,event_redash_balloon_67,Normal,dorothy,Locale_SubScenario:event_redash_balloon_67_02
event_redash_balloon_68_01,event_redash_balloon_68,Normal,hongryeon,Locale_SubScenario:event_redash_balloon_68_01
event_redash_balloon_68_02,event_redash_balloon_68,Normal,hongryeon,Locale_SubScenario:event_redash_balloon_68_02
event_redash_balloon_69_01,event_redash_balloon_69,Normal,rapunzel,Locale_SubScenario:event_redash_balloon_69_01
event_redash_balloon_69_02,event_redash_balloon_69,Normal,rapunzel,Locale_SubScenario:event_redash_balloon_69_02
event_redash_balloon_70_01,event_redash_balloon_70,Normal,massproduction01,Locale_SubScenario:event_redash_balloon_70_01
event_redash_balloon_70_02,event_redash_balloon_70,Normal,massproduction01,Locale_SubScenario:event_redash_balloon_70_02
event_redash_balloon_79_01,event_redash_balloon_79,Normal,massproduction01,Locale_SubScenario:event_redash_balloon_79_01
event_redash_balloon_79_02,event_redash_balloon_79,Normal,massproduction01,Locale_SubScenario:event_redash_balloon_79_02
event_neverland_balloon_01_01,event_neverland_balloon_01,Normal,alice,Locale_SubScenario:event_neverland_balloon_01_01
event_neverland_balloon_01_02,event_neverland_balloon_01,Normal,alice,Locale_SubScenario:event_neverland_balloon_01_02
event_neverland_balloon_02_01,event_neverland_balloon_02,Normal,neve,Locale_SubScenario:event_neverland_balloon_02_01
event_neverland_balloon_02_02,event_neverland_balloon_02,Normal,neve,Locale_SubScenario:event_neverland_balloon_02_02
event_neverland_balloon_03_01,event_neverland_balloon_03,Normal,tove,Locale_SubScenario:event_neverland_balloon_03_01
event_neverland_balloon_03_02,event_neverland_balloon_03,Normal,tove,Locale_SubScenario:event_neverland_balloon_03_02
event_neverland_balloon_04_01,event_neverland_balloon_04,Normal,ludmilla,Locale_SubScenario:event_neverland_balloon_04_01
event_neverland_balloon_04_02,event_neverland_balloon_04,Normal,ludmilla,Locale_SubScenario:event_neverland_balloon_04_02
event_neverland_balloon_05_01,event_neverland_balloon_05,Normal,mica,Locale_SubScenario:event_neverland_balloon_05_01
event_neverland_balloon_05_02,event_neverland_balloon_05,Normal,mica,Locale_SubScenario:event_neverland_balloon_05_02
event_neverland_balloon_06_01,event_neverland_balloon_06,Normal,belorta,Locale_SubScenario:event_neverland_balloon_06_01
event_neverland_balloon_06_02,event_neverland_balloon_06,Normal,belorta,Locale_SubScenario:event_neverland_balloon_06_02
event_neverland_balloon_07_01,event_neverland_balloon_07,Normal,noir,Locale_SubScenario:event_neverland_balloon_07_01
event_neverland_balloon_07_02,event_neverland_balloon_07,Normal,noir,Locale_SubScenario:event_neverland_balloon_07_02
event_neverland_balloon_08_01,event_neverland_balloon_08,Normal,blanc,Locale_SubScenario:event_neverland_balloon_08_01
event_neverland_balloon_08_02,event_neverland_balloon_08,Normal,blanc,Locale_SubScenario:event_neverland_balloon_08_02
event_neverland_balloon_09_01,event_neverland_balloon_09,Normal,emma,Locale_SubScenario:event_neverland_balloon_09_01
event_neverland_balloon_09_02,event_neverland_balloon_09,Normal,emma,Locale_SubScenario:event_neverland_balloon_09_02
event_neverland_balloon_10_01,event_neverland_balloon_10,Normal,eunhwa,Locale_SubScenario:event_neverland_balloon_10_01
event_neverland_balloon_10_02,event_neverland_balloon_10,Normal,eunhwa,Locale_SubScenario:event_neverland_balloon_10_02
event_neverland_balloon_11_01,event_neverland_balloon_11,Normal,vesti,Locale_SubScenario:event_neverland_balloon_11_01
event_neverland_balloon_11_02,event_neverland_balloon_11,Normal,vesti,Locale_SubScenario:event_neverland_balloon_11_02
event_neverland_balloon_12_01,event_neverland_balloon_12,Normal,signal,Locale_SubScenario:event_neverland_balloon_12_01
event_neverland_balloon_12_02,event_neverland_balloon_12,Normal,signal,Locale_SubScenario:event_neverland_balloon_12_02
event_neverland_balloon_13_01,event_neverland_balloon_13,Normal,delta,Locale_SubScenario:event_neverland_balloon_13_01
event_neverland_balloon_13_02,event_neverland_balloon_13,Normal,delta,Locale_SubScenario:event_neverland_balloon_13_02
event_neverland_balloon_14_01,event_neverland_balloon_14,Normal,ludmilla,Locale_SubScenario:event_neverland_balloon_14_01
event_neverland_balloon_14_02,event_neverland_balloon_14,Normal,ludmilla,Locale_SubScenario:event_neverland_balloon_14_02
event_neverland_balloon_15_01,event_neverland_balloon_15,Normal,mica,Locale_SubScenario:event_neverland_balloon_15_01
event_neverland_balloon_15_02,event_neverland_balloon_15,Normal,mica,Locale_SubScenario:event_neverland_balloon_15_02
event_neverland_balloon_16_01,event_neverland_balloon_16,Normal,belorta,Locale_SubScenario:event_neverland_balloon_16_01
event_neverland_balloon_16_02,event_neverland_balloon_16,Normal,belorta,Locale_SubScenario:event_neverland_balloon_16_02
event_neverland_balloon_17_01,event_neverland_balloon_17,Normal,noir,Locale_SubScenario:event_neverland_balloon_17_01
event_neverland_balloon_17_02,event_neverland_balloon_17,Normal,noir,Locale_SubScenario:event_neverland_balloon_17_02
event_neverland_balloon_18_01,event_neverland_balloon_18,Normal,blanc,Locale_SubScenario:event_neverland_balloon_18_01
event_neverland_balloon_18_02,event_neverland_balloon_18,Normal,blanc,Locale_SubScenario:event_neverland_balloon_18_02
event_neverland_balloon_19_01,event_neverland_balloon_19,Normal,emma,Locale_SubScenario:event_neverland_balloon_19_01
event_neverland_balloon_19_02,event_neverland_balloon_19,Normal,emma,Locale_SubScenario:event_neverland_balloon_19_02
event_neverland_balloon_20_01,event_neverland_balloon_20,Normal,eunhwa,Locale_SubScenario:event_neverland_balloon_20_01
event_neverland_balloon_20_02,event_neverland_balloon_20,Normal,eunhwa,Locale_SubScenario:event_neverland_balloon_20_02
event_neverland_balloon_21_01,event_neverland_balloon_21,Normal,vesti,Locale_SubScenario:event_neverland_balloon_21_01
event_neverland_balloon_21_02,event_neverland_balloon_21,Normal,vesti,Locale_SubScenario:event_neverland_balloon_21_02
event_neverland_balloon_22_01,event_neverland_balloon_22,Normal,signal,Locale_SubScenario:event_neverland_balloon_22_01
event_neverland_balloon_22_02,event_neverland_balloon_22,Normal,signal,Locale_SubScenario:event_neverland_balloon_22_02
event_neverland_balloon_23_01,event_neverland_balloon_23,Normal,delta,Locale_SubScenario:event_neverland_balloon_23_01
event_neverland_balloon_23_02,event_neverland_balloon_23,Normal,delta,Locale_SubScenario:event_neverland_balloon_23_02
event_neverland_balloon_24_01,event_neverland_balloon_24,Normal,mica,Locale_SubScenario:event_neverland_balloon_24_01
event_neverland_balloon_24_02,event_neverland_balloon_24,Normal,mica,Locale_SubScenario:event_neverland_balloon_24_02
event_neverland_balloon_25_01,event_neverland_balloon_25,Normal,belorta,Locale_SubScenario:event_neverland_balloon_25_01
event_neverland_balloon_25_02,event_neverland_balloon_25,Normal,belorta,Locale_SubScenario:event_neverland_balloon_25_02
event_neverland_balloon_26_01,event_neverland_balloon_26,Normal,ludmilla,Locale_SubScenario:event_neverland_balloon_26_01
event_neverland_balloon_26_02,event_neverland_balloon_26,Normal,ludmilla,Locale_SubScenario:event_neverland_balloon_26_02
event_neverland_balloon_27_01,event_neverland_balloon_27,Normal,mica,Locale_SubScenario:event_neverland_balloon_27_01
event_neverland_balloon_27_02,event_neverland_balloon_27,Normal,mica,Locale_SubScenario:event_neverland_balloon_27_02
event_neverland_balloon_28_01,event_neverland_balloon_28,Normal,belorta,Locale_SubScenario:event_neverland_balloon_28_01
event_neverland_balloon_28_02,event_neverland_balloon_28,Normal,belorta,Locale_SubScenario:event_neverland_balloon_28_02
event_neverland_balloon_29_01,event_neverland_balloon_29,Normal,noir,Locale_SubScenario:event_neverland_balloon_29_01
event_neverland_balloon_29_02,event_neverland_balloon_29,Normal,noir,Locale_SubScenario:event_neverland_balloon_29_02
event_neverland_balloon_30_01,event_neverland_balloon_30,Normal,blanc,Locale_SubScenario:event_neverland_balloon_30_01
event_neverland_balloon_30_02,event_neverland_balloon_30,Normal,blanc,Locale_SubScenario:event_neverland_balloon_30_02
event_neverland_balloon_31_01,event_neverland_balloon_31,Normal,emma,Locale_SubScenario:event_neverland_balloon_31_01
event_neverland_balloon_31_02,event_neverland_balloon_31,Normal,emma,Locale_SubScenario:event_neverland_balloon_31_02
event_neverland_balloon_32_01,event_neverland_balloon_32,Normal,eunhwa,Locale_SubScenario:event_neverland_balloon_32_01
event_neverland_balloon_32_02,event_neverland_balloon_32,Normal,eunhwa,Locale_SubScenario:event_neverland_balloon_32_02
event_neverland_balloon_33_01,event_neverland_balloon_33,Normal,vesti,Locale_SubScenario:event_neverland_balloon_33_01
event_neverland_balloon_33_02,event_neverland_balloon_33,Normal,vesti,Locale_SubScenario:event_neverland_balloon_33_02
event_neverland_balloon_34_01,event_neverland_balloon_34,Normal,signal,Locale_SubScenario:event_neverland_balloon_34_01
event_neverland_balloon_34_02,event_neverland_balloon_34,Normal,signal,Locale_SubScenario:event_neverland_balloon_34_02
event_neverland_balloon_35_01,event_neverland_balloon_35,Normal,delta,Locale_SubScenario:event_neverland_balloon_35_01
event_neverland_balloon_35_02,event_neverland_balloon_35,Normal,delta,Locale_SubScenario:event_neverland_balloon_35_02
event_neverland_balloon_36_01,event_neverland_balloon_36,Normal,ludmilla,Locale_SubScenario:event_neverland_balloon_36_01
event_neverland_balloon_36_02,event_neverland_balloon_36,Normal,ludmilla,Locale_SubScenario:event_neverland_balloon_36_02
event_neverland_balloon_37_01,event_neverland_balloon_37,Normal,mica,Locale_SubScenario:event_neverland_balloon_37_01
event_neverland_balloon_37_02,event_neverland_balloon_37,Normal,mica,Locale_SubScenario:event_neverland_balloon_37_02
event_neverland_balloon_38_01,event_neverland_balloon_38,Normal,belorta,Locale_SubScenario:event_neverland_balloon_38_01
event_neverland_balloon_38_02,event_neverland_balloon_38,Normal,belorta,Locale_SubScenario:event_neverland_balloon_38_02
event_neverland_balloon_39_01,event_neverland_balloon_39,Normal,noir,Locale_SubScenario:event_neverland_balloon_39_01
event_neverland_balloon_39_02,event_neverland_balloon_39,Normal,noir,Locale_SubScenario:event_neverland_balloon_39_02
event_neverland_balloon_40_01,event_neverland_balloon_40,Normal,blanc,Locale_SubScenario:event_neverland_balloon_40_01
event_neverland_balloon_40_02,event_neverland_balloon_40,Normal,blanc,Locale_SubScenario:event_neverland_balloon_40_02
event_neverland_balloon_41_01,event_neverland_balloon_41,Normal,emma,Locale_SubScenario:event_neverland_balloon_41_01
event_neverland_balloon_41_02,event_neverland_balloon_41,Normal,emma,Locale_SubScenario:event_neverland_balloon_41_02
event_neverland_balloon_42_01,event_neverland_balloon_42,Normal,eunhwa,Locale_SubScenario:event_neverland_balloon_42_01
event_neverland_balloon_42_02,event_neverland_balloon_42,Normal,eunhwa,Locale_SubScenario:event_neverland_balloon_42_02
event_neverland_balloon_43_01,event_neverland_balloon_43,Normal,vesti,Locale_SubScenario:event_neverland_balloon_43_01
event_neverland_balloon_43_02,event_neverland_balloon_43,Normal,vesti,Locale_SubScenario:event_neverland_balloon_43_02
event_neverland_balloon_44_01,event_neverland_balloon_44,Normal,signal,Locale_SubScenario:event_neverland_balloon_44_01
event_neverland_balloon_44_02,event_neverland_balloon_44,Normal,signal,Locale_SubScenario:event_neverland_balloon_44_02
event_neverland_balloon_45_01,event_neverland_balloon_45,Normal,delta,Locale_SubScenario:event_neverland_balloon_45_01
event_neverland_balloon_45_02,event_neverland_balloon_45,Normal,delta,Locale_SubScenario:event_neverland_balloon_45_02
event_neverland_balloon_46_01,event_neverland_balloon_46,Normal,ludmilla,Locale_SubScenario:event_neverland_balloon_46_01
event_neverland_balloon_46_02,event_neverland_balloon_46,Normal,ludmilla,Locale_SubScenario:event_neverland_balloon_46_02
event_neverland_balloon_47_01,event_neverland_balloon_47,Normal,mica,Locale_SubScenario:event_neverland_balloon_47_01
event_neverland_balloon_47_02,event_neverland_balloon_47,Normal,mica,Locale_SubScenario:event_neverland_balloon_47_02
event_neverland_balloon_48_01,event_neverland_balloon_48,Normal,belorta,Locale_SubScenario:event_neverland_balloon_48_01
event_neverland_balloon_48_02,event_neverland_balloon_48,Normal,belorta,Locale_SubScenario:event_neverland_balloon_48_02
event_neverland_balloon_49_01,event_neverland_balloon_49,Normal,noir,Locale_SubScenario:event_neverland_balloon_49_01
event_neverland_balloon_49_02,event_neverland_balloon_49,Normal,noir,Locale_SubScenario:event_neverland_balloon_49_02
event_neverland_balloon_50_01,event_neverland_balloon_50,Normal,blanc,Locale_SubScenario:event_neverland_balloon_50_01
event_neverland_balloon_50_02,event_neverland_balloon_50,Normal,blanc,Locale_SubScenario:event_neverland_balloon_50_02
event_neverland_balloon_51_01,event_neverland_balloon_51,Normal,emma,Locale_SubScenario:event_neverland_balloon_51_01
event_neverland_balloon_51_02,event_neverland_balloon_51,Normal,emma,Locale_SubScenario:event_neverland_balloon_51_02
event_neverland_balloon_52_01,event_neverland_balloon_52,Normal,eunhwa,Locale_SubScenario:event_neverland_balloon_52_01
event_neverland_balloon_52_02,event_neverland_balloon_52,Normal,eunhwa,Locale_SubScenario:event_neverland_balloon_52_02
event_neverland_balloon_53_01,event_neverland_balloon_53,Normal,vesti,Locale_SubScenario:event_neverland_balloon_53_01
event_neverland_balloon_53_02,event_neverland_balloon_53,Normal,vesti,Locale_SubScenario:event_neverland_balloon_53_02
event_neverland_balloon_54_01,event_neverland_balloon_54,Normal,signal,Locale_SubScenario:event_neverland_balloon_54_01
event_neverland_balloon_54_02,event_neverland_balloon_54,Normal,signal,Locale_SubScenario:event_neverland_balloon_54_02
event_neverland_balloon_55_01,event_neverland_balloon_55,Normal,delta,Locale_SubScenario:event_neverland_balloon_55_01
event_neverland_balloon_55_02,event_neverland_balloon_55,Normal,delta,Locale_SubScenario:event_neverland_balloon_55_02
event_neverland_balloon_56_01,event_neverland_balloon_56,Normal,ludmilla,Locale_SubScenario:event_neverland_balloon_56_01
event_neverland_balloon_56_02,event_neverland_balloon_56,Normal,ludmilla,Locale_SubScenario:event_neverland_balloon_56_02
event_neverland_balloon_57_01,event_neverland_balloon_57,Normal,mica,Locale_SubScenario:event_neverland_balloon_57_01
event_neverland_balloon_57_02,event_neverland_balloon_57,Normal,mica,Locale_SubScenario:event_neverland_balloon_57_02
event_neverland_balloon_58_01,event_neverland_balloon_58,Normal,noir,Locale_SubScenario:event_neverland_balloon_58_01
event_neverland_balloon_58_02,event_neverland_balloon_58,Normal,noir,Locale_SubScenario:event_neverland_balloon_58_02
event_neverland_balloon_59_01,event_neverland_balloon_59,Normal,blanc,Locale_SubScenario:event_neverland_balloon_59_01
event_neverland_balloon_59_02,event_neverland_balloon_59,Normal,blanc,Locale_SubScenario:event_neverland_balloon_59_02
event_neverland_balloon_60_01,event_neverland_balloon_60,Normal,emma,Locale_SubScenario:event_neverland_balloon_60_01
event_neverland_balloon_60_02,event_neverland_balloon_60,Normal,emma,Locale_SubScenario:event_neverland_balloon_60_02
event_neverland_balloon_61_01,event_neverland_balloon_61,Normal,eunhwa,Locale_SubScenario:event_neverland_balloon_61_01
event_neverland_balloon_61_02,event_neverland_balloon_61,Normal,eunhwa,Locale_SubScenario:event_neverland_balloon_61_02
event_neverland_balloon_62_01,event_neverland_balloon_62,Normal,vesti,Locale_SubScenario:event_neverland_balloon_62_01
event_neverland_balloon_62_02,event_neverland_balloon_62,Normal,vesti,Locale_SubScenario:event_neverland_balloon_62_02
event_neverland_balloon_63_01,event_neverland_balloon_63,Normal,signal,Locale_SubScenario:event_neverland_balloon_63_01
event_neverland_balloon_63_02,event_neverland_balloon_63,Normal,signal,Locale_SubScenario:event_neverland_balloon_63_02
event_neverland_balloon_64_01,event_neverland_balloon_64,Normal,delta,Locale_SubScenario:event_neverland_balloon_64_01
event_neverland_balloon_64_02,event_neverland_balloon_64,Normal,delta,Locale_SubScenario:event_neverland_balloon_64_02
event_neverland_balloon_65_01,event_neverland_balloon_65,Normal,signal,Locale_SubScenario:event_neverland_balloon_65_01
event_neverland_balloon_65_02,event_neverland_balloon_65,Normal,signal,Locale_SubScenario:event_neverland_balloon_65_02
event_neverland_balloon_66_01,event_neverland_balloon_66,Normal,signal,Locale_SubScenario:event_neverland_balloon_66_01
event_neverland_balloon_66_02,event_neverland_balloon_66,Normal,signal,Locale_SubScenario:event_neverland_balloon_66_02
event_neverland_balloon_67_01,event_neverland_balloon_67,Normal,signal,Locale_SubScenario:event_neverland_balloon_67_01
