id,level_group,level_min,level_max,summon_cost,need_cost,increase_attack,increase_hp,bubble_count
50103,501,3,3,80,80,10000,10000,4
50104,501,4,4,80,80,15000,15000,4
50105,501,5,5,80,80,20000,20000,4
50106,501,6,6,80,80,25000,25000,4
50107,501,7,7,80,80,30000,30000,4
50108,501,8,8,80,80,35000,35000,4
50109,501,9,9,80,80,40000,40000,4
50110,501,10,10,80,80,45000,45000,4
50111,501,11,11,80,80,50000,50000,5
50112,501,12,12,80,80,55000,55000,5
50113,501,13,13,80,80,60000,60000,5
50114,501,14,14,80,80,65000,65000,5
50115,501,15,15,80,80,70000,70000,5
50116,501,16,16,80,80,75000,75000,5
50117,501,17,17,80,80,80000,80000,5
50118,501,18,18,80,80,85000,85000,5
50119,501,19,19,80,80,90000,90000,5
50120,501,20,20,80,80,95000,95000,5
50121,501,21,21,80,80,100000,100000,6
50122,501,22,22,80,80,105000,105000,6
50123,501,23,23,80,80,110000,110000,6
50124,501,24,24,80,80,115000,115000,6
50125,501,25,25,80,80,120000,120000,6
50126,501,26,26,80,80,125000,125000,6
50127,501,27,27,80,80,130000,130000,6
50128,501,28,28,80,80,135000,135000,6
50129,501,29,29,80,80,140000,140000,6
50130,501,30,30,80,80,145000,145000,6
50131,501,31,31,80,80,150000,150000,6
50132,501,32,32,80,80,155000,155000,6
50133,501,33,33,80,80,160000,160000,6
50134,501,34,34,80,80,165000,165000,6
50135,501,35,35,80,80,170000,170000,6
50136,501,36,36,80,80,175000,175000,6
50137,501,37,37,80,80,180000,180000,6
50138,501,38,38,80,80,185000,185000,6
50139,501,39,39,80,80,190000,190000,6
50140,501,40,40,80,80,195000,195000,6
50141,501,41,41,80,80,200000,200000,6
50142,501,42,42,80,80,205000,205000,6
50143,501,43,43,80,80,210000,210000,6
50144,501,44,44,80,80,215000,215000,6
50145,501,45,45,80,80,220000,220000,6
50146,501,46,46,80,80,225000,225000,6
50147,501,47,47,80,80,230000,230000,6
50148,501,48,48,80,80,235000,235000,6
50149,501,49,49,80,80,240000,240000,6
50150,501,50,50,80,80,245000,245000,6
50151,501,51,-1,80,80,245000,245000,6
50201,502,1,1,160,160,0,0,4
50202,502,2,2,160,160,5000,5000,4
50203,502,3,3,160,160,10000,10000,4
50204,502,4,4,160,160,15000,15000,4
50205,502,5,5,160,160,20000,20000,4
50206,502,6,6,160,160,25000,25000,4
50207,502,7,7,160,160,30000,30000,4
50208,502,8,8,160,160,35000,35000,4
50209,502,9,9,160,160,40000,40000,4
50210,502,10,10,160,160,45000,45000,4
50211,502,11,11,160,160,50000,50000,5
50212,502,12,12,160,160,55000,55000,5
50213,502,13,13,160,160,60000,60000,5
50214,502,14,14,160,160,65000,65000,5
50215,502,15,15,160,160,70000,70000,5
50216,502,16,16,160,160,75000,75000,5
50217,502,17,17,160,160,80000,80000,5
50218,502,18,18,160,160,85000,85000,5
50219,502,19,19,160,160,90000,90000,5
50220,502,20,20,160,160,95000,95000,5
50221,502,21,21,160,160,100000,100000,6
50222,502,22,22,160,160,105000,105000,6
50223,502,23,23,160,160,110000,110000,6
50224,502,24,24,160,160,115000,115000,6
50225,502,25,25,160,160,120000,120000,6
50226,502,26,26,160,160,125000,125000,6
50227,502,27,27,160,160,130000,130000,6
50228,502,28,28,160,160,135000,135000,6
50229,502,29,29,160,160,140000,140000,6
50230,502,30,30,160,160,145000,145000,6
50231,502,31,31,160,160,150000,150000,6
50232,502,32,32,160,160,155000,155000,6
50233,502,33,33,160,160,160000,160000,6
50234,502,34,34,160,160,165000,165000,6
50235,502,35,35,160,160,170000,170000,6
50236,502,36,36,160,160,175000,175000,6
50237,502,37,37,160,160,180000,180000,6
50238,502,38,38,160,160,185000,185000,6
50239,502,39,39,160,160,190000,190000,6
50240,502,40,40,160,160,195000,195000,6
50241,502,41,41,160,160,200000,200000,6
50242,502,42,42,160,160,205000,205000,6
50243,502,43,43,160,160,210000,210000,6
50244,502,44,44,160,160,215000,215000,6
50245,502,45,45,160,160,220000,220000,6
50246,502,46,46,160,160,225000,225000,6
50247,502,47,47,160,160,230000,230000,6
50248,502,48,48,160,160,235000,235000,6
50249,502,49,49,160,160,240000,240000,6
50250,502,50,50,160,160,245000,245000,6
50251,502,51,-1,160,160,245000,245000,6
50301,503,1,1,160,160,0,0,4
50302,503,2,2,160,160,5000,5000,4
50303,503,3,3,160,160,10000,10000,4
50304,503,4,4,160,160,15000,15000,4
50305,503,5,5,160,160,20000,20000,4
50306,503,6,6,160,160,25000,25000,4
50307,503,7,7,160,160,30000,30000,4
50308,503,8,8,160,160,35000,35000,4
50309,503,9,9,160,160,40000,40000,4
50310,503,10,10,160,160,45000,45000,4
50311,503,11,11,160,160,50000,50000,5
50312,503,12,12,160,160,55000,55000,5
50313,503,13,13,160,160,60000,60000,5
50314,503,14,14,160,160,65000,65000,5
50315,503,15,15,160,160,70000,70000,5
50316,503,16,16,160,160,75000,75000,5
50317,503,17,17,160,160,80000,80000,5
50318,503,18,18,160,160,85000,85000,5
50319,503,19,19,160,160,90000,90000,5
50320,503,20,20,160,160,95000,95000,5
50321,503,21,21,160,160,100000,100000,6
50322,503,22,22,160,160,105000,105000,6
50323,503,23,23,160,160,110000,110000,6
50324,503,24,24,160,160,115000,115000,6
50325,503,25,25,160,160,120000,120000,6
50326,503,26,26,160,160,125000,125000,6
50327,503,27,27,160,160,130000,130000,6
50328,503,28,28,160,160,135000,135000,6
50329,503,29,29,160,160,140000,140000,6
50330,503,30,30,160,160,145000,145000,6
50331,503,31,31,160,160,150000,150000,6
50332,503,32,32,160,160,155000,155000,6
50333,503,33,33,160,160,160000,160000,6
50334,503,34,34,160,160,165000,165000,6
50335,503,35,35,160,160,170000,170000,6
50336,503,36,36,160,160,175000,175000,6
50337,503,37,37,160,160,180000,180000,6
50338,503,38,38,160,160,185000,185000,6
50339,503,39,39,160,160,190000,190000,6
50340,503,40,40,160,160,195000,195000,6
50341,503,41,41,160,160,200000,200000,6
50342,503,42,42,160,160,205000,205000,6
50343,503,43,43,160,160,210000,210000,6
50344,503,44,44,160,160,215000,215000,6
50345,503,45,45,160,160,220000,220000,6
50346,503,46,46,160,160,225000,225000,6
50347,503,47,47,160,160,230000,230000,6
50348,503,48,48,160,160,235000,235000,6
50349,503,49,49,160,160,240000,240000,6
50350,503,50,50,160,160,245000,245000,6
50351,503,51,-1,160,160,245000,245000,6
110101,1101,1,1,300,250,0,0,1
110102,1101,2,2,300,250,9411,9565,1
110103,1101,3,3,300,250,17059,17826,1
110104,1101,4,4,300,250,27059,27391,1
110105,1101,5,5,300,250,38235,38696,1
110106,1101,6,6,300,250,48824,50435,1
110107,1101,7,7,300,250,61176,62173,1
110108,1101,8,8,300,250,73530,75218,1
110109,1101,9,9,300,250,86470,87826,1
110110,1101,10,10,300,250,98824,101304,1
110111,1101,11,11,300,250,258235,263479,1
110112,1101,12,12,300,250,157647,160434,1
110113,1101,13,13,300,250,174118,178261,1
110114,1101,14,14,300,250,191764,195652,1
110115,1101,15,15,300,250,209412,213913,1
110116,1101,16,16,300,250,227647,231740,1
110117,1101,17,17,300,250,245294,250434,1
110118,1101,18,18,300,250,262942,268696,1
110119,1101,19,19,300,250,281764,287391,1
110120,1101,20,20,300,250,300000,306522,1
110121,1101,21,21,300,250,938824,957826,1
110122,1101,22,22,300,250,405294,413478,1
110123,1101,23,23,300,250,427647,436522,1
110124,1101,24,24,300,250,450588,460000,1
110125,1101,25,25,300,250,473530,483044,1
110126,1101,26,26,300,250,497058,507391,1
110127,1101,27,27,300,250,520000,530869,1
110128,1101,28,28,300,250,543530,554783,1
110129,1101,29,29,300,250,567059,578261,1
110130,1101,30,30,300,250,590588,603043,1
110131,1101,31,31,300,250,614706,627392,1
110132,1101,32,32,300,250,638823,651739,1
110133,1101,33,33,300,250,661765,675652,1
110134,1101,34,34,300,250,687059,701304,1
110135,1101,35,35,300,250,710000,724783,1
110136,1101,36,36,300,250,735294,750000,1
110137,1101,37,37,300,250,760000,776087,1
110138,1101,38,38,300,250,783529,799130,1
110139,1101,39,39,300,250,809412,826087,1
110140,1101,40,40,300,250,831765,849566,1
110141,1101,41,41,300,250,858823,876521,1
110142,1101,42,42,300,250,882942,900435,1
110143,1101,43,43,300,250,907647,926522,1
110144,1101,44,44,300,250,932941,952174,1
110145,1101,45,45,300,250,958235,978261,1
110146,1101,46,46,300,250,983530,1003913,1
110147,1101,47,47,300,250,1007058,1027826,1
110148,1101,48,48,300,250,1034118,1055217,1
110149,1101,49,49,300,250,1059412,1081304,1
110150,1101,50,50,300,250,1084706,1106957,1
110151,1101,51,-1,300,250,1084706,1084706,1
120101,1201,1,1,300,250,0,0,1
120102,1201,2,2,300,250,9411,9565,1
120103,1201,3,3,300,250,17059,17826,1
120104,1201,4,4,300,250,27059,27391,1
120105,1201,5,5,300,250,38235,38696,1
120106,1201,6,6,300,250,48824,50435,1
120107,1201,7,7,300,250,61176,62173,1
120108,1201,8,8,300,250,73530,75218,1
120109,1201,9,9,300,250,86470,87826,1
120110,1201,10,10,300,250,98824,101304,1
120111,1201,11,11,300,250,258235,263479,1
120112,1201,12,12,300,250,157647,160434,1
120113,1201,13,13,300,250,174118,178261,1
120114,1201,14,14,300,250,191764,195652,1
120115,1201,15,15,300,250,209412,213913,1
120116,1201,16,16,300,250,227647,231740,1
120117,1201,17,17,300,250,245294,250434,1
120118,1201,18,18,300,250,262942,268696,1
120119,1201,19,19,300,250,281764,287391,1
120120,1201,20,20,300,250,300000,306522,1
120121,1201,21,21,300,250,938824,957826,1
120122,1201,22,22,300,250,405294,413478,1
120123,1201,23,23,300,250,427647,436522,1
120124,1201,24,24,300,250,450588,460000,1
120125,1201,25,25,300,250,473530,483044,1
120126,1201,26,26,300,250,497058,507391,1
120127,1201,27,27,300,250,520000,530869,1
120128,1201,28,28,300,250,543530,554783,1
120129,1201,29,29,300,250,567059,578261,1
120130,1201,30,30,300,250,590588,603043,1
120131,1201,31,31,300,250,614706,627392,1
120132,1201,32,32,300,250,638823,651739,1
120133,1201,33,33,300,250,661765,675652,1
120134,1201,34,34,300,250,687059,701304,1
120135,1201,35,35,300,250,710000,724783,1
120136,1201,36,36,300,250,735294,750000,1
120137,1201,37,37,300,250,760000,776087,1
120138,1201,38,38,300,250,783529,799130,1
120139,1201,39,39,300,250,809412,826087,1
120140,1201,40,40,300,250,831765,849566,1
120141,1201,41,41,300,250,858823,876521,1
120142,1201,42,42,300,250,882942,900435,1
120143,1201,43,43,300,250,907647,926522,1
120144,1201,44,44,300,250,932941,952174,1
120145,1201,45,45,300,250,958235,978261,1
120146,1201,46,46,300,250,983530,1003913,1
120147,1201,47,47,300,250,1007058,1027826,1
120148,1201,48,48,300,250,1034118,1055217,1
120149,1201,49,49,300,250,1059412,1081304,1
120150,1201,50,50,300,250,1084706,1106957,1
120151,1201,51,-1,300,250,1084706,1084706,1
130101,1301,1,1,250,225,0,0,1
130102,1301,2,2,250,225,4000,5000,1
130103,1301,3,3,250,225,10000,10000,1
130104,1301,4,4,250,225,16000,15000,1
130105,1301,5,5,250,225,20000,20000,1
130106,1301,6,6,250,225,24000,25000,1
130107,1301,7,7,250,225,30000,30000,1
130108,1301,8,8,250,225,36000,35000,1
130109,1301,9,9,250,225,40000,40000,1
130110,1301,10,10,250,225,44000,45000,1
130111,1301,11,11,250,225,121000,121250,1
130112,1301,12,12,250,225,70000,68750,1
130113,1301,13,13,250,225,75000,75000,1
130114,1301,14,14,250,225,80000,81250,1
130115,1301,15,15,250,225,87500,87500,1
130116,1301,16,16,250,225,95000,93750,1
130117,1301,17,17,250,225,100000,100000,1
130118,1301,18,18,250,225,105000,106250,1
130119,1301,19,19,250,225,112500,112500,1
130120,1301,20,20,250,225,120000,118750,1
130121,1301,21,21,250,225,390000,390000,1
130122,1301,22,22,250,225,156000,157500,1
130123,1301,23,23,250,225,165000,165000,1
130124,1301,24,24,250,225,174000,172500,1
130125,1301,25,25,250,225,180000,180000,1
130126,1301,26,26,250,225,186000,187500,1
130127,1301,27,27,250,225,195000,195000,1
130128,1301,28,28,250,225,204000,202500,1
130129,1301,29,29,250,225,210000,210000,1
130130,1301,30,30,250,225,216000,217500,1
130131,1301,31,31,250,225,225000,225000,1
130132,1301,32,32,250,225,234000,232500,1
130133,1301,33,33,250,225,240000,240000,1
130134,1301,34,34,250,225,246000,247500,1
130135,1301,35,35,250,225,255000,255000,1
130136,1301,36,36,250,225,264000,262500,1
130137,1301,37,37,250,225,270000,270000,1
130138,1301,38,38,250,225,276000,277500,1
130139,1301,39,39,250,225,285000,285000,1
130140,1301,40,40,250,225,294000,292500,1
130141,1301,41,41,250,225,300000,300000,1
130142,1301,42,42,250,225,306000,307500,1
130143,1301,43,43,250,225,315000,315000,1
130144,1301,44,44,250,225,324000,322500,1
130145,1301,45,45,250,225,330000,330000,1
130146,1301,46,46,250,225,336000,337500,1
130147,1301,47,47,250,225,345000,345000,1
130148,1301,48,48,250,225,354000,352500,1
130149,1301,49,49,250,225,360000,360000,1
130150,1301,50,50,250,225,366000,367500,1
130151,1301,51,-1,250,225,366000,366000,1
